GEO_ID,B25045_001E,B25045_001M,B25045_002E,B25045_002M,B25045_003E,B25045_003M,B25045_004E,B25045_004M,B25045_005E,B25045_005M,B25045_006E,B25045_006M,B25045_007E,B25045_007M,B25045_008E,B25045_008M,B25045_009E,B25045_009M,B25045_010E,B25045_010M,B25045_011E,B25045_011M,B25045_012E,B25045_012M,B25045_013E,B25045_013M,B25045_014E,B25045_014M,B25045_015E,B25045_015M,B25045_016E,B25045_016M,B25045_017E,B25045_017M,B25045_018E,B25045_018M,B25045_019E,B25045_019M,NAME,B25045_001EA,B25045_001MA,B25045_002EA,B25045_002MA,B25045_003MA,B25045_003EA,B25045_004EA,B25045_004MA,B25045_005EA,B25045_005MA,B25045_006EA,B25045_006MA,B25045_007EA,B25045_007MA,B25045_008MA,B25045_008EA,B25045_009EA,B25045_009MA,B25045_010EA,B25045_010MA,B25045_011EA,B25045_011MA,B25045_012EA,B25045_012MA,B25045_013MA,B25045_013EA,B25045_014MA,B25045_014EA,B25045_015EA,B25045_015MA,B25045_016EA,B25045_016MA,B25045_017EA,B25045_017MA,B25045_018EA,B25045_018MA,B25045_019EA,B25045_019MA,state
0400000US01,1841217,10615,1246080,12085,39402,2720,1907,689,15270,1855,22225,2026,1206678,12252,121822,5296,713376,9366,371480,4695,595137,11423,81148,4460,18179,2213,40165,2734,22804,2355,513989,11339,196862,7334,260968,7726,56159,3291,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,156006,4250,8754,691,752,318,4931,459,3071,449,147252,4234,18724,1944,97774,3105,30754,1597,93653,4082,12849,1519,3288,588,6923,1287,2638,617,80804,4056,38172,2813,38099,2695,4533,1103,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1484857,11801,40368,2579,3022,733,17041,1712,20305,2017,1444489,11912,140347,5469,801021,9223,503121,5685,943886,14175,125989,6625,31338,3080,58308,4505,36343,2994,817897,14028,305408,8336,424646,10954,87843,4305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,744318,10448,21582,2117,1155,475,8188,1297,12239,1478,722736,9899,80804,4215,415218,6611,226714,4659,386970,9803,50980,3296,12212,1748,25397,2382,13371,1595,335990,9195,130100,6820,168412,6088,37478,3172,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,6855688,27608,189208,6554,10038,1381,68498,3521,110672,4486,6666480,27814,536646,10708,4177796,24168,1952038,12225,5902960,28154,793776,11613,174460,6741,356920,7840,262396,7601,5109184,27688,1681436,17978,2922506,22130,505242,10633,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1302533,10820,25760,2371,2334,586,11664,1638,11762,1622,1276773,11158,144296,5155,810510,8333,321967,4447,737059,11315,89461,5184,24677,2910,36130,3168,28654,2517,647598,11457,284227,7334,307125,8528,56246,3253,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,900039,8072,22770,1885,764,454,8784,1194,13222,1427,877269,7968,61562,3656,570343,6306,245364,4178,455778,8159,100273,4775,21605,2432,47476,3021,31192,2469,355505,8334,113771,4775,191854,5851,49880,3212,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,245808,4425,6706,1106,657,399,2906,746,3143,754,239102,4477,22251,1939,141595,3645,75256,2149,103935,3908,15039,2069,3659,1016,6972,1295,4408,1024,88896,3326,32202,2271,47124,3069,9570,1264,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,112492,3641,16730,1559,2322,703,8789,1218,5619,891,95762,3489,11789,1441,57168,3013,26805,1542,164886,4965,77494,3756,28791,2407,38504,3231,10199,1420,87392,4509,40789,3190,38763,2584,7840,1338,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,4693821,26616,156177,6166,5197,1074,48640,3372,102340,5049,4537644,26740,311547,8604,2503377,23949,1722720,12346,2634225,22450,350023,10452,80475,5161,153244,6646,116304,5388,2284202,20469,741615,12220,1260213,15056,282374,7487,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3587521,13961,2232553,17839,59090,3402,2692,831,25305,2185,31093,2615,2173463,17414,214627,8003,1392352,13255,566484,7699,1354968,15864,202519,7754,53981,3628,100314,5269,48224,3423,1152449,14276,446597,10328,601199,11138,104653,4506,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450769,4870,255375,5028,10132,1397,278,177,2756,711,7098,1061,245243,4876,15699,2050,142989,4131,86555,2724,195394,4468,26756,1808,4527,1141,12875,1520,9354,1136,168638,4348,60622,3635,88279,3804,19737,2118,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,591587,4733,402394,6319,8274,1315,360,268,3435,912,4479,1015,394120,6445,46931,3214,231871,4482,115318,3781,189193,5697,17826,2157,3059,935,6813,1261,7954,1559,171367,4986,73765,3680,81129,3654,16473,1972,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4772421,12392,3125655,15819,120124,4403,8637,1163,44227,2949,67260,3600,3005531,15193,305002,6579,1893963,12228,806566,7238,1646766,13919,394568,8972,120633,4767,172829,5923,101106,4610,1252198,13525,480531,8754,641053,11150,130614,5030,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
