GEO_ID,B17020G_001E,B17020G_001M,B17020G_002E,B17020G_002M,B17020G_003E,B17020G_003M,B17020G_004E,B17020G_004M,B17020G_005E,B17020G_005M,B17020G_006E,B17020G_006M,B17020G_007E,B17020G_007M,B17020G_008E,B17020G_008M,B17020G_009E,B17020G_009M,B17020G_010E,B17020G_010M,B17020G_011E,B17020G_011M,B17020G_012E,B17020G_012M,B17020G_013E,B17020G_013M,B17020G_014E,B17020G_014M,B17020G_015E,B17020G_015M,B17020G_016E,B17020G_016M,B17020G_017E,B17020G_017M,NAME,B17020G_001MA,B17020G_001EA,B17020G_002EA,B17020G_002MA,B17020G_003EA,B17020G_003MA,B17020G_004MA,B17020G_004EA,B17020G_005MA,B17020G_005EA,B17020G_006MA,B17020G_006EA,B17020G_007MA,B17020G_007EA,B17020G_008EA,B17020G_008MA,B17020G_009EA,B17020G_009MA,B17020G_010MA,B17020G_010EA,B17020G_011MA,B17020G_011EA,B17020G_012MA,B17020G_012EA,B17020G_013EA,B17020G_013MA,B17020G_014EA,B17020G_014MA,B17020G_015MA,B17020G_015EA,B17020G_016MA,B17020G_016EA,B17020G_017EA,B17020G_017MA,state
0400000US21,89391,5926,22461,2814,6855,1685,4073,1314,2785,906,8048,1513,525,269,148,158,27,48,66930,5524,13892,2413,11952,1627,11795,2068,23316,2647,4653,1029,1077,479,245,161,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75202,5955,17144,3402,3393,1603,2881,1177,2423,990,7255,1764,1018,437,161,134,13,25,58058,5451,9454,1810,9981,2370,7665,1388,25085,3315,4203,1053,1210,547,460,373,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,26376,2123,8956,1704,1514,584,1601,564,1376,614,3848,876,159,160,387,344,71,117,17420,2111,1668,466,3044,744,2759,778,8354,1152,1347,466,189,197,59,68,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,168253,8240,22210,3109,4440,1184,2995,1206,3207,1005,10143,1803,916,432,235,220,274,357,146043,7527,26695,2980,23112,2784,20188,2733,63182,4592,9578,1457,2279,754,1009,479,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,200358,11264,41734,6027,8390,2180,7374,1928,4685,1430,18420,2494,2222,893,562,421,81,94,158624,9894,28250,2711,22111,3108,20134,2344,78161,6281,7476,1537,1559,625,933,496,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,247324,10639,72174,7534,14664,2240,13233,2320,12295,2229,28742,3308,2646,706,439,206,155,198,175150,9292,28046,2775,27839,3341,27882,2542,77068,4552,10569,1190,3062,712,684,281,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,137820,6555,28602,4457,6641,1503,6375,1879,2249,820,12140,1744,725,325,419,402,53,95,109218,5323,23365,2273,21911,2071,16307,1759,43137,3341,3703,896,532,227,263,201,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37176,4347,10029,2663,2960,1505,1997,807,1147,487,3330,1114,506,450,69,101,20,33,27147,3506,5217,1391,5690,1620,3757,1193,10357,1739,1856,759,240,137,30,49,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,144440,7906,34457,4486,5782,1429,7048,1826,5260,1371,14008,2427,1680,653,410,246,269,286,109983,7306,18099,2383,18896,2551,14709,2212,48881,4232,6858,1124,1972,527,568,380,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21474,2387,3784,1095,563,399,1032,390,446,280,1694,703,49,47,0,161,0,161,17690,2127,3283,876,3088,971,1996,647,7303,1303,1765,533,230,159,25,37,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41861,4286,7589,1781,1590,704,1544,657,1186,609,2830,979,330,213,0,153,109,125,34272,4261,6707,1521,6599,1392,5689,1016,13657,2258,1393,488,227,146,0,153,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,122087,7187,16973,3080,4167,1265,2663,800,2263,830,7093,1440,585,301,155,181,47,80,105114,6299,18946,2293,15069,2249,14046,1864,49366,4132,5920,1040,1237,468,530,363,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25946,3210,4662,1380,1797,914,575,351,492,322,1649,565,60,83,89,105,0,182,21284,2824,3154,966,3127,872,3266,973,10389,1685,997,410,347,222,4,7,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,202273,10153,28876,4570,5748,1618,5231,1361,2706,835,12883,2154,1258,523,919,570,131,154,173397,9035,34015,3765,24782,2767,19706,2442,80596,5373,11104,1730,1966,646,1228,611,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62352,5153,14042,3226,2265,808,1556,546,1737,1241,7410,2090,643,447,375,334,56,91,48310,4453,7955,1345,6912,1375,4447,1192,23865,2854,4029,1005,982,393,120,123,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,554015,18969,124092,10469,22810,3380,19465,2620,15813,2589,53682,4764,9461,1802,2400,819,461,298,429923,16069,71363,5369,58827,4476,47841,4124,213168,11116,30338,2902,6624,1076,1762,509,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,225292,11228,58137,5283,17340,2546,10361,1753,6625,1487,21654,2835,1835,501,254,179,68,140,167155,9451,35764,3843,31172,3394,19181,2437,69936,5118,8833,1822,1861,850,408,227,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15882,2952,3887,1606,1270,677,840,574,633,364,1078,560,47,66,19,37,0,147,11995,2305,1955,818,2086,843,1174,600,6287,1651,412,328,81,86,0,147,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,285885,10094,88422,6320,24938,2830,17394,2273,13770,2133,30495,2762,1474,519,119,114,232,200,197463,9834,33207,3924,33190,3508,29192,3162,87609,5702,10774,1250,2708,658,783,366,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,288481,8999,59390,5490,12220,1778,10842,1594,7372,1331,25854,2703,2271,522,558,256,273,210,229091,7945,30991,2437,30685,2592,32034,2419,111190,5146,17766,1452,5037,707,1388,450,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,172124,6968,39945,4844,6579,1606,6189,1632,3799,1235,20750,2907,2342,813,286,188,0,197,132179,7435,19833,2467,20918,2386,17559,2373,61280,4565,10121,1358,1391,541,1077,588,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,277443,12595,70537,7313,17616,2465,13992,2356,9302,1907,26431,3574,2338,742,686,586,172,193,206906,11079,39688,4407,33149,3086,28902,3101,90220,5714,11687,1681,2563,821,697,368,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25443,3902,7341,2166,1550,764,1346,664,698,389,3010,1196,525,353,121,141,91,145,18102,2814,2143,755,2367,808,2553,917,8620,1755,1466,592,463,256,490,376,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,97514,8342,31204,5797,9456,2599,7677,2782,4568,1176,8636,2352,542,301,253,219,72,120,66310,6209,11360,2047,12079,2281,9956,1749,26475,3286,5150,1074,1011,466,279,250,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22784,2871,5874,1643,2049,859,1124,526,722,366,1765,613,214,131,0,151,0,151,16910,2281,3091,819,2222,567,1943,675,7746,1522,1451,432,393,242,64,88,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,133550,8031,32762,4345,7405,1605,5940,1550,4224,1309,13177,2113,1452,530,447,344,117,148,100788,7777,15417,2646,16729,2549,14230,2152,44628,3741,7125,1218,2315,742,344,211,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,643594,19122,119671,9432,26421,3386,22858,3169,14038,2425,50067,4979,4631,1461,1381,536,275,239,523923,17742,95138,6913,78427,5794,67500,4816,240257,10912,32403,3074,8308,1403,1890,647,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,77145,6727,12404,2379,1967,885,2321,861,2282,1103,5292,1128,225,251,264,404,53,91,64741,6011,14809,2054,11656,1829,11683,1983,24079,3127,2181,676,333,217,0,184,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12146,2172,3055,1015,635,356,369,276,280,202,1659,884,85,76,27,47,0,147,9091,2024,1262,555,1135,491,1184,423,3567,1066,859,332,1024,700,60,96,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,264816,10955,37301,5012,7876,1897,8054,1832,4277,1018,15271,2683,1365,525,348,266,110,145,227515,10013,44405,3568,35551,3614,33194,3424,101083,6372,10078,1652,2358,750,846,445,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,372837,11338,68112,6440,13616,2426,12134,2580,8718,1929,31718,3278,1614,511,221,201,91,139,304725,10592,51906,3674,44936,3187,42023,3349,148653,6261,13783,1718,2911,638,513,298,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29692,3120,10448,1907,2816,794,2775,966,1315,604,3157,862,385,275,0,187,0,187,19244,2784,4721,1319,3248,971,1876,716,7104,1309,1796,617,447,285,52,73,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,112463,6363,28737,3968,8303,1534,4448,1150,4207,1362,10918,1879,729,310,109,131,23,38,83726,5847,15145,2387,14790,1897,13924,2166,35133,3041,3503,851,773,324,458,349,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12583,2276,1531,732,262,259,239,261,41,84,831,551,158,213,0,190,0,190,11052,2153,1180,552,1427,644,1616,850,6061,1675,450,301,262,266,56,78,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,223048,10251,99300,8887,9184,2024,11797,1936,10944,2241,52765,5221,10749,1582,2667,708,1194,548,123748,6825,5520,1382,7605,1506,9831,2015,77242,4603,15686,2072,6198,1280,1666,741,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
