GEO_ID,C07001_001E,C07001_001M,C07001_002E,C07001_002M,C07001_003E,C07001_003M,C07001_004E,C07001_004M,C07001_005E,C07001_005M,C07001_006E,C07001_006M,C07001_007E,C07001_007M,C07001_008E,C07001_008M,C07001_009E,C07001_009M,C07001_010E,C07001_010M,C07001_011E,C07001_011M,C07001_012E,C07001_012M,C07001_013E,C07001_013M,C07001_014E,C07001_014M,C07001_015E,C07001_015M,C07001_016E,C07001_016M,C07001_017E,C07001_017M,C07001_018E,C07001_018M,C07001_019E,C07001_019M,C07001_020E,C07001_020M,C07001_021E,C07001_021M,C07001_022E,C07001_022M,C07001_023E,C07001_023M,C07001_024E,C07001_024M,C07001_025E,C07001_025M,C07001_026E,C07001_026M,C07001_027E,C07001_027M,C07001_028E,C07001_028M,C07001_029E,C07001_029M,C07001_030E,C07001_030M,C07001_031E,C07001_031M,C07001_032E,C07001_032M,C07001_033E,C07001_033M,C07001_034E,C07001_034M,C07001_035E,C07001_035M,C07001_036E,C07001_036M,C07001_037E,C07001_037M,C07001_038E,C07001_038M,C07001_039E,C07001_039M,C07001_040E,C07001_040M,C07001_041E,C07001_041M,C07001_042E,C07001_042M,C07001_043E,C07001_043M,C07001_044E,C07001_044M,C07001_045E,C07001_045M,C07001_046E,C07001_046M,C07001_047E,C07001_047M,C07001_048E,C07001_048M,C07001_049E,C07001_049M,C07001_050E,C07001_050M,C07001_051E,C07001_051M,C07001_052E,C07001_052M,C07001_053E,C07001_053M,C07001_054E,C07001_054M,C07001_055E,C07001_055M,C07001_056E,C07001_056M,C07001_057E,C07001_057M,C07001_058E,C07001_058M,C07001_059E,C07001_059M,C07001_060E,C07001_060M,NAME,C07001_001EA,C07001_001MA,C07001_002MA,C07001_002EA,C07001_003EA,C07001_003MA,C07001_004MA,C07001_004EA,C07001_005MA,C07001_005EA,C07001_006MA,C07001_006EA,C07001_007MA,C07001_007EA,C07001_008EA,C07001_008MA,C07001_009MA,C07001_009EA,C07001_010EA,C07001_010MA,C07001_011MA,C07001_011EA,C07001_012EA,C07001_012MA,C07001_013EA,C07001_013MA,C07001_014MA,C07001_014EA,C07001_015MA,C07001_015EA,C07001_016MA,C07001_016EA,C07001_017MA,C07001_017EA,C07001_018MA,C07001_018EA,C07001_019MA,C07001_019EA,C07001_020MA,C07001_020EA,C07001_021EA,C07001_021MA,C07001_022MA,C07001_022EA,C07001_023MA,C07001_023EA,C07001_024MA,C07001_024EA,C07001_025EA,C07001_025MA,C07001_026EA,C07001_026MA,C07001_027EA,C07001_027MA,C07001_028MA,C07001_028EA,C07001_029MA,C07001_029EA,C07001_030MA,C07001_030EA,C07001_031MA,C07001_031EA,C07001_032EA,C07001_032MA,C07001_033MA,C07001_033EA,C07001_034EA,C07001_034MA,C07001_035MA,C07001_035EA,C07001_036EA,C07001_036MA,C07001_037EA,C07001_037MA,C07001_038MA,C07001_038EA,C07001_039MA,C07001_039EA,C07001_040MA,C07001_040EA,C07001_041MA,C07001_041EA,C07001_042MA,C07001_042EA,C07001_043EA,C07001_043MA,C07001_044MA,C07001_044EA,C07001_045EA,C07001_045MA,C07001_046MA,C07001_046EA,C07001_047EA,C07001_047MA,C07001_048EA,C07001_048MA,C07001_049MA,C07001_049EA,C07001_050MA,C07001_050EA,C07001_051MA,C07001_051EA,C07001_052MA,C07001_052EA,C07001_053EA,C07001_053MA,C07001_054EA,C07001_054MA,C07001_055MA,C07001_055EA,C07001_056EA,C07001_056MA,C07001_057MA,C07001_057EA,C07001_058EA,C07001_058MA,C07001_059MA,C07001_059EA,C07001_060MA,C07001_060EA,state
0400000US01,4791931,4065,233714,4097,817440,3350,484011,4587,615948,5176,613234,5576,651204,4714,629868,2616,434244,2252,312268,2589,4081522,22252,183648,5303,694394,8235,343367,8101,465908,8644,521186,7148,585619,6646,583520,4406,411728,3257,292152,3025,433594,16491,34386,3190,82826,6764,73149,5491,94919,5695,57458,4482,38302,3579,26020,2910,13371,2034,13163,1609,155617,10155,9840,1657,22584,3425,40258,4530,28988,3354,19206,2868,15574,2328,10473,2080,4814,1240,3880,997,107919,8282,5310,1384,16038,3040,24071,3109,23915,3109,13532,2440,10539,1818,8299,1457,3416,920,2799,790,13279,2672,530,371,1598,721,3166,943,2218,925,1852,856,1170,639,1556,875,915,480,274,267,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,725206,1461,41882,1767,133361,1184,84814,2111,113774,1886,93083,1846,96361,1550,92032,1084,46227,1124,23672,1155,585916,7276,32764,1775,112071,2469,54451,2987,77706,3021,73159,2312,86044,1931,84043,1626,43259,1567,22419,1272,79177,6423,5483,989,12984,2168,15606,2516,21004,2338,11449,1996,5624,1083,5042,1209,1262,553,723,443,18181,3059,828,307,3422,1295,3654,947,3402,852,2804,995,1985,790,1098,369,891,484,97,75,37842,4013,2533,847,4494,1263,10153,1926,10588,1731,4825,1378,2419,699,1647,579,796,432,387,312,4090,1210,274,263,390,234,950,565,1074,674,846,765,289,270,202,198,19,45,46,78,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6651964,4638,353143,4564,1189408,1571,673187,2578,895519,3441,839439,2412,836539,2217,793972,1476,622516,1542,448241,1233,5431241,29624,270320,5770,978593,10849,457837,9840,648539,8942,685421,7261,719785,5777,701652,5092,563637,4732,405457,3543,802723,23953,59477,4687,153624,9655,133422,7799,165284,7501,107846,6135,76587,4901,51923,4091,27332,2869,27228,3017,119406,10233,7048,1753,15534,3579,30440,4007,23310,2569,13688,2009,10945,2176,9426,1510,5943,1590,3072,711,249730,12340,13797,2233,36403,4685,42399,3638,46183,4734,27917,3348,23746,2628,27139,2685,21582,2732,10564,1573,48864,5666,2501,1248,5254,1559,9089,1679,12203,2417,4567,1256,5476,1575,3832,1063,4022,1086,1920,593,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2931123,2667,155150,2792,515744,3120,291815,4071,378309,4797,374567,4557,380913,4053,369613,2190,268763,1856,196249,1537,2464189,16201,113767,3472,436782,6417,196541,6121,282686,6881,317210,6033,338125,5214,342427,3159,253183,3212,183468,2213,277335,12841,26453,2728,52596,5336,51631,4131,56843,4653,34034,3501,24889,2887,15150,2088,8748,1940,6991,1118,105752,7406,7967,1946,13667,2366,28408,2832,22519,3377,12530,2286,9506,1704,6005,1048,2432,680,2718,684,74741,6045,6426,1406,10963,1976,14400,1815,13388,2151,9410,1677,7511,2056,5572,1246,4184,1073,2887,933,9106,2535,537,555,1736,892,835,378,2873,1200,1383,710,882,488,459,338,216,175,185,173,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38340324,10835,2049516,11064,6639887,2642,3996629,5195,5722924,5885,5184418,4975,5235948,4891,4520910,3167,2836598,3103,2153494,2791,32849251,61601,1665834,14152,5798333,22576,3024841,14670,4404684,18269,4434205,16103,4713495,14323,4150740,11701,2650085,7547,2007034,6563,3568783,53411,269538,10397,607457,20087,550528,15756,837599,15781,508922,14266,353481,11730,237968,7716,111952,4962,91338,4742,1090301,29041,66187,5046,131433,10159,247351,9263,265417,11126,137412,6530,103339,6388,72644,4690,36877,3043,29641,2852,513968,18847,29656,3945,59256,6422,114260,6666,140088,7793,62177,4846,39579,3083,35057,4137,18322,2206,15573,1980,318021,12211,18301,2267,43408,3884,59649,4814,75136,4422,41702,3646,26054,2573,24501,2711,19362,2492,9908,1707,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5293943,3847,270135,3986,915087,2257,524258,3278,798685,4259,724786,4318,711280,3151,670140,2469,409895,2002,269677,1926,4263998,25609,202830,4512,766288,8470,312099,8314,540174,9037,591666,7033,621933,5770,602977,4928,378832,3099,247199,3062,504223,15887,36002,3707,83749,6411,91939,4964,119243,6354,71652,5299,46144,3815,29411,2845,14096,1817,11987,2256,273476,13231,17466,2464,35239,4580,59735,4466,70715,4776,33528,3592,21981,2607,20320,2245,8217,1365,6275,1193,218728,12727,11781,2023,25576,3358,54442,4246,59902,5255,23811,3010,17680,2361,14846,2567,6833,1266,3857,891,33518,4790,2056,770,4235,1456,6043,1365,8651,1651,4129,1180,3542,1150,2586,917,1917,711,359,258,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3558915,2621,151100,2722,586014,1141,349983,1993,438421,2369,441421,2181,549077,2421,487371,1400,304711,1300,250817,1315,3111779,13932,123101,3663,520743,4701,269376,4742,331279,6152,385285,4463,505066,4165,455819,3533,288325,2122,232785,2044,273080,10699,17041,1996,45581,3950,37094,3501,62720,4881,36279,3472,28241,2988,21581,2611,11582,1672,12961,1720,61127,4905,2644,953,4311,1493,16432,2405,16342,2202,6749,1207,6688,1576,4428,1109,1613,523,1920,606,82746,8190,5947,1718,10937,2545,21052,2529,21257,2827,9070,1763,6534,1628,3959,1131,1895,540,2095,618,30183,4320,2367,1001,4442,1472,6029,1578,6823,1803,4038,1283,2548,1111,1584,649,1296,549,1056,539,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,924770,1262,45166,1282,147832,596,91429,1001,121964,1022,111621,1099,128366,838,124633,690,91578,968,62181,661,810905,7547,37061,1870,132530,2927,68788,2665,96119,2523,98648,2203,118213,1624,115308,1637,85598,1542,58640,1093,67894,6499,5422,1224,10253,2514,12295,2293,15009,1844,9174,1685,6578,1268,4739,936,2402,674,2022,621,9352,1634,763,530,700,495,1838,612,2853,914,1155,512,781,350,458,326,512,362,292,233,32166,3413,1771,709,4146,1477,7433,1279,6556,1385,2561,797,2035,757,3620,1005,3010,869,1034,407,4453,1284,149,221,203,181,1075,562,1427,700,83,99,759,515,508,372,56,71,193,140,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648586,1757,32456,1756,72267,4,80652,347,150211,535,92877,421,76790,457,68868,228,41946,524,32519,497,513634,7913,26230,1807,63536,1986,43163,2812,105157,3791,77008,2337,67097,1534,61696,1343,39230,1045,30517,837,67286,5744,4977,1423,5457,1477,12386,1929,23197,2370,8284,1474,5717,1071,4303,1259,1642,631,1323,551,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,56234,4603,843,487,1753,757,22254,2650,18670,2598,5627,1295,3055,876,2494,765,859,466,679,581,11432,2238,406,348,1521,897,2849,862,3187,1011,1958,979,921,566,375,247,215,320,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19683763,7910,868038,7748,2976451,3914,1798078,6225,2512629,7641,2432609,6425,2730745,6443,2574259,4406,2083890,3796,1707064,3642,16504838,45685,683183,10680,2511451,16457,1310678,14366,1880600,16478,2003240,16038,2369624,13386,2292457,10206,1888601,9657,1565004,7742,1824077,35893,118476,7658,300179,13304,259235,10275,364806,10832,252031,11974,213507,9499,149900,7003,87456,5688,78487,4633,612542,19025,29066,3165,73013,7485,129183,6540,132125,7585,80860,4587,66684,4739,50230,3518,28651,3138,22730,2842,546501,21034,27843,3480,66286,7101,74406,5324,96749,7172,66303,6557,58936,4139,61913,4838,62651,4202,31414,3307,195805,13262,9470,2215,25522,3607,24576,2892,38349,4537,30175,4798,21994,3488,19759,2804,16531,2480,9429,1695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
