GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001MA,B19037H_001EA,B19037H_002MA,B19037H_002EA,B19037H_003MA,B19037H_003EA,B19037H_004EA,B19037H_004MA,B19037H_005MA,B19037H_005EA,B19037H_006EA,B19037H_006MA,B19037H_007MA,B19037H_007EA,B19037H_008MA,B19037H_008EA,B19037H_009MA,B19037H_009EA,B19037H_010MA,B19037H_010EA,B19037H_011EA,B19037H_011MA,B19037H_012MA,B19037H_012EA,B19037H_013MA,B19037H_013EA,B19037H_014MA,B19037H_014EA,B19037H_015MA,B19037H_015EA,B19037H_016MA,B19037H_016EA,B19037H_017EA,B19037H_017MA,B19037H_018MA,B19037H_018EA,B19037H_019MA,B19037H_019EA,B19037H_020EA,B19037H_020MA,B19037H_021MA,B19037H_021EA,B19037H_022EA,B19037H_022MA,B19037H_023MA,B19037H_023EA,B19037H_024MA,B19037H_024EA,B19037H_025EA,B19037H_025MA,B19037H_026MA,B19037H_026EA,B19037H_027MA,B19037H_027EA,B19037H_028EA,B19037H_028MA,B19037H_029MA,B19037H_029EA,B19037H_030EA,B19037H_030MA,B19037H_031EA,B19037H_031MA,B19037H_032MA,B19037H_032EA,B19037H_033EA,B19037H_033MA,B19037H_034MA,B19037H_034EA,B19037H_035EA,B19037H_035MA,B19037H_036EA,B19037H_036MA,B19037H_037MA,B19037H_037EA,B19037H_038MA,B19037H_038EA,B19037H_039EA,B19037H_039MA,B19037H_040MA,B19037H_040EA,B19037H_041EA,B19037H_041MA,B19037H_042EA,B19037H_042MA,B19037H_043MA,B19037H_043EA,B19037H_044EA,B19037H_044MA,B19037H_045MA,B19037H_045EA,B19037H_046EA,B19037H_046MA,B19037H_047EA,B19037H_047MA,B19037H_048MA,B19037H_048EA,B19037H_049MA,B19037H_049EA,B19037H_050EA,B19037H_050MA,B19037H_051MA,B19037H_051EA,B19037H_052EA,B19037H_052MA,B19037H_053EA,B19037H_053MA,B19037H_054MA,B19037H_054EA,B19037H_055EA,B19037H_055MA,B19037H_056MA,B19037H_056EA,B19037H_057EA,B19037H_057MA,B19037H_058EA,B19037H_058MA,B19037H_059MA,B19037H_059EA,B19037H_060EA,B19037H_060MA,B19037H_061EA,B19037H_061MA,B19037H_062MA,B19037H_062EA,B19037H_063EA,B19037H_063MA,B19037H_064EA,B19037H_064MA,B19037H_065MA,B19037H_065EA,B19037H_066EA,B19037H_066MA,B19037H_067MA,B19037H_067EA,B19037H_068EA,B19037H_068MA,B19037H_069EA,B19037H_069MA,state
0400000US01,1268856,8154,44217,3174,8685,1522,3667,1047,4664,1049,3806,1043,3769,1167,3605,1039,3013,849,2465,772,2001,740,2492,948,2990,899,2211,763,555,304,235,280,30,38,29,49,360845,5857,23845,2877,13942,1767,11876,1497,16532,2061,16689,1851,17913,2542,16917,1938,18229,2168,18216,2337,31203,3206,43210,3438,57317,3613,32712,2599,17982,2254,15819,1865,8443,1415,494240,5361,35986,3188,21916,2003,21342,2119,22480,2237,20200,2072,19760,2034,19152,2055,22370,2156,21894,2073,39675,2656,53074,3034,62903,3885,49672,3404,28912,2312,29822,2179,25082,2152,369554,3868,26858,2166,33785,2319,33664,2243,31325,2082,29425,2304,24811,2133,22258,2218,18384,1857,17946,1684,28561,2465,33164,2192,29437,2347,15531,1572,9367,1452,7610,1009,7428,1186,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176108,2546,10269,1434,598,281,368,299,623,411,1043,547,1100,638,579,377,352,227,993,588,1125,667,837,433,650,490,1374,633,452,343,45,76,130,162,0,145,57779,2688,1598,628,821,347,1020,392,1761,753,1550,496,981,382,2059,784,2375,698,1800,651,3156,671,7511,1368,8728,1134,10488,1551,5572,908,5274,807,3085,744,76951,2008,2204,556,2471,785,1592,548,1534,594,1661,536,2113,713,1707,675,2306,638,2133,660,4402,802,8950,1376,10460,1531,10166,1330,7451,1167,8996,1220,8805,1429,31109,1294,945,430,1368,369,1823,579,1617,434,834,350,1283,444,1573,427,1234,434,1268,456,2723,615,3686,876,4076,813,3370,800,1972,601,1738,511,1599,481,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1613335,9790,53891,2944,9079,1640,5846,1324,4007,1032,4032,946,3643,1041,5089,1163,3154,862,2466,906,3658,1006,4674,1112,4305,1089,3022,802,557,385,199,164,0,200,160,219,420154,6559,20617,2599,10044,1499,13244,2050,12974,1555,16947,2415,20338,2055,17211,2133,22632,2761,17950,2243,37567,2936,49515,3268,64286,4038,48532,3508,24832,2235,23986,2447,19479,1754,598212,6488,40119,3422,22172,2166,19485,2429,22638,2145,19743,2325,22881,2227,24133,2428,25905,2495,22291,2026,46773,3473,64560,3703,78833,4737,61309,3505,38072,2803,41736,2832,47562,3296,541078,5092,29185,2556,37677,2508,38158,2902,40379,3146,40533,2855,36849,2434,32712,2919,32638,2805,26987,2055,45802,2762,51883,3269,56057,3065,27503,2054,16597,1648,13472,1433,14646,1485,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,869449,6738,37628,2737,7760,1503,2870,760,3817,957,3873,1040,3863,972,2284,692,2234,660,2291,815,1080,433,3725,988,1805,686,1467,705,410,315,106,122,43,56,0,190,252678,5042,13174,1882,9835,1709,8166,1604,14428,2351,13691,1975,13710,2051,16738,2052,12941,1890,12074,1767,24357,2485,28044,2124,36512,3464,22761,2519,9685,1433,9003,1626,7559,1313,327355,4485,24730,2285,18546,2014,15829,2357,16484,1982,15968,1831,15554,1742,16131,1737,17740,1976,14876,1961,26984,2510,35196,2985,43028,3611,26733,2251,14931,1809,12343,1496,12282,1562,251788,2834,16750,1811,28493,2480,25574,2241,21582,1972,18981,1705,16597,1628,15701,1754,14397,1870,11567,1458,19825,1761,20139,1706,18161,1983,9246,1397,5061,1062,4669,892,5045,1066,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6269578,18213,150924,6144,27416,2867,14185,1987,9786,1582,11197,1807,8871,1218,9145,1513,8174,1454,6755,1124,5596,1026,13376,2185,14210,2037,10575,1495,4736,928,2819,783,1891,689,2192,893,1703139,12690,71223,5035,40943,3579,39491,3125,46348,3729,48007,3492,54253,4530,49583,4102,59519,4272,56116,3534,118523,5742,170025,6316,242150,7131,214169,7434,138377,5969,165667,6655,188745,5922,2545613,13386,123223,6137,88575,4710,69290,4283,77465,4361,72817,4134,72494,3548,63742,3665,73849,4499,70623,4044,144404,4914,219031,7030,328154,8286,280087,7292,198665,6189,279689,7113,383505,6929,1869902,10381,93243,4522,127234,5182,123811,4845,116021,4518,104503,5076,100190,4580,97695,4319,83220,3671,77438,3957,136157,4696,178210,5972,200832,5601,131433,4637,84723,3746,92424,3464,122768,4777,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1548214,8060,66481,3859,12116,1993,4838,1088,5029,1291,4985,1196,5091,1120,6029,1104,3644,1112,4989,1501,2992,867,5146,1281,4834,1046,3474,1084,1187,429,1017,554,577,366,533,394,507694,6125,17256,2155,8863,1587,8604,1343,16416,1938,15814,2249,20147,2509,20548,2194,21360,2069,19337,1940,40332,3060,63599,3380,86468,4095,61466,3308,36618,2958,39873,2915,30993,2275,616740,5374,29444,2410,15590,1969,17062,1975,16650,1646,17628,1964,21570,1998,20508,1935,22351,2057,21239,2238,42918,2692,61517,2869,87804,3898,71646,3599,47328,2773,59476,2968,64009,3032,357299,3742,17700,1875,22598,2085,25052,2147,24331,1830,24080,1910,20403,1758,18288,1711,18603,1727,17957,1623,29893,2660,36223,2954,39367,2486,22950,1505,14217,1786,12514,1593,13123,1414,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1004635,6901,17492,1891,3928,1153,722,399,848,498,932,582,852,423,1117,456,293,313,1033,513,1186,635,1766,541,1435,565,1944,797,654,430,441,387,341,348,0,197,242588,4369,8069,1424,3484,976,4835,1185,5230,1295,6263,1282,4351,1118,6797,1527,8230,1497,8001,1552,13708,1863,26072,2382,40457,3165,30572,3213,23179,2597,26404,2317,26936,2353,451078,4632,14826,1809,8904,1282,10993,1693,8931,1453,11943,1791,10264,1350,10704,1773,13876,1780,10553,1544,25631,2528,41123,3324,61932,3969,54409,3378,42433,3165,51869,3463,72687,3378,293477,3713,13993,1710,14342,1681,22467,2205,20533,1818,17119,1807,17673,1784,16774,1735,14090,1438,14045,1577,22654,2147,26185,1988,33608,2173,18440,1764,12043,1325,12232,1346,17279,1464,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239982,3052,4897,863,1163,440,232,193,221,180,559,412,123,109,423,327,244,180,60,51,514,327,460,232,136,120,347,257,206,262,209,257,0,185,0,185,60147,2420,2969,963,687,495,1317,613,1380,508,1792,774,2673,904,2849,960,2678,746,2364,874,4905,1197,8017,1191,8894,1199,7715,1104,4521,907,4185,835,3201,957,99836,2138,4815,987,2465,673,2315,714,2841,629,1905,508,4135,1042,4593,1027,3389,744,3352,776,7053,1132,9982,1651,15075,1432,10523,1494,8118,1274,9824,1399,9451,1207,75102,1947,3883,853,3735,957,5091,993,5207,884,5541,897,5286,905,3645,872,4091,841,3853,755,6517,996,8063,1124,8325,1329,4573,751,2194,583,2390,566,2708,615,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,113992,2428,5983,978,1664,650,271,223,60,95,247,175,142,144,32,52,267,235,167,160,463,446,789,481,406,253,525,285,357,249,215,178,262,277,116,97,62369,1637,2282,1062,538,361,403,372,591,469,612,373,1245,651,456,314,1487,650,573,313,2226,589,5741,1156,9621,1236,8811,1567,5651,1064,8498,1456,13634,1205,28591,1175,806,380,456,351,99,122,244,226,155,162,283,218,436,339,352,256,210,217,648,451,1509,626,2220,715,2842,614,2564,690,5034,1004,10733,1233,17049,811,682,424,837,578,454,253,718,596,573,352,419,356,525,330,452,396,454,306,761,400,1250,420,2268,719,1314,494,1238,444,1810,601,3294,658,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4675110,19403,109714,5209,20192,2253,7582,1378,7768,1515,8346,1579,10304,1758,7202,1691,6815,1473,7852,1641,6756,1472,8458,1535,8339,1484,5681,1370,2656,977,1282,671,261,263,220,185,1031738,12209,52915,4161,25879,2885,33735,3228,41973,3495,42053,3863,55600,3439,46946,3962,56718,4542,51098,3575,95793,6530,126097,5816,155788,7160,99154,5248,51178,3784,52381,3821,44430,2818,1775842,11947,119859,6249,66370,4262,65811,4456,75388,4658,71024,4347,79386,4846,70496,3927,77234,4515,72313,4429,149477,5907,185289,7104,234245,6658,173622,5496,99349,3915,108432,5190,127547,5291,1757816,10433,103670,4922,116616,4936,139448,5906,138936,5564,126245,5020,113250,4815,108699,5210,94371,4796,87163,4570,148362,5115,161341,4896,162117,5509,94419,4537,51454,3246,49362,3366,62363,3557,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
