GEO_ID,C18130_001E,C18130_001M,C18130_002E,C18130_002M,C18130_003E,C18130_003M,C18130_004E,C18130_004M,C18130_005E,C18130_005M,C18130_006E,C18130_006M,C18130_007E,C18130_007M,C18130_008E,C18130_008M,C18130_009E,C18130_009M,C18130_010E,C18130_010M,C18130_011E,C18130_011M,C18130_012E,C18130_012M,C18130_013E,C18130_013M,C18130_014E,C18130_014M,C18130_015E,C18130_015M,C18130_016E,C18130_016M,C18130_017E,C18130_017M,C18130_018E,C18130_018M,C18130_019E,C18130_019M,C18130_020E,C18130_020M,C18130_021E,C18130_021M,C18130_022E,C18130_022M,NAME,C18130_001EA,C18130_001MA,C18130_002EA,C18130_002MA,C18130_003MA,C18130_003EA,C18130_004MA,C18130_004EA,C18130_005EA,C18130_005MA,C18130_006EA,C18130_006MA,C18130_007EA,C18130_007MA,C18130_008MA,C18130_008EA,C18130_009MA,C18130_009EA,C18130_010MA,C18130_010EA,C18130_011EA,C18130_011MA,C18130_012EA,C18130_012MA,C18130_013EA,C18130_013MA,C18130_014MA,C18130_014EA,C18130_015MA,C18130_015EA,C18130_016EA,C18130_016MA,C18130_017EA,C18130_017MA,C18130_018EA,C18130_018MA,C18130_019EA,C18130_019MA,C18130_020MA,C18130_020EA,C18130_021MA,C18130_021EA,C18130_022EA,C18130_022MA,state
0400000US01,4716397,3470,1092537,3816,49584,4087,21341,3005,28243,3339,1042953,6103,281395,11985,761558,12821,2898691,3591,420520,9458,131392,5854,289128,8822,2478171,9951,394847,13757,2083324,17426,725169,2625,303446,5626,41727,2495,261719,5648,421723,6127,39466,3140,382257,6225,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706055,1836,182498,1064,6708,1279,1368,533,5340,1189,175790,1683,27483,4086,148307,4003,454539,2106,44664,2897,8584,1377,36080,2620,409875,3297,39949,3605,369926,4474,69018,1293,28361,1721,1665,554,26696,1690,40657,1793,1318,497,39339,1759,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6560899,3999,1591778,4164,64400,4588,22829,3190,41571,3723,1527378,5915,384866,12417,1142512,12536,3911115,2707,408941,10626,116202,6550,292739,8559,3502174,10746,574778,16371,2927396,18042,1058006,1776,370266,8050,45063,3209,325203,7406,687740,8271,54886,3560,632854,8052,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2879848,1971,695711,3129,37623,3095,14726,2128,22897,2583,658088,4304,169104,7898,488984,7948,1735807,3085,263291,7748,79196,4367,184095,6138,1472516,7951,233381,8654,1239135,11024,448330,2258,190983,5128,25924,2591,165059,5329,257347,4984,21489,2006,235858,5066,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37984821,9218,9014549,7414,288475,9027,81934,6105,206541,8233,8726074,9491,1965325,33649,6760749,33891,24072457,7250,2001709,22585,542570,13013,1459139,18819,22070748,23158,3148248,37242,18922500,41550,4897815,3448,1746722,15118,249860,8215,1496862,14323,3151093,15212,269272,8911,2881821,16394,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5217407,2951,1230739,3289,41118,4730,11549,2412,29569,3692,1189621,4946,178496,10021,1011125,11347,3322388,3334,299103,9750,72016,5250,227087,8326,3023285,10672,321448,10830,2701837,13522,664280,1966,220165,5286,21352,2455,198813,5061,444115,5004,25661,2286,418454,5288,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480470,2173,764420,2089,27434,3108,7241,1738,20193,2448,736986,3796,106471,8177,630515,8403,2182525,1978,189204,6746,45888,3504,143316,6385,1993321,7117,173772,7988,1819549,11079,533525,1443,170013,4511,19160,2122,150853,4275,363512,4817,22214,2487,341298,4752,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907185,1427,200374,1506,8523,1509,2277,801,6246,1409,191851,2013,33214,4303,158637,3953,557085,1199,55312,4191,12967,1689,42345,3907,501773,4498,53790,4233,447983,5744,149726,818,45577,2039,3854,975,41723,2192,104149,2142,7329,1668,96820,2547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,622480,737,113123,622,5116,1110,3197,952,1919,632,108007,1221,26207,4149,81800,3914,437377,866,43604,3439,17680,2784,25924,2639,393773,3489,53070,4100,340703,4914,71980,877,26320,1959,5986,1339,20334,1803,45660,1881,4484,993,41176,1857,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19434036,6973,3986311,6938,166441,8279,58036,5123,108405,6596,3819870,10666,890429,25958,2929441,28992,11724226,5738,1189304,19438,334687,12947,854617,17100,10534922,21159,1537798,30882,8997124,36924,3723499,4737,1256599,15898,165134,7009,1091465,15950,2466900,15255,224672,7194,2242228,14798,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
