GEO_ID,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,NAME,B25072_001MA,B25072_001EA,B25072_002MA,B25072_002EA,B25072_003EA,B25072_003MA,B25072_004EA,B25072_004MA,B25072_005EA,B25072_005MA,B25072_006MA,B25072_006EA,B25072_007MA,B25072_007EA,B25072_008MA,B25072_008EA,B25072_009EA,B25072_009MA,B25072_010EA,B25072_010MA,B25072_011EA,B25072_011MA,B25072_012MA,B25072_012EA,B25072_013MA,B25072_013EA,B25072_014EA,B25072_014MA,B25072_015EA,B25072_015MA,B25072_016EA,B25072_016MA,B25072_017MA,B25072_017EA,B25072_018MA,B25072_018EA,B25072_019MA,B25072_019EA,B25072_020EA,B25072_020MA,B25072_021EA,B25072_021MA,B25072_022EA,B25072_022MA,B25072_023MA,B25072_023EA,B25072_024MA,B25072_024EA,B25072_025EA,B25072_025MA,B25072_026EA,B25072_026MA,B25072_027EA,B25072_027MA,B25072_028MA,B25072_028EA,B25072_029MA,B25072_029EA,state
0400000US01,595137,11423,61336,4441,10315,1566,5115,1324,6106,1334,5038,1227,28815,3054,5947,1321,153705,5739,33258,3036,18116,2591,17278,2331,10572,1737,55641,3719,18840,2421,301133,7709,73364,4877,33114,2715,27070,2769,21673,2667,106927,6504,38985,2700,78963,4183,11634,1716,5541,1204,7887,1248,7165,1007,30193,2800,16543,1867,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,93653,4082,14879,2048,2113,543,877,533,1376,584,1912,951,7717,1484,884,350,26581,2263,6063,920,3170,997,2886,782,2597,843,9885,1594,1980,594,45022,2682,13080,1761,5688,1118,3803,840,3996,1011,14235,1996,4220,766,7171,1211,1616,493,458,296,528,215,929,528,2593,764,1047,408,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,943886,14175,100673,4539,12788,1928,11789,1739,10571,1641,7832,1413,48719,3734,8974,1692,236073,6879,62918,3643,30884,3280,24998,2183,22122,2441,81334,4904,13817,2055,482954,11299,133191,6472,57928,4209,50869,3629,37016,2910,165794,6811,38156,3161,124186,4771,17895,2281,10946,1598,12526,1836,9191,1675,58429,3620,15199,1904,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,386970,9803,49279,3293,7695,1456,4896,1225,5503,1409,4792,1306,21630,2535,4763,1116,93033,5489,24093,2784,12251,2140,9731,1803,7808,1852,31931,2912,7219,1339,193809,6552,58173,3985,19361,2229,19320,2346,14138,1961,59810,3977,23007,2043,50849,3708,8189,1381,4688,1048,4892,921,5031,982,16597,2099,11452,1485,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5902960,28154,363855,8821,34258,3272,26902,2787,30282,2946,29784,3212,213217,6890,29412,2740,1492041,16725,310539,8013,201391,7713,169402,6975,133028,6367,621441,13667,56240,4211,3279426,22027,668454,12654,402547,9890,351255,10817,290981,7712,1405605,17185,160584,6345,767638,11432,90353,4602,49007,3592,84135,4786,72997,4108,409023,8461,62123,3595,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,737059,11315,88305,4286,10605,1624,9823,1653,7032,1743,8298,1674,47741,3609,4806,1339,220599,6847,54751,4034,33003,3560,28357,2879,20732,2655,76236,4156,7520,1285,343255,8843,91824,4478,41014,3003,38994,3169,31166,3313,120678,5817,19579,2236,84900,3724,11815,1513,6948,1272,8678,1311,7283,1303,42751,2716,7425,1445,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,455778,8159,28956,2423,4380,1148,3006,928,2215,818,2023,626,14840,1920,2492,767,106420,4777,25923,2866,14939,2126,12444,2132,8512,1641,38546,2896,6056,1534,239330,6294,54792,4173,27182,3434,23897,2522,20767,2555,97851,4834,14841,2350,81072,3735,10171,1422,6850,1430,10506,1475,8719,1514,35406,2650,9420,1276,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,103935,3908,7077,1116,771,481,786,378,487,385,806,366,3402,782,825,595,28784,2518,7023,1551,4082,1059,3256,1013,3084,983,10378,1660,961,576,54096,3206,16014,1877,5840,1200,5666,1270,3586,907,18811,2366,4179,1190,13978,1623,2094,602,1086,431,1680,573,1786,613,6246,1052,1086,444,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,164886,4965,11188,1253,393,275,1020,423,1245,536,533,258,7284,1211,713,373,58392,2703,14222,1957,8520,1300,8268,1499,4504,1053,20176,1971,2702,970,77267,3398,20860,2034,9724,1782,7867,1542,4530,981,28231,2811,6055,1412,18039,1721,3266,683,1683,638,2199,777,1900,562,7896,1384,1095,505,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2634225,22450,194581,7894,21754,2682,17742,2392,17676,2144,15661,2222,101266,5345,20482,3335,627509,11863,124206,5012,74633,4378,74455,4611,59768,4904,261015,9079,33432,3236,1413457,15975,263101,8909,169424,7706,145844,6483,123864,6748,614927,13251,96297,5428,398678,7777,48744,4259,29938,3131,40145,2781,31716,2655,204533,7239,43602,2937,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
