GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001EA,B17002_001MA,B17002_002MA,B17002_002EA,B17002_003EA,B17002_003MA,B17002_004MA,B17002_004EA,B17002_005MA,B17002_005EA,B17002_006MA,B17002_006EA,B17002_007MA,B17002_007EA,B17002_008MA,B17002_008EA,B17002_009MA,B17002_009EA,B17002_010EA,B17002_010MA,B17002_011MA,B17002_011EA,B17002_012EA,B17002_012MA,B17002_013MA,B17002_013EA,state
0400000US15,1379804,1532,68688,6919,40707,5101,47334,7448,52710,7332,42840,5287,50073,6604,19043,3944,31781,5842,235130,11457,219928,10831,169848,10825,401722,13295,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1603083,1505,96609,9388,58093,6362,83279,7866,100570,10414,94863,9601,88738,9751,40638,6688,49596,5538,323384,14332,219444,10615,156470,10207,291399,14303,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12571848,5001,829130,21730,457474,17680,517931,20158,550906,22044,561008,20160,525020,23452,200068,11635,319081,14785,2009391,36310,1699619,32655,1354096,27194,3548124,40232,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391460,3622,434407,17502,253079,14723,286732,15619,308839,13994,304857,14802,327800,14288,122396,9291,181333,11026,1210775,31141,973617,22144,698703,22133,1288922,22887,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004857,1994,163544,8509,87989,7108,116283,8672,133018,8875,135585,9792,121805,7129,52039,5370,88692,7306,549596,14962,472550,14336,366045,12357,717711,15262,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2821431,1822,165153,10913,97853,8348,119706,8058,122215,8127,132156,8758,137729,11517,52949,5287,76470,6199,521029,16498,419732,15146,306774,14198,669665,13999,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4275359,3071,349221,16195,228176,12789,240145,13047,237407,12548,221198,12087,231622,12472,80859,7340,111849,8130,767419,21012,603547,19013,414958,15220,788958,18848,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4518525,2673,409170,20113,240560,14636,246794,11819,246126,15012,237079,17428,230951,12216,86568,8930,125545,10893,727689,19699,580133,18571,438580,17093,949330,22512,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1294009,1312,76427,5488,51099,4950,55265,6037,58819,5073,60549,6237,61492,5683,22990,3812,40191,4342,233496,9329,197698,11709,145224,7228,290759,10817,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5835377,3394,274369,14824,139306,11022,176143,12665,191789,13266,207298,14464,200835,13897,82209,9128,118700,10541,790241,24664,746346,23489,665895,22491,2242246,32301,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6509672,2466,351952,15014,177216,10592,228067,10616,221579,14533,218737,13436,214897,13075,80655,7569,128008,9079,854963,20161,816121,22727,709456,20560,2508021,25712,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9686787,4096,719061,19213,411298,15752,438485,14838,464039,17530,460549,18074,440564,15398,175005,9925,250369,12027,1702519,29753,1383433,26081,1039278,23198,2202187,33154,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5332552,2450,260064,11845,149424,9025,201866,11002,177126,9114,205460,12189,213862,11331,80373,6621,132510,8363,841285,15686,772546,19375,642305,17026,1655731,21400,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2895470,2092,293739,12593,162341,10246,167033,10780,189745,12486,162305,11649,164006,10051,73206,7222,87350,8809,526847,21752,376850,17241,241858,13356,450190,15699,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5878658,2718,403117,17418,227678,11277,277833,14425,286716,14582,287227,14022,286439,13721,119918,8398,166789,10432,1084694,28044,863579,24605,607637,19550,1267031,22941,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,997952,1702,69360,6392,37367,4438,47227,4714,54195,7427,54314,5102,55691,5320,16938,2572,29470,4223,187834,10324,139452,8566,98462,6439,207642,9030,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1828121,1343,95149,6923,52927,4805,79234,6272,83228,6596,81981,7432,84579,7713,35643,5206,54719,6314,343270,12022,296964,11106,203863,9519,416564,10309,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2800768,2077,208738,11482,91953,8806,126039,11457,150609,11866,146748,13156,153419,14033,61612,6905,88122,8877,545085,18003,396302,15957,276706,13119,555435,16263,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1287504,829,47168,4925,30047,5698,40768,5413,39174,4239,43696,6086,41831,5220,19989,3920,25130,4241,204023,11009,187319,11603,158880,11434,449479,11583,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8762159,3378,431657,18048,252781,14368,288465,14911,295500,13626,305791,16516,302021,15745,124797,9828,177024,13923,1163360,27581,1048431,25443,963782,28010,3408550,33628,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2045525,1124,191449,12871,118254,10640,126450,11606,127990,10448,118247,8325,109704,11016,41672,5397,55765,6036,334861,14019,252547,13246,177806,10893,390780,13429,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19228524,4824,1349961,31364,789831,24130,923146,25853,847990,35569,841341,24263,839549,24097,293076,15424,426984,20139,2859216,50243,2359395,40852,1954065,35947,5743970,47590,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9691794,3044,712244,20097,451140,18997,505302,18283,546208,19204,517530,21893,531382,21054,184738,12685,297190,14275,1697452,37064,1262569,28148,950941,26938,2035098,28328,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,712548,1044,40799,4538,17492,2550,23973,3591,25504,4090,25926,3735,24819,3097,9843,1835,18723,3549,125559,8133,110681,7635,82647,5668,206582,9113,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11276403,3595,821838,23071,470422,18826,493520,16704,494645,20608,511628,17991,522832,20542,202440,11941,319182,14278,1988000,33081,1624777,32902,1250959,29645,2576160,35664,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3759517,2366,276433,11658,148982,8283,198425,9426,201392,10276,206872,10401,203953,10132,74405,5750,111581,7919,689993,17751,539652,16832,359272,12000,748557,13416,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3893475,2646,277749,14245,173809,12981,192892,11921,203381,12555,200278,12364,210685,13738,62884,7067,110859,8414,688227,23308,495617,17080,373557,15525,903537,14994,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12371337,3870,765187,25065,435462,17839,481563,17490,514595,19710,531353,18212,539705,17746,196876,12691,332127,15791,2102742,35656,1807489,27940,1395350,26605,3268888,33618,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1015655,599,64970,6681,35547,4489,45079,5942,42971,4922,43198,6583,44375,6167,14675,3436,22843,3486,158307,10290,135089,10059,109046,7247,299555,9588,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4691589,2682,395480,17643,198307,12745,250073,15490,262949,13879,249870,13841,257494,15026,88555,8843,137354,11472,829062,25051,647065,21940,458877,19625,916503,24602,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,824373,1078,47820,4248,28382,3650,40641,4809,31842,3910,36812,4834,39885,4526,16187,2501,22187,2802,154913,7213,136607,8538,99185,6850,169912,7803,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6386663,3638,502189,20922,315233,15844,353885,16842,358776,18046,347127,16078,342847,15977,131204,10861,190254,14256,1124537,26323,868869,22211,606044,19220,1245698,27340,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26340247,5422,1881475,43673,1203993,35188,1438240,41435,1404826,43290,1397979,44501,1370912,36865,523976,22520,777959,27927,4386486,68384,3297238,50762,2457635,43791,6199528,60462,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2897762,1930,145545,9443,90210,8639,104145,9767,121757,10393,132545,9791,146129,11156,63021,8417,90763,9565,623505,17710,467821,17878,318120,15837,594201,16449,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,601819,882,31783,3656,19352,2656,22014,2523,23616,3419,25342,3171,26510,4068,14181,2774,16539,3054,109794,6853,88131,5487,77325,5127,147232,6459,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8080300,3250,441667,16380,231144,14878,280584,14791,296451,17907,306021,15785,320519,15909,128865,10316,180498,12158,1211306,28366,1092534,25031,870445,25369,2720266,30840,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6927889,3758,413973,15991,221299,14495,278347,14995,274853,15807,299712,16331,294292,16377,106722,11262,182018,12180,1124803,31126,931585,27672,749558,21142,2050727,26329,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1792949,2707,142062,9895,92294,6877,93408,6920,96458,8113,95565,8146,106492,9234,35353,4608,63640,6768,331857,13858,257832,10278,169944,10957,308044,10693,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5603486,2812,309226,15283,187021,9822,242023,11837,219086,9337,239344,11060,258952,11666,101693,6804,153077,9185,990771,22612,869795,22924,687265,18692,1345233,22799,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,570149,749,27848,3578,13781,2571,22145,3979,26834,5129,23777,3876,24918,3597,7834,1945,16619,3278,96166,8825,90476,6864,70377,6630,149374,8281,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3515261,1181,895730,21258,378843,16393,349880,17284,303100,14778,268346,11802,222688,12580,70235,6662,100355,8134,462579,18149,208266,11261,101531,9746,153708,9647,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
