GEO_ID,B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,NAME,B25118_001MA,B25118_001EA,B25118_002MA,B25118_002EA,B25118_003EA,B25118_003MA,B25118_004EA,B25118_004MA,B25118_005MA,B25118_005EA,B25118_006MA,B25118_006EA,B25118_007MA,B25118_007EA,B25118_008MA,B25118_008EA,B25118_009EA,B25118_009MA,B25118_010EA,B25118_010MA,B25118_011MA,B25118_011EA,B25118_012MA,B25118_012EA,B25118_013MA,B25118_013EA,B25118_014EA,B25118_014MA,B25118_015MA,B25118_015EA,B25118_016MA,B25118_016EA,B25118_017MA,B25118_017EA,B25118_018MA,B25118_018EA,B25118_019MA,B25118_019EA,B25118_020EA,B25118_020MA,B25118_021EA,B25118_021MA,B25118_022EA,B25118_022MA,B25118_023MA,B25118_023EA,B25118_024MA,B25118_024EA,B25118_025EA,B25118_025MA,state
0400000US01,1841217,10615,1246080,12085,33056,2677,38190,3049,63405,3503,62514,3190,65458,3384,131024,5195,182776,6143,239463,7457,157373,6118,170462,6540,102359,3716,595137,11423,52967,3354,62496,4417,64276,4197,59358,4093,55785,3718,83096,4758,82633,4328,72718,4913,36189,3444,18614,2378,7005,1296,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,156006,4250,2712,619,1754,516,3407,821,2674,591,3985,719,8079,1087,13357,1415,28294,2391,22501,2167,38513,2392,30730,1841,93653,4082,2462,797,2885,676,5139,928,5491,1053,6208,1375,10843,1717,15453,1831,18169,2221,11553,1646,10220,1515,5230,1263,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1484857,11801,38698,3118,31810,2553,53854,2821,58329,3219,66620,3508,140895,5706,205239,6349,289320,7286,202006,6752,222943,5817,175143,6565,943886,14175,61491,4724,56644,3791,78725,4594,72565,4239,68800,4254,127033,5917,151797,6062,160839,6728,81292,4703,63795,4548,20905,2460,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,744318,10448,16572,1766,21261,2196,40486,3084,39495,3349,42072,3001,82028,4350,119255,5393,145570,5780,93765,5274,90832,4795,52982,3131,386970,9803,24246,2394,36160,2829,46141,3563,36431,3041,37066,3776,57186,4238,60942,4061,53478,4354,20613,2983,10078,2023,4629,1013,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,6855688,27608,118515,5995,96416,4231,173764,6114,191776,6637,217085,6030,451183,10635,680906,12783,1113416,15744,941144,14287,1320794,16196,1550689,16820,5902960,28154,281574,7884,260013,7245,479529,11010,388714,9301,390276,9844,687510,13706,846518,14341,997255,16848,600185,11081,586500,12793,384886,9762,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1302533,10820,20101,1999,17445,1794,28874,1863,35365,3021,40650,2965,90464,4159,144567,5336,246542,6481,201054,6416,254247,6443,223224,5660,737059,11315,40877,2868,44281,4133,48754,3734,46957,3428,51995,3603,98462,5167,126101,5188,129019,5774,71675,4668,53114,3707,25824,2712,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,900039,8072,11880,1707,8211,1410,13258,1548,22566,2187,23087,1677,51097,3054,85091,4468,141152,5018,133696,5409,189245,6383,220756,5855,455778,8159,28205,2842,33022,3335,35293,3520,37920,2988,31921,3023,55185,3930,64176,4609,75610,4450,41775,3344,29842,2970,22829,2822,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,245808,4425,4845,1012,4447,1058,6539,1125,7404,1307,9243,1115,20582,1995,31703,2533,45508,2784,36122,2498,44017,2876,35398,2695,103935,3908,6854,1373,7159,1514,6192,1368,6949,1533,6012,1130,12365,1842,17608,2458,19332,2115,8867,1537,7980,1499,4617,1290,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,112492,3641,2467,733,2197,566,2299,685,1716,501,2437,752,3720,881,7173,1124,14777,1566,13740,1525,20820,2325,41146,2579,164886,4965,12141,2336,14693,2059,8674,1511,8061,1714,8718,1668,14739,1982,17626,1962,22093,2292,18339,2522,19995,2190,19807,1905,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,4693821,26616,132702,5467,113356,5276,193719,7045,218771,7183,238119,7206,475117,11709,657550,12337,911869,14037,602071,12193,648057,12693,502490,9352,2634225,22450,158901,6960,172037,7820,209160,8553,214295,8811,214426,9166,376890,9904,445978,12564,431069,10928,191699,8588,151478,7272,68292,4508,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
