GEO_ID,B16006_001E,B16006_001M,B16006_002E,B16006_002M,B16006_003E,B16006_003M,B16006_004E,B16006_004M,B16006_005E,B16006_005M,B16006_006E,B16006_006M,B16006_007E,B16006_007M,B16006_008E,B16006_008M,NAME,B16006_001EA,B16006_001MA,B16006_002MA,B16006_002EA,B16006_003EA,B16006_003MA,B16006_004MA,B16006_004EA,B16006_005EA,B16006_005MA,B16006_006EA,B16006_006MA,B16006_007MA,B16006_007EA,B16006_008MA,B16006_008EA,state
0400000US01,169629,2653,51635,5401,115486,5237,58411,4907,21886,3125,25096,3700,10093,2312,2508,1045,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43865,529,25373,2202,17719,1966,11571,1981,3982,1300,1640,878,526,365,773,621,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1869623,744,636457,15073,1227551,14733,774974,14663,173086,8247,158947,8022,120544,6854,5615,1651,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,182512,2050,58560,5426,123583,5535,57211,4048,32885,3615,21926,2555,11561,2429,369,300,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13662319,922,3538695,40287,10070749,39577,5760906,36422,1656971,23623,1642109,21396,1010763,16418,52875,5082,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1031513,1282,480389,11415,548261,11586,332328,9658,91676,6441,85449,5751,38808,4673,2863,912,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,493745,342,128733,6771,361916,6843,215087,7528,63738,5037,60072,5047,23019,3098,3096,1312,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,74660,-555555555,21042,2494,53178,2525,32535,2519,9806,1440,7545,1544,3292,1140,440,341,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61056,-555555555,14692,2756,45446,2943,24718,2807,10030,1773,8730,1997,1968,918,918,630,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4460893,1090,763104,21093,3677818,21046,2022097,24309,660751,17592,606805,15892,388165,13672,19971,2898,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,821641,3244,164315,10076,654060,10572,348261,10317,123441,6854,134041,7399,48317,5099,3266,1340,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,123509,-555555555,94303,3483,19424,2944,14244,2503,3759,924,1061,649,360,547,9782,2635,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,175607,1085,67987,6376,106865,6524,59124,5319,21094,3128,17867,3338,8780,1911,755,529,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1955171,2056,433848,14166,1514729,13938,875488,16607,275778,10422,265880,8550,97583,5919,6594,1803,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,380456,2409,141274,7934,237354,8158,132235,6782,47159,3681,43873,4351,14087,2816,1828,788,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,153498,1648,57859,4625,95171,4333,52281,3967,20626,2380,16480,2088,5784,1290,468,277,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,292140,1645,101781,6303,189333,6321,111485,4940,37617,3037,29101,3026,11130,2425,1026,497,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,127664,2283,46409,3921,78870,3872,34914,3078,19919,2514,18634,2525,5403,1522,2385,2026,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,199078,2760,68756,5871,128298,6003,60976,4767,25081,2952,26612,3287,15629,2594,2024,645,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18937,790,11721,1463,6767,1287,4753,1072,1232,475,479,285,303,200,449,439,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,497277,748,145815,10058,347578,10523,186305,7909,68325,5309,64955,6120,27993,3936,3884,1316,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,659682,1154,145870,7273,507169,7803,287758,8932,92980,6287,80818,5216,45613,4751,6643,1638,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,426518,1448,209939,6572,213221,6603,131011,6148,37189,3361,32559,3186,12462,2061,3358,884,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,245132,1375,91392,6105,153234,6399,78234,4528,33578,2997,30782,3287,10640,1884,506,299,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72125,2586,22751,2747,48995,2827,27369,2226,10157,1548,8236,1621,3233,940,379,331,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,207925,2602,104748,6100,102693,5836,61198,5033,19108,2408,15767,2323,6620,1816,484,343,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,31735,884,24096,1395,7460,1291,5490,1062,614,334,913,390,443,341,179,162,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,167645,993,51912,4146,115032,4149,56760,3267,22873,1953,24296,2351,11103,1460,701,489,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,718366,633,175126,8999,540994,9089,307216,7862,91183,6026,93116,5752,49479,3923,2246,869,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37897,900,19129,2748,18453,2634,9173,1928,4570,1221,3273,901,1437,1040,315,272,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1574890,681,310808,11199,1255125,11455,673581,13293,220934,8162,237365,8252,123245,7641,8957,2033,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,912233,711,370991,10952,538362,10975,396302,9093,67269,5025,47774,4335,27017,3780,2880,1180,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3360385,1798,702042,16716,2635381,17106,1393527,20228,491655,13431,500999,17114,249200,10943,22962,3193,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,786888,2652,159834,8496,623960,8509,311456,10034,121383,6860,131619,6570,59502,5242,3094,1191,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18481,1233,10629,1637,7535,1796,5743,1528,1245,558,491,528,56,45,317,446,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,355407,1968,176992,6625,176827,6705,104720,5461,34398,3470,26474,3084,11235,2210,1588,645,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,335694,1144,113945,5080,220171,5001,115605,4629,44332,2796,42835,4033,17399,2183,1578,870,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,445569,1072,130726,8065,312001,8082,171848,7065,61808,4682,51386,4337,26959,3649,2842,1238,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,749162,1405,250143,8945,494671,8939,278813,9513,95125,6359,79256,5982,41477,3922,4348,1331,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,133611,450,27046,2730,105720,2643,58501,3078,17254,2049,18577,2131,11388,2241,845,513,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,230559,1469,59015,4949,170857,5247,82240,4861,35314,3848,37464,4208,15839,3024,687,380,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24963,1265,16232,1600,8621,1451,5785,1393,1211,541,1235,532,390,210,110,148,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,281816,2391,75059,6080,205109,5741,104572,5060,40659,3824,41506,4039,18372,2860,1648,984,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9426211,2990,2264616,37015,7147562,37409,4105570,32392,1253383,24298,1081162,16208,707447,17905,14033,2305,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,351984,1060,119331,7714,231446,7764,140553,6122,41212,3731,38738,3904,10943,2090,1207,494,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9796,636,6071,936,3393,874,2682,694,463,336,248,245,0,147,332,294,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,658291,3023,187728,9593,464484,9588,260688,10193,95222,6794,83055,6196,25519,3951,6079,1325,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,761350,813,254786,11297,501889,11287,279833,9381,94423,6796,88381,6369,39252,4390,4675,1265,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22564,1692,14650,2197,7754,1680,5503,1166,1226,638,871,542,154,153,160,247,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,329821,1306,123608,5786,204693,5666,115289,5788,43494,3421,33011,3568,12899,2303,1520,736,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,51294,1046,31344,2556,19817,2678,13622,2263,2646,870,3154,1002,395,344,133,128,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3330601,3743,178075,10565,3149329,11584,528342,14408,500355,14266,664595,15274,1456037,19834,3197,1054,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
