GEO_ID,C24020_001E,C24020_001M,C24020_002E,C24020_002M,C24020_003E,C24020_003M,C24020_004E,C24020_004M,C24020_005E,C24020_005M,C24020_006E,C24020_006M,C24020_007E,C24020_007M,C24020_008E,C24020_008M,C24020_009E,C24020_009M,C24020_010E,C24020_010M,C24020_011E,C24020_011M,C24020_012E,C24020_012M,C24020_013E,C24020_013M,C24020_014E,C24020_014M,C24020_015E,C24020_015M,C24020_016E,C24020_016M,C24020_017E,C24020_017M,C24020_018E,C24020_018M,C24020_019E,C24020_019M,C24020_020E,C24020_020M,C24020_021E,C24020_021M,C24020_022E,C24020_022M,C24020_023E,C24020_023M,C24020_024E,C24020_024M,C24020_025E,C24020_025M,C24020_026E,C24020_026M,C24020_027E,C24020_027M,C24020_028E,C24020_028M,C24020_029E,C24020_029M,C24020_030E,C24020_030M,C24020_031E,C24020_031M,C24020_032E,C24020_032M,C24020_033E,C24020_033M,C24020_034E,C24020_034M,C24020_035E,C24020_035M,C24020_036E,C24020_036M,C24020_037E,C24020_037M,C24020_038E,C24020_038M,C24020_039E,C24020_039M,C24020_040E,C24020_040M,C24020_041E,C24020_041M,C24020_042E,C24020_042M,C24020_043E,C24020_043M,C24020_044E,C24020_044M,C24020_045E,C24020_045M,C24020_046E,C24020_046M,C24020_047E,C24020_047M,C24020_048E,C24020_048M,C24020_049E,C24020_049M,C24020_050E,C24020_050M,C24020_051E,C24020_051M,C24020_052E,C24020_052M,C24020_053E,C24020_053M,C24020_054E,C24020_054M,C24020_055E,C24020_055M,C24020_056E,C24020_056M,C24020_057E,C24020_057M,C24020_058E,C24020_058M,C24020_059E,C24020_059M,C24020_060E,C24020_060M,C24020_061E,C24020_061M,C24020_062E,C24020_062M,C24020_063E,C24020_063M,C24020_064E,C24020_064M,C24020_065E,C24020_065M,C24020_066E,C24020_066M,C24020_067E,C24020_067M,C24020_068E,C24020_068M,C24020_069E,C24020_069M,C24020_070E,C24020_070M,C24020_071E,C24020_071M,C24020_072E,C24020_072M,C24020_073E,C24020_073M,NAME,C24020_001EA,C24020_001MA,C24020_002EA,C24020_002MA,C24020_003EA,C24020_003MA,C24020_004EA,C24020_004MA,C24020_005EA,C24020_005MA,C24020_006EA,C24020_006MA,C24020_007EA,C24020_007MA,C24020_008EA,C24020_008MA,C24020_009EA,C24020_009MA,C24020_010MA,C24020_010EA,C24020_011EA,C24020_011MA,C24020_012EA,C24020_012MA,C24020_013EA,C24020_013MA,C24020_014EA,C24020_014MA,C24020_015EA,C24020_015MA,C24020_016MA,C24020_016EA,C24020_017MA,C24020_017EA,C24020_018MA,C24020_018EA,C24020_019EA,C24020_019MA,C24020_020EA,C24020_020MA,C24020_021MA,C24020_021EA,C24020_022MA,C24020_022EA,C24020_023MA,C24020_023EA,C24020_024EA,C24020_024MA,C24020_025EA,C24020_025MA,C24020_026EA,C24020_026MA,C24020_027MA,C24020_027EA,C24020_028MA,C24020_028EA,C24020_029EA,C24020_029MA,C24020_030EA,C24020_030MA,C24020_031EA,C24020_031MA,C24020_032MA,C24020_032EA,C24020_033MA,C24020_033EA,C24020_034MA,C24020_034EA,C24020_035EA,C24020_035MA,C24020_036EA,C24020_036MA,C24020_037EA,C24020_037MA,C24020_038MA,C24020_038EA,C24020_039MA,C24020_039EA,C24020_040EA,C24020_040MA,C24020_041EA,C24020_041MA,C24020_042EA,C24020_042MA,C24020_043MA,C24020_043EA,C24020_044MA,C24020_044EA,C24020_045EA,C24020_045MA,C24020_046EA,C24020_046MA,C24020_047EA,C24020_047MA,C24020_048EA,C24020_048MA,C24020_049MA,C24020_049EA,C24020_050EA,C24020_050MA,C24020_051EA,C24020_051MA,C24020_052EA,C24020_052MA,C24020_053EA,C24020_053MA,C24020_054MA,C24020_054EA,C24020_055EA,C24020_055MA,C24020_056EA,C24020_056MA,C24020_057EA,C24020_057MA,C24020_058EA,C24020_058MA,C24020_059EA,C24020_059MA,C24020_060EA,C24020_060MA,C24020_061EA,C24020_061MA,C24020_062EA,C24020_062MA,C24020_063EA,C24020_063MA,C24020_064EA,C24020_064MA,C24020_065MA,C24020_065EA,C24020_066MA,C24020_066EA,C24020_067MA,C24020_067EA,C24020_068EA,C24020_068MA,C24020_069EA,C24020_069MA,C24020_070EA,C24020_070MA,C24020_071MA,C24020_071EA,C24020_072MA,C24020_072EA,C24020_073MA,C24020_073EA,state
0400000US01,1455624,14395,825963,11063,262878,7551,124789,5411,94430,4766,30359,2611,62949,4174,25812,2724,31423,3179,5714,1278,50453,3433,12051,1707,8814,1476,20598,1828,8990,1579,24687,2545,16530,1964,8157,1581,92429,5372,2982,1261,28068,2736,10971,1523,17097,2243,19145,2885,37070,3666,5164,1256,123131,6064,75100,5104,48031,3784,144926,6015,5519,1352,73069,4843,66338,4104,202599,7191,112833,6055,51765,4158,38001,3679,629661,9157,266228,7995,97060,4245,57953,3646,39107,3053,18938,2805,10650,1835,4747,1095,3541,1064,80406,4372,13501,1616,6331,1319,55418,3788,5156,1051,69824,3905,44556,2982,25268,2133,97490,5444,25799,2708,8455,1647,3174,799,5281,1395,24363,3314,15825,2046,23048,2875,207225,6501,61903,3517,145322,5552,6288,1331,553,307,2920,1018,2815,899,52430,3904,38789,2954,6408,1330,7233,1743,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,235742,5428,136503,3951,45811,2938,21379,2082,17118,1869,4261,1023,11372,1824,3748,1183,5304,1018,2320,687,9200,1527,3043,930,724,342,2882,758,2551,763,3860,807,2252,560,1608,610,19591,2364,585,362,5822,1128,3238,872,2584,750,6559,1417,3944,1230,2681,1017,18844,2168,8346,1712,10498,1412,31219,2557,1243,369,16184,2300,13792,2296,21038,2644,7671,1451,9063,1859,4304,1044,99239,3561,47145,3417,19215,2108,11693,1566,7522,1194,3453,639,1334,391,1065,444,1054,382,14230,1781,2979,842,1509,497,8023,1302,1719,536,10247,1603,6677,1234,3570,966,16507,1888,3107,922,1243,613,257,121,986,601,4336,958,1714,717,6107,1209,31675,2708,8105,1296,23570,2362,701,439,207,192,164,76,330,339,3211,819,1383,539,1381,647,447,253,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1976524,18167,1142174,12661,396607,9014,192303,6529,140163,5742,52140,3639,99199,4425,49332,3545,41615,2752,8252,1449,65495,4264,15657,2113,10085,1652,26018,3188,13735,1657,39610,3192,26501,2653,13109,2160,177656,7162,4560,1015,57142,3379,30034,2987,27108,2680,40321,4427,61234,5446,14399,2259,214840,7254,127133,5882,87707,4248,192545,8114,10103,1508,105645,6364,76797,4175,160526,7144,66788,4887,63026,4793,30712,3055,834350,12958,375699,10986,150745,7355,91524,5666,59221,4437,30905,2563,16635,1812,7290,1407,6980,1474,110970,5134,22578,1969,13560,1925,62384,3344,12448,1857,83079,5285,55252,3750,27827,3119,137698,7112,27311,3028,12556,2051,5718,1299,6838,1665,32633,3624,24733,2935,40465,3258,276348,7583,83687,4638,192661,6427,5977,1251,939,392,2724,972,2314,728,38628,3566,23724,2709,7678,1410,7226,1557,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,905507,12141,519860,8183,157302,6172,78747,4375,62795,3789,15952,2159,29111,2820,14264,1884,11066,1838,3781,942,34794,3009,10946,1484,4694,1207,13066,1694,6088,1315,14650,1886,10008,1557,4642,991,59487,4606,3120,847,17721,2217,5768,1188,11953,1970,12128,2317,22309,2824,4209,1102,82307,4675,51212,3612,31095,3223,97623,5317,9141,1541,49367,4101,39115,3283,123141,5540,64310,4065,35906,3035,22925,2595,385647,8219,168534,5739,56802,3059,35952,2353,20850,2251,10148,2025,7016,1842,1341,441,1791,613,57717,3842,10031,1712,3566,858,39850,2973,4270,1005,43867,3336,28719,2790,15148,2130,62585,5074,17456,2360,3070,1168,830,465,2240,1062,16239,2760,8880,1679,16940,2699,121201,5056,35500,3415,85701,3936,3389,1005,1123,535,615,358,1651,755,29938,2924,22777,2356,2288,737,4873,1276,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11739967,44774,6932260,27058,2673733,22073,1268027,15816,955736,14600,312291,9301,706617,13499,366697,10524,265401,7543,74519,3902,489025,11196,70258,4802,90880,4824,154950,6428,172937,6637,210064,8112,140598,6498,69466,4318,941759,17188,36327,3002,227366,8473,120343,5483,107023,6473,273909,11504,314013,10126,90144,5087,1140085,15601,667498,11915,472587,9798,1030584,15586,123678,6450,544009,12174,362897,9319,1146099,16060,528317,10967,377278,9924,240504,8275,4807707,29104,2185418,21369,965437,13404,581052,13144,384385,9253,212443,7406,106851,5700,47465,3135,58127,4199,606027,11219,121693,5657,80949,4661,294684,7509,108701,4722,401511,10763,273150,8664,128361,6842,775998,15964,162566,6962,49900,3376,23687,2560,26213,2258,165106,6702,142145,6871,256281,8751,1489527,16947,488850,9909,1000677,14991,62160,4740,35535,3497,11450,2163,15175,2589,294604,8402,194785,7216,37544,3226,62275,4168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1861100,15385,1087734,9729,447414,9070,217656,6645,166490,5921,51166,3954,125766,5054,68727,3807,45905,2689,11134,1674,75796,4459,12652,1899,12392,1493,29878,2725,20874,2295,28196,2513,19968,1987,8228,1447,128345,5774,5781,1220,35526,3039,17070,1906,18456,2582,43722,4189,32894,2906,10422,1619,179967,5846,112666,5143,67301,4144,191260,7422,8111,1577,123185,5837,59964,4531,140748,5916,63273,4340,52142,2961,25333,2714,773366,10788,389549,9200,172161,6383,105604,5304,66557,4510,39188,3121,20139,2496,9718,1324,9331,1584,112498,5525,21501,2954,13045,1709,64877,3713,13075,1596,65702,4035,48205,3538,17497,2049,114317,6493,25403,2463,7822,1524,3050,907,4772,1159,28722,3306,20377,2606,31993,2939,229478,6701,76001,4114,153477,5622,7453,1408,1561,650,2982,942,2910,796,32569,3292,18846,2423,7284,1452,6439,1591,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1198821,11926,685689,8873,298634,7986,154329,6198,113772,5685,40557,2863,71642,4073,36310,3098,27221,2450,8111,1242,52351,3849,8952,1701,12818,1683,19184,2149,11397,1923,20312,2111,15010,1652,5302,1156,87790,5198,3433,789,23501,2227,11563,1760,11938,1637,21721,2938,29141,3102,9994,1931,111323,4978,73426,4134,37897,3126,93561,5704,2354,965,55120,4445,36087,3652,94381,6119,53623,4569,26549,2941,14209,2318,513132,7564,268233,5900,106785,4753,64238,3771,42547,2744,21323,2311,11793,1468,4223,1150,5307,977,85589,4157,16822,1864,11194,1428,48507,3406,9066,1636,54536,3374,38161,3019,16375,1993,70594,4315,21159,2636,3177,939,722,466,2455,819,14103,2137,9429,1651,22726,2421,145340,5169,44861,3365,100479,4885,3050,941,564,390,692,377,1794,808,25915,2337,19777,2167,3839,988,2299,794,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,310870,5921,166213,3938,63144,3364,31092,2907,22486,2642,8606,1514,16984,1672,9906,1533,4422,973,2656,773,11158,1713,2716,923,2030,569,4935,1229,1477,614,3910,868,2819,791,1091,477,22669,2627,725,374,7006,1204,3353,887,3653,865,6097,1328,7225,1418,1616,742,24376,2096,14364,1746,10012,1425,27156,2941,586,368,14140,2230,12430,1981,28868,3098,12701,2327,9914,1572,6253,1070,144657,4784,72125,3448,29118,2128,18715,1789,10403,1405,6359,1216,3490,1067,708,371,2161,659,21833,1978,3905,1084,3377,847,13466,1620,1085,507,14815,2165,9852,1609,4963,1361,18869,2377,5227,1248,1692,586,619,329,1073,540,5125,1477,2530,913,4295,1090,45615,3379,12134,1818,33481,2809,621,451,80,123,117,155,424,400,7427,1492,5145,1266,1393,605,889,466,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,257943,6112,129114,3895,83236,2922,38621,2532,27897,2084,10724,1723,17798,1857,9984,1603,3196,962,4618,1059,24462,2141,2243,742,10119,1614,5667,1076,6433,989,2355,714,1825,581,530,377,14858,2243,691,398,3109,871,2049,765,1060,392,4908,1455,4642,1148,1508,653,17114,2174,7264,1324,9850,1639,6321,1364,54,88,4589,1167,1678,586,7585,1430,1602,711,4545,1154,1438,578,128829,3894,84420,3491,38230,2612,23736,2093,14494,1860,9882,1491,6086,1206,1081,422,2715,751,29743,2457,3602,999,10104,1444,7976,1279,8061,1252,6565,1471,5196,1383,1369,559,16787,2134,2529,923,3298,997,2473,903,825,521,3691,1089,3026,783,4243,1295,25154,2908,7276,1665,17878,2071,565,362,44,73,215,250,306,251,1903,702,433,292,1059,521,411,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6087897,34738,3386830,23407,1164179,16486,618086,11152,468916,10545,149170,6327,234334,8665,131357,6974,82604,4882,20373,2690,203382,8667,34690,3000,37426,3087,69994,4891,61272,4539,108377,6046,76490,4845,31887,3232,551266,15529,26299,3145,142410,7202,76810,6051,65600,4891,156589,10044,178271,9919,47697,4547,644058,12867,396902,11680,247156,8524,572089,14812,27111,3926,317659,11467,227319,8261,455238,14870,166370,7019,200170,8381,88698,6441,2701067,20971,1171276,17264,465434,12624,294710,10577,170724,7088,71517,4732,42975,3699,12762,1819,15780,2387,355006,9145,57097,4251,48667,3860,210730,7973,38512,3266,279319,8223,186868,6929,92451,5603,488985,12867,123661,6747,34997,3345,14852,1963,20145,2534,124672,7137,97236,6529,108419,6413,907831,14444,295357,8351,612474,12490,28596,3135,7340,1549,10304,1715,10952,1921,104379,6422,59364,4399,24709,2966,20306,3107,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
