C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077MA,C24050_078MA,C24050_078EA,C24050_079EA,C24050_079MA,C24050_080MA,C24050_080EA,C24050_081MA,C24050_081EA,C24050_082MA,C24050_082EA,C24050_083EA,C24050_083MA,C24050_084EA,C24050_084MA,NAME,C24050_001MA,C24050_001EA,C24050_002EA,C24050_002MA,C24050_003MA,C24050_003EA,C24050_004MA,C24050_004EA,C24050_005MA,C24050_005EA,C24050_006MA,C24050_006EA,C24050_007EA,C24050_007MA,C24050_008EA,C24050_008MA,C24050_009MA,C24050_009EA,C24050_010MA,C24050_010EA,C24050_011MA,C24050_011EA,C24050_012MA,C24050_012EA,C24050_013EA,C24050_013MA,C24050_014MA,C24050_014EA,C24050_015MA,C24050_015EA,C24050_016MA,C24050_016EA,C24050_017MA,C24050_017EA,C24050_018EA,C24050_018MA,C24050_019EA,C24050_019MA,C24050_020MA,C24050_020EA,C24050_021EA,C24050_021MA,C24050_022MA,C24050_022EA,C24050_023MA,C24050_023EA,C24050_024EA,C24050_024MA,C24050_025MA,C24050_025EA,C24050_026MA,C24050_026EA,C24050_027MA,C24050_027EA,C24050_028MA,C24050_028EA,C24050_029EA,C24050_029MA,C24050_030EA,C24050_030MA,C24050_031MA,C24050_031EA,C24050_032MA,C24050_032EA,C24050_033EA,C24050_033MA,C24050_034EA,C24050_034MA,C24050_035MA,C24050_035EA,C24050_036EA,C24050_036MA,C24050_037MA,C24050_037EA,C24050_038MA,C24050_038EA,C24050_039EA,C24050_039MA,C24050_040EA,C24050_040MA,C24050_041EA,C24050_041MA,C24050_042MA,C24050_042EA,C24050_043MA,C24050_043EA,C24050_044EA,C24050_044MA,C24050_045EA,C24050_045MA,C24050_046MA,C24050_046EA,C24050_047MA,C24050_047EA,C24050_048MA,C24050_048EA,C24050_049MA,C24050_049EA,C24050_050EA,C24050_050MA,C24050_051MA,C24050_051EA,C24050_052EA,C24050_052MA,C24050_053MA,C24050_053EA,C24050_054MA,C24050_054EA,C24050_055EA,C24050_055MA,C24050_056MA,C24050_056EA,C24050_057EA,C24050_057MA,C24050_058MA,C24050_058EA,C24050_059MA,C24050_059EA,C24050_060MA,C24050_060EA,C24050_061MA,C24050_061EA,C24050_062EA,C24050_062MA,C24050_063EA,C24050_063MA,C24050_064MA,C24050_064EA,C24050_065MA,C24050_065EA,C24050_066MA,C24050_066EA,C24050_067MA,C24050_067EA,C24050_068EA,C24050_068MA,C24050_069MA,C24050_069EA,C24050_070MA,C24050_070EA,C24050_071MA,C24050_071EA,C24050_072MA,C24050_072EA,C24050_073EA,C24050_073MA,C24050_074EA,C24050_074MA,C24050_075MA,C24050_075EA,C24050_076EA,C24050_076MA,C24050_077EA,state
3908,1503,422,2882,790,18930,2436,15908,1619,7099,1287,12023,1408,1581,403,0400000US27,2864517,12336,68495,2931,159645,4526,386671,8490,84496,4203,312671,6914,132943,5112,51800,2431,201553,5645,278812,7682,713950,10613,251815,10014,122926,4033,98740,3738,1157237,10473,35457,2055,29977,2523,130185,4904,17228,1521,47802,3153,18958,2136,29090,1979,105375,4055,163020,5087,454577,8400,46791,3390,33432,2417,45345,2551,471917,11410,1754,566,616,246,6950,1631,1444,605,13265,1551,2758,617,1052,435,5585,1249,38773,4296,164110,5999,165536,8607,42583,3003,27491,2265,643658,9628,1934,400,10476,1373,56364,2987,42375,3008,205710,6113,31003,2149,16109,1657,84799,3729,51729,3232,74799,3681,30232,2424,17116,1565,21012,1667,223556,5774,24501,1772,110822,4041,17285,1894,5324,788,13612,1830,10898,1433,4046,700,2912,629,6360,1257,4556,787,2157,576,17772,1453,3311,626,368149,8680,4849,920,7754,969,175887,6488,18125,2133,32282,2635,69326,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
3710,249,201,1334,523,6329,1308,6530,1286,3325,959,6357,1405,2425,824,0400000US28,1208586,11246,41557,3464,83221,5011,157084,6583,29329,3207,150051,7004,67784,4657,15466,2241,55637,4394,83449,5414,287084,8176,115100,6312,58318,4347,64506,4264,375523,10057,9772,1473,12912,1944,24860,3027,3761,1160,10464,1773,8548,1681,6835,1490,22564,2739,34740,3003,184302,7136,18998,2545,13582,2043,24185,2351,213384,6742,1354,622,1307,617,3365,843,231,203,7459,1499,1343,694,426,420,1554,673,22264,2740,59916,4759,70753,4669,20447,2877,22965,2598,286604,7970,2698,1009,5176,1221,16481,1927,15546,2208,109902,5630,13700,2083,5709,1319,29057,3093,16840,2122,32216,2740,20396,2510,7503,1269,11380,1378,136190,6351,21715,2784,55611,4572,16921,2446,1178,493,7479,1678,6907,1288,2247,656,1128,526,3276,1052,4120,1022,1628,636,10429,1759,3551,1065,196885,7521,6018,1499,8215,2032,95457,4896,8613,1940,14747,2181,37286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
4310,2648,880,4028,1247,17376,2027,16451,1814,9685,1851,10245,1934,1859,667,0400000US29,2805646,16034,48158,3476,163188,6167,309896,8080,79566,4271,343604,10318,138886,5353,61082,4067,193014,6979,265419,6814,691782,12408,265207,7649,128670,5365,117174,5246,1011269,15978,22584,2168,27912,2495,83030,4089,15230,1620,40096,3655,19180,2151,28116,2833,84607,4631,136421,5477,430706,9327,48912,3485,31994,2668,42481,3101,497941,10491,1210,591,316,234,7262,1428,684,377,16008,2053,3659,925,1111,427,5769,1218,47704,3284,159168,6897,167727,5547,44448,3297,42875,3182,696747,12667,1780,671,10624,1551,37644,2900,42514,2906,237254,7461,30966,2751,21997,2260,95033,4329,57822,3354,78924,4689,35918,3175,20449,2079,25822,1951,242343,7306,19178,2115,115576,5216,20622,2272,4471,1029,14924,1711,15520,2168,7210,1327,3577,859,6096,1422,6533,979,2965,950,21534,2561,4137,1073,357346,9132,3406,859,8760,1568,161338,6259,16667,2099,35322,2706,69561,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1679,144,130,300,290,1837,818,3003,781,1701,593,3293,1062,544,316,0400000US30,494622,5533,37559,2541,39094,2975,22656,2150,11521,1519,61442,3465,22464,2210,9136,1586,25397,2080,38655,2798,116333,4490,52610,3533,27107,2367,30648,2633,178413,6087,15900,1507,5784,1080,4971,1141,1650,537,5593,1316,2629,557,4420,1036,11252,1598,22637,2201,71923,4065,8963,1542,7422,1223,15269,1599,92881,4242,2508,853,178,138,428,277,69,106,3834,1018,270,168,239,276,1167,458,7158,1392,27140,2287,34469,3048,8298,1299,7123,1333,110371,4445,1338,392,1972,676,2434,737,5911,1061,40589,2801,5316,1023,3200,990,12478,1570,6468,1231,13481,1526,6977,1458,3821,858,6386,1093,64784,3373,16041,1757,29309,2542,2071,788,987,381,3963,998,3640,923,1133,427,200,126,555,377,786,353,500,427,4273,1026,1326,476,48173,3185,1772,574,1851,637,12752,1625,2904,932,7463,1140,10609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1895,570,292,862,403,5077,960,4675,865,1378,469,4745,1018,375,257,0400000US31,981449,7079,44355,2570,67864,3377,104046,3837,27157,2494,115980,4607,50370,3109,18421,1901,74633,3717,80000,4635,235639,6497,78283,4110,43870,3350,40831,2668,353671,7220,25797,1868,11471,1299,20756,1828,4257,782,14031,1750,7923,1122,8584,1340,36621,2632,39294,2697,147362,5335,12223,1593,8421,1255,16931,1712,167850,6214,688,336,355,317,1973,471,196,137,6252,942,451,239,429,352,2119,618,15137,2142,58777,3577,53225,3674,15677,2026,12571,1640,230039,6322,2650,632,4101,714,11970,1439,12972,1780,77933,3471,10966,1417,6782,1221,33990,2796,18545,1815,23141,2141,10662,1527,7068,1314,9259,1287,99898,4261,13474,1325,48733,3094,5872,1037,1892,422,5371,1169,7379,1310,2056,748,1041,445,1947,707,1684,515,795,455,7959,1219,1695,505,129991,4174,1746,459,3204,875,63475,3419,7840,1174,12393,1592,23651,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2931,1002,642,2100,725,10480,1887,3763,1058,11856,1589,10248,2052,1765,814,0400000US32,1298821,11890,23249,2412,78725,4794,51483,3920,27702,2998,160628,7249,65293,4363,22827,2761,77846,4322,140285,6214,197916,7023,339277,9631,57808,3966,55782,3807,358859,8713,5532,1305,12391,1867,15273,1760,5167,1421,15066,1911,9180,1505,11641,2169,28035,2775,54646,4157,128894,6013,44150,3536,8026,1310,20858,1833,358552,9804,2008,826,966,991,659,387,284,310,4859,1276,2395,759,735,460,3593,1155,37807,3715,39877,3252,225040,8542,21821,2415,18508,2104,347551,8188,1036,422,5896,1244,8234,1497,15990,2130,120340,6582,18337,2385,7868,1440,41352,3192,32692,3305,24153,2723,51101,3598,8311,1605,12241,1659,108561,5931,11886,1684,55284,4127,2734,763,1074,544,4679,1037,3726,925,1581,678,2766,983,4660,1219,1229,529,7130,1495,9402,1819,2410,907,125298,5870,2787,879,4188,1231,24583,2910,5187,1229,15684,1904,31655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1702,327,244,668,332,3466,913,1686,668,2783,883,3265,947,805,516,0400000US33,704847,6802,7488,1312,53954,3193,83682,3762,22169,2316,84334,4723,25621,2554,15775,1910,44878,3003,72545,4512,170425,5500,64776,4435,31960,3170,27240,2531,277701,6492,1843,646,11394,1639,33114,2209,3314,737,9109,1618,3677,889,9732,1640,22318,2103,38762,2660,113478,4814,13790,2136,6677,1275,10493,1403,112873,5699,542,347,168,146,1166,440,348,262,3654,899,761,431,249,224,946,395,10809,1624,33808,3085,39271,3282,11924,1842,9227,1657,172036,5663,685,295,3000,790,12116,1551,12781,1794,57257,3519,7763,1321,3993,933,19677,2142,17298,2579,19586,2196,8080,1497,4186,978,5614,1094,65897,3272,3337,1035,36058,2826,4860,1155,795,472,4687,1181,1479,568,1474,551,1269,783,2210,705,1867,659,852,459,5908,1324,1101,659,76340,4369,1081,578,3334,1058,32426,2897,4931,1303,9627,1747,11941,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
6779,3476,968,4291,1167,30185,3344,16054,2382,13514,1735,19361,2659,3242,875,0400000US34,4369952,17577,11239,1766,247558,8871,360760,10465,151825,5873,476876,11573,264467,8867,126771,5407,367148,9241,571698,12970,1038328,15653,371645,10816,200119,7804,181518,7141,1799074,16762,2959,745,47290,3459,144624,5885,35578,2772,60811,3386,36569,3149,77601,4557,193631,6429,335780,9311,686998,12547,67853,4180,42540,2892,66840,4340,739390,15910,533,448,1469,769,4706,1089,1499,586,21415,2221,8076,1658,2131,842,13760,1771,95046,5442,203342,7446,235723,9375,83733,4863,67957,4385,1057885,16214,706,425,16205,1980,62216,3816,78560,4248,323096,9942,60860,3861,33653,2879,145977,6208,99756,5336,124417,5409,49079,3774,25424,2279,37936,3243,313972,9787,6164,1313,171058,7260,15187,1955,6244,1238,16793,2094,20599,2253,9910,1522,9489,1897,10931,1778,7517,1182,5476,1040,29061,2622,5543,1192,459631,11748,877,482,11536,1955,134027,6772,29944,3012,54761,4975,138363,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2246,474,413,1214,542,5737,1396,4060,1053,3480,1249,4508,1014,1727,765,0400000US35,874753,9652,40594,3169,58820,5181,38152,3650,17865,2069,104187,5305,38501,3004,12724,1901,42540,3743,94875,4922,220826,6985,101237,5550,41844,3877,62588,4589,308048,9040,9338,1685,10478,2093,11500,1702,2293,666,10881,2027,4888,1252,5636,1127,15318,1850,50845,3340,135387,5980,16308,2194,7912,1348,27264,2411,184092,7546,1750,721,892,596,635,319,244,188,5882,1379,1132,555,823,477,2648,1214,17834,2345,55134,4024,64497,4795,15335,2465,17286,2463,202316,7324,3491,968,2920,776,3495,1056,8237,1253,72863,4037,10052,1376,3540,1008,22020,2394,16667,2124,23882,2756,16055,2348,6292,1353,12802,1838,99077,6070,20635,2112,42064,4334,2935,919,1568,704,4807,1161,5119,1245,2251,926,1340,592,3792,1116,2363,923,897,470,7797,1730,3509,1289,81220,5528,5380,991,2466,1008,19587,2856,5523,1309,9754,1510,17310,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
8764,8317,1385,9771,1648,42297,3623,42830,2876,33847,3493,47272,3998,9408,1403,0400000US36,9354155,26892,57066,4392,524696,12337,588566,11332,226317,6739,1010157,16677,482703,11639,280583,9442,739236,15067,1077330,19081,2572061,21703,908775,15306,467177,12963,419488,10444,3701349,26962,19263,2149,78902,4141,185740,6195,47892,3549,119459,5749,55231,3783,172242,6376,372539,11123,630996,11832,1582944,19089,181770,7022,105499,4570,148872,5863,1908738,22951,1952,535,5556,1372,11023,1909,4068,1126,58429,4524,20179,2019,5903,1250,46882,3927,186054,8660,629324,11474,572486,12474,204108,8890,162774,6531,2173501,21823,2495,604,29752,2982,91183,4919,121470,5270,708974,12630,108910,5384,75780,4773,295222,9486,195786,7399,293006,6792,112385,5859,51861,3262,86677,4894,676738,13139,26827,2747,389274,10243,30519,2442,8260,1514,28137,2367,35923,2818,18341,1756,14822,2261,22197,2202,23957,2833,8287,1415,58437,4738,11757,1475,893829,15347,6529,1361,21212,2253,270101,9013,44627,3326,95158,5401,262460,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
5330,2939,971,3542,955,30282,2887,18627,2385,16099,2052,22326,2567,6886,1610,0400000US37,4444989,19787,57686,3976,284855,8537,537836,13053,122079,6097,540483,12431,195925,6944,85554,5143,279300,8765,457502,12329,1028346,16207,441421,12079,216714,9354,197288,7125,1606034,17844,17910,1894,49087,3357,138385,5998,23994,2483,59800,3925,28432,2673,41677,3212,135113,5567,234679,7747,670002,13990,76062,4554,54272,4554,76621,4325,786944,14163,1991,625,1631,741,9086,1423,1928,884,25201,2521,3672,1077,1394,526,10661,1952,99747,5674,216243,7752,272560,9150,72752,4596,70078,5273,1050589,15655,1760,566,16160,1999,68940,3679,62148,5030,372728,9573,43877,3285,29919,3158,123356,6154,81125,4826,114279,5750,70918,4538,30633,2996,34746,2864,401778,10749,30618,3247,204641,7504,32911,2980,6395,1258,22901,2713,15725,2009,9625,2115,6628,1352,11669,2156,9195,1631,5782,1553,36731,3371,8957,1570,599644,12122,5407,1315,13336,1666,288514,9824,27614,2704,59853,4337,104219,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1789,495,312,194,186,2269,815,2079,497,1377,627,2849,827,483,264,0400000US38,391644,4960,41052,2103,28982,2685,24426,1961,13739,1633,41995,3084,23480,2212,6591,1222,20613,2226,28905,2802,94137,3724,31473,3189,16540,1707,19711,2293,140616,4592,19531,1475,5532,1443,5178,1047,2738,845,3737,897,3687,955,2826,776,9433,1539,16540,2377,54387,3140,5665,1259,3134,783,8228,1125,67022,3994,236,133,47,55,546,265,239,177,2584,826,417,438,128,128,775,454,4517,1123,26762,2531,20826,2617,3870,658,6075,2039,84488,3927,2991,881,1959,687,3482,866,5294,956,28759,2482,5053,1097,2359,895,9941,1581,4734,975,10258,1455,2877,1031,3072,716,3709,917,49999,2649,14872,1458,19617,2079,1891,639,1398,555,1787,736,2326,517,783,450,270,167,845,459,651,260,728,421,3615,820,1216,522,49519,2890,3422,970,1827,480,13329,1513,4070,845,5128,1423,11997,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
5642,3840,935,6136,1154,42888,3347,38058,3336,22912,2503,23767,2464,3933,826,0400000US39,5437533,19954,56914,3219,288690,7768,844131,13922,151767,6029,634999,13935,251337,7119,96163,4830,334077,9714,524959,11346,1311457,16524,506514,11493,235115,7591,201410,7482,1935788,17433,22291,2120,48615,3515,213159,6809,29715,2806,77931,4259,31262,2726,48093,3468,156690,6120,263768,8192,820604,12839,84503,4918,56401,3550,82756,5046,938420,13885,2163,817,2335,1083,14830,1998,2430,719,24722,2676,5573,1319,4055,1335,14048,1926,94508,6100,293660,7654,332671,10289,82332,4557,65093,3593,1283384,15052,3754,831,20173,2135,105788,5187,79859,4525,434892,10361,58804,3903,29815,2567,148555,6037,112288,4574,145746,5691,62288,4228,36855,3061,44567,3404,418753,10450,23060,2457,203418,7324,49455,3456,7459,1308,24671,2576,21825,2281,10360,1959,8648,1436,11507,1750,13389,2218,4140,1119,35760,3259,5061,1048,861188,13018,5646,1112,14149,1762,460899,10975,32304,2650,72783,4136,133873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
