GEO_ID,B21003_001E,B21003_001M,B21003_002E,B21003_002M,B21003_003E,B21003_003M,B21003_004E,B21003_004M,B21003_005E,B21003_005M,B21003_006E,B21003_006M,B21003_007E,B21003_007M,B21003_008E,B21003_008M,B21003_009E,B21003_009M,B21003_010E,B21003_010M,B21003_011E,B21003_011M,NAME,B21003_001EA,B21003_001MA,B21003_002EA,B21003_002MA,B21003_003MA,B21003_003EA,B21003_004MA,B21003_004EA,B21003_005MA,B21003_005EA,B21003_006EA,B21003_006MA,B21003_007MA,B21003_007EA,B21003_008EA,B21003_008MA,B21003_009MA,B21003_009EA,B21003_010MA,B21003_010EA,B21003_011EA,B21003_011MA,state
0400000US01,3245898,5180,339797,7550,24780,2545,98557,4481,129791,5479,86669,4544,2906101,8684,472879,11459,929336,14120,831150,13548,672736,12359,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,455732,2574,66306,2987,2582,618,15503,1575,30306,2509,17915,2204,389426,4000,30671,2241,115159,3975,133969,5176,109627,4977,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4426107,3120,477497,9326,25619,2284,106031,4397,204563,6326,141284,4712,3948610,10334,593150,13794,972856,18024,1304370,17106,1078234,13863,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1966121,4252,205711,5348,18661,1650,69025,3272,75437,3866,42588,2848,1760410,7051,270076,8722,617703,10321,494812,10455,377819,10149,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25584416,7452,1664387,15485,96096,4714,332012,8941,699349,11989,536930,9945,23920029,15800,4497043,27504,5013897,33007,6830134,35757,7578955,40017,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3566588,3934,371787,7580,15403,1760,80149,3688,140825,5136,135410,4717,3194801,8479,323428,8945,701207,13283,937454,12777,1232712,13201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2466995,2140,187783,5629,14407,1857,62016,3858,54365,3154,56995,2915,2279212,6057,230760,8480,617712,13481,549935,10709,880805,11476,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,638492,894,71041,3041,5113,1192,22473,1765,24041,2227,19414,1862,567451,3142,65554,4609,177017,5482,149111,5948,175769,6213,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,461307,753,27700,2379,1481,484,6500,1014,6247,1121,13472,1571,433607,2366,43973,3570,77713,4397,72020,4265,239901,4621,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14007939,7055,1447372,14620,90393,4773,408351,10177,521976,10892,426652,10244,12560567,15385,1705300,20531,3739599,30769,3725380,29553,3390288,27657,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6547387,8191,639141,11746,39954,2721,181040,7719,236161,8394,181986,5604,5908246,13463,903871,17509,1683937,21381,1601622,19583,1718816,21008,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,950843,2181,106095,3626,4535,715,24520,1977,43810,2877,33230,2386,844748,3621,76354,4219,249215,7423,257488,7160,261691,7683,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1041748,2954,114697,4893,6842,1337,31966,3296,48047,3198,27842,2363,927051,5538,96336,5707,262687,8635,334924,9424,233104,8331,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8630862,4359,633036,10489,45422,2785,194537,6037,232476,7436,160601,5502,7997826,10945,976444,13574,2110240,23903,2240773,23978,2670369,19531,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4341524,4576,404146,8656,30171,2281,155160,5897,142182,5154,76633,3524,3937378,9102,471499,10259,1332557,15456,1139833,14115,993489,15060,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2060871,3672,195062,4411,14387,1535,70240,2797,68321,3258,42114,2377,1865809,5516,148003,5337,584613,9046,605342,10757,527851,9215,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1869848,4564,183547,5103,10358,1095,52652,2792,68129,3390,52408,3267,1686301,5922,172317,6775,443659,9724,534160,8432,536165,9217,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2960036,5253,276614,7238,29346,2415,96172,4630,96548,4128,54548,2974,2683422,8186,431693,11341,906550,12075,742285,11755,602894,11735,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3051093,5234,257263,6087,21477,2501,89001,4171,91617,4370,55168,3251,2793830,7734,481026,12782,943678,15247,725629,13316,643497,12242,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,958169,1762,112333,3923,8486,1109,39125,2350,37060,2791,27662,2229,845836,4138,70928,3421,271058,7500,250156,6650,253694,6679,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4048261,3754,380317,8798,21642,1881,99828,5470,123796,5530,135051,4916,3667944,9333,400972,12126,943162,16136,912497,14610,1411313,15007,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4650803,2955,335051,7600,25008,2316,104427,4673,102260,4600,103356,3895,4315752,7800,454839,11208,1056049,16399,992889,14338,1811975,18066,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6677750,3990,593342,8737,45115,2725,192085,5798,233495,5723,122647,5366,6084408,9938,632475,11189,1788402,14250,1959917,15662,1703614,17260,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3670055,3401,318972,6718,21671,1533,102857,3433,114464,4309,79980,3506,3351083,7425,250837,6353,840396,11625,1081928,10853,1177922,12552,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1945966,4328,173023,6934,15899,1841,48471,4178,67729,4873,40924,3037,1772943,8162,320075,9115,537088,10787,547995,9855,367785,11385,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4067898,5106,432283,7932,36963,2560,147290,5351,153161,4477,94869,4113,3635615,9681,416863,10414,1131590,15788,1064078,16211,1023084,14356,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,693671,2718,83387,3566,4517,1074,26765,2372,29443,2030,22662,1706,610284,4483,46885,3207,186112,5318,197037,6313,180250,5437,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1221538,2466,125721,3812,7288,1001,40986,2088,44893,2901,32554,2368,1095817,4442,111873,5130,292558,6806,364167,5859,327219,6761,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1914687,2278,208777,6007,9714,1381,55353,3783,90362,3870,53348,3952,1705910,6317,275855,8484,485206,10780,556368,10309,388481,8266,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,930331,1588,98863,3818,7103,1155,31842,2463,30273,2397,29645,2398,831468,3988,65900,3674,233838,6896,235457,7559,296273,7048,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6122224,2265,357141,6412,31029,2373,119000,3848,104070,4597,103042,4189,5765083,6769,638821,12927,1609953,18615,1329875,18915,2186434,18521,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
