GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001MA,B08101_001EA,B08101_002EA,B08101_002MA,B08101_003EA,B08101_003MA,B08101_004MA,B08101_004EA,B08101_005MA,B08101_005EA,B08101_006EA,B08101_006MA,B08101_007EA,B08101_007MA,B08101_008EA,B08101_008MA,B08101_009MA,B08101_009EA,B08101_010MA,B08101_010EA,B08101_011MA,B08101_011EA,B08101_012EA,B08101_012MA,B08101_013EA,B08101_013MA,B08101_014EA,B08101_014MA,B08101_015MA,B08101_015EA,B08101_016EA,B08101_016MA,B08101_017EA,B08101_017MA,B08101_018EA,B08101_018MA,B08101_019EA,B08101_019MA,B08101_020MA,B08101_020EA,B08101_021MA,B08101_021EA,B08101_022MA,B08101_022EA,B08101_023EA,B08101_023MA,B08101_024EA,B08101_024MA,B08101_025EA,B08101_025MA,B08101_026EA,B08101_026MA,B08101_027MA,B08101_027EA,B08101_028EA,B08101_028MA,B08101_029EA,B08101_029MA,B08101_030EA,B08101_030MA,B08101_031MA,B08101_031EA,B08101_032MA,B08101_032EA,B08101_033MA,B08101_033EA,B08101_034EA,B08101_034MA,B08101_035EA,B08101_035MA,B08101_036EA,B08101_036MA,B08101_037MA,B08101_037EA,B08101_038MA,B08101_038EA,B08101_039MA,B08101_039EA,B08101_040MA,B08101_040EA,B08101_041EA,B08101_041MA,B08101_042MA,B08101_042EA,B08101_043MA,B08101_043EA,B08101_044MA,B08101_044EA,B08101_045MA,B08101_045EA,B08101_046MA,B08101_046EA,B08101_047EA,B08101_047MA,B08101_048MA,B08101_048EA,B08101_049MA,B08101_049EA,B08101_050MA,B08101_050EA,B08101_051EA,B08101_051MA,B08101_052EA,B08101_052MA,B08101_053MA,B08101_053EA,B08101_054MA,B08101_054EA,B08101_055MA,B08101_055EA,B08101_056MA,B08101_056EA,state
0400000US01,2007426,13350,62676,4103,204461,4883,861069,9858,444594,6953,198119,5975,133160,4850,103347,3983,1724178,15545,47987,3580,168349,5687,741461,10018,386665,7035,175005,6527,116823,4651,87888,3643,171927,8594,8409,1628,22211,2836,81155,4518,32969,3436,13343,1846,8183,1553,5657,1092,8276,1749,393,303,697,472,3884,1124,1584,668,874,390,443,302,401,255,22961,2749,3507,1053,5079,1404,6528,1176,3563,1019,1834,807,1018,399,1432,581,22851,2585,644,392,4052,1259,8494,1432,5275,1287,1912,710,1367,694,1107,498,57233,3661,1736,560,4073,1217,19547,2293,14538,1733,5151,1079,5326,1053,6862,1232,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,359211,5456,13297,1637,46093,2221,157317,3282,69600,2315,33814,2238,23023,1732,16067,1774,249481,6163,8305,1432,28855,2374,114487,4089,47162,2219,24369,2156,15544,1504,10759,1502,43221,3223,2825,796,7199,1270,18248,2045,8318,1376,3386,768,2078,599,1167,611,4703,1196,262,218,1701,800,2011,808,316,164,237,133,149,112,27,34,28730,2125,1065,378,4443,926,10744,1425,5929,858,2612,825,2483,453,1454,522,19161,2012,469,239,2517,822,7915,1095,4785,930,1663,591,777,265,1035,550,13915,1891,371,286,1378,775,3912,970,3090,769,1547,533,1992,680,1625,504,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2831592,19395,102023,4894,311591,7039,1249152,11117,600160,6381,255707,6953,175670,5484,137289,5315,2178267,17614,66026,4075,231588,6962,973533,11998,468665,6272,198664,6205,138210,4383,101581,4270,295724,9385,16041,2016,38750,3601,140160,6549,58482,3403,21681,2262,12038,1940,8572,1314,57615,5086,4367,1096,11696,2103,22695,3016,9810,1836,4561,1063,1948,561,2538,840,56505,4206,6070,1489,12094,1936,20621,2781,7481,1359,3832,824,3497,1340,2910,723,81828,5426,6349,1400,11141,2447,33942,3187,15804,2326,6268,1303,4731,1066,3593,972,161653,6371,3170,925,6322,1534,58201,4030,39918,2805,20701,2099,15246,1875,18095,1999,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249674,12677,43809,3260,131413,5113,543101,6919,262187,5266,118217,4442,82339,3640,68608,3534,1031366,13889,32821,2940,101993,5202,448710,8200,221024,5101,98777,4101,70371,3432,57670,3083,136027,7210,7492,1594,19311,2690,64729,4469,23970,2412,10406,1610,6354,958,3765,889,4072,1177,244,249,615,477,1715,648,844,571,327,274,177,178,150,186,22173,2425,2033,531,4746,1205,6507,1368,4645,970,1602,641,1235,461,1405,569,14661,1816,641,354,2037,798,6453,1158,2119,602,1931,657,815,388,665,433,41375,3177,578,343,2711,921,14987,2236,9585,1782,5174,1075,3387,915,4953,1297,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17254926,40650,426995,10278,1730938,13435,7906079,25995,3781855,16208,1558374,16284,1053917,13541,796768,11183,12679198,45211,248769,7879,1201243,14303,5845819,27727,2849034,18347,1181403,14881,780298,11677,572632,9438,1813154,27870,67965,4229,206526,8203,859492,15797,384368,9953,140346,6237,91743,5008,62714,4274,914442,15685,29882,2940,120694,5774,438967,10259,171101,7060,69064,3671,51148,3414,33586,2789,467779,12033,43147,2923,90562,5664,189249,7981,72172,4622,30471,3135,22884,2280,19294,1820,449378,13102,21352,2662,64184,4117,221905,8161,74159,4585,32724,2993,21429,1922,13625,1667,930975,16361,15880,2114,47729,3722,350647,11654,231021,7401,104366,5306,86415,4436,94917,4274,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2681200,13178,94998,4357,271863,5172,1204347,7643,554720,5440,251038,6629,179019,6192,125215,3852,2027739,15432,62410,4360,195329,5495,908309,9483,430582,6464,198981,6279,139060,5514,93068,3356,258146,10065,14100,1709,29996,3491,129532,6579,46771,3451,16497,1969,12908,1817,8342,1296,88355,4521,4488,1389,13460,1805,42096,3116,15007,1787,6212,1231,3896,777,3196,835,71357,4702,7598,1244,16495,2227,28289,3252,8362,1507,4241,902,3639,821,2733,696,61250,4242,2481,715,8455,1633,28821,3040,11880,1465,4695,1071,2730,594,2188,633,174353,6876,3921,1000,8128,1474,67300,4422,42118,2869,20412,1856,16786,1885,15688,1850,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1765420,11499,62105,3723,160371,4186,683621,6627,421073,5820,195445,5336,133083,4928,109722,3881,1379348,12794,37423,2625,109861,4106,532386,8246,339248,5759,163589,5024,109108,4652,87733,3557,142584,7540,8835,1523,17567,2133,62184,4711,28310,2707,12075,1769,7060,1306,6553,1267,84731,4188,3529,931,11283,1806,38412,2812,17798,1746,6875,1242,3936,775,2898,695,55459,3966,7972,1376,14144,1993,19336,2707,6616,1431,2257,766,3297,885,1837,622,21704,2431,2313,913,2594,955,6955,1415,4697,1007,2195,767,1501,452,1449,521,81594,4474,2033,786,4922,1370,24348,2609,24404,2564,8454,1322,8181,1314,9252,1203,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,434766,5852,14514,1558,41084,2281,179973,3191,96514,2474,47881,2691,28791,1788,26009,1892,354350,7480,9605,1419,32320,2427,145850,4420,80937,2788,39198,1923,24613,1849,21827,1896,33132,3564,2180,774,3497,914,15835,2130,5752,1267,3186,751,1381,461,1301,462,12635,2056,879,469,1703,693,4460,1136,2335,764,2246,969,705,361,307,207,9709,1867,1121,456,1837,820,3900,1116,1500,689,577,287,460,292,314,169,5653,1447,494,456,854,600,2243,707,1014,655,428,235,260,180,360,263,19287,2306,235,180,873,404,7685,1715,4976,1063,2246,543,1372,480,1900,585,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,343062,5802,4885,1130,32978,2434,195310,4136,55836,2306,22371,1649,15438,1395,16244,1584,120528,5465,495,398,6126,1077,66228,3884,22894,1984,9874,1463,7120,966,7791,1116,19166,2155,265,229,1180,707,10767,1774,3923,968,1198,381,789,323,1044,453,123707,5492,1958,758,14556,2034,73918,4386,17305,1780,8214,1330,4290,912,3466,804,44965,3413,1854,590,9545,1941,23731,2371,5866,1104,1209,530,1206,465,1554,519,17684,2030,59,78,791,391,12320,1728,2620,738,709,314,477,273,708,393,17012,2053,254,206,780,369,8346,1383,3228,737,1167,444,1556,677,1681,578,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8636223,32707,218771,7512,806290,11750,3664235,21606,1981483,13979,845075,14259,602217,11821,518152,11597,6886539,35014,147767,6799,619106,12682,2944802,25142,1601797,14930,682012,13192,484387,10648,406668,10068,783105,17887,35192,3342,83473,6134,364440,11482,162949,7460,63065,4152,41712,3625,32274,3234,179401,7747,10393,1703,30430,3791,75610,5536,31254,3051,13192,1727,11251,1799,7271,1414,124298,5666,8929,1566,22069,2846,44667,3755,23498,2446,9539,1689,7564,1588,8032,1349,197019,9429,8687,1534,28034,3633,79621,6781,42184,3844,15915,2103,11485,1884,11093,1909,465861,12632,7803,1681,23178,2776,155095,6740,119801,6649,61352,4358,45818,3224,52814,3574,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
