GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001MA,B17010_001EA,B17010_002MA,B17010_002EA,B17010_003EA,B17010_003MA,B17010_004EA,B17010_004MA,B17010_005EA,B17010_005MA,B17010_006MA,B17010_006EA,B17010_007MA,B17010_007EA,B17010_008MA,B17010_008EA,B17010_009EA,B17010_009MA,B17010_010EA,B17010_010MA,B17010_011EA,B17010_011MA,B17010_012MA,B17010_012EA,B17010_013MA,B17010_013EA,B17010_014EA,B17010_014MA,B17010_015EA,B17010_015MA,B17010_016EA,B17010_016MA,B17010_017MA,B17010_017EA,B17010_018MA,B17010_018EA,B17010_019MA,B17010_019EA,B17010_020EA,B17010_020MA,B17010_021EA,B17010_021MA,B17010_022EA,B17010_022MA,B17010_023MA,B17010_023EA,B17010_024MA,B17010_024EA,B17010_025EA,B17010_025MA,B17010_026EA,B17010_026MA,B17010_027EA,B17010_027MA,B17010_028MA,B17010_028EA,B17010_029MA,B17010_029EA,B17010_030MA,B17010_030EA,B17010_031EA,B17010_031MA,B17010_032EA,B17010_032MA,B17010_033EA,B17010_033MA,B17010_034MA,B17010_034EA,B17010_035MA,B17010_035EA,B17010_036EA,B17010_036MA,B17010_037EA,B17010_037MA,B17010_038EA,B17010_038MA,B17010_039EA,B17010_039MA,B17010_040EA,B17010_040MA,B17010_041MA,B17010_041EA,state
0400000US01,1232515,11755,184841,6662,56254,3359,30800,2505,5232,1099,8702,1646,16866,1795,25454,2089,128587,5238,16420,2394,10316,1787,1655,661,2542,931,6119,1345,6104,1482,112167,5073,92478,4475,15661,2046,24223,2863,52594,3907,19689,1993,1047674,12321,813772,12248,302669,7668,52729,3361,53599,3526,196341,6051,511103,8999,233902,7177,61185,3606,29198,3062,6375,1481,3503,1173,19320,2610,31987,2504,172717,5819,88792,4602,14765,2323,9089,1726,64938,4004,83925,3972,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,4885,1020,3385,878,491,415,1177,433,1717,732,1500,517,8114,1333,2317,642,1725,548,348,153,833,409,544,289,592,426,5797,1159,5521,1142,1245,570,1961,645,2315,648,276,181,152016,3662,119143,3424,56096,2704,11085,1644,12291,1590,32720,2150,63047,2664,32873,3004,12349,1870,7605,1317,1983,776,1102,542,4520,1040,4744,1098,20524,2120,13511,1620,2713,742,1688,452,9110,1381,7013,1203,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,88335,4279,56030,3665,7646,1278,20403,2553,27981,2626,32305,2594,120666,5231,25890,2940,19300,2530,4456,1225,5655,1087,9189,1717,6590,1287,94776,4191,79840,3939,10380,1494,26127,2938,43333,3267,14936,2151,1370480,13405,1052960,12543,406647,9667,66494,3876,84394,4999,255759,6676,646313,9774,317520,9464,108230,5859,57372,4354,11305,1876,7425,1505,38642,3849,50858,3540,209290,7098,118172,5784,18293,2139,16306,1913,83573,4629,91118,4507,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,38327,2962,22073,2397,3174,878,8252,1554,10647,1855,16254,1769,65811,3452,9891,1758,7369,1448,1797,812,1320,674,4252,1127,2522,791,55920,2988,47794,3224,11259,1951,11991,1518,24544,2430,8126,1379,648074,9714,508201,9423,193816,6044,36068,3528,36527,3078,121221,5055,314385,8101,139873,5594,43661,3786,24665,2746,4702,1181,2732,836,17231,2202,18996,2046,96212,4644,54629,3604,9756,1873,7567,1694,37306,2834,41583,2779,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,452770,11184,317370,10021,34211,2973,116024,5670,167135,7109,135400,5112,614649,11962,125277,5404,91802,5241,19110,2055,25019,2529,47673,4315,33475,2771,489372,11197,411028,11406,57916,4651,121531,6101,231581,7329,78344,3670,7694640,28159,5786373,25282,2671290,20286,497351,10098,535277,11163,1638662,16660,3115083,22240,1908267,22054,646999,13474,327495,10648,61194,4202,53184,4600,213117,7726,319504,8678,1261268,16448,657607,13619,95697,4871,91948,4768,469962,11834,603661,9679,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,42865,3138,27525,2494,3700,944,9955,1759,13870,1774,15340,1891,62695,4689,11365,2198,8813,1789,1360,594,1628,734,5825,1469,2552,937,51330,4066,44599,3922,8364,1646,11522,1898,24713,3022,6731,1318,1209723,10079,962861,10575,416168,7112,86531,3889,79961,4255,249676,6020,546693,9044,246862,6362,87770,4684,53260,3435,9155,1588,5220,1325,38885,2837,34510,3029,159092,5547,96239,4851,14599,2017,12509,1806,69131,3912,62853,4087,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,19680,2501,11011,1639,935,365,2797,806,7279,1470,8669,1650,47269,4219,8008,1771,6561,1694,1896,882,1468,644,3197,1023,1447,687,39261,3896,33165,3443,4427,1147,10904,1890,17834,2230,6096,1388,820314,9845,630993,9055,260608,6772,47184,3399,40499,2573,172925,5588,370385,6739,189321,5974,56763,3609,25983,2633,4578,1224,3324,1086,18081,2090,30780,2733,132558,5089,72644,4298,9123,1551,8532,1460,54989,3884,59914,3572,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,5763,1205,3591,988,753,438,931,376,1907,897,2172,708,13970,2088,2502,749,1663,519,398,273,602,435,663,386,839,598,11468,1892,9906,1712,1404,629,3188,1056,5314,1285,1562,607,213267,4508,159599,4060,58867,3024,10775,1284,10891,1317,37201,2724,100732,3282,53668,2749,15655,1986,7089,1275,1238,520,960,532,4891,1032,8566,1616,38013,2417,22441,2233,3855,971,3118,921,15468,1939,15572,1638,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2292,700,1382,636,636,533,400,321,346,265,910,372,14415,1910,1704,674,866,478,233,199,399,360,234,265,838,552,12711,1772,9930,1679,1510,611,2206,740,6214,1483,2781,717,101157,3173,63952,3106,24312,1890,9243,1288,3591,810,11478,1463,39640,2660,37205,2778,7792,1463,3452,980,968,554,278,260,2206,844,4340,903,29413,2463,15889,2253,3076,1108,2097,681,10716,1644,13524,1699,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,221565,8739,114698,5853,17034,2287,34540,3283,63124,4441,106867,5651,342196,9105,60354,4673,42176,3886,8982,2121,10683,2052,22511,2557,18178,2436,281842,7975,233846,7714,40832,4024,57562,4404,135452,6262,47996,3009,4129650,24086,3158538,24036,1077988,16117,191512,7855,186939,7296,699537,13762,2080550,18355,971112,16358,293183,8421,140100,7423,32885,3412,18133,2654,89082,6281,153083,6300,677929,12957,354720,10461,54748,4524,42073,4204,257899,9379,323209,8381,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
