GEO_ID,B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,NAME,B08006_001EA,B08006_001MA,B08006_002MA,B08006_002EA,B08006_003MA,B08006_003EA,B08006_004MA,B08006_004EA,B08006_005MA,B08006_005EA,B08006_006EA,B08006_006MA,B08006_007EA,B08006_007MA,B08006_008MA,B08006_008EA,B08006_009MA,B08006_009EA,B08006_010MA,B08006_010EA,B08006_011EA,B08006_011MA,B08006_012MA,B08006_012EA,B08006_013MA,B08006_013EA,B08006_014MA,B08006_014EA,B08006_015MA,B08006_015EA,B08006_016MA,B08006_016EA,B08006_017EA,B08006_017MA,B08006_018MA,B08006_018EA,B08006_019MA,B08006_019EA,B08006_020MA,B08006_020EA,B08006_021MA,B08006_021EA,B08006_022EA,B08006_022MA,B08006_023MA,B08006_023EA,B08006_024MA,B08006_024EA,B08006_025MA,B08006_025EA,B08006_026MA,B08006_026EA,B08006_027EA,B08006_027MA,B08006_028MA,B08006_028EA,B08006_029MA,B08006_029EA,B08006_030MA,B08006_030EA,B08006_031MA,B08006_031EA,B08006_032MA,B08006_032EA,B08006_033EA,B08006_033MA,B08006_034MA,B08006_034EA,B08006_035MA,B08006_035EA,B08006_036MA,B08006_036EA,B08006_037EA,B08006_037MA,B08006_038EA,B08006_038MA,B08006_039MA,B08006_039EA,B08006_040MA,B08006_040EA,B08006_041MA,B08006_041EA,B08006_042MA,B08006_042EA,B08006_043EA,B08006_043MA,B08006_044EA,B08006_044MA,B08006_045MA,B08006_045EA,B08006_046MA,B08006_046EA,B08006_047MA,B08006_047EA,B08006_048EA,B08006_048MA,B08006_049EA,B08006_049MA,B08006_050EA,B08006_050MA,B08006_051EA,B08006_051MA,state
0400000US01,2007426,13350,1896105,13284,1724178,15545,171927,8594,135747,7189,22188,3155,13992,2452,8276,1749,7257,1617,94,172,69,108,130,158,726,684,3406,1293,22961,2749,19445,2357,57233,3661,1059453,9644,997436,9574,904928,10347,92508,4944,73644,4461,11855,2186,7009,1487,3702,1155,2905,1008,0,189,69,108,130,158,598,649,2364,1062,12763,1966,12992,1646,30196,2603,947973,9784,898669,9520,819250,11132,79419,5437,62103,4399,10333,2037,6983,1569,4574,1195,4352,1156,94,172,0,189,0,189,128,156,1042,683,10198,1809,6453,1505,27037,2022,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,359211,5456,292702,6256,249481,6163,43221,3223,32695,2995,6106,1030,4420,955,4703,1196,4431,1177,0,145,59,74,0,145,213,146,3281,875,28730,2125,15880,1733,13915,1891,202972,3602,162895,4165,140788,4044,22107,2052,16455,1896,2824,717,2828,824,3127,952,3021,946,0,145,2,4,0,145,104,103,2321,727,17276,1387,11143,1367,6210,1273,156239,3948,129807,4151,108693,4158,21114,2242,16240,2072,3282,670,1592,497,1576,695,1410,689,0,145,57,74,0,145,109,100,960,493,11454,1605,4737,947,7705,1391,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2831592,19395,2473991,20790,2178267,17614,295724,9385,226537,8491,42344,4026,26843,2635,57615,5086,53344,4890,1756,764,638,293,1550,874,327,262,30757,3177,56505,4206,51071,4782,161653,6371,1527939,12401,1325785,12883,1165276,11435,160509,6949,119377,5846,23727,3229,17405,2172,31010,3439,27891,3308,1350,673,410,234,1092,651,267,242,22442,2893,31563,3028,35678,4230,81461,4475,1303653,13310,1148206,13488,1012991,12142,135215,6163,107160,5427,18617,2039,9438,1471,26605,3197,25453,3047,406,350,228,223,458,582,60,99,8315,1336,24942,2689,15393,2045,80192,4368,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249674,12677,1167393,13710,1031366,13889,136027,7210,103591,6737,20496,2749,11940,1999,4072,1177,3759,1112,0,190,197,329,44,58,72,104,2850,977,22173,2425,11811,1575,41375,3177,667551,8368,621214,9288,547817,9443,73397,4415,56036,4216,10353,2008,7008,1581,2220,749,1999,712,0,190,112,191,44,58,65,103,2655,945,12080,1706,8182,1325,21200,2289,582123,9160,546179,9538,483549,9288,62630,4397,47555,3985,10143,1954,4932,1108,1852,720,1760,699,0,190,85,147,0,190,7,15,195,177,10093,1798,3629,733,20175,2275,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17254926,40650,14492352,48320,12679198,45211,1813154,27870,1353734,24439,267271,8669,192149,8913,914442,15685,613181,13119,21969,2594,199080,6694,69450,4451,10762,1701,199799,7924,467779,12033,249579,9433,930975,16361,9428905,26053,7940331,32643,6945087,31126,995244,18531,732514,15563,147057,6290,115673,6356,466345,10817,299702,8916,12056,1801,106578,4495,41313,3404,6696,1324,147855,7218,248017,9090,163610,7250,462747,9942,7826021,29988,6552021,33101,5734111,30817,817910,15005,621220,13327,120214,5149,76476,5337,448097,10904,313479,9243,9913,1628,92502,4408,28137,2672,4066,1216,51944,3973,219762,6869,85969,4608,468228,10386,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2681200,13178,2285885,14475,2027739,15432,258146,10065,194004,8466,37362,3703,26780,3650,88355,4521,71874,4086,1384,600,10605,1717,4141,979,351,261,35879,3088,71357,4702,25371,2600,174353,6876,1453889,9774,1237845,11152,1088581,10867,149264,6516,109698,5395,21702,3312,17864,2956,49426,3329,39804,2951,881,473,5650,1083,2823,846,268,217,23521,2622,41269,3356,17576,2161,84252,4295,1227311,8978,1048040,10071,939158,11484,108882,5719,84306,5060,15660,1836,8916,1523,38929,2953,32070,2722,503,387,4955,1279,1318,545,83,97,12358,1420,30088,2754,7795,1494,90101,5188,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1765420,11499,1521932,12831,1379348,12794,142584,7540,113179,6715,16086,2139,13319,2353,84731,4188,43764,3175,52,83,2383,679,38120,2900,412,301,5742,1042,55459,3966,15962,2364,81594,4474,917611,7939,785833,9056,709804,8492,76029,5046,58836,4404,8780,1690,8413,1787,44629,3468,18123,2405,0,197,1372,462,25095,2243,39,64,3931,933,31223,3154,10636,1776,41359,3043,847809,7713,736099,7940,669544,7971,66555,4519,54343,3839,7306,1467,4906,1126,40102,2827,25641,2370,52,83,1011,503,13025,1625,373,285,1811,641,24236,2530,5326,1121,40235,2929,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,434766,5852,387482,6764,354350,7480,33132,3564,26357,3218,4600,1392,2175,680,12635,2056,9810,1725,0,185,513,367,2312,765,0,185,1056,489,9709,1867,4597,1269,19287,2306,220610,3955,196922,4461,181184,4641,15738,2328,12069,1925,2719,1041,950,463,6196,1378,4872,1267,0,185,296,316,1028,467,0,185,925,482,4461,1140,2912,1074,9194,1457,214156,4298,190560,4882,173166,4836,17394,2092,14288,1993,1881,751,1225,495,6439,1509,4938,1195,0,185,217,188,1284,643,0,185,131,136,5248,1377,1685,722,10093,1466,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,343062,5802,139694,6071,120528,5465,19166,2155,14644,1684,3486,928,1036,899,123707,5492,52670,4328,624,413,69613,3721,800,412,0,198,13330,1709,44965,3413,4354,998,17012,2053,165714,3554,68553,4103,60305,3923,8248,1433,6039,944,1762,708,447,682,55874,3462,23083,2569,200,238,32267,2736,324,210,0,198,7898,1200,22611,2759,2434,822,8344,1456,177348,4230,71141,4049,60223,3810,10918,1554,8605,1507,1724,566,589,395,67833,4395,29587,3165,424,339,37346,2895,476,317,0,198,5432,1003,22354,2154,1920,635,8668,1517,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8636223,32707,7669644,34401,6886539,35014,783105,17887,602635,15585,104002,7005,76468,6068,179401,7747,166602,7933,300,218,7751,1645,4407,1052,341,230,64307,5364,124298,5666,132712,7821,465861,12632,4541802,23123,3999468,24905,3588954,25971,410514,11393,305986,9742,54445,4802,50083,5187,85262,5632,78814,5742,0,214,3515,904,2744,860,189,191,49619,4421,69332,4347,93733,6342,244388,9733,4094421,20834,3670176,22352,3297585,22537,372591,10337,296649,9558,49557,3778,26385,2394,94139,5386,87788,5543,300,218,4236,1162,1663,606,152,117,14688,2375,54966,4130,38979,3910,221473,7630,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
