GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001MA,B10051_001EA,B10051_002EA,B10051_002MA,B10051_003EA,B10051_003MA,B10051_004EA,B10051_004MA,B10051_005MA,B10051_005EA,B10051_006MA,B10051_006EA,B10051_007MA,B10051_007EA,B10051_008EA,B10051_008MA,B10051_009EA,B10051_009MA,B10051_010EA,B10051_010MA,B10051_011EA,B10051_011MA,state
0400000US01,114534,6358,59910,5035,26215,3007,12691,2242,13524,1841,33695,3902,22398,3003,11297,2071,54624,3870,28556,2994,26068,2680,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14694,1540,5724,923,1963,606,839,388,1124,453,3761,693,2380,528,1381,366,8970,1270,3661,856,5309,1048,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,161497,8100,58764,3820,18764,1995,9035,1610,9729,1397,40000,3582,26557,2934,13443,1948,102733,6548,48768,4234,53965,4766,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,69002,4700,37653,3363,18310,2659,10039,2059,8271,1694,19343,2465,13905,2031,5438,1112,31349,3357,16360,2328,14989,2381,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1160800,19999,284121,10390,68137,4538,31590,3165,36547,3171,215984,8643,130271,7946,85713,4840,876679,16132,355086,11650,521593,11583,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92261,5807,32643,3522,11338,2021,6231,1543,5107,1096,21305,2886,13499,2210,7806,1886,59618,4229,29491,3573,30127,2769,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61354,4156,19509,2763,6364,1837,3544,1404,2820,932,13145,2165,8725,1625,4420,1248,41845,3636,15981,2524,25864,2729,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25008,2731,9978,1592,4457,1203,2501,905,1956,726,5521,1214,3889,1078,1632,618,15030,2506,7814,1986,7216,1264,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9919,1771,4193,1064,1502,669,564,468,938,470,2691,835,1821,768,870,328,5726,1412,2501,897,3225,1026,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,480854,16171,155708,9964,51966,5370,26514,3880,25452,2692,103742,7256,63801,5901,39941,4417,325146,10994,120356,6705,204790,7898,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,260132,10221,114697,6503,42451,4205,22547,3317,19904,2605,72246,5564,48847,4388,23399,3065,145435,7788,66639,5012,78796,5335,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55204,3811,13785,1945,3911,1267,1361,674,2550,997,9874,1680,4856,1419,5018,1285,41419,3241,12086,1852,29333,2757,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28354,3992,12550,2709,4618,1284,1881,788,2737,881,7932,2616,4880,1819,3052,1283,15804,2982,8546,2045,7258,1733,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,269537,9161,91248,5814,23602,2517,11663,1549,11939,1867,67646,5283,45552,4243,22094,2320,178289,7982,83355,4827,94934,5682,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,127546,6365,57372,4703,20506,2883,11517,2043,8989,1918,36866,3926,27455,3316,9411,1896,70174,4433,38945,3280,31229,2948,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,37826,3149,14797,1902,5338,1208,2922,923,2416,600,9459,1672,7307,1559,2152,667,23029,2396,12663,1964,10366,1557,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,51363,4603,23095,2844,9219,1875,4372,1086,4847,1250,13876,1925,9429,1699,4447,977,28268,3101,14028,2084,14240,2049,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,103367,6085,55921,4536,26686,3279,15078,2445,11608,1963,29235,2884,21700,2605,7535,1364,47446,3732,24811,2777,22635,2519,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,116492,6651,56640,3836,21610,2608,10985,2144,10625,1641,35030,3486,25155,2952,9875,1539,59852,4497,29593,3535,30259,2990,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19701,2279,7583,1884,3669,1336,2139,1160,1530,496,3914,1208,2532,931,1382,567,12118,1807,5229,1165,6889,1383,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,144451,7255,46914,3506,12899,2055,5342,1145,7557,1681,34015,3270,22049,2714,11966,1870,97537,6119,39077,3586,58460,4545,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,123020,7068,36151,3328,9741,1566,4621,1075,5120,1225,26410,3332,18322,2951,8088,1274,86869,5923,28043,3452,58826,4224,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,174991,7733,62483,4831,19893,2840,9383,1790,10510,1717,42590,3564,28579,2607,14011,1754,112508,6136,54019,4029,58489,3642,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,65875,4343,21659,2369,6709,1308,3987,947,2722,719,14950,1903,10894,1745,4056,814,44216,3191,21081,2198,23135,2178,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89392,5698,48486,3892,16753,2595,8627,2037,8126,1456,31733,3068,22333,2624,9400,1879,40906,3685,21799,2883,19107,2173,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,115574,6555,51521,4206,20472,2804,11362,2173,9110,1441,31049,2899,19452,2576,11597,1737,64053,4576,31984,3438,32069,3182,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15868,2180,8253,1481,3407,906,1520,485,1887,716,4846,1209,3467,1159,1379,542,7615,1403,4303,1057,3312,827,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24793,2675,11434,1948,4583,1165,2851,901,1732,635,6851,1379,4979,943,1872,712,13359,1584,7910,1228,5449,1054,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68360,5014,25780,2880,6928,1133,3470,790,3458,878,18852,2738,12191,2104,6661,1639,42580,4654,20416,3286,22164,2728,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24703,2885,8202,2019,3740,1572,2410,1289,1330,725,4462,1399,2955,1399,1507,625,16501,2301,7014,1582,9487,1941,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,194936,7736,49596,4357,14562,2461,6635,1475,7927,1678,35034,3472,19391,2719,15643,2120,145340,6403,51350,4460,93990,5347,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53568,4807,25620,3051,9761,1941,4992,1371,4769,1371,15859,2186,10920,1990,4939,880,27948,3070,13791,1963,14157,2092,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,430935,11633,126826,6243,31055,3430,15478,2176,15577,2335,95771,5465,54827,3866,40944,4008,304109,9485,115040,6336,189069,6789,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,212546,7454,98745,5960,36935,3674,19737,2703,17198,2372,61810,4362,42163,3732,19647,2453,113801,5359,56759,3882,57042,4025,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8038,1458,2885,770,1367,618,855,572,512,251,1518,559,1111,504,407,246,5153,1233,3162,914,1991,639,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,222827,7922,100190,5760,38693,2808,22867,2255,15826,1855,61497,5233,42297,3991,19200,2493,122637,6085,63023,4573,59614,4090,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90222,4265,46844,3051,21175,2252,10545,1554,10630,1396,25669,2432,17205,1925,8464,1198,43378,2861,22676,1947,20702,2113,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,72036,5499,24333,3140,8984,1778,4279,1363,4705,1108,15349,2330,9341,1903,6008,1379,47703,4081,20466,2743,27237,2731,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,242129,7119,91486,4943,27009,2608,15058,2065,11951,1639,64477,3972,45387,3639,19090,1906,150643,6048,68316,4339,82327,4718,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20302,2541,5987,1227,1478,704,516,420,962,575,4509,1201,2744,897,1765,748,14315,2315,5914,1291,8401,1564,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,116121,5688,55708,4884,25336,3048,11141,1945,14195,2256,30372,3846,18441,2979,11931,2309,60413,3796,29180,2915,31233,2910,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13307,1855,7925,1237,2446,676,1117,415,1329,463,5479,1072,3658,954,1821,641,5382,1288,2340,700,3042,970,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,165382,7646,77017,5267,32585,3134,18752,2323,13833,2004,44432,4421,30612,3627,13820,1992,88365,5735,45913,3963,42452,3399,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,763261,19956,301475,13443,93409,6765,50792,5003,42617,3282,208066,10449,148409,8494,59657,4251,461786,14713,224844,9506,236942,10651,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64125,4316,16780,2357,4918,1199,2133,744,2785,1074,11862,2160,6844,1611,5018,1337,47345,3612,22482,2913,24863,2389,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11234,1713,3480,981,871,435,474,315,397,263,2609,790,1947,646,662,390,7754,1551,3684,1103,4070,1155,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,187210,8609,63777,4838,23663,2359,11272,1677,12391,1840,40114,3610,25439,3033,14675,2113,123433,7064,54080,5054,69353,4474,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,136453,6427,41116,3341,15323,2320,8025,1637,7298,1393,25793,2474,16386,1995,9407,1595,95337,5476,43806,4156,51531,3845,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41641,3388,20948,2360,8872,1913,3527,829,5345,1498,12076,1778,7616,1671,4460,991,20693,2402,10077,1543,10616,1614,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71848,4557,27725,2939,9633,1838,5326,1303,4307,1001,18092,2063,13185,1669,4907,1105,44123,3388,22289,2452,21834,2148,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8269,1768,3999,1257,2426,982,1333,724,1093,552,1573,688,1068,532,505,393,4270,1114,2584,872,1686,545,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,93731,5215,43179,3848,12102,2099,4205,1130,7897,1607,31077,3543,18697,2520,12380,1972,50552,3653,20571,2361,29981,2640,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
