GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001EA,B01001F_001MA,B01001F_002MA,B01001F_002EA,B01001F_003MA,B01001F_003EA,B01001F_004EA,B01001F_004MA,B01001F_005EA,B01001F_005MA,B01001F_006EA,B01001F_006MA,B01001F_007MA,B01001F_007EA,B01001F_008EA,B01001F_008MA,B01001F_009MA,B01001F_009EA,B01001F_010EA,B01001F_010MA,B01001F_011MA,B01001F_011EA,B01001F_012EA,B01001F_012MA,B01001F_013MA,B01001F_013EA,B01001F_014EA,B01001F_014MA,B01001F_015MA,B01001F_015EA,B01001F_016EA,B01001F_016MA,B01001F_017EA,B01001F_017MA,B01001F_018MA,B01001F_018EA,B01001F_019EA,B01001F_019MA,B01001F_020MA,B01001F_020EA,B01001F_021EA,B01001F_021MA,B01001F_022EA,B01001F_022MA,B01001F_023EA,B01001F_023MA,B01001F_024MA,B01001F_024EA,B01001F_025EA,B01001F_025MA,B01001F_026MA,B01001F_026EA,B01001F_027EA,B01001F_027MA,B01001F_028EA,B01001F_028MA,B01001F_029MA,B01001F_029EA,B01001F_030EA,B01001F_030MA,B01001F_031MA,B01001F_031EA,state
0400000US01,69859,6642,37871,4271,3770,1014,6245,1460,3910,942,2406,1191,1107,589,2712,1010,3701,1287,2627,758,7475,1572,2035,754,1275,491,392,339,216,194,0,189,31988,3862,3953,1122,4904,1375,3638,995,868,401,1904,861,1338,565,2042,860,3713,963,5307,1080,2218,808,1520,686,402,299,55,96,126,196,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,9967,2196,5277,1264,325,295,163,112,187,214,3,6,355,351,866,469,238,245,684,546,1154,526,727,428,564,296,11,18,0,145,0,145,4690,1368,756,678,292,296,34,58,162,135,140,181,470,335,564,315,652,387,312,269,745,394,314,313,249,197,0,145,0,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,433934,21381,216348,12035,17734,2596,16947,2669,21044,2406,10566,2033,9444,1653,20810,2853,21779,2687,21391,2557,31808,2722,24000,2949,12071,1548,6425,1127,2058,570,271,243,217586,11695,18402,2370,17809,2500,20654,2820,10910,1644,7493,1364,21373,2841,18500,2318,18625,2376,30536,2813,25236,2713,16176,1955,7987,1245,3149,953,736,329,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50385,5783,27821,3702,2600,949,3313,1322,3128,1089,1479,760,496,333,2665,962,2287,633,2525,750,3859,1259,2980,760,1941,688,405,281,137,166,6,14,22564,2724,2738,770,2573,748,1975,755,943,477,910,617,2970,978,1355,675,2344,762,3239,794,2148,961,817,416,328,283,224,256,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5114193,54578,2607993,31172,209170,7187,225972,6382,211306,7882,129133,5340,93115,4468,250220,7344,231737,7115,226335,6473,394962,8326,332532,7293,187002,6492,77178,3787,32122,2576,7209,1249,2506200,28938,201653,6785,209835,7948,207793,6410,125129,4884,88639,3915,229610,6824,204937,5741,198684,6397,379194,8408,311111,6635,193912,5851,93153,3943,44470,3100,18080,2075,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,215290,14446,113581,8279,8429,1753,10601,1825,11242,2475,5426,1148,4191,903,10492,1801,8555,1536,10062,1715,18068,2261,13231,1872,7907,1239,3874,853,1337,493,166,153,101709,7600,7353,1483,8620,1600,8073,1773,5930,1184,2612,911,9795,1576,8164,1391,7558,1904,17471,2285,11742,1795,7747,1404,4822,882,1547,590,275,165,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,197532,12084,103541,6871,7724,1402,7291,1467,9934,1898,5874,1187,3231,938,9794,1888,9922,2037,10107,1912,16981,1811,13096,1793,6090,1119,2577,647,761,524,159,159,93991,6656,6584,1396,8050,1548,6403,1461,5818,998,3241,968,7188,1279,7540,1594,8503,1602,16110,2288,12894,1864,6560,1387,2685,689,1865,602,550,308,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20966,3483,10753,2015,1095,852,1081,721,306,308,588,348,786,381,718,364,1635,525,865,419,1643,841,579,356,1142,402,201,189,114,132,0,185,10213,2176,1002,456,797,464,1188,702,407,286,191,272,1194,593,826,444,502,405,1748,711,1304,615,709,266,241,237,104,108,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28798,4648,15753,2837,2043,677,908,574,309,332,504,210,702,495,1445,458,1831,482,2204,888,2144,829,2555,611,676,377,0,198,432,503,0,198,13045,2384,1026,728,951,700,1326,892,153,148,621,391,1138,450,1212,538,1244,738,2157,692,2009,535,1016,452,0,198,192,151,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,489726,24853,249462,13589,18887,3131,18189,2922,19038,2819,12475,2156,6941,1537,21580,3513,26888,3136,23886,3424,41577,4874,29443,2877,17832,2541,8500,1524,2931,770,1295,702,240264,14467,17198,2694,18045,2781,15356,2500,8645,1639,6326,1605,20550,2996,19339,2882,25345,4145,36743,3400,30732,2960,23454,2897,11720,2158,3701,983,3110,1324,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,282876,16095,148521,9378,16356,2741,17594,2255,15510,2497,6436,1342,4480,1087,13304,2478,12801,2129,16113,2175,24898,2851,14578,1915,4818,1112,1406,638,176,167,51,91,134355,8603,15719,2324,15674,2542,14843,2711,6218,1264,3847,888,12944,2206,11460,1834,11882,1935,21816,2586,12708,1993,4816,1348,1772,626,594,491,62,103,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,13830,2449,8480,1515,783,381,393,340,280,204,83,98,231,241,1153,480,1179,549,927,389,1215,531,903,409,1129,444,141,132,63,78,0,181,5350,1485,158,209,124,111,436,473,107,127,105,121,1320,737,832,435,168,148,1039,536,502,232,127,126,315,267,117,98,0,181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36664,4390,19614,2810,1849,839,2526,1018,2594,918,1116,414,455,380,1716,714,1569,695,1081,577,2948,887,2174,683,1115,586,272,214,138,198,61,98,17050,2365,1777,683,1103,520,1819,724,946,553,1297,640,1557,715,783,537,1121,596,2917,655,2118,683,780,559,647,508,185,208,0,190,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,763579,22418,392318,11365,30129,2515,36848,2979,35524,3351,20359,1893,13553,1390,34095,2869,32098,2743,35151,2914,70353,3350,43879,3065,26379,2003,9219,1004,3996,1019,735,388,371261,13495,31700,2864,37616,3422,35482,2931,20128,2113,12137,1477,32987,2455,25392,2434,32215,2647,61298,3278,40276,2554,24870,1923,11464,1370,4370,885,1326,592,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,143931,10528,73637,5753,6041,1150,7782,1654,6534,1552,3124,818,2522,709,7129,1685,7088,1303,7728,1293,11326,1737,9325,1522,3169,836,1056,490,446,275,367,318,70294,5848,7068,1524,8704,1609,6307,1575,3354,1081,3123,821,6682,1451,5508,1153,5490,1157,10389,1640,7719,1069,3233,937,1864,638,719,297,134,127,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30497,3874,17883,2400,1237,608,1234,578,1776,889,606,304,1061,573,1336,530,1536,689,2321,840,1738,628,2971,771,1451,534,427,188,189,150,0,155,12614,1939,1053,555,1367,596,650,406,1067,600,315,239,1094,633,1314,533,643,381,1870,535,2330,660,488,323,317,189,106,108,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
