GEO_ID,C18101_001E,C18101_001M,C18101_002E,C18101_002M,C18101_003E,C18101_003M,C18101_004E,C18101_004M,C18101_005E,C18101_005M,C18101_006E,C18101_006M,C18101_007E,C18101_007M,C18101_008E,C18101_008M,C18101_009E,C18101_009M,C18101_010E,C18101_010M,C18101_011E,C18101_011M,C18101_012E,C18101_012M,C18101_013E,C18101_013M,C18101_014E,C18101_014M,C18101_015E,C18101_015M,C18101_016E,C18101_016M,C18101_017E,C18101_017M,C18101_018E,C18101_018M,C18101_019E,C18101_019M,C18101_020E,C18101_020M,C18101_021E,C18101_021M,NAME,C18101_001EA,C18101_001MA,C18101_002MA,C18101_002EA,C18101_003MA,C18101_003EA,C18101_004EA,C18101_004MA,C18101_005EA,C18101_005MA,C18101_006EA,C18101_006MA,C18101_007MA,C18101_007EA,C18101_008MA,C18101_008EA,C18101_009MA,C18101_009EA,C18101_010EA,C18101_010MA,C18101_011EA,C18101_011MA,C18101_012EA,C18101_012MA,C18101_013MA,C18101_013EA,C18101_014MA,C18101_014EA,C18101_015EA,C18101_015MA,C18101_016EA,C18101_016MA,C18101_017EA,C18101_017MA,C18101_018MA,C18101_018EA,C18101_019MA,C18101_019EA,C18101_020MA,C18101_020EA,C18101_021EA,C18101_021MA,state
0400000US13,9906878,3443,4767586,7391,1269254,6034,53999,3493,1215255,6917,2971121,5651,330521,9766,2640600,10207,527211,2183,192720,5739,334491,5993,5139292,6335,1218993,5608,35813,3688,1183180,6337,3229524,3776,347698,9288,2881826,10179,690775,2678,267784,6048,422991,5811,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1367770,2267,674703,2594,157871,1291,5614,1242,152257,1682,416392,2404,38308,3065,378084,3772,100440,625,34881,2133,65559,2169,693067,2062,150147,1290,3495,891,146652,1494,419677,1472,31538,2896,388139,3063,123243,962,45639,2350,77604,2209,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1612889,1331,800730,3195,221162,2306,12445,1844,208717,2931,470688,2425,51830,2992,418858,4209,108880,1238,43919,2443,64961,2521,812159,3009,209500,2248,6727,1413,202773,2541,480206,2129,47793,3639,432413,3851,122453,1225,42066,2441,80387,2521,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12702393,1320,6204806,5051,1518519,3215,63550,3740,1454969,4903,3937112,3632,331472,7828,3605640,8396,749175,2161,251131,5004,498044,4926,6497587,5037,1462383,3594,38600,2667,1423783,4401,4061257,3444,342595,8813,3718662,9296,973947,2722,354439,6364,619508,6188,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6498029,543,3180599,5120,807294,4065,47280,3290,760014,5204,1974813,3143,234345,7009,1740468,7558,398492,1718,148677,3465,249815,3481,3317430,5123,772698,4228,33783,3173,738915,4269,2037684,3166,247883,7921,1789801,8884,507048,2033,191121,5226,315927,4944,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3062900,1029,1520427,3798,372279,2995,18303,2365,353976,3632,940881,2826,92100,4641,848781,5352,207267,1212,68714,2189,138553,2399,1542473,3534,351072,2561,10101,1523,340971,2964,931260,2277,84476,3902,846784,4656,260141,1428,79736,3147,180405,2755,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2845414,1780,1402512,3736,368295,2734,17088,2048,351207,3287,857425,3023,97358,4419,760067,5054,176792,1440,63606,2309,113186,2530,1442902,3711,352613,3031,14072,1922,338541,3458,867739,2613,94976,4171,772763,4332,222550,1713,79293,2513,143257,2699,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4328524,1238,2114097,4122,521131,3271,35823,2919,485308,4122,1312942,3557,214384,7543,1098558,7667,280024,1718,121658,3687,158366,4137,2214427,4026,491640,2963,21506,2447,470134,3119,1371728,2838,217654,5945,1154074,6921,351059,1868,150380,4310,200679,4166,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4547572,1845,2192530,4370,566215,3830,37635,3839,528580,4810,1359287,3489,177334,5589,1181953,6457,267028,1635,101856,3552,165172,3644,2355042,4246,546403,3799,21838,2701,524565,4738,1465365,3005,189647,5968,1275718,6535,343274,1925,143968,3827,199306,4084,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315996,592,638706,2018,129921,1107,10129,1789,119792,2140,401838,1536,60824,4393,341014,4600,106947,923,37538,1723,69409,1856,677290,1903,127469,1236,6210,1081,121259,1718,420991,1561,55384,3505,365607,3611,128830,1046,41335,2357,87495,2521,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5885847,2043,2831976,3502,689300,2849,34393,3303,654907,3887,1796563,2440,151062,5858,1645501,6277,346113,1566,102538,3203,243575,3484,3053871,3348,660467,2728,18492,2294,641975,3357,1940871,2385,163866,6283,1777005,6920,452533,1907,152954,3837,299579,4097,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6668348,1237,3224439,2662,707534,1873,35409,3292,672125,3652,2094170,2328,202687,7769,1891483,7779,422735,1747,129265,4430,293470,4223,3443909,2587,679864,2051,20079,2368,659785,2896,2209751,2094,196519,6967,2013232,7233,554294,1867,189187,5129,365107,5555,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9798621,623,4788521,3301,1134854,2770,71092,4033,1063762,4663,2994165,2607,378735,8107,2615430,8508,659502,1732,237196,4782,422306,4857,5010100,3364,1085086,2441,41210,3207,1043876,3683,3093101,2331,386367,9064,2706734,9569,831913,1901,301195,5828,530718,5678,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5398211,808,2677723,3629,655128,2555,32461,2658,622667,3464,1687188,2285,152599,5224,1534589,5601,335407,1721,111062,3243,224345,3436,2720488,3565,625663,2517,20531,2071,605132,2854,1682824,2184,137148,5335,1545676,5872,412001,1848,126693,3413,285308,3438,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927088,1445,1405888,4405,375934,3670,20510,2434,355424,4430,851164,2849,129890,6082,721274,6940,178790,1599,81114,3295,97676,3539,1521200,4278,353868,3638,9328,1514,344540,3820,930980,2761,137703,4830,793277,5430,236352,1580,103433,3468,132919,3651,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5950606,1614,2896457,4646,708049,3536,41488,3977,666561,5430,1792812,3836,238116,7216,1554696,7797,395596,1886,149878,4354,245718,4160,3054149,4191,679512,3402,24129,2396,655383,3510,1876627,3576,240847,7392,1635780,7866,498010,2401,177961,4470,320049,4504,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1008116,806,502747,2093,114739,1366,4080,943,110659,1436,308665,1943,34227,2950,274438,3441,79343,691,28518,1904,50825,2114,505369,1886,109312,1479,3682,842,105630,1681,309886,1372,34700,2615,275186,2719,86171,745,27539,1895,58632,1830,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1853684,807,919630,2338,240307,1769,12110,1779,228197,2452,563910,2002,50411,2689,513499,3391,115413,852,44362,1941,71051,2051,934054,2210,226283,1646,6852,1156,219431,1918,563893,1492,52351,2802,511542,3131,143878,991,46518,2420,97360,2175,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2805532,1104,1399782,2529,339019,1684,16997,1899,322022,2232,873435,2052,100774,5039,772661,5143,187328,868,66948,2786,120380,2824,1405750,2245,322615,1745,11118,1762,311497,2472,874448,1707,100943,4976,773505,5222,208687,1036,78541,3101,130146,3201,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1311921,451,645208,1790,135849,1264,8530,1551,127319,1896,417858,1648,41876,3136,375982,3249,91501,773,30330,1936,61171,1991,666713,1844,130984,1158,4825,1398,126159,1828,425686,1339,39609,3139,386077,3188,110043,890,35219,2176,74824,2258,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8830969,1326,4291313,3274,1024044,2309,45191,3244,978853,4023,2722701,2401,213865,7125,2508836,7267,544568,1636,165989,4211,378579,4779,4539656,3088,983318,2180,28946,2830,954372,3380,2828797,1773,220503,6948,2608294,6843,727541,1580,254983,5678,472558,5526,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2050369,1333,1005401,3267,253955,2606,9884,1748,244071,3198,609403,2600,80717,4023,528686,5119,142043,1125,58915,2560,83128,2645,1044968,2969,244725,2426,5367,1296,239358,2469,629123,1945,78099,4905,551024,5466,171120,1200,68533,2765,102587,2793,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19499548,2102,9416424,4507,2150018,2766,97730,4459,2052288,4906,6072759,4101,532540,10810,5540219,11614,1193647,2645,384587,6581,809060,6700,10083124,4395,2067060,3412,61597,4179,2005463,5010,6412911,3688,573967,12213,5838944,12696,1603153,2622,586040,7921,1017113,7646,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9752148,3509,4695371,7004,1169105,5992,63462,3994,1105643,7174,2906020,5759,354290,8609,2551730,10179,620246,2087,226012,5676,394234,5629,5056777,6442,1117560,5641,38688,3447,1078872,6074,3139188,3671,361218,9738,2777970,10667,800029,2574,300899,5942,499130,6497,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,724451,1000,367016,2377,84298,1608,3826,1032,80472,1672,237245,1849,20482,1911,216763,2622,45473,650,16262,1184,29211,1271,357435,2171,82893,1743,1401,566,81492,1776,221123,1320,17555,1715,203568,1778,53419,449,17420,1414,35999,1499,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11420809,1495,5570132,5355,1348228,3482,84662,3991,1263566,5188,3463646,4066,412681,9021,3050965,9504,758258,2246,260652,4932,497606,4929,5850677,5119,1283253,3571,48507,3595,1234746,5272,3597491,3589,427869,9304,3169622,9711,969933,3063,350550,6330,619383,6852,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3797966,1457,1861782,3156,489000,2179,27873,2305,461127,3149,1132000,2291,165657,4515,966343,5252,240782,1512,105245,3164,135537,2955,1936184,3039,461123,2408,21283,1880,439840,2855,1173044,2185,165371,5068,1007673,5330,302017,1541,124769,3155,177248,3435,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3931306,976,1935976,4048,437888,2873,25292,2851,412596,3581,1214060,2825,161095,6677,1052965,7200,284028,1631,108839,3344,175189,3406,1995330,3943,419196,2907,17986,2660,401210,3856,1235567,2740,155127,6585,1080440,6935,340567,1667,128354,4539,212213,4479,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12582815,841,6116546,4383,1374804,3208,89643,4338,1285161,5277,3849848,3141,440687,9291,3409161,9876,891894,2485,300887,5230,591007,5613,6466269,4310,1318270,3015,54884,2910,1263386,3811,3984011,2568,436167,9709,3547844,10103,1163988,2509,411244,6810,752744,7377,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1039789,677,501590,1721,109085,1203,5734,1294,103351,1728,324722,1422,37213,3336,287509,3801,67783,859,23640,1702,44143,1604,538199,1619,103186,1179,3635,1120,99551,1704,342833,1383,41226,3458,301607,3806,92180,983,34439,2393,57741,2145,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4733742,2463,2275724,5845,551156,4216,30834,3139,520322,4553,1393273,3746,186092,6201,1207181,6659,331295,1847,122674,3732,208621,3964,2458018,5175,529623,4526,17414,2295,512209,5194,1515363,2914,189451,6403,1325912,6176,413032,1651,154628,4261,258404,4274,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,835403,736,416541,2789,107114,1413,4824,1057,102290,1590,252921,2094,28491,2249,224430,2768,56506,724,20353,1316,36153,1294,418862,2625,102472,1731,2086,681,100386,1773,250241,1975,23516,2318,226725,2808,66149,882,21945,1376,44204,1430,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6448737,1852,3120169,5388,760619,4096,43361,3033,717258,4696,1935605,4067,275678,8937,1659927,8977,423945,1757,164017,4219,259928,4303,3328568,5438,729001,4392,28085,3188,700916,5299,2065432,3436,288185,7730,1777247,8299,534135,2265,213172,5444,320963,4844,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26485838,3842,13015571,10251,3629052,8207,180029,8449,3449023,11473,8047859,8144,795474,16623,7252385,16661,1338660,3709,522259,8826,816401,8146,13470267,9186,3477675,7325,117710,6685,3359965,9379,8319135,5890,820749,15133,7498386,15771,1673457,4126,664818,9648,1008639,9698,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2916303,1341,1459342,2682,464369,1862,20604,2583,443765,2868,860622,2378,75044,4173,785578,4551,134351,1005,46772,2294,87579,2243,1456961,2518,437942,1965,11226,1669,426716,2508,862193,1748,72994,4185,789199,4442,156826,1079,52896,2670,103930,2619,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620453,264,305019,1193,62920,964,4536,1039,58384,1388,194330,838,23402,2010,170928,2042,47769,731,16737,1405,31032,1317,315434,1217,58552,954,2815,602,55737,1148,201520,995,25454,2258,176066,2516,55362,503,18815,1268,36547,1309,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8114884,4560,3925716,6350,950309,4099,45288,2960,905021,4625,2481593,5291,242533,7408,2239060,9502,493814,2629,165389,4554,328425,5154,4189168,5708,914429,4729,23895,2209,890534,5486,2648055,4554,240260,9030,2407795,10652,626684,2377,216934,4906,409750,5352,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6954806,3294,3449189,4407,818842,3252,40242,3786,778600,4936,2187766,4545,251945,8229,1935821,9564,442581,1831,160299,4383,282282,4236,3505617,3843,782187,2930,23473,2206,758714,3312,2194697,2625,236675,7625,1958022,8107,528733,1971,194783,3897,333950,4388,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1820836,500,896037,2810,196202,2376,13898,1876,182304,2860,555089,2214,101462,4697,453627,4653,144746,966,64057,2640,80689,2824,924799,2865,186023,2430,7035,1413,178988,2704,563589,2059,98245,3506,465344,4177,175187,951,77750,2853,97437,2682,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5684725,564,2809099,3166,662366,2466,36867,2508,625499,3243,1766015,2397,179861,5719,1586154,6471,380718,1397,122851,3465,257867,3637,2875626,3189,635426,2391,20405,1732,615021,3057,1774457,2535,173170,5283,1601287,6032,465743,1766,144417,3441,321326,3590,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,574798,643,290966,2508,70138,1861,3198,945,66940,2282,184024,1835,22700,2739,161324,2808,36804,644,13730,1164,23074,1289,283832,2423,67158,1563,2058,823,65100,1679,175438,1689,15975,2068,159463,2671,41236,794,13594,1373,27642,1353,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3521353,565,1683312,3518,402669,3108,40671,3232,361998,4601,1016500,1443,194193,7155,822307,7188,264143,1004,121928,3887,142215,3846,1838041,3476,369415,3157,20973,2349,348442,4128,1122384,1096,192062,5982,930322,6142,346242,1385,181477,3930,164765,3829,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
