GEO_ID,B25125_001E,B25125_001M,B25125_002E,B25125_002M,B25125_003E,B25125_003M,B25125_004E,B25125_004M,B25125_005E,B25125_005M,B25125_006E,B25125_006M,B25125_007E,B25125_007M,B25125_008E,B25125_008M,B25125_009E,B25125_009M,B25125_010E,B25125_010M,B25125_011E,B25125_011M,B25125_012E,B25125_012M,B25125_013E,B25125_013M,B25125_014E,B25125_014M,B25125_015E,B25125_015M,B25125_016E,B25125_016M,B25125_017E,B25125_017M,B25125_018E,B25125_018M,B25125_019E,B25125_019M,B25125_020E,B25125_020M,B25125_021E,B25125_021M,B25125_022E,B25125_022M,B25125_023E,B25125_023M,B25125_024E,B25125_024M,B25125_025E,B25125_025M,B25125_026E,B25125_026M,B25125_027E,B25125_027M,B25125_028E,B25125_028M,B25125_029E,B25125_029M,B25125_030E,B25125_030M,B25125_031E,B25125_031M,B25125_032E,B25125_032M,B25125_033E,B25125_033M,B25125_034E,B25125_034M,B25125_035E,B25125_035M,B25125_036E,B25125_036M,B25125_037E,B25125_037M,B25125_038E,B25125_038M,B25125_039E,B25125_039M,B25125_040E,B25125_040M,B25125_041E,B25125_041M,B25125_042E,B25125_042M,B25125_043E,B25125_043M,B25125_044E,B25125_044M,B25125_045E,B25125_045M,NAME,B25125_001EA,B25125_001MA,B25125_002MA,B25125_002EA,B25125_003MA,B25125_003EA,B25125_004MA,B25125_004EA,B25125_005EA,B25125_005MA,B25125_006EA,B25125_006MA,B25125_007EA,B25125_007MA,B25125_008MA,B25125_008EA,B25125_009MA,B25125_009EA,B25125_010EA,B25125_010MA,B25125_011EA,B25125_011MA,B25125_012EA,B25125_012MA,B25125_013MA,B25125_013EA,B25125_014MA,B25125_014EA,B25125_015MA,B25125_015EA,B25125_016EA,B25125_016MA,B25125_017EA,B25125_017MA,B25125_018EA,B25125_018MA,B25125_019MA,B25125_019EA,B25125_020MA,B25125_020EA,B25125_021EA,B25125_021MA,B25125_022EA,B25125_022MA,B25125_023EA,B25125_023MA,B25125_024MA,B25125_024EA,B25125_025MA,B25125_025EA,B25125_026MA,B25125_026EA,B25125_027EA,B25125_027MA,B25125_028EA,B25125_028MA,B25125_029EA,B25125_029MA,B25125_030MA,B25125_030EA,B25125_031MA,B25125_031EA,B25125_032EA,B25125_032MA,B25125_033EA,B25125_033MA,B25125_034EA,B25125_034MA,B25125_035MA,B25125_035EA,B25125_036MA,B25125_036EA,B25125_037MA,B25125_037EA,B25125_038EA,B25125_038MA,B25125_039EA,B25125_039MA,B25125_040EA,B25125_040MA,B25125_041MA,B25125_041EA,B25125_042MA,B25125_042EA,B25125_043EA,B25125_043MA,B25125_044EA,B25125_044MA,B25125_045EA,B25125_045MA,state
0400000US01,1841217,10615,1246080,12085,123729,5308,100698,5010,803,432,1092,628,251,184,132,119,20753,2153,728646,9263,624085,8871,2122,700,1151,473,533,373,638,350,100117,4675,393705,4417,350082,5079,1797,501,1160,642,328,258,649,360,39689,2634,595137,11423,215041,7567,74706,4628,31671,2977,62363,4916,14217,1946,7257,1232,24827,2625,301133,7709,150966,6794,39747,3346,52776,3583,10837,2019,9612,1547,37195,3201,78963,4183,30031,2260,13458,1711,12507,2040,5051,1260,11372,1488,6544,1142,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,156006,4250,19476,2000,16640,1925,969,461,513,303,185,183,62,101,1107,534,102705,3140,92115,3228,3539,920,1445,624,544,319,108,106,4954,970,33825,1603,28948,1612,1714,736,549,263,305,281,356,232,1953,537,93653,4082,41460,2820,14534,1766,12854,1742,7152,1631,4187,1222,1687,659,1046,557,45022,2682,16723,1781,13793,1747,8120,1404,3009,812,1687,548,1690,567,7171,1211,2093,667,1229,487,1647,600,1184,436,835,371,183,138,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1484857,11801,143369,5618,128631,5397,1117,491,2391,758,530,265,1108,414,9592,1701,818062,9450,728373,9222,5690,1243,6868,1378,1564,591,2306,592,73261,4016,523426,5760,426935,5950,5010,1197,5165,1046,1113,461,2997,774,82206,3859,943886,14175,336746,7927,130246,6259,39460,3039,97993,5240,26703,3063,28818,2575,13526,1704,482954,11299,253049,8766,45534,3382,92779,5167,23959,2802,35078,2710,32555,2941,124186,4771,44856,2900,13336,1813,19486,2460,9465,1412,26035,2327,11008,1719,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,744318,10448,81959,4225,70323,4207,239,168,457,358,30,54,10,18,10900,1490,423406,6799,361700,6991,2052,770,338,228,477,421,86,124,58753,2899,238953,4846,210528,4709,1717,625,496,292,143,190,179,103,25890,1918,386970,9803,142312,6692,61671,4246,22367,3140,36595,2948,4878,1205,3794,1099,13007,1717,193809,6552,99097,4972,32555,3190,29719,2971,4391,1068,6266,1142,21781,2447,50849,3708,21169,2086,9132,1282,6542,1448,3598,899,4967,1109,5441,1111,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,6855688,27608,546684,10816,471892,9534,14759,2076,19642,2475,7730,1522,12417,1896,20244,2376,4246294,23382,3867538,22979,75898,4048,70723,3718,32888,2801,43745,2984,155502,6580,2062710,11805,1793094,11005,39144,2717,39281,2585,16302,1592,22653,1864,152236,4965,5902960,28154,1855896,19358,575979,11481,315645,8276,487307,11047,205929,7424,240405,7564,30631,3139,3279426,22027,1411156,18477,486390,11049,712545,11975,275792,7096,314614,8598,78929,4910,767638,11432,230480,6483,97699,4737,134677,5462,83735,3652,193673,6102,27374,2597,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1302533,10820,146630,5162,127367,5056,2443,801,5613,1313,1923,645,1490,494,7794,1526,822174,8262,748571,8589,10546,1460,18009,2301,5174,1107,4381,855,35493,2485,333729,4360,298216,4605,4843,1034,7204,1263,3523,678,3962,706,15981,1878,737059,11315,308904,7529,99491,5273,36747,3486,82622,4606,44427,3762,35133,2855,10484,1859,343255,8843,147926,6511,35075,3140,78650,4375,34838,3090,29059,2553,17707,2677,84900,3724,22999,2027,6795,1221,14260,1676,12089,1416,26126,2006,2631,727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,900039,8072,62326,3627,53059,3138,4056,1038,2762,933,1299,723,921,403,229,226,579127,6354,520423,6970,30123,2502,16389,1890,4621,1463,4794,1046,2777,803,258586,4661,222934,4317,16542,1840,8830,1353,2304,555,4169,873,3807,922,455778,8159,135376,5197,22136,2398,54283,3484,31661,3177,11659,1510,14965,1868,672,526,239330,6294,55212,3003,93614,4736,52733,3645,17181,2270,19752,2392,838,507,81072,3735,15115,1896,17004,1838,14884,1911,10664,1420,22996,2060,409,245,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,245808,4425,22908,1991,20880,1924,193,194,181,184,178,221,46,79,1430,621,144501,3639,129554,3517,828,402,1290,500,267,230,298,198,12264,1696,78399,2121,69726,2248,266,189,711,290,449,309,461,278,6786,1055,103935,3908,35861,2513,14556,1958,3747,1081,13541,1776,1474,489,993,425,1550,652,54096,3206,25987,2320,6749,1185,13799,1833,1774,821,2371,598,3416,1029,13978,1623,3925,827,1546,532,3167,778,1243,460,3358,771,739,380,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,112492,3641,14111,1452,6406,1051,906,369,2108,692,1787,692,2904,723,0,198,65957,3105,45124,2538,2613,766,5989,1660,4200,900,8031,1296,0,198,32424,1805,26096,1675,808,332,628,294,668,431,4224,695,0,198,164886,4965,69580,3178,11262,1572,9406,1367,15997,2122,7998,1689,24893,2645,24,41,77267,3398,13607,2128,10079,1342,24893,2120,6616,1359,22023,2560,49,82,18039,1721,1738,447,2010,601,3388,622,2118,895,8785,1444,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,4693821,26616,316744,8760,261807,7966,8591,1680,13863,2060,5016,1125,8068,1358,19399,2533,2552017,23818,2162750,22469,39929,3373,60820,4040,37820,3371,57664,3695,193034,6679,1825060,12485,1308876,12613,46265,2791,79472,4147,71472,3313,89485,4456,229490,6830,2634225,22450,822090,13101,259390,8689,122483,6285,234507,8477,88266,5647,77645,3698,39799,3336,1413457,15975,614137,13145,183308,6598,300079,10054,111202,5801,110477,4699,94254,5324,398678,7777,120223,5479,43136,2981,75606,4314,39817,2822,91965,4469,27931,2478,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
