GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,NAME,C27018_001EA,C27018_001MA,C27018_002EA,C27018_002MA,C27018_003EA,C27018_003MA,C27018_004MA,C27018_004EA,C27018_005MA,C27018_005EA,C27018_006EA,C27018_006MA,C27018_007MA,C27018_007EA,C27018_008EA,C27018_008MA,C27018_009MA,C27018_009EA,C27018_010MA,C27018_010EA,C27018_011EA,C27018_011MA,C27018_012MA,C27018_012EA,C27018_013EA,C27018_013MA,C27018_014EA,C27018_014MA,C27018_015MA,C27018_015EA,C27018_016MA,C27018_016EA,C27018_017MA,C27018_017EA,C27018_018EA,C27018_018MA,C27018_019EA,C27018_019MA,C27018_020MA,C27018_020EA,C27018_021MA,C27018_021EA,C27018_022MA,C27018_022EA,C27018_023MA,C27018_023EA,C27018_024EA,C27018_024MA,C27018_025EA,C27018_025MA,C27018_026MA,C27018_026EA,C27018_027EA,C27018_027MA,C27018_028MA,C27018_028EA,C27018_029EA,C27018_029MA,C27018_030EA,C27018_030MA,C27018_031MA,C27018_031EA,C27018_032EA,C27018_032MA,C27018_033MA,C27018_033EA,C27018_034MA,C27018_034EA,C27018_035EA,C27018_035MA,C27018_036EA,C27018_036MA,C27018_037MA,C27018_037EA,C27018_038EA,C27018_038MA,C27018_039MA,C27018_039EA,C27018_040EA,C27018_040MA,C27018_041EA,C27018_041MA,state
0400000US01,4716397,3470,1309309,29019,417231,13101,341799,12520,75432,6441,741218,18023,243572,6777,497646,16059,150860,5008,147744,4988,3116,874,598005,22947,140591,9808,67693,5297,72898,7570,346339,13505,73530,5362,272809,11853,111075,5781,109289,5781,1786,610,1447788,27352,309897,11897,67321,6065,242576,11318,891238,18800,109850,5922,781388,17356,246653,6021,241743,5971,4910,1168,1361295,22171,224818,8323,14904,2332,209914,7784,919896,16693,54613,3757,865283,16037,216581,6513,209254,6789,7327,1549,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706055,1836,121088,8227,40601,4786,30872,4216,9729,2379,72624,4849,26263,2917,46361,4002,7863,1431,7112,1389,751,425,63733,5291,20728,2832,10684,2092,10044,1737,36010,3122,9264,1856,26746,2630,6995,1153,6838,1150,157,141,198045,9509,60041,4908,13207,2240,46834,4574,120425,6050,13642,2114,106783,5914,17579,1758,16407,1764,1172,534,323189,8283,61128,3956,4732,1175,56396,3609,225480,5821,16340,1695,209140,5921,36581,2015,33227,2116,3354,949,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6560899,3999,1732396,30783,578685,14240,422229,15453,156456,10794,973394,20275,439715,13416,533679,15402,180317,6048,167728,5877,12589,1812,812811,23830,225440,11626,84364,6760,141076,10277,453333,14650,110082,7144,343251,12823,134038,5012,131187,4946,2851,816,2011632,32338,455425,13509,69947,6092,385478,13333,1189708,21813,156407,7627,1033301,20020,366499,8205,359238,7929,7261,1333,2004060,26576,332228,9915,20457,3087,311771,10238,1294680,18043,79240,5450,1215440,17105,377152,8026,361743,7917,15409,2551,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2879848,1971,809982,20264,256697,8771,221445,8228,35252,4084,457601,13877,191026,7625,266575,11653,95684,4232,94189,4197,1495,748,421184,16183,113513,6595,68952,5255,44561,5805,234970,10416,61806,5125,173164,8319,72701,4494,72066,4477,635,359,918453,20683,203184,8789,57807,4965,145377,7202,561435,15590,78433,5296,483002,15498,153834,5519,150619,5625,3215,1106,730229,19772,122317,7460,10303,1955,112014,7195,481801,13307,32757,3172,449044,12989,126111,6092,122420,5787,3691,1035,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37984821,9218,9233726,71281,2951919,36636,2323241,36682,628678,22232,5373824,41366,2368032,28077,3005792,37830,907983,14515,858667,13750,49316,4464,4482095,61247,1196137,26252,669319,19610,526818,18784,2712418,37969,731126,17257,1981292,32414,573540,13013,549380,12631,24160,3256,10305061,79569,2342476,33909,656629,20297,1685847,27418,6557979,49341,960405,19128,5597574,44463,1404606,18387,1340805,17949,63801,4368,13963939,78086,2524017,26501,160991,8536,2363026,25322,9428236,53243,530547,13935,8897689,52881,2011686,19927,1873497,18279,138189,6921,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5217407,2951,965760,25400,299437,11546,230866,11616,68571,6197,574710,14766,241387,9464,333323,12219,91613,4349,87817,4034,3796,1311,548005,18974,155157,9775,79972,6912,75185,6769,320477,11215,80157,5933,240320,10019,72371,4280,70033,4110,2338,860,1566410,26474,376106,12006,91410,7341,284696,10989,977500,17509,126085,7974,851415,16026,212804,7184,205274,6633,7530,1451,2137232,28027,400039,11257,23174,2786,376865,10964,1449701,18653,74529,4398,1375172,18252,287492,5953,269531,6224,17961,2151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480470,2173,536298,16159,162663,7882,139345,7823,23318,3838,306584,9671,181667,7015,124917,7265,67051,3852,64156,3736,2895,952,312465,15443,80370,7010,53373,5603,26997,3847,174179,9842,71554,6079,102625,6762,57916,3381,57043,3250,873,557,856471,22025,184801,8362,47914,4297,136887,8227,514191,14590,85306,5850,428885,13450,157479,5525,153181,5738,4298,1065,1775236,21238,336586,8752,19263,3271,317323,7955,1187571,15003,59993,5495,1127578,14697,251079,4805,233230,4953,17849,1982,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907185,1427,160070,9578,49831,5577,38737,4672,11094,3016,90521,5233,48760,4421,41761,3699,19718,2240,19118,2109,600,500,89340,8548,26147,4149,14410,3135,11737,2763,47546,4857,14398,2479,33148,3874,15647,1813,15407,1754,240,266,279020,10803,60862,4643,12813,2252,48049,4314,166427,7173,25856,2845,140571,6674,51731,3788,50164,3736,1567,658,378755,12440,63534,4383,4712,1276,58822,4395,252591,8901,19739,2523,232852,8634,62630,3471,60485,3394,2145,722,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,622480,737,145968,8432,38487,4038,33963,3934,4524,1759,92116,5464,59104,5057,33012,3401,15365,1736,14368,1649,997,674,50496,5637,11394,2437,7747,1842,3647,1574,32105,4005,15090,3330,17015,2874,6997,1263,6634,1234,363,410,131311,8743,22064,3351,12381,2634,9683,2124,94586,6220,23886,3107,70700,5034,14661,1845,13100,1674,1561,480,294705,9023,41178,3366,3245,1112,37933,3065,218570,6685,14561,2408,204009,6205,34957,2124,30331,1935,4626,1157,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19434036,6973,4816271,59706,1390011,27880,1060779,26874,329232,15376,2732494,36127,873222,20644,1859272,29918,693766,13936,653984,13856,39782,4231,2562638,43466,597026,18031,307374,14943,289652,14277,1463868,30425,283182,12724,1180686,26872,501744,12887,487422,12610,14322,2780,6143201,71291,1142091,24949,281242,12699,860849,22105,3756841,47558,406187,12160,3350654,44085,1244269,18014,1207568,17500,36701,4135,5911926,63826,857183,22381,70059,6509,787124,21543,3771023,41573,201977,9037,3569046,38785,1283720,15871,1231404,16033,52316,3932,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
