GEO_ID,B27006_001E,B27006_001M,B27006_002E,B27006_002M,B27006_003E,B27006_003M,B27006_004E,B27006_004M,B27006_005E,B27006_005M,B27006_006E,B27006_006M,B27006_007E,B27006_007M,B27006_008E,B27006_008M,B27006_009E,B27006_009M,B27006_010E,B27006_010M,B27006_011E,B27006_011M,B27006_012E,B27006_012M,B27006_013E,B27006_013M,B27006_014E,B27006_014M,B27006_015E,B27006_015M,B27006_016E,B27006_016M,B27006_017E,B27006_017M,B27006_018E,B27006_018M,B27006_019E,B27006_019M,B27006_020E,B27006_020M,B27006_021E,B27006_021M,B27006_022E,B27006_022M,B27006_023E,B27006_023M,B27006_024E,B27006_024M,B27006_025E,B27006_025M,B27006_026E,B27006_026M,B27006_027E,B27006_027M,B27006_028E,B27006_028M,B27006_029E,B27006_029M,B27006_030E,B27006_030M,B27006_031E,B27006_031M,B27006_032E,B27006_032M,B27006_033E,B27006_033M,B27006_034E,B27006_034M,B27006_035E,B27006_035M,B27006_036E,B27006_036M,B27006_037E,B27006_037M,B27006_038E,B27006_038M,B27006_039E,B27006_039M,B27006_040E,B27006_040M,B27006_041E,B27006_041M,B27006_042E,B27006_042M,B27006_043E,B27006_043M,B27006_044E,B27006_044M,B27006_045E,B27006_045M,B27006_046E,B27006_046M,B27006_047E,B27006_047M,B27006_048E,B27006_048M,B27006_049E,B27006_049M,B27006_050E,B27006_050M,B27006_051E,B27006_051M,B27006_052E,B27006_052M,B27006_053E,B27006_053M,B27006_054E,B27006_054M,B27006_055E,B27006_055M,B27006_056E,B27006_056M,B27006_057E,B27006_057M,NAME,B27006_001EA,B27006_001MA,B27006_002EA,B27006_002MA,B27006_003EA,B27006_003MA,B27006_004MA,B27006_004EA,B27006_005MA,B27006_005EA,B27006_006EA,B27006_006MA,B27006_007EA,B27006_007MA,B27006_008EA,B27006_008MA,B27006_009MA,B27006_009EA,B27006_010MA,B27006_010EA,B27006_011MA,B27006_011EA,B27006_012EA,B27006_012MA,B27006_013EA,B27006_013MA,B27006_014MA,B27006_014EA,B27006_015MA,B27006_015EA,B27006_016MA,B27006_016EA,B27006_017EA,B27006_017MA,B27006_018EA,B27006_018MA,B27006_019MA,B27006_019EA,B27006_020MA,B27006_020EA,B27006_021MA,B27006_021EA,B27006_022MA,B27006_022EA,B27006_023EA,B27006_023MA,B27006_024EA,B27006_024MA,B27006_025EA,B27006_025MA,B27006_026EA,B27006_026MA,B27006_027MA,B27006_027EA,B27006_028MA,B27006_028EA,B27006_029EA,B27006_029MA,B27006_030EA,B27006_030MA,B27006_031EA,B27006_031MA,B27006_032MA,B27006_032EA,B27006_033MA,B27006_033EA,B27006_034EA,B27006_034MA,B27006_035EA,B27006_035MA,B27006_036EA,B27006_036MA,B27006_037EA,B27006_037MA,B27006_038MA,B27006_038EA,B27006_039MA,B27006_039EA,B27006_040EA,B27006_040MA,B27006_041EA,B27006_041MA,B27006_042EA,B27006_042MA,B27006_043MA,B27006_043EA,B27006_044MA,B27006_044EA,B27006_045EA,B27006_045MA,B27006_046EA,B27006_046MA,B27006_047EA,B27006_047MA,B27006_048EA,B27006_048MA,B27006_049MA,B27006_049EA,B27006_050EA,B27006_050MA,B27006_051EA,B27006_051MA,B27006_052EA,B27006_052MA,B27006_053EA,B27006_053MA,B27006_054MA,B27006_054EA,B27006_055EA,B27006_055MA,B27006_056EA,B27006_056MA,B27006_057EA,B27006_057MA,state
0400000US01,4767383,1932,2289780,5872,180774,4077,609,391,180165,4122,384145,5137,2039,764,382106,5281,236975,3747,2146,915,234829,3952,283658,3829,6353,1459,277305,4216,286297,3968,10669,1877,275628,4543,306272,3089,22153,2507,284119,3921,294579,2244,45144,2962,249435,3834,198963,1759,191874,2283,7089,1401,118117,1636,117027,1740,1090,461,2477603,5606,169526,3889,518,410,169008,3883,372402,3993,2456,779,369946,4108,237408,2932,1196,578,236212,2846,314043,3628,5825,1169,308218,3734,310113,3427,12124,1966,297989,3651,335435,2972,25930,2217,309505,3440,330587,2047,51328,3033,279259,3947,231300,1755,223812,2221,7488,1389,176789,2021,174911,2009,1878,629,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,32423,1370,0,145,32423,1370,62233,1864,113,104,62120,1846,40465,1856,511,429,39954,1868,54358,1880,941,623,53417,2021,44478,1417,890,510,43588,1475,48114,1213,1126,445,46988,1305,47618,1024,2724,772,44894,1365,24071,848,21281,1103,2790,799,9829,792,9479,771,350,276,347952,2104,31460,1477,175,215,31285,1515,60129,1523,480,457,59649,1500,35525,1115,64,114,35461,1099,51334,1190,112,87,51222,1213,44358,1287,555,353,43803,1246,46606,1051,1501,514,45105,1185,43422,809,2613,771,40809,1071,21957,744,19636,868,2321,586,13161,879,12906,890,255,228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,268507,3684,1172,594,267335,3808,557851,3937,2387,831,555464,4065,328324,2112,2887,888,325437,2418,433332,2735,4969,1518,428363,2811,402628,2617,6577,1228,396051,2923,402312,1842,15036,1902,387276,2500,371403,1105,32914,2938,338489,3348,290746,1306,275370,2027,15376,1631,196194,1182,192077,1504,4117,932,3371777,2888,257277,4264,570,396,256707,4202,536941,4347,1730,602,535211,4335,325057,1774,1784,714,323273,1980,430231,2181,5066,1291,425165,2487,415511,1840,9585,1762,405926,2584,419256,1809,18991,2222,400265,2727,416438,1148,41206,2696,375232,2764,327287,1219,311149,2592,16138,2167,243779,1187,239484,1627,4295,1027,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,117821,3217,620,458,117201,3205,242570,4154,1025,425,241545,4161,144070,2721,982,542,143088,2702,181138,3435,3856,1109,177282,3597,176985,3031,5474,1326,171511,3429,183655,2986,14327,1905,169328,3044,175477,1529,28101,2206,147376,2677,123712,1295,119651,1582,4061,1066,77984,1147,76519,1109,1465,643,1490964,4568,110503,3533,651,610,109852,3639,232917,3816,666,442,232251,3873,142429,2631,2069,1002,140360,2863,187336,2819,3593,956,183743,2872,189151,3125,8746,1544,180405,3509,191610,2559,15418,1917,176192,2919,190384,1758,28811,1875,161573,2493,140624,1388,137290,1265,3334,900,106010,1618,105311,1633,699,348,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1534723,7474,11860,2464,1522863,7892,3123268,8050,23977,2484,3099291,8578,1978296,5187,15638,2149,1962658,5906,2827196,5223,33952,3286,2793244,5862,2522938,4351,39565,3145,2483373,4985,2554490,4652,82059,4815,2472431,6206,2155141,3297,166160,6168,1988981,7138,1306922,2480,1190381,5681,116541,5463,862520,2250,838333,3276,24187,2239,19431963,5973,1467115,7973,11525,2474,1455590,8046,3010027,8190,23863,3319,2986164,8610,1921375,3951,16323,2911,1905052,4649,2774927,4420,25727,2752,2749200,5040,2579992,3236,39681,3582,2540311,4387,2622661,2760,78373,4875,2544288,5597,2327493,2433,186646,6412,2140847,6907,1505240,2282,1395856,5192,109384,5041,1223133,3000,1190107,3705,33026,2925,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,210906,2966,1001,466,209905,3038,429394,3727,2520,842,426874,3721,259382,2647,1756,820,257626,2673,390134,3608,5437,1381,384697,3690,359282,3288,5778,1316,353504,3580,346712,2190,11622,1673,335090,2533,323268,1491,23231,1992,300037,2156,194508,1262,179942,2069,14566,1592,108825,1411,106122,1503,2703,836,2643611,4048,194507,3246,876,637,193631,3196,410625,3639,1767,727,408858,3775,247086,2691,1073,550,246013,2683,383238,2893,3507,1170,379731,3104,351031,2779,6321,1533,344710,3187,354361,2075,12071,1552,342290,2458,341816,1772,23789,2507,318027,2827,211970,1323,199399,2076,12571,1495,148977,1527,145806,1658,3171,668,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,115676,2586,328,302,115348,2642,279327,2541,750,404,278577,2624,173367,1791,1235,584,172132,1856,212101,1617,2491,705,209610,1595,210090,1825,3296,830,206794,1986,261921,1554,9150,1680,252771,2224,233999,1137,15737,1700,218262,1993,139843,1204,128375,1665,11468,1587,93101,1077,91734,1198,1367,516,1821857,2336,112679,2265,111,112,112568,2265,266339,2382,949,435,265390,2379,168282,1264,1055,420,167227,1309,216712,1620,3361,1167,213351,2037,224785,1589,4314,1036,220471,1795,282561,1633,11850,1745,270711,2261,249918,1064,18690,2447,231228,2831,160164,1044,148430,1834,11734,1681,140417,1349,138531,1399,1886,640,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,35151,1445,730,732,34421,1668,68880,1428,286,268,68594,1451,45311,920,662,684,44649,1129,56241,1044,1486,726,54755,1240,53003,845,1084,456,51919,992,59890,764,3710,1138,56180,1227,57714,703,4413,878,53301,1061,42168,722,39845,953,2323,777,25265,592,24984,660,281,271,477307,1167,33712,1742,245,252,33467,1778,65671,1687,308,274,65363,1722,44142,560,730,468,43412,735,61585,644,709,429,60876,814,57015,580,929,443,56086,812,67073,433,3726,1128,63347,1167,65816,371,6784,1428,59032,1512,48575,574,47147,772,1428,613,33718,629,33198,798,520,484,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,24896,1047,174,224,24722,985,33244,929,477,383,32767,1008,35239,626,397,380,34842,813,67685,799,203,176,67482,789,44704,597,930,614,43774,803,37427,574,1686,741,35741,902,31517,551,3060,786,28457,840,17491,595,14358,835,3133,784,11588,605,10559,511,1029,565,344175,1099,23199,931,0,198,23199,931,33495,790,260,184,33235,848,43151,234,603,431,42548,499,80035,574,697,539,79338,699,46711,418,627,482,46084,658,38138,417,943,519,37195,635,36545,111,3940,881,32605,876,23506,374,20652,814,2854,777,19395,786,18475,843,920,419,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,658309,7707,3762,1166,654547,7867,1407695,8329,10920,1630,1396775,8643,881522,5664,5582,1254,875940,5720,1204467,5776,18328,2563,1186139,6476,1157330,5436,29387,3141,1127943,6024,1307942,5082,60175,4282,1247767,6156,1196333,3719,123687,6022,1072646,6596,961376,3422,908774,5297,52602,4185,715885,3430,700792,4134,15093,2131,10092498,7609,636937,7877,7057,1878,629880,7918,1343209,7478,9089,1873,1334120,7962,867094,3935,4849,1384,862245,4246,1235529,4615,14514,2317,1221015,5239,1220794,4397,27652,2853,1193142,5402,1386343,4042,63180,3931,1323163,5790,1356354,3196,129836,5729,1226518,6439,1104083,2558,1044073,5190,60010,4631,942155,3022,922301,3890,19854,2574,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
