GEO_ID,B19325_001E,B19325_001M,B19325_002E,B19325_002M,B19325_003E,B19325_003M,B19325_004E,B19325_004M,B19325_005E,B19325_005M,B19325_006E,B19325_006M,B19325_007E,B19325_007M,B19325_008E,B19325_008M,B19325_009E,B19325_009M,B19325_010E,B19325_010M,B19325_011E,B19325_011M,B19325_012E,B19325_012M,B19325_013E,B19325_013M,B19325_014E,B19325_014M,B19325_015E,B19325_015M,B19325_016E,B19325_016M,B19325_017E,B19325_017M,B19325_018E,B19325_018M,B19325_019E,B19325_019M,B19325_020E,B19325_020M,B19325_021E,B19325_021M,B19325_022E,B19325_022M,B19325_023E,B19325_023M,B19325_024E,B19325_024M,B19325_025E,B19325_025M,B19325_026E,B19325_026M,B19325_027E,B19325_027M,B19325_028E,B19325_028M,B19325_029E,B19325_029M,B19325_030E,B19325_030M,B19325_031E,B19325_031M,B19325_032E,B19325_032M,B19325_033E,B19325_033M,B19325_034E,B19325_034M,B19325_035E,B19325_035M,B19325_036E,B19325_036M,B19325_037E,B19325_037M,B19325_038E,B19325_038M,B19325_039E,B19325_039M,B19325_040E,B19325_040M,B19325_041E,B19325_041M,B19325_042E,B19325_042M,B19325_043E,B19325_043M,B19325_044E,B19325_044M,B19325_045E,B19325_045M,B19325_046E,B19325_046M,B19325_047E,B19325_047M,B19325_048E,B19325_048M,B19325_049E,B19325_049M,B19325_050E,B19325_050M,B19325_051E,B19325_051M,B19325_052E,B19325_052M,B19325_053E,B19325_053M,B19325_054E,B19325_054M,B19325_055E,B19325_055M,B19325_056E,B19325_056M,B19325_057E,B19325_057M,B19325_058E,B19325_058M,B19325_059E,B19325_059M,B19325_060E,B19325_060M,B19325_061E,B19325_061M,B19325_062E,B19325_062M,B19325_063E,B19325_063M,B19325_064E,B19325_064M,B19325_065E,B19325_065M,B19325_066E,B19325_066M,B19325_067E,B19325_067M,B19325_068E,B19325_068M,B19325_069E,B19325_069M,B19325_070E,B19325_070M,B19325_071E,B19325_071M,B19325_072E,B19325_072M,B19325_073E,B19325_073M,B19325_074E,B19325_074M,B19325_075E,B19325_075M,B19325_076E,B19325_076M,B19325_077E,B19325_077M,B19325_078E,B19325_078M,B19325_079E,B19325_079M,B19325_080E,B19325_080M,B19325_081E,B19325_081M,B19325_082E,B19325_082M,B19325_083E,B19325_083M,B19325_084E,B19325_084M,B19325_085E,B19325_085M,B19325_086E,B19325_086M,B19325_087E,B19325_087M,B19325_088E,B19325_088M,B19325_089E,B19325_089M,B19325_090E,B19325_090M,B19325_091E,B19325_091M,B19325_092E,B19325_092M,B19325_093E,B19325_093M,B19325_094E,B19325_094M,B19325_095E,B19325_095M,NAME,B19325_001EA,B19325_001MA,B19325_002EA,B19325_002MA,B19325_003MA,B19325_003EA,B19325_004MA,B19325_004EA,B19325_005MA,B19325_005EA,B19325_006EA,B19325_006MA,B19325_007EA,B19325_007MA,B19325_008EA,B19325_008MA,B19325_009MA,B19325_009EA,B19325_010MA,B19325_010EA,B19325_011MA,B19325_011EA,B19325_012MA,B19325_012EA,B19325_013EA,B19325_013MA,B19325_014MA,B19325_014EA,B19325_015MA,B19325_015EA,B19325_016MA,B19325_016EA,B19325_017MA,B19325_017EA,B19325_018EA,B19325_018MA,B19325_019EA,B19325_019MA,B19325_020MA,B19325_020EA,B19325_021MA,B19325_021EA,B19325_022EA,B19325_022MA,B19325_023EA,B19325_023MA,B19325_024EA,B19325_024MA,B19325_025MA,B19325_025EA,B19325_026MA,B19325_026EA,B19325_027EA,B19325_027MA,B19325_028EA,B19325_028MA,B19325_029EA,B19325_029MA,B19325_030EA,B19325_030MA,B19325_031MA,B19325_031EA,B19325_032MA,B19325_032EA,B19325_033EA,B19325_033MA,B19325_034EA,B19325_034MA,B19325_035EA,B19325_035MA,B19325_036MA,B19325_036EA,B19325_037MA,B19325_037EA,B19325_038MA,B19325_038EA,B19325_039EA,B19325_039MA,B19325_040EA,B19325_040MA,B19325_041EA,B19325_041MA,B19325_042EA,B19325_042MA,B19325_043MA,B19325_043EA,B19325_044MA,B19325_044EA,B19325_045EA,B19325_045MA,B19325_046EA,B19325_046MA,B19325_047MA,B19325_047EA,B19325_048MA,B19325_048EA,B19325_049MA,B19325_049EA,B19325_050EA,B19325_050MA,B19325_051EA,B19325_051MA,B19325_052MA,B19325_052EA,B19325_053MA,B19325_053EA,B19325_054MA,B19325_054EA,B19325_055MA,B19325_055EA,B19325_056EA,B19325_056MA,B19325_057EA,B19325_057MA,B19325_058MA,B19325_058EA,B19325_059MA,B19325_059EA,B19325_060MA,B19325_060EA,B19325_061EA,B19325_061MA,B19325_062EA,B19325_062MA,B19325_063EA,B19325_063MA,B19325_064MA,B19325_064EA,B19325_065MA,B19325_065EA,B19325_066MA,B19325_066EA,B19325_067MA,B19325_067EA,B19325_068EA,B19325_068MA,B19325_069MA,B19325_069EA,B19325_070MA,B19325_070EA,B19325_071MA,B19325_071EA,B19325_072MA,B19325_072EA,B19325_073EA,B19325_073MA,B19325_074EA,B19325_074MA,B19325_075MA,B19325_075EA,B19325_076MA,B19325_076EA,B19325_077EA,B19325_077MA,B19325_078EA,B19325_078MA,B19325_079EA,B19325_079MA,B19325_080MA,B19325_080EA,B19325_081MA,B19325_081EA,B19325_082EA,B19325_082MA,B19325_083EA,B19325_083MA,B19325_084EA,B19325_084MA,B19325_085EA,B19325_085MA,B19325_086MA,B19325_086EA,B19325_087MA,B19325_087EA,B19325_088MA,B19325_088EA,B19325_089EA,B19325_089MA,B19325_090EA,B19325_090MA,B19325_091EA,B19325_091MA,B19325_092EA,B19325_092MA,B19325_093MA,B19325_093EA,B19325_094EA,B19325_094MA,B19325_095EA,B19325_095MA,state
0400000US01,3931966,3565,1878536,4030,844225,11053,0,189,844225,11053,1929,631,1410,454,3965,959,4963,1224,18150,2965,13230,2349,23178,2904,21506,2375,45061,3891,23524,2769,65291,5449,75217,4750,55845,4362,57698,3686,48517,3807,54317,4207,75005,4287,50732,3815,88102,4836,116585,5010,1034311,11796,233120,7199,801191,11468,87930,4197,49799,3511,51097,3876,88033,4239,71237,4386,53205,3185,54716,4043,37334,2944,40062,2929,26077,2586,43885,3254,36805,2265,28029,2062,23108,1840,20044,2014,15351,1763,21435,1862,14556,1546,19214,2042,19274,1662,2053430,3383,635721,9383,0,189,635721,9383,384,174,1212,523,7440,1374,6609,1250,17351,2153,17017,2316,37234,3376,30156,3052,50151,4123,30854,2886,68478,4494,60158,4116,53771,3915,52056,3971,37492,2830,35533,3068,41350,3428,30036,2532,32971,2594,25468,2366,1417709,10396,356231,9460,1061478,9859,112635,4813,75551,4148,104048,4971,167310,5344,133626,6284,87367,4362,71227,3745,46578,3758,51518,3888,28691,2403,47164,3201,33091,2609,22443,2432,18850,1890,16351,1574,12961,1578,11472,1572,6996,1133,8578,1294,5021,996,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,579778,1194,305440,1713,152914,4082,0,145,152914,4082,412,247,46,53,323,185,538,331,1705,855,1110,617,3145,1120,2656,909,5401,1427,3907,1077,8364,1555,8658,1339,8326,1536,8266,1371,7642,1368,8784,1266,17393,2252,14178,1917,22486,2319,29574,1813,152526,4110,12551,1854,139975,4132,23272,2020,10162,1405,7716,1284,6274,1194,8024,1545,6098,1133,6678,1159,5329,1096,5412,1071,4393,983,6482,1111,6669,1058,4404,945,4799,1026,3579,850,4426,822,4748,1055,5806,1221,7212,1078,8492,1300,274338,1697,101395,3669,0,145,101395,3669,130,155,123,98,575,297,1078,471,606,253,895,359,2729,947,1957,677,3430,817,2170,841,7411,1507,7533,1044,9194,1313,8145,1325,6311,1138,6327,1155,12486,1883,8139,1254,12090,1548,10066,1488,172943,3985,15870,2173,157073,4045,33198,2530,11067,1482,11645,1561,11499,1688,11539,1406,10749,1416,10019,1394,5268,860,7366,1090,4457,800,9257,1582,5781,1039,5008,1058,3482,700,2731,656,2997,762,3398,714,3079,715,2856,793,1677,556,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5381925,2298,2655529,2772,1168217,12750,0,200,1168217,12750,3559,1120,1854,908,8285,1677,7726,1672,26260,3136,18906,2614,41918,3775,31173,3718,64236,5550,29204,2922,78573,4296,97373,5976,85672,5093,80225,5484,59849,4024,71708,4635,100550,4903,71202,4535,115192,4874,174752,5876,1487312,13028,357051,8588,1130261,12451,113702,5618,66447,5239,75222,5061,85172,4416,95094,5835,61545,3629,68979,4023,45665,3434,58629,3775,40749,3272,68158,3972,59079,3898,49802,3285,43316,3044,31845,2427,28262,2480,39968,2569,23241,1999,33526,2902,41860,2749,2726396,1795,842767,13017,0,200,842767,13017,692,377,2532,872,5531,1213,7510,1506,26583,2966,15861,2148,32427,3428,26293,2759,49982,3592,29570,2971,69260,4672,100670,4991,75728,4701,71987,4017,50557,3990,48627,3949,62344,4255,46007,3228,63495,4231,57111,2966,1883629,13006,526163,10314,1357466,12364,142126,6232,94851,4138,131334,5786,157833,4817,152692,6198,91744,4373,95786,4162,61433,3221,59735,3909,44186,2999,72049,4023,56606,4192,41953,2943,35175,2785,22176,2244,21156,2180,24159,2234,14039,1648,19129,2156,19304,2345,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2381476,2931,1157713,3880,526929,8156,0,190,526929,8156,803,418,377,358,2401,856,3764,1033,11749,2254,11759,2291,15027,2146,13780,1809,33784,3301,19031,2044,48085,4078,50175,3601,41474,3328,40192,3107,27921,2539,37024,3170,43796,3529,28193,2150,42752,3187,54842,3498,630784,9350,142233,6390,488551,8186,43161,3326,30247,2625,33908,2545,48691,3857,51921,3292,32849,2381,32716,2801,24460,2453,24573,2888,18020,1895,27934,2706,21158,1725,19256,2091,14499,1664,11846,1641,10345,1584,13785,1743,7674,1441,9101,1517,12407,1850,1223763,3540,388498,8292,0,190,388498,8292,1223,915,411,212,2985,931,5175,1230,13112,1958,12242,1967,23299,2644,20796,2729,30843,3351,20449,2350,42244,3302,39116,3661,33908,2743,30048,2662,20410,1983,19206,2574,26508,2724,15609,1974,17343,1908,13571,2077,835265,8186,198993,6848,636272,8203,67481,4401,49125,3325,64079,4267,90426,4777,85887,4549,48686,3178,44865,3931,29339,2677,29419,2523,19901,1759,26280,2193,19476,1992,15521,1876,10262,1431,8923,1510,6669,1126,8953,1587,3830,909,3149,663,4001,999,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31206124,3092,15387827,3823,7078723,27188,0,200,7078723,27188,12508,2029,12312,1950,43931,2983,40912,3512,136196,6625,111509,5585,237760,8984,186305,7282,336637,9079,209085,6790,438221,11224,481139,9770,405052,11825,406659,8877,333991,10810,399716,9991,522167,11251,443309,10564,788290,13379,1533024,16218,8309104,26670,2181611,20073,6127493,28838,572619,11343,370271,9492,453195,11783,501024,11101,668141,12748,341182,9362,362605,9755,250185,7600,307659,9039,188805,6407,321128,8742,275953,8533,200038,7154,178608,5825,130454,4659,138438,6114,186311,5102,136452,5825,219148,6197,325277,7106,15818297,3340,4853523,28856,0,200,4853523,28856,10421,1742,9563,1710,36810,3430,40372,3314,132673,6222,100201,4994,186122,7654,151411,7284,255433,8877,163302,6313,338209,9976,373527,9245,324265,9439,327661,10742,259039,8679,285077,8823,388608,8761,313146,7116,525327,10331,632356,11363,10964774,29206,3338315,26646,7626459,33140,751904,11569,583667,13118,759854,11728,795271,15108,967082,14862,467411,9765,469832,10528,301844,7706,339035,8464,224090,6713,358743,9252,290030,7562,197313,5985,177646,5305,131082,4777,125242,5289,173527,6213,127326,4457,187298,6710,198262,6103,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4309301,2682,2153568,3483,1119295,9787,0,192,1119295,9787,1865,1008,1462,524,6530,1448,6930,1532,20136,2574,9793,2005,21935,3008,18069,2144,45380,3558,30141,2710,67747,4627,81217,4747,72838,4456,77920,4545,63438,3770,71514,4065,96680,4707,81435,4675,134261,4780,210004,6511,1034273,10434,164287,6246,869986,9900,107375,4914,54423,3926,56882,3762,58878,4400,62846,3618,40448,3014,49912,3512,34048,2895,46775,3196,28584,2345,51725,3546,46073,2747,35760,3006,29872,2393,22888,2190,20975,2138,27604,2014,22042,1830,30747,1969,42129,2538,2155733,2503,781037,10858,0,192,781037,10858,1009,532,2364,711,4894,1113,6009,1309,16352,2052,12998,1934,23005,2424,22766,2704,35306,2772,25162,2899,53184,3585,71861,4104,68157,4450,67790,4062,53448,3493,52383,3251,69074,4000,51571,3963,72404,4225,71300,4042,1374696,10911,306369,7666,1068327,10719,117226,5279,86079,5591,92130,4380,110500,4728,107905,5741,65742,3910,69998,4182,43724,3017,50118,3328,36790,2896,58502,3644,47877,3503,35798,2118,27857,2189,18112,1922,18328,1971,25269,2175,15795,1658,20611,1700,19966,1990,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2967896,1050,1433554,1802,697915,9249,0,197,697915,9249,1062,418,379,344,3378,1034,2618,787,4593,1035,3987,952,9783,1965,8207,1884,20421,2180,10136,1900,31818,2906,36577,3155,34554,3629,46852,3814,33668,3315,44990,3228,65667,3939,56274,3521,94498,5109,188453,6019,735639,9389,145868,5825,589771,9300,63777,3296,35622,2782,36628,3199,38420,2975,42228,3916,27754,2732,38286,3018,26517,2510,29909,2533,19660,2342,36583,2625,29658,2605,23202,2530,20092,2512,15113,1661,17449,1893,18974,1779,14809,1529,21656,2412,33434,2302,1534342,1569,517466,7663,0,197,517466,7663,627,370,495,370,2699,828,1919,757,7019,1447,4409,1075,10092,1783,8323,1506,17835,2024,9021,1355,30558,2603,40863,3377,33972,2939,40833,3155,31582,2653,34804,2688,50141,3291,45438,2946,69910,3578,76926,3919,1016876,7505,204185,6630,812691,8596,87863,4108,51220,3480,59845,3889,72936,3775,74706,4296,49458,2790,56266,3668,40536,2747,47873,2986,25424,2147,49954,3644,36846,2497,26355,2538,22716,2126,18694,2115,16853,1998,18975,1684,15098,1513,22731,2019,18342,1645,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,765491,834,366631,834,169143,3966,0,185,169143,3966,321,243,62,103,1156,685,437,281,3324,898,591,330,2984,909,3466,943,4933,1062,4103,1142,11445,1802,13509,2265,10775,1739,10889,2031,9453,1469,13379,1831,15288,2099,12708,1934,22170,2355,28150,2498,197488,4061,40095,2741,157393,4444,16220,1934,9623,1431,10158,1608,10004,1472,12352,2022,7516,1258,7676,1414,6545,1218,8129,1597,4538,927,10634,1565,7782,1333,7031,1260,5917,1018,4870,1015,4689,969,6851,1147,4753,901,5321,1095,6784,1108,398860,760,146261,4802,0,185,146261,4802,87,103,191,295,708,395,1041,506,2832,1132,2329,797,3166,1136,3000,699,6299,1285,4057,1100,15209,1967,13012,1918,15358,2308,10230,1658,11137,1694,9022,1636,11366,1827,9912,1463,14338,1954,12967,1615,252599,4929,50470,3647,202129,5247,23066,2288,15187,1616,15453,1884,20177,2103,21227,2177,13741,1826,11029,1524,12057,1855,10412,1591,6603,986,11411,1514,8395,1186,6668,1135,5472,1004,4093,1072,4379,1069,3795,812,2458,618,3464,902,3042,709,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559363,238,262074,505,133699,4124,0,198,133699,4124,178,167,34,75,1937,832,558,421,926,567,749,443,1432,571,1436,694,4075,1208,1637,628,4242,1264,6698,1520,7014,1329,9425,2054,5029,1263,5783,1304,11717,1783,8372,1432,18880,1838,43577,2568,128375,4038,32264,2722,96111,3971,14543,1582,6034,1265,5598,1148,10038,1594,6345,1345,4267,893,6274,1357,2033,768,4786,1115,2155,906,3547,1093,4930,1320,2446,887,3354,891,1985,689,2698,855,3012,696,2127,657,3894,756,6045,1311,297289,534,130047,3964,0,198,130047,3964,0,198,204,232,87,108,845,419,1285,563,992,480,1093,467,488,292,3488,918,2321,698,7302,1739,8799,1604,5513,1131,8005,1346,6682,1254,7501,1417,12431,1569,9093,1442,20891,1844,33027,2261,167242,4002,32848,2928,134394,4213,21102,2510,10793,1808,10214,1530,14904,1942,11546,2030,5565,1020,7096,1494,4302,1065,6838,1033,2944,770,6076,1349,5425,1036,3391,936,3531,884,2297,785,2459,820,2634,693,2715,772,3819,773,6743,1318,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16544829,3434,8013533,5072,3449892,22971,0,214,3449892,22971,4140,1163,5199,1590,27627,3557,31113,4190,85923,5983,50658,4719,131062,8017,109024,6343,209027,9002,117427,6203,287649,10804,291150,10892,246516,9623,247487,10080,170968,8099,213784,8467,261613,9766,183274,8042,300628,9960,475623,10549,4563641,22992,1065732,15416,3497909,22126,275770,9789,193653,8198,244940,10292,305939,10920,320758,9898,198415,7421,242177,9860,166292,6368,184853,6518,124033,5911,202547,6444,172619,7314,134662,6156,114053,4558,87360,4575,81463,4652,112663,5496,76727,3455,109708,4650,149277,5413,8531296,4298,2726699,20867,0,214,2726699,20867,1627,552,4405,935,22023,2735,27818,3053,82068,5883,72307,5444,135601,8328,106936,6555,186808,7128,112674,6568,281016,9415,289219,8938,232417,8982,220655,10298,153993,6770,155224,7035,188037,8059,127756,6330,171734,6695,154381,6500,5804597,20884,1502986,18406,4301611,21932,350877,10168,284606,10967,436213,11016,551328,12847,514304,13150,320454,9642,312194,9538,205258,7383,209810,8000,140364,6447,227046,7498,166064,7302,115734,6048,100871,5484,68545,4302,59732,3466,74426,4127,45407,3167,59288,3463,59090,3444,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
