GEO_ID,B17018_001E,B17018_001M,B17018_002E,B17018_002M,B17018_003E,B17018_003M,B17018_004E,B17018_004M,B17018_005E,B17018_005M,B17018_006E,B17018_006M,B17018_007E,B17018_007M,B17018_008E,B17018_008M,B17018_009E,B17018_009M,B17018_010E,B17018_010M,B17018_011E,B17018_011M,B17018_012E,B17018_012M,B17018_013E,B17018_013M,B17018_014E,B17018_014M,B17018_015E,B17018_015M,B17018_016E,B17018_016M,B17018_017E,B17018_017M,B17018_018E,B17018_018M,B17018_019E,B17018_019M,B17018_020E,B17018_020M,B17018_021E,B17018_021M,B17018_022E,B17018_022M,B17018_023E,B17018_023M,B17018_024E,B17018_024M,B17018_025E,B17018_025M,B17018_026E,B17018_026M,B17018_027E,B17018_027M,B17018_028E,B17018_028M,B17018_029E,B17018_029M,B17018_030E,B17018_030M,B17018_031E,B17018_031M,B17018_032E,B17018_032M,B17018_033E,B17018_033M,B17018_034E,B17018_034M,B17018_035E,B17018_035M,NAME,B17018_001MA,B17018_001EA,B17018_002MA,B17018_002EA,B17018_003EA,B17018_003MA,B17018_004EA,B17018_004MA,B17018_005MA,B17018_005EA,B17018_006MA,B17018_006EA,B17018_007MA,B17018_007EA,B17018_008EA,B17018_008MA,B17018_009EA,B17018_009MA,B17018_010MA,B17018_010EA,B17018_011MA,B17018_011EA,B17018_012EA,B17018_012MA,B17018_013EA,B17018_013MA,B17018_014EA,B17018_014MA,B17018_015EA,B17018_015MA,B17018_016MA,B17018_016EA,B17018_017EA,B17018_017MA,B17018_018EA,B17018_018MA,B17018_019EA,B17018_019MA,B17018_020EA,B17018_020MA,B17018_021MA,B17018_021EA,B17018_022MA,B17018_022EA,B17018_023MA,B17018_023EA,B17018_024EA,B17018_024MA,B17018_025EA,B17018_025MA,B17018_026EA,B17018_026MA,B17018_027MA,B17018_027EA,B17018_028MA,B17018_028EA,B17018_029EA,B17018_029MA,B17018_030EA,B17018_030MA,B17018_031EA,B17018_031MA,B17018_032MA,B17018_032EA,B17018_033MA,B17018_033EA,B17018_034MA,B17018_034EA,B17018_035MA,B17018_035EA,state
0400000US01,1232515,11755,184841,6662,56254,3359,17696,2323,19515,2023,14763,1770,4280,960,128587,5238,16420,2394,5792,1251,6418,1346,3632,1064,578,449,112167,5073,29901,2691,38413,3600,38543,3148,5310,1170,1047674,12321,813772,12248,66658,3529,217376,6562,262350,8601,267388,6463,233902,7177,61185,3606,10724,1492,22493,2632,19730,2324,8238,1399,172717,5819,24077,2556,50384,3658,62187,4300,36069,3112,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,4885,1020,742,444,1803,551,1911,749,429,251,8114,1333,2317,642,365,168,1375,587,520,253,57,76,5797,1159,1214,534,2545,796,1703,403,335,186,152016,3662,119143,3424,4176,788,22657,2015,50181,2958,42129,2468,32873,3004,12349,1870,861,327,3302,791,5646,1263,2540,789,20524,2120,1791,481,4634,1002,9199,1474,4900,1168,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,88335,4279,29834,2548,23009,2537,23294,2019,12198,1894,120666,5231,25890,2940,7353,1468,10194,1791,7059,1632,1284,644,94776,4191,31276,2541,26529,2328,31262,2633,5709,971,1370480,13405,1052960,12543,81142,4466,194645,7282,376729,9208,400444,8503,317520,9464,108230,5859,16453,2247,31223,3385,39099,3556,21455,2436,209290,7098,24756,2810,46264,3257,87418,5081,50852,3961,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,38327,2962,11744,1607,15032,1768,9859,1625,1692,496,65811,3452,9891,1758,2988,877,4443,1221,1909,735,551,374,55920,2988,11618,1477,20585,2300,21398,2238,2319,898,648074,9714,508201,9423,46132,3074,153966,5963,160825,6057,147278,5208,139873,5594,43661,3786,8894,1562,18301,2298,11020,1738,5446,1264,96212,4644,12554,1889,28104,2205,34730,2979,20824,2372,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,452770,11184,191411,7355,104168,5334,97866,4605,59325,4016,614649,11962,125277,5404,46994,3752,34848,3255,32268,2883,11167,1907,489372,11197,178351,6721,121436,5682,150255,6621,39330,3615,7694640,28159,5786373,25282,711575,12005,893921,15379,1730608,19655,2450269,18637,1908267,22054,646999,13474,123124,4475,156705,7506,217840,8186,149330,6447,1261268,16448,195809,7375,262798,7128,485501,10004,317160,9800,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,42865,3138,11667,1747,10553,1623,11762,1575,8883,1625,62695,4689,11365,2198,3805,1238,2710,1032,3921,1300,929,422,51330,4066,12500,2053,13421,2102,20081,2458,5328,1241,1209723,10079,962861,10575,59048,3930,158687,5997,287913,7484,457213,7968,246862,6362,87770,4684,10136,1686,21416,2615,32772,2971,23446,2280,159092,5547,12274,2177,36341,2956,64434,4204,46043,2898,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,19680,2501,5125,1242,6662,1331,3431,984,4462,1141,47269,4219,8008,1771,2306,748,3097,1082,1836,858,769,606,39261,3896,10569,1843,15667,2266,10216,1919,2809,868,820314,9845,630993,9055,34679,2907,126328,5068,153039,6111,316947,6376,189321,5974,56763,3609,7311,1260,21963,2434,14219,2056,13270,1835,132558,5089,10322,1404,37306,2820,47081,3352,37849,2934,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,5763,1205,1560,501,1755,556,1670,774,778,424,13970,2088,2502,749,809,462,525,322,952,560,216,197,11468,1892,3012,966,4568,1145,2953,953,935,504,213267,4508,159599,4060,9366,1589,39471,2782,45166,2944,65596,3508,53668,2749,15655,1986,2776,1003,5682,1249,3491,1027,3706,1092,38013,2417,3893,1120,12238,1745,13503,1767,8379,1513,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2292,700,1059,600,519,327,273,177,441,309,14415,1910,1704,674,702,491,315,282,558,439,129,173,12711,1772,2997,1007,5008,1157,3965,929,741,395,101157,3173,63952,3106,3092,860,5339,1204,7867,1450,47654,2275,37205,2778,7792,1463,1345,553,2847,850,1650,612,1950,759,29413,2463,3151,775,8101,1373,9428,1545,8733,1411,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,221565,8739,59483,4427,73068,4350,52118,3720,36896,3168,342196,9105,60354,4673,17891,2453,23926,2835,13380,2181,5157,1364,281842,7975,65713,4667,98260,6026,93445,5649,24424,2484,4129650,24086,3158538,24036,231628,7110,728687,12491,1018415,16255,1179808,13663,971112,16358,293183,8421,40723,3577,94387,5469,93172,5059,64901,4200,677929,12957,69038,4166,175246,8054,265063,8779,168582,6745,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
