GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,NAME,B17001_001MA,B17001_001EA,B17001_002MA,B17001_002EA,B17001_003MA,B17001_003EA,B17001_004MA,B17001_004EA,B17001_005EA,B17001_005MA,B17001_006MA,B17001_006EA,B17001_007EA,B17001_007MA,B17001_008MA,B17001_008EA,B17001_009MA,B17001_009EA,B17001_010MA,B17001_010EA,B17001_011MA,B17001_011EA,B17001_012MA,B17001_012EA,B17001_013MA,B17001_013EA,B17001_014EA,B17001_014MA,B17001_015MA,B17001_015EA,B17001_016EA,B17001_016MA,B17001_017MA,B17001_017EA,B17001_018EA,B17001_018MA,B17001_019EA,B17001_019MA,B17001_020MA,B17001_020EA,B17001_021MA,B17001_021EA,B17001_022MA,B17001_022EA,B17001_023EA,B17001_023MA,B17001_024EA,B17001_024MA,B17001_025EA,B17001_025MA,B17001_026MA,B17001_026EA,B17001_027EA,B17001_027MA,B17001_028MA,B17001_028EA,B17001_029EA,B17001_029MA,B17001_030EA,B17001_030MA,B17001_031MA,B17001_031EA,B17001_032MA,B17001_032EA,B17001_033MA,B17001_033EA,B17001_034EA,B17001_034MA,B17001_035EA,B17001_035MA,B17001_036EA,B17001_036MA,B17001_037MA,B17001_037EA,B17001_038EA,B17001_038MA,B17001_039MA,B17001_039EA,B17001_040EA,B17001_040MA,B17001_041MA,B17001_041EA,B17001_042EA,B17001_042MA,B17001_043MA,B17001_043EA,B17001_044MA,B17001_044EA,B17001_045MA,B17001_045EA,B17001_046MA,B17001_046EA,B17001_047MA,B17001_047EA,B17001_048MA,B17001_048EA,B17001_049EA,B17001_049MA,B17001_050MA,B17001_050EA,B17001_051EA,B17001_051MA,B17001_052MA,B17001_052EA,B17001_053MA,B17001_053EA,B17001_054MA,B17001_054EA,B17001_055MA,B17001_055EA,B17001_056MA,B17001_056EA,B17001_057MA,B17001_057EA,B17001_058MA,B17001_058EA,B17001_059MA,B17001_059EA,state
0400000US01,4727549,2783,910175,25515,396012,13166,46160,3849,8289,1370,52802,3781,23631,2656,8226,1464,14466,1908,55933,4424,47868,4393,36110,3243,38282,2739,36961,3401,16089,2001,11195,1416,514163,15608,42798,3233,9695,1629,51304,4372,26001,2997,6935,1355,12429,2142,68478,4567,81046,5012,59309,4089,52873,3754,49386,3041,29185,2403,24724,2102,3817374,25803,1883219,13187,101943,4050,21576,2564,135607,4967,73229,4406,22465,1970,50274,2850,167669,4689,239263,4971,254458,4245,269232,3086,257707,3644,182874,2639,106922,1902,1934155,16650,95283,3456,18697,2383,125319,5107,71212,3692,25370,2202,48826,2597,147023,4349,233254,5439,251228,4594,282562,4441,281201,3119,202115,2657,152065,2638,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,717723,893,80627,6821,37392,3342,4037,876,1072,354,4960,1069,1818,765,786,464,810,272,6110,1313,4643,990,4398,1056,3962,858,3701,703,832,423,263,170,43235,4232,5066,1303,1168,611,4967,980,2203,548,569,402,1395,544,6233,1085,7136,1221,4499,880,3892,830,4219,938,1315,522,573,261,637096,6751,334231,4016,21889,1223,4555,994,26290,1767,13761,1867,4136,760,8804,1132,36834,1885,54119,1563,42646,1493,44458,1260,43934,1094,23239,974,9566,826,302865,3843,20655,1117,3597,886,25111,1592,11989,1518,4360,859,8500,1146,28649,1350,44787,1570,40047,1481,42714,1290,39226,1067,20642,870,12588,913,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6573369,3679,1199061,26607,558163,15531,60963,3977,13871,2107,70999,4869,32811,2919,10471,1772,22330,2866,81063,4428,70830,4720,55387,3789,49130,3331,52319,3513,22960,2158,15029,1637,640898,14875,58778,4063,12186,1782,68040,4602,30188,2669,10231,1463,16827,1780,94866,5101,91939,4852,74591,3590,62963,3905,58329,3765,34993,2532,26967,2428,5374308,26069,2674105,15892,155186,4064,32375,2906,204026,5875,103292,5201,35375,2289,70774,3079,234449,4906,366957,5352,349563,4008,354073,3504,319084,3619,267786,2512,181165,1991,2700203,15029,147676,4067,32391,3082,195459,5537,102693,4370,35013,2453,69823,3270,213327,5656,338734,5144,341249,3892,356623,4219,358109,3712,292294,2877,216812,2768,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2882856,1835,543882,15436,240527,9385,29119,2839,5470,1447,30555,2802,15940,2439,4186,1018,8892,1663,37026,2742,26178,2600,21107,2626,26060,2515,21066,2187,8746,1151,6182,1072,303355,9382,27353,2132,5204,1235,30003,2763,13563,1939,4561,1174,8984,1331,41996,3180,45006,3113,37843,3243,29799,2368,26558,2125,15314,1732,17171,1990,2338974,15627,1168599,10001,67511,2924,13685,1931,87877,4423,44666,3136,16718,1896,31668,2545,94799,3262,156247,3512,156590,3275,157659,3191,154411,2668,114966,1577,71802,1400,1170375,9206,63601,2560,12473,2060,81538,4082,47311,3612,12261,1456,32572,2283,87238,3428,142303,3969,151308,3830,161903,3383,163718,2639,125310,1956,88839,2224,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38060228,7073,6259098,64461,2883050,33172,295510,10245,61289,3280,361931,11018,165585,6973,53588,4128,106283,5448,424181,10386,380523,10689,315392,8208,283945,9662,245524,8662,109518,5057,79781,4549,3376048,39214,282640,7130,51386,3712,347238,10607,156651,6287,53255,3783,111903,4737,481567,12992,499847,11080,434919,10095,339332,8799,287477,8280,163295,5631,166538,6101,31801130,63863,15905148,34012,964827,11080,188270,5746,1187634,12566,590534,10524,203542,5747,417969,6923,1487657,10504,2476733,10884,2222758,7787,2275152,10818,1909929,9525,1197404,5613,782739,4783,15895982,38583,928840,7505,181664,6096,1133653,11514,579514,10509,188626,6844,402217,6935,1335777,12108,2277117,11586,2146435,9941,2283517,8730,2040082,8461,1341945,5884,1056595,6805,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5237149,2559,630786,21138,293198,12054,27995,3146,5386,1222,34449,3166,14875,2191,4723,1145,8381,1545,55352,4563,40247,3776,30115,3265,27041,2721,26250,2639,11539,1521,6845,1021,337588,12850,25098,2679,7488,1573,30519,3666,16693,2107,6817,1229,7621,1229,60384,4317,51366,4030,39344,3806,31741,2679,31888,2953,14640,1882,13989,1738,4606363,20810,2323749,12288,143527,3162,31872,2512,179360,4986,93882,4472,31020,2450,57555,2975,191293,4809,358702,4528,334035,4267,320536,3008,297018,2996,182969,1789,101980,1518,2282614,13460,131849,3267,27515,2554,173416,4405,87600,4423,27983,2447,55115,2465,168962,4612,332635,4584,312591,4350,322706,3324,309924,3089,197330,1957,134988,2298,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3485629,1870,374772,16369,164880,8101,16647,2123,3062,1087,21281,2735,9597,1488,4147,927,5263,1068,23029,2773,19142,2599,14919,2096,19482,2174,14615,2048,7579,1227,6117,1055,209892,10360,14650,2257,3233,931,16557,2383,9328,1956,2727,793,7220,1323,24901,2211,32367,2652,25392,2490,24472,2545,21367,1800,13216,1730,14462,1769,3110857,16327,1530756,8175,77662,2265,16246,2127,110068,4670,60818,3725,20549,1740,44445,1935,128559,2923,194206,2936,196781,2672,242752,2606,219422,2253,132264,1754,86984,1535,1580101,10566,76862,2470,16399,1944,109754,3470,57417,2526,20922,2095,39566,2323,115453,2866,184621,2901,199447,2649,258206,2848,228551,2046,146948,2060,125955,2073,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,909611,1367,113508,7940,49496,4030,6912,1409,975,409,6719,1343,2409,894,559,395,1466,476,7371,1450,4314,1103,5153,1099,4768,1196,4954,1085,2263,656,1633,624,64012,4842,4366,996,1298,688,6318,1430,2294,745,937,431,1238,480,9431,1479,8722,1591,7698,1449,7835,1487,6588,1240,3628,945,3659,1000,796103,7616,389949,4569,21517,1633,4922,1191,27876,1973,14518,1658,5128,1007,9369,1157,33803,1939,53253,1406,47953,1320,55263,1333,52810,1264,39905,937,23632,809,406154,4334,22198,1035,5025,1357,25534,2065,14367,1918,4568,998,9861,1061,28831,1743,52896,1741,49402,1546,59238,1463,59228,1331,44947,980,30059,1182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,624327,573,110666,7793,47584,4312,4664,1269,655,452,4982,1426,2387,833,606,413,1018,488,9085,1858,7134,1798,3211,989,4806,1320,5978,1007,1627,506,1431,756,63082,5555,5576,1306,337,361,4344,1219,2620,1054,390,252,1825,640,9432,1555,11075,1996,6621,1482,6380,1255,7070,1300,3654,794,3758,791,513661,7611,248370,4082,17022,1127,1989,759,12285,1607,5701,1140,1647,592,4255,768,17939,1866,61329,1916,41908,969,32730,1411,25544,1052,15864,766,10157,641,265291,5677,14894,1351,2133,730,13358,1894,5149,1268,1540,529,3746,693,18947,1606,68690,1876,40115,1541,31758,1272,29472,1295,19852,848,15637,954,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19470210,6164,3211615,59681,1451114,35311,142409,7439,26605,3395,167118,9113,71660,4955,29146,3347,45821,4198,191053,7627,172291,9351,138668,6391,160242,7582,162871,7439,80552,4226,62678,4185,1760501,31474,135428,6368,27443,2382,155722,8110,75210,5114,24581,2794,47322,3629,213840,7799,236700,10157,215614,8182,194866,6836,187199,8051,119602,5591,126974,5351,16258595,61305,7999203,35417,393771,8312,83938,6200,513238,11614,277009,8956,95014,4740,188560,6570,655867,8577,1045374,10932,1026796,7356,1151888,7661,1033717,7873,880824,5279,653207,5060,8259392,32721,387174,7661,76587,6067,491715,11093,261544,9252,86682,4157,182614,5110,604758,8522,1000317,11044,1007247,8987,1191888,6860,1169204,8557,984481,5411,815181,5239,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
