GEO_ID,C15002_001E,C15002_001M,C15002_002E,C15002_002M,C15002_003E,C15002_003M,C15002_004E,C15002_004M,C15002_005E,C15002_005M,C15002_006E,C15002_006M,C15002_007E,C15002_007M,C15002_008E,C15002_008M,C15002_009E,C15002_009M,C15002_010E,C15002_010M,C15002_011E,C15002_011M,C15002_012E,C15002_012M,C15002_013E,C15002_013M,C15002_014E,C15002_014M,C15002_015E,C15002_015M,C15002_016E,C15002_016M,C15002_017E,C15002_017M,NAME,C15002_001MA,C15002_001EA,C15002_002MA,C15002_002EA,C15002_003MA,C15002_003EA,C15002_004EA,C15002_004MA,C15002_005EA,C15002_005MA,C15002_006MA,C15002_006EA,C15002_007MA,C15002_007EA,C15002_008MA,C15002_008EA,C15002_009MA,C15002_009EA,C15002_010EA,C15002_010MA,C15002_011EA,C15002_011MA,C15002_012EA,C15002_012MA,C15002_013MA,C15002_013EA,C15002_014MA,C15002_014EA,C15002_015EA,C15002_015MA,C15002_016EA,C15002_016MA,C15002_017EA,C15002_017MA,state
0400000US16,1045193,2587,513029,2282,21305,2029,32895,3414,146680,6458,134334,6625,43908,2839,84183,4476,49724,3714,532164,2250,19253,2509,29725,2627,148182,5207,154123,5883,53266,3770,90925,5263,36690,2861,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8639076,4208,4159617,3859,224468,6363,286312,7959,1132070,15568,868537,13934,296971,7332,832076,12393,519183,10826,4479459,3552,226833,6580,284253,7455,1173611,14673,939213,14689,373401,8327,904946,12443,577202,9002,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4342916,4585,2092483,3472,86461,3888,166630,6418,741831,8974,437018,10077,153340,5031,324490,6415,182713,5891,2250433,3455,81249,4775,167330,5510,746182,10485,477617,8233,214656,6692,358403,9119,204996,7081,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2062734,3591,1007461,2982,35467,2410,54911,3619,334084,6398,210359,6582,103075,4629,177162,5625,92403,4457,1055273,2682,27943,2177,44069,2728,320806,5414,230763,5550,130831,4118,206781,5063,94080,4410,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1881521,3917,919538,3041,37038,3073,56731,3092,256659,6903,217653,5729,66054,3630,183997,4895,101406,3421,961983,2555,36555,2764,52560,3533,242091,6127,235866,5615,87230,3818,197295,6104,110386,3579,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2967181,5158,1430418,4082,100782,4864,142670,5014,511722,8556,282928,7103,85301,4833,189064,6697,117951,4769,1536763,3259,94796,4701,122791,5097,491861,7599,331457,8338,143172,5907,197899,5840,154787,5513,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3060688,5183,1463104,4660,98217,5671,167930,6105,509868,10142,301662,8716,66625,4293,209138,6065,109664,4658,1597584,3613,76072,4576,160284,6961,523660,8366,356333,8514,98441,5616,254722,7258,128072,5556,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,959407,1697,460206,1469,15770,1570,28345,2159,154008,4955,90711,4365,42250,2537,83239,3706,45883,2767,499201,1449,13893,1740,21406,2161,156279,4716,103788,3623,51176,2725,102651,4070,50008,2535,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4062813,3446,1919767,2758,87592,4876,133997,6415,507382,9886,357144,8650,101913,5098,391095,9019,340644,6747,2143046,2534,79612,4575,121413,5194,536544,10787,419571,9418,163961,5732,450220,7368,371725,8315,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4654351,2622,2209530,2357,108781,6019,124149,5182,580685,11111,346038,7918,143598,5747,521691,10530,384588,8046,2444821,1855,121758,5075,125159,5296,580347,9777,384889,9003,222218,6738,556302,10772,454148,8998,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6680525,4001,3215734,3448,105763,5037,245696,7025,972196,11083,761588,11353,258171,6625,527345,8132,344975,6283,3464791,2256,109162,3629,216969,6488,1008651,10194,814415,12128,360575,8307,578017,7996,377002,7813,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3672583,3319,1801059,2406,51092,3108,89356,3792,489772,7844,384443,7835,185736,6046,397091,6876,203569,4905,1871524,2672,57674,3115,74386,3040,453605,6950,409520,7296,218465,5134,437003,7228,220871,5052,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1950710,4021,921621,3080,61161,3515,115634,5016,295089,8204,209952,6571,63521,3737,111509,5958,64755,4825,1029089,3089,52794,3212,106385,4940,290847,7007,240060,6563,104314,4411,142741,5516,91948,4702,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4076767,4964,1959036,3807,70672,4490,157979,5970,644440,8554,433569,9272,128412,5370,325313,7611,198651,5635,2117731,3491,74794,4692,150381,5393,635315,11677,484862,10215,175632,5765,371356,8550,225391,7378,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,695850,2391,345528,1929,8224,1341,17819,1723,110810,3826,84553,3885,24957,2076,65293,2755,33872,2237,350322,1788,6834,940,18525,1813,102355,4001,85680,3920,32254,2362,70108,2754,34566,2218,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1224701,2481,598104,2173,28432,2672,35019,2736,167586,4341,132206,4125,61003,2639,119525,4218,54333,2628,626597,1607,24817,2175,30893,2311,165974,4655,151187,4392,65815,3259,128204,3522,59707,3088,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1919598,2061,954944,1860,59252,3830,84637,5101,272609,7291,244686,6948,70432,3923,143899,5088,79429,3707,964654,1611,58327,3915,83353,4959,268205,7440,250123,6621,84511,4312,147574,5883,72561,4299,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,931304,1569,452770,1576,11891,1838,28614,2617,137403,4637,81258,4498,38835,2590,95939,3575,58830,3330,478534,1131,11890,1688,20608,2127,128590,4707,93735,4171,52450,3330,105784,4033,65477,3246,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6127931,1949,2924287,2102,152490,6032,177571,6848,834208,12872,495147,9774,160253,6354,674302,12471,430316,10138,3203644,1711,164337,5929,175528,6509,895515,12571,550285,9854,231329,7110,741671,11109,444979,9704,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1373822,3505,667051,2746,46694,3154,64458,3776,189939,6655,152269,5698,46935,3009,93928,4642,72828,3974,706771,2296,44253,3209,61707,3779,172345,5081,169452,5012,62836,4215,113019,4732,83159,3913,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13539612,4821,6418724,4006,419226,9822,502799,9445,1755053,18482,1076269,14020,493037,11189,1278104,15969,894236,13758,7120888,3367,483365,10085,525185,11782,1844854,17892,1101452,15172,670390,9881,1373046,16768,1122596,16729,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6661937,8478,3156700,6076,180285,6710,303915,8103,884588,13058,665603,11766,243917,8530,560893,10555,317499,7675,3505237,4754,154745,6256,263781,7182,887697,10976,794367,11780,370475,8947,678964,11286,355208,8489,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,478850,1774,241418,1783,7875,970,12970,1598,70899,2952,57926,3158,31028,2521,42261,2468,18459,1656,237432,1537,7903,900,8518,1239,62494,2757,54474,3142,33447,2198,52612,2705,17984,1641,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7857460,5100,3766832,4250,119442,5245,306054,8847,1309176,13786,766337,13349,259400,5945,625688,10172,380735,7278,4090628,3651,113475,4648,297060,8280,1357387,14087,837114,12160,399797,9463,676059,9852,409736,8739,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2529885,3184,1227246,2750,55565,2776,111086,4040,401511,6258,288437,6136,79016,3309,192593,6021,99038,3915,1302639,2378,51288,2424,103991,4000,399924,6764,320801,6821,106898,4381,213206,6081,106531,3621,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2746957,3516,1338503,3041,57136,3760,90492,5624,330828,8988,344009,9063,108688,5124,252248,6966,155102,5671,1408454,2671,57990,4230,77828,3678,335950,8925,374625,9722,123165,4362,275816,7676,163080,6133,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8858865,4222,4248908,3825,152137,6137,321567,8904,1576602,16028,680107,11551,295245,7251,742789,10338,480461,8733,4609957,3223,156737,5313,304527,8418,1643725,13435,754819,9720,405674,8449,811331,11320,533144,10028,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,725871,1262,344594,1248,21210,2229,30082,2413,101038,4583,58605,3548,25843,2327,64790,3570,43026,3115,381277,1030,20399,1898,31554,2672,107328,4509,75060,3769,33858,2846,66618,3383,46460,2779,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3260929,4938,1544480,3952,77497,4724,160756,6018,479318,9272,306039,6937,119387,6144,263316,6846,138167,5173,1716449,3299,70787,4394,142926,6934,509905,9472,368204,8967,169137,6795,280601,6788,174889,6810,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,555488,2208,275320,2013,10498,1306,15771,1788,89092,3547,58764,2754,29180,1754,50210,2773,21805,1736,280168,1777,8423,990,11682,1317,81030,3404,63210,3297,33622,2437,60898,3524,21303,1961,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4425073,5132,2109755,4373,123208,5302,195431,6157,722928,11666,416268,9807,122514,5894,344411,8144,184995,5862,2315318,3931,116481,4642,193871,7433,750619,10557,491861,9916,173585,5953,373390,8133,215511,7585,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17087888,8810,8325761,7090,763397,13948,769649,16579,2134374,25252,1826235,20866,518879,12167,1483412,18617,829815,12344,8762127,6684,779037,12781,733612,13352,2164480,22512,2020962,21258,628234,15782,1621435,20276,814367,13328,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1704734,2360,846406,1910,25425,2653,49204,3715,188735,5762,225514,6122,70585,4250,177891,5250,109052,3910,858328,1842,25278,2294,46617,3001,203127,5395,241821,5853,98225,5385,175941,5703,67319,3260,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,438279,1113,211293,1098,6963,1089,11891,1384,72678,2650,35560,2626,14059,1399,43257,2595,26885,2024,226986,965,5193,961,11000,1390,61674,3039,46395,2839,19965,1638,48215,1988,34544,2185,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5623295,6583,2710032,5332,139572,5919,196650,6807,687630,9216,517753,10913,168052,6664,544681,10439,455694,9907,2913263,4838,129020,5240,179747,6694,694746,11708,602966,9969,240820,7599,629191,11275,436773,9124,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4784484,4372,2357613,3538,95006,4714,139120,7588,549602,10484,557444,8762,215175,7423,507199,9790,294067,6524,2426871,2851,98560,5125,125875,5208,541122,10439,613180,12261,264624,7115,498486,9938,285024,6958,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1296350,2745,629875,2128,35229,2777,64525,4111,269632,5462,112326,4883,31300,3192,72509,3386,44354,2704,666475,2229,28994,2223,63298,4317,263286,5764,126401,4906,53102,3522,79925,3946,51469,2758,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3898162,3715,1909221,2972,62458,3169,119203,4785,629825,8839,392486,8161,182057,5115,345679,6871,177513,5340,1988941,2566,52570,2828,102405,3754,614843,10119,413449,7921,220772,5893,390865,7613,194037,5947,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,388962,2214,196006,1760,4402,1295,10681,1623,59548,3719,51453,3413,19301,2066,34867,3028,15754,1861,192956,1794,3967,1005,9792,1767,47211,2585,56964,3410,22310,2219,34690,2526,18022,1950,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2400677,2961,1108206,1883,194944,5709,118697,5971,345275,8376,135968,5425,90658,4423,156049,6174,66615,4047,1292471,1964,203816,6822,110322,5893,324661,7352,156556,6131,133068,5709,261084,6599,102964,5074,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
