GEO_ID,B18104_001E,B18104_001M,B18104_002E,B18104_002M,B18104_003E,B18104_003M,B18104_004E,B18104_004M,B18104_005E,B18104_005M,B18104_006E,B18104_006M,B18104_007E,B18104_007M,B18104_008E,B18104_008M,B18104_009E,B18104_009M,B18104_010E,B18104_010M,B18104_011E,B18104_011M,B18104_012E,B18104_012M,B18104_013E,B18104_013M,B18104_014E,B18104_014M,B18104_015E,B18104_015M,B18104_016E,B18104_016M,B18104_017E,B18104_017M,B18104_018E,B18104_018M,B18104_019E,B18104_019M,B18104_020E,B18104_020M,B18104_021E,B18104_021M,B18104_022E,B18104_022M,B18104_023E,B18104_023M,B18104_024E,B18104_024M,B18104_025E,B18104_025M,B18104_026E,B18104_026M,B18104_027E,B18104_027M,B18104_028E,B18104_028M,B18104_029E,B18104_029M,B18104_030E,B18104_030M,B18104_031E,B18104_031M,B18104_032E,B18104_032M,B18104_033E,B18104_033M,NAME,B18104_001MA,B18104_001EA,B18104_002MA,B18104_002EA,B18104_003EA,B18104_003MA,B18104_004EA,B18104_004MA,B18104_005MA,B18104_005EA,B18104_006MA,B18104_006EA,B18104_007EA,B18104_007MA,B18104_008MA,B18104_008EA,B18104_009EA,B18104_009MA,B18104_010MA,B18104_010EA,B18104_011MA,B18104_011EA,B18104_012EA,B18104_012MA,B18104_013MA,B18104_013EA,B18104_014EA,B18104_014MA,B18104_015EA,B18104_015MA,B18104_016MA,B18104_016EA,B18104_017EA,B18104_017MA,B18104_018EA,B18104_018MA,B18104_019MA,B18104_019EA,B18104_020EA,B18104_020MA,B18104_021MA,B18104_021EA,B18104_022EA,B18104_022MA,B18104_023EA,B18104_023MA,B18104_024MA,B18104_024EA,B18104_025EA,B18104_025MA,B18104_026EA,B18104_026MA,B18104_027MA,B18104_027EA,B18104_028EA,B18104_028MA,B18104_029EA,B18104_029MA,B18104_030MA,B18104_030EA,B18104_031EA,B18104_031MA,B18104_032MA,B18104_032EA,B18104_033EA,B18104_033MA,state
0400000US01,4476223,3498,2139309,5487,414448,4426,23865,2423,390583,4635,520633,3594,29367,2795,491266,4620,887148,4096,60572,3458,826576,5083,198963,1759,16905,1857,182058,2294,118117,1636,17051,2110,101066,2494,2336914,4419,401239,3680,13730,2025,387509,4113,551451,3422,24128,2709,527323,4179,976135,3696,62274,3628,913861,5116,231300,1755,16412,1708,214888,2569,176789,2021,32576,2208,144213,2691,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,658133,1917,336823,2347,67890,1694,3600,975,64290,1942,94823,2162,3667,1006,91156,2302,140210,1905,4628,1024,135582,2175,24071,848,1222,457,22849,882,9829,792,1337,381,8492,842,321310,1662,64947,1159,1246,447,63701,1246,86859,1466,2168,658,84691,1486,134386,1542,5524,1159,128862,1807,21957,744,1269,481,20688,806,13161,879,2981,988,10180,940,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6190411,2225,3030095,2898,605156,1992,34715,3741,570441,3928,761656,2640,32380,3204,729276,4191,1176343,3182,52485,3829,1123858,5167,290746,1306,16488,1724,274258,2228,196194,1182,23152,2422,173042,2727,3160316,2795,582757,1936,12657,1816,570100,2532,755288,1879,23207,2256,732081,2962,1251205,2296,66648,4697,1184557,4854,327287,1219,16819,1883,310468,2341,243779,1187,35761,2756,208018,2896,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2723980,2678,1325395,4796,262374,3612,19412,2330,242962,4146,325208,3624,16662,2529,308546,4610,536117,3683,33121,3381,502996,4411,123712,1295,10143,1592,113569,2020,77984,1147,9377,1175,68607,1494,1398585,4111,251041,3092,7908,1235,243133,3046,329765,2837,15017,2185,314748,3309,571145,2820,39670,2874,531475,4104,140624,1388,9937,1453,130687,1856,106010,1618,17910,1887,88100,2521,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35785882,5903,17584481,8096,3376978,3764,130286,6099,3246692,6536,4805492,6395,169940,7743,4635552,9898,7232569,5728,280853,9820,6951716,10787,1306922,2480,77118,3594,1229804,4151,862520,2250,116928,5108,745592,5524,18201401,5965,3246580,3595,67940,4155,3178640,5368,4696302,4166,114501,6118,4581801,7478,7530146,4107,299365,8935,7230781,9869,1505240,2282,83308,4053,1421932,4748,1223133,3000,221307,6591,1001826,7327,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4933964,3327,2449343,4716,467232,2681,18795,2216,448437,3280,649516,3636,26091,3052,623425,4724,1029262,2976,40932,3471,988330,4675,194508,1262,8778,1323,185730,1844,108825,1411,12458,1451,96367,1732,2484621,3723,446142,2336,9307,1981,436835,3257,630324,2421,15658,2181,614666,3164,1047208,2604,40259,2850,1006949,3904,211970,1323,9018,1315,202952,2055,148977,1527,21510,2350,127467,2447,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3352420,1511,1623431,2392,299009,1487,13687,2116,285322,2703,385468,1873,15962,2015,369506,2469,706010,1860,27661,2547,678349,2789,139843,1204,6929,1241,132914,1798,93101,1077,9461,1363,83640,1763,1728989,2303,286150,1244,5301,1113,280849,1623,384994,1957,14046,1519,370948,2435,757264,1673,29726,2620,727538,3005,160164,1044,7316,1517,152848,1894,140417,1349,16771,1619,123646,2083,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,864920,583,414369,1083,74777,578,3645,1011,71132,1136,101552,1153,4905,1326,96647,1563,170607,1166,7668,1414,162939,1826,42168,722,2073,569,40095,846,25265,592,2326,706,22939,745,450551,968,72627,536,2328,841,70299,918,105727,566,3466,805,102261,919,189904,554,9842,1514,180062,1600,48575,574,2698,863,45877,1097,33718,629,4312,909,29406,1074,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605203,509,281710,990,36059,173,2526,675,33533,711,102924,741,3726,1055,99198,1344,113648,830,6348,1276,107300,1280,17491,595,1052,546,16439,799,11588,605,1519,472,10069,705,323493,1011,36012,188,1770,933,34242,924,123186,582,4016,1109,119170,1207,121394,555,5011,895,116383,1035,23506,374,1779,631,21727,744,19395,786,3741,885,15654,1099,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18505785,5532,8944652,7099,1519797,4888,86938,6392,1432859,7385,2085989,5704,88466,6036,1997523,7014,3661605,6860,177031,6945,3484574,9035,961376,3422,49308,3819,912068,4352,715885,3430,80735,4569,635150,5313,9561133,6297,1448781,4389,41424,3771,1407357,6034,2102623,4777,55469,3584,2047154,5887,3963491,5399,183877,7161,3779614,9679,1104083,2558,52170,3401,1051913,4086,942155,3022,146149,7023,796006,7890,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
