GEO_ID,B16003_001E,B16003_001M,B16003_002E,B16003_002M,B16003_003E,B16003_003M,B16003_004E,B16003_004M,B16003_005E,B16003_005M,B16003_006E,B16003_006M,B16003_007E,B16003_007M,B16003_008E,B16003_008M,B16003_009E,B16003_009M,B16003_010E,B16003_010M,B16003_011E,B16003_011M,B16003_012E,B16003_012M,NAME,B16003_001MA,B16003_001EA,B16003_002MA,B16003_002EA,B16003_003EA,B16003_003MA,B16003_004EA,B16003_004MA,B16003_005EA,B16003_005MA,B16003_006EA,B16003_006MA,B16003_007MA,B16003_007EA,B16003_008EA,B16003_008MA,B16003_009EA,B16003_009MA,B16003_010EA,B16003_010MA,B16003_011EA,B16003_011MA,B16003_012MA,B16003_012EA,state
0400000US01,58711,6908,15108,2504,945,592,12090,2186,270,349,1761,845,42,60,43603,4934,29627,3836,2032,1036,10406,2524,1538,839,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,12504,3175,3024,1683,258,237,131,160,225,224,2157,1653,253,116,9480,2071,2037,1057,1366,788,5154,1514,923,208,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,291718,14137,68507,5717,4838,1302,56401,4984,946,578,3600,1230,2722,1493,223211,10602,171173,10027,10799,2168,24000,3879,17239,2652,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,55919,7356,12601,2420,259,264,10641,2250,0,190,1701,991,0,190,43318,5755,35839,5336,652,391,6197,1681,630,591,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3185923,47477,643625,18036,43165,4258,474879,16419,23111,3281,91767,5015,10703,4005,2542298,37749,1491584,30134,217040,10453,782546,19310,51128,6193,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,154915,10281,39727,4652,1589,861,32205,4537,1784,917,3079,1250,1070,666,115188,7322,79687,6850,13283,2649,16581,2666,5637,1555,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,156914,8329,24964,2807,3374,1396,14014,2222,4356,1308,3187,1169,33,58,131950,7187,69207,5008,41753,4680,18383,2836,2607,1171,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18741,3822,4806,1783,247,291,3569,1400,84,122,900,798,6,10,13935,2669,7986,1761,1717,740,4025,1468,207,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22685,4381,3047,1270,0,198,2398,1166,0,198,237,247,412,312,19638,3563,12773,2694,1909,985,2421,1139,2535,975,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1217349,34398,188582,9858,13631,3245,139229,8579,27406,4539,6703,1708,1613,811,1028767,28201,817687,24214,143905,11085,55664,5929,11511,2488,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,307020,16737,78303,6747,3370,1366,61720,5782,2185,1117,6844,1513,4184,2080,228717,11920,150872,8888,22961,4320,45314,4910,9570,2542,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,71457,7214,12443,2774,2562,873,43,74,0,181,8880,2541,958,722,59014,5427,996,518,836,427,54777,5149,2405,1296,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34849,7366,10711,3185,362,330,8467,2653,43,73,1652,1733,187,299,24138,4558,17423,3774,456,312,4427,2475,1832,1155,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,531759,17953,107477,6625,5585,1459,79456,5656,11110,2449,7706,1608,3620,1628,424282,14202,233073,10747,107897,7313,68688,5463,14624,3568,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,104670,9986,26683,4311,1807,729,18332,3537,1860,990,3758,1252,926,813,77987,6896,45081,5311,10603,2089,18943,2817,3360,1377,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,49877,6118,11827,2409,1285,721,6239,1853,286,221,2482,866,1535,1064,38050,4432,18643,3176,3209,1210,11516,2532,4682,1858,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60958,6684,14578,2966,1044,585,11315,2646,377,352,1004,541,838,784,46380,4599,29557,3740,2925,885,11012,2123,2886,1408,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,61172,5837,14593,2677,1110,662,5802,1500,2193,1154,1910,770,3578,1861,46579,4473,26701,3389,5604,1527,8995,1990,5279,2040,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,73930,6923,14314,2332,2285,828,8666,1859,86,94,2591,910,686,587,59616,5491,35561,4959,9205,1788,11784,2394,3066,1646,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12198,2612,2096,1107,305,282,265,179,165,205,179,157,1182,990,10102,1935,1010,553,4557,1121,2483,1276,2052,906,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,174722,11034,31831,4222,3044,1108,20380,3868,2911,942,4768,1505,728,520,142891,8392,66507,7229,28754,4589,39495,4242,8135,2234,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,325103,13513,55088,4433,6077,1668,26262,3303,9654,2226,8530,1879,4565,1723,270015,11181,114436,8352,78974,7015,60808,5460,15797,3930,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,167096,9888,38168,4510,3552,1051,12977,2874,5323,1818,4526,1104,11790,2885,128928,7113,33648,4477,34320,3951,31256,3784,29704,3692,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
