GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001MA,B08014_001EA,B08014_002EA,B08014_002MA,B08014_003EA,B08014_003MA,B08014_004EA,B08014_004MA,B08014_005MA,B08014_005EA,B08014_006MA,B08014_006EA,B08014_007EA,B08014_007MA,B08014_008EA,B08014_008MA,B08014_009EA,B08014_009MA,B08014_010MA,B08014_010EA,B08014_011MA,B08014_011EA,B08014_012MA,B08014_012EA,B08014_013EA,B08014_013MA,B08014_014EA,B08014_014MA,B08014_015EA,B08014_015MA,B08014_016EA,B08014_016MA,B08014_017EA,B08014_017MA,B08014_018MA,B08014_018EA,B08014_019MA,B08014_019EA,B08014_020EA,B08014_020MA,B08014_021EA,B08014_021MA,state
0400000US01,1994615,13341,39034,4255,403881,10194,810712,12774,462817,13150,189821,8987,88350,7930,1052509,9443,20064,2735,178129,6370,444824,7997,254421,8127,103716,5554,51355,5209,942106,9879,18970,2418,225752,7667,365888,8743,208396,7694,86105,4668,36995,3560,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,342498,5379,16569,1408,74504,4225,139983,6022,68767,5551,27186,3840,15489,3517,189463,3553,8488,979,38892,2676,79202,3854,38788,3547,15189,2534,8904,2045,153035,3867,8081,789,35612,2697,60781,3427,29979,2751,11997,1877,6585,1874,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2813945,19696,88118,6983,642529,14890,1220698,20595,575858,19808,207844,13569,78898,6621,1516859,12473,49668,5150,317764,9605,669893,12199,317663,12325,116274,8240,45597,4350,1297086,13534,38450,3139,324765,9706,550805,11948,258195,10220,91570,6878,33301,3495,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1242749,12506,30722,3323,259002,10118,550451,12337,269428,11606,95590,6415,37556,5399,663623,8310,15708,2135,128091,6308,298323,7424,146565,7446,52842,4628,22094,3515,579126,8908,15014,2188,130911,6629,252128,8043,122863,5977,42748,3334,15462,2345,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17103469,41004,595645,14821,3370508,36699,6724393,48314,3751740,41232,1755303,31118,905880,27092,9332632,26464,316913,9821,1692717,21382,3736236,27862,2088128,24424,976049,19284,522589,18655,7770837,30245,278732,8240,1677791,24266,2988157,29859,1663612,22884,779254,17234,383291,12408,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2657304,13245,62348,5045,512047,10981,1143014,16968,593742,16189,247221,13263,98932,7271,1439160,9769,37036,3717,247796,8046,628514,12272,330276,9632,138882,8074,56656,4926,1218144,9144,25312,2461,264251,7744,514500,9238,263466,9300,108339,7214,42276,3418,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739429,11028,60894,4149,348743,10789,736667,17083,378536,11138,151224,10501,63365,7216,904707,7690,29971,3132,161970,6771,391957,10347,204049,7301,80372,6470,36388,4432,834722,7814,30923,3004,186773,7075,344710,9350,174487,5908,70852,5340,26977,3301,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,431212,5848,10089,1681,93448,5187,177915,7481,96207,6212,40482,5696,13071,3443,218956,3844,4867,1290,41308,3451,93584,4454,51272,3718,20955,3113,6970,1847,212256,4266,5222,1055,52140,3527,84331,4490,44935,3414,19527,3156,6101,1845,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,332669,5531,83050,4998,146078,6830,77763,5866,19920,3332,4078,1516,1780,1201,161245,3555,41254,3142,65823,4081,40810,3695,10953,2359,1643,737,762,682,171424,3960,41796,3573,80255,4738,36953,3130,8967,1943,2435,1097,1018,756,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8582161,32726,270931,11703,2093457,25764,3898841,48495,1604056,28532,556417,23359,158459,12305,4507988,23342,146671,8172,981554,17410,2111671,28615,865010,16698,313804,14526,89278,7438,4074173,21132,124260,7176,1111903,16456,1787170,27400,739046,17232,242613,12239,69181,6298,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4375709,22349,142250,7262,960065,20975,1840830,26143,916951,21012,362474,14571,153139,12721,2292415,16666,74286,4947,429517,11508,1003364,16723,502039,11958,199194,8952,84015,7426,2083294,16321,67964,4654,530548,13840,837466,15511,414912,12128,163280,7975,69124,6613,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,667958,7720,22518,2659,143214,6151,245843,9486,135772,7342,68402,5991,52209,6576,358038,4580,11622,1838,74757,4148,135181,5563,71551,5015,36877,3759,28050,3666,309920,6099,10896,1611,68457,3748,110662,5168,64221,3574,31525,2943,24159,3251,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
