GEO_ID,B25095_001E,B25095_001M,B25095_002E,B25095_002M,B25095_003E,B25095_003M,B25095_004E,B25095_004M,B25095_005E,B25095_005M,B25095_006E,B25095_006M,B25095_007E,B25095_007M,B25095_008E,B25095_008M,B25095_009E,B25095_009M,B25095_010E,B25095_010M,B25095_011E,B25095_011M,B25095_012E,B25095_012M,B25095_013E,B25095_013M,B25095_014E,B25095_014M,B25095_015E,B25095_015M,B25095_016E,B25095_016M,B25095_017E,B25095_017M,B25095_018E,B25095_018M,B25095_019E,B25095_019M,B25095_020E,B25095_020M,B25095_021E,B25095_021M,B25095_022E,B25095_022M,B25095_023E,B25095_023M,B25095_024E,B25095_024M,B25095_025E,B25095_025M,B25095_026E,B25095_026M,B25095_027E,B25095_027M,B25095_028E,B25095_028M,B25095_029E,B25095_029M,B25095_030E,B25095_030M,B25095_031E,B25095_031M,B25095_032E,B25095_032M,B25095_033E,B25095_033M,B25095_034E,B25095_034M,B25095_035E,B25095_035M,B25095_036E,B25095_036M,B25095_037E,B25095_037M,B25095_038E,B25095_038M,B25095_039E,B25095_039M,B25095_040E,B25095_040M,B25095_041E,B25095_041M,B25095_042E,B25095_042M,B25095_043E,B25095_043M,B25095_044E,B25095_044M,B25095_045E,B25095_045M,B25095_046E,B25095_046M,B25095_047E,B25095_047M,B25095_048E,B25095_048M,B25095_049E,B25095_049M,B25095_050E,B25095_050M,B25095_051E,B25095_051M,B25095_052E,B25095_052M,B25095_053E,B25095_053M,B25095_054E,B25095_054M,B25095_055E,B25095_055M,B25095_056E,B25095_056M,B25095_057E,B25095_057M,B25095_058E,B25095_058M,B25095_059E,B25095_059M,B25095_060E,B25095_060M,B25095_061E,B25095_061M,B25095_062E,B25095_062M,B25095_063E,B25095_063M,B25095_064E,B25095_064M,B25095_065E,B25095_065M,B25095_066E,B25095_066M,B25095_067E,B25095_067M,B25095_068E,B25095_068M,B25095_069E,B25095_069M,B25095_070E,B25095_070M,B25095_071E,B25095_071M,B25095_072E,B25095_072M,B25095_073E,B25095_073M,NAME,B25095_001EA,B25095_001MA,B25095_002MA,B25095_002EA,B25095_003MA,B25095_003EA,B25095_004MA,B25095_004EA,B25095_005EA,B25095_005MA,B25095_006EA,B25095_006MA,B25095_007EA,B25095_007MA,B25095_008MA,B25095_008EA,B25095_009MA,B25095_009EA,B25095_010EA,B25095_010MA,B25095_011EA,B25095_011MA,B25095_012EA,B25095_012MA,B25095_013MA,B25095_013EA,B25095_014MA,B25095_014EA,B25095_015MA,B25095_015EA,B25095_016MA,B25095_016EA,B25095_017MA,B25095_017EA,B25095_018EA,B25095_018MA,B25095_019MA,B25095_019EA,B25095_020MA,B25095_020EA,B25095_021MA,B25095_021EA,B25095_022EA,B25095_022MA,B25095_023EA,B25095_023MA,B25095_024MA,B25095_024EA,B25095_025MA,B25095_025EA,B25095_026MA,B25095_026EA,B25095_027MA,B25095_027EA,B25095_028EA,B25095_028MA,B25095_029EA,B25095_029MA,B25095_030MA,B25095_030EA,B25095_031MA,B25095_031EA,B25095_032MA,B25095_032EA,B25095_033EA,B25095_033MA,B25095_034EA,B25095_034MA,B25095_035MA,B25095_035EA,B25095_036MA,B25095_036EA,B25095_037MA,B25095_037EA,B25095_038EA,B25095_038MA,B25095_039EA,B25095_039MA,B25095_040EA,B25095_040MA,B25095_041MA,B25095_041EA,B25095_042EA,B25095_042MA,B25095_043EA,B25095_043MA,B25095_044EA,B25095_044MA,B25095_045EA,B25095_045MA,B25095_046MA,B25095_046EA,B25095_047MA,B25095_047EA,B25095_048MA,B25095_048EA,B25095_049EA,B25095_049MA,B25095_050EA,B25095_050MA,B25095_051EA,B25095_051MA,B25095_052MA,B25095_052EA,B25095_053MA,B25095_053EA,B25095_054EA,B25095_054MA,B25095_055EA,B25095_055MA,B25095_056EA,B25095_056MA,B25095_057MA,B25095_057EA,B25095_058MA,B25095_058EA,B25095_059MA,B25095_059EA,B25095_060EA,B25095_060MA,B25095_061EA,B25095_061MA,B25095_062EA,B25095_062MA,B25095_063MA,B25095_063EA,B25095_064MA,B25095_064EA,B25095_065MA,B25095_065EA,B25095_066MA,B25095_066EA,B25095_067MA,B25095_067EA,B25095_068MA,B25095_068EA,B25095_069MA,B25095_069EA,B25095_070MA,B25095_070EA,B25095_071MA,B25095_071EA,B25095_072MA,B25095_072EA,B25095_073EA,B25095_073MA,state
0400000US01,1246080,12085,71246,3695,2940,1035,2397,702,1959,555,2486,761,3965,1156,5099,1094,38404,2869,13996,1638,125919,4788,28079,2456,15464,1728,13315,1728,10468,1399,7927,1349,13419,1620,37247,2942,0,189,196482,6556,87501,4412,19293,1810,17647,2197,16060,2118,13904,1890,18466,1987,23611,2323,0,189,182776,6143,96069,4085,24577,2332,21326,2744,13326,1731,9914,1570,9283,1639,8281,1666,0,189,239463,7457,150493,5506,39688,3189,23386,2616,13380,1975,5617,1178,4300,1191,2599,858,0,189,157373,6118,121906,5461,20264,2210,8438,1545,3346,978,1518,684,1293,671,608,316,0,189,170462,6540,146456,5887,15453,2462,5436,886,1754,627,587,395,530,272,246,225,0,189,102359,3716,97131,3710,3726,771,953,436,220,186,183,178,0,189,146,192,0,189,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156006,4250,4466,764,206,153,104,101,43,39,29,30,151,219,56,76,3411,721,466,257,6081,911,1357,559,369,151,370,203,719,326,439,217,648,256,2179,538,0,145,12064,1381,4248,724,1159,457,1088,395,569,373,935,436,1104,435,2961,594,0,145,13357,1415,5254,764,1260,364,879,265,1240,545,838,348,1227,364,2659,897,0,145,28294,2391,12147,1299,3478,896,4287,1019,2886,890,2149,754,2265,597,1082,460,0,145,22501,2167,9770,1169,3996,858,4043,961,2304,757,1085,544,966,426,337,307,0,145,38513,2392,25086,2024,8457,1443,2919,679,1023,443,610,408,371,300,47,56,0,145,30730,1841,27880,1942,2042,675,596,391,157,133,38,62,17,28,0,145,0,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1484857,11801,70508,3667,3563,718,1942,709,1328,438,1970,698,2224,790,2750,717,37737,3185,18994,2041,112183,4469,25355,2147,11497,1389,7554,1161,8422,1371,5346,1037,12584,1729,41425,2998,0,200,207515,5994,76678,3799,20274,2298,16896,1692,16779,1904,13925,1767,23606,2090,39357,3466,0,200,205239,6349,92036,4520,24239,2055,22957,2379,21844,2180,13956,1863,17159,2248,13048,1861,0,200,289320,7286,155038,5646,50883,3181,39025,2971,18809,1949,11217,1379,7842,1157,6506,1330,0,200,202006,6752,140260,5474,33630,2596,15786,2069,5829,1017,3037,815,2280,668,1184,512,0,200,222943,5817,174603,5423,29051,2251,11118,1527,4120,883,1849,634,1482,658,720,368,0,200,175143,6565,159225,6239,9423,1335,3781,934,1491,653,795,402,297,242,131,127,0,200,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,744318,10448,37833,2795,2102,728,1350,455,1424,467,1497,494,1430,547,2695,927,21202,2330,6133,1189,79981,4085,21135,2082,9996,1472,8907,1351,7550,1197,4300,929,8800,1380,19293,1981,0,190,124100,4993,57248,3437,13243,1860,12974,1633,10627,1392,8988,1521,11421,1692,9599,1675,0,190,119255,5393,69731,3806,15983,2443,15080,1807,7521,1148,4084,1105,4061,941,2795,779,0,190,145570,5780,105100,4666,19834,2248,11281,1720,4093,1013,1816,601,2133,588,1313,568,0,190,93765,5274,78088,4754,9710,1545,3120,841,1403,516,828,416,376,244,240,269,0,190,90832,4795,80179,4762,6972,1275,2579,969,328,234,296,274,398,326,80,95,0,190,52982,3131,50861,3057,1201,510,453,305,149,156,268,287,50,80,0,190,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6855688,27608,214931,7655,3793,871,3129,990,2572,763,2667,846,2793,607,7535,1221,140725,6366,51717,3571,365540,8697,51299,3572,23466,2101,22237,1916,21425,2382,19179,2116,32825,2480,195109,6635,0,200,668268,12055,172025,5721,51984,3118,43724,2994,39511,2546,39079,2995,69298,3753,252647,7217,0,200,680906,12783,223875,6135,53027,3645,50530,3035,53765,3138,48234,3381,82748,5180,168727,6643,0,200,1113416,15744,390424,8594,119670,5031,124718,4887,120534,4707,101516,4830,124838,4572,131716,5230,0,200,941144,14287,366969,7134,145970,5946,137251,5043,110160,4775,70262,4748,63878,4219,46654,3052,0,200,1320794,16196,645771,10876,256267,7894,186100,6533,103688,4771,56556,3638,43738,2759,28674,2364,0,200,1550689,16820,1107940,12949,228937,7591,116567,5971,49157,3199,22974,2441,15941,1682,9173,1571,0,200,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1302533,10820,37546,2779,495,259,433,261,545,380,839,394,862,423,1483,523,25098,2192,7791,1366,64239,3507,8662,1398,5418,1095,4954,1037,4944,988,4157,868,5522,1080,30582,2427,0,192,131114,5267,39049,2537,9785,1342,10153,1533,10830,1536,9349,1314,15131,1632,36817,3324,0,192,144567,5336,56340,3140,12015,1625,15390,1909,15700,1838,12944,1547,15968,1949,16210,1793,0,192,246542,6481,97193,4295,41121,3031,41099,3228,28613,2388,16567,1803,14277,1713,7672,1387,0,192,201054,6416,110385,5463,41509,2998,26297,2673,11148,1557,6140,1260,3577,709,1998,463,0,192,254247,6443,179149,5787,43579,2849,18213,1835,7742,1294,2575,646,1874,617,1115,409,0,192,223224,5660,199434,5718,15458,1821,4821,954,2259,789,651,311,389,234,212,214,0,192,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,900039,8072,20091,2299,81,94,0,197,38,64,175,181,0,197,260,209,14057,1615,5480,1233,35824,2630,706,329,894,386,951,393,1444,522,1321,450,3602,967,26906,2288,0,197,74184,3606,4502,874,5083,919,7318,1037,7361,1049,6628,1094,12846,1368,30446,2825,0,197,85091,4468,14658,1701,10793,1372,9545,1347,9719,1156,8280,1320,11295,1615,20801,2298,0,197,141152,5018,41444,2562,17776,2126,20911,2166,16297,1877,15097,1745,16473,2206,13154,1777,0,197,133696,5409,51942,3367,24654,2185,24834,2005,13635,1774,8744,1669,5888,1092,3999,949,0,197,189245,6383,105267,4528,41373,2963,22052,2278,10779,1766,5142,1033,2927,753,1705,554,0,197,220756,5855,177160,5226,25645,2178,9931,1306,3893,611,1809,502,1362,560,956,521,0,197,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,245808,4425,9292,1468,45,76,101,134,238,270,0,185,241,235,300,208,5906,1218,2461,799,13943,1878,1361,490,1749,742,822,354,951,473,508,249,1181,482,7371,1405,0,185,29825,2086,9663,1208,2810,695,2349,642,2737,698,1948,670,3277,815,7041,1044,0,185,31703,2533,10537,1429,3122,872,3383,871,4798,1039,3506,927,3454,1065,2903,901,0,185,45508,2784,20771,1917,6710,1242,7063,1278,4297,1021,2077,655,2948,1002,1642,727,0,185,36122,2498,21588,1998,7006,1288,4413,863,1813,625,500,305,715,366,87,120,0,185,44017,2876,32403,2517,7374,1162,2277,705,995,514,240,197,636,392,92,109,0,185,35398,2695,32064,2519,2148,505,696,309,288,370,202,199,0,185,0,185,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112492,3641,4664,851,21,36,28,47,70,116,0,198,38,62,138,195,3217,740,1152,588,4015,764,405,286,205,147,265,172,205,140,253,185,264,173,2418,690,0,198,6157,1214,947,403,674,317,457,232,269,192,644,373,867,491,2299,812,0,198,7173,1124,2602,619,557,297,564,256,827,447,233,184,611,294,1779,551,0,198,14777,1566,5533,1008,1996,620,1581,390,1640,543,1235,580,1679,588,1113,443,0,198,13740,1525,6366,1216,1859,589,2419,673,1650,499,543,340,561,291,342,258,0,198,20820,2325,11364,1704,3936,850,2945,816,1192,471,326,210,648,341,409,254,0,198,41146,2579,31950,2052,5277,1008,2290,684,813,318,618,426,146,174,52,59,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693821,26616,246058,7686,5558,1179,4799,1011,3637,1001,5590,1266,5746,1263,10539,1479,141665,5702,68524,4648,412490,9930,71696,3867,33026,3333,32253,2359,27980,2627,26465,2508,45295,3733,175775,7271,0,214,713236,11321,234557,6991,73990,4237,63651,3898,56911,3612,49687,3865,76001,4707,158439,6580,0,214,657550,12337,288181,7224,75118,3895,69852,4203,59142,3525,47586,3197,53700,3820,63971,3981,0,214,911869,14037,471215,9638,138576,5799,104852,5300,71216,3937,44018,3902,46958,4018,35034,3460,0,214,602071,12193,379998,10073,100025,5197,57927,4063,28631,2700,14216,1731,12703,1798,8571,1335,0,214,648057,12693,478726,10853,88251,4716,42992,3520,18655,1792,8939,1674,5881,1438,4613,1010,0,214,502490,9352,437266,9189,36180,2964,15293,1578,7184,1438,3114,797,2082,745,1371,545,0,214,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
