GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002MA,B17016_002EA,B17016_003MA,B17016_003EA,B17016_004EA,B17016_004MA,B17016_005EA,B17016_005MA,B17016_006MA,B17016_006EA,B17016_007MA,B17016_007EA,B17016_008EA,B17016_008MA,B17016_009EA,B17016_009MA,B17016_010EA,B17016_010MA,B17016_011EA,B17016_011MA,B17016_012MA,B17016_012EA,B17016_013EA,B17016_013MA,B17016_014EA,B17016_014MA,B17016_015EA,B17016_015MA,B17016_016EA,B17016_016MA,B17016_017MA,B17016_017EA,B17016_018MA,B17016_018EA,B17016_019MA,B17016_019EA,B17016_020EA,B17016_020MA,B17016_021EA,B17016_021MA,B17016_022EA,B17016_022MA,B17016_023MA,B17016_023EA,B17016_024MA,B17016_024EA,B17016_025EA,B17016_025MA,B17016_026EA,B17016_026MA,B17016_027EA,B17016_027MA,B17016_028EA,B17016_028MA,B17016_029MA,B17016_029EA,B17016_030MA,B17016_030EA,B17016_031EA,B17016_031MA,B17016_032EA,B17016_032MA,B17016_033EA,B17016_033MA,B17016_034MA,B17016_034EA,B17016_035MA,B17016_035EA,B17016_036EA,B17016_036MA,B17016_037EA,B17016_037MA,B17016_038EA,B17016_038MA,B17016_039MA,B17016_039EA,B17016_040MA,B17016_040EA,B17016_041MA,B17016_041EA,B17016_042MA,B17016_042EA,B17016_043EA,B17016_043MA,B17016_044EA,B17016_044MA,B17016_045MA,B17016_045EA,B17016_046MA,B17016_046EA,B17016_047MA,B17016_047EA,state
0400000US01,1232515,11755,184841,6662,56254,3359,8703,1509,487,431,1820,792,6396,1148,14316,1929,2397,945,4966,1356,6953,1366,33235,2420,5032,1144,5972,1337,22231,1786,128587,5238,16420,2394,2914,951,4856,1379,8650,1562,112167,5073,17694,2073,40754,3032,53719,3874,1047674,12321,813772,12248,439493,8799,236846,7047,86490,4225,116157,4469,121646,4464,61835,3439,24884,2264,34927,2618,252633,6205,76608,5473,26548,2251,149477,3621,233902,7177,61185,3606,37063,3223,8643,1686,15479,1855,172717,5819,90305,4822,28384,2681,54028,2990,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,4885,1020,192,113,10,18,74,66,108,94,1854,650,677,477,546,255,631,306,2839,866,525,457,690,454,1624,631,8114,1333,2317,642,332,246,1418,520,567,223,5797,1159,525,278,2738,725,2534,788,152016,3662,119143,3424,69204,3026,37951,3044,17652,2005,13601,1742,25708,2047,11758,1319,9269,1098,4681,1014,24231,1789,8429,1241,4813,860,10989,1136,32873,3004,12349,1870,7163,1455,3437,839,1749,688,20524,2120,12898,1827,3928,731,3698,690,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,88335,4279,16095,2122,593,365,2927,962,12575,1924,23233,2480,2860,1040,9131,1642,11242,1704,49007,3163,11003,1704,7915,1132,30089,2335,120666,5231,25890,2940,6459,1358,7931,1961,11500,1535,94776,4191,16509,2181,34896,2707,43371,2781,1370480,13405,1052960,12543,507931,11017,269515,9034,107807,5152,130609,5069,191224,6498,93223,4824,45631,3257,52370,3766,353805,7354,92246,4855,37900,2888,223659,5871,317520,9464,108230,5859,73514,5017,17474,2050,17242,2244,209290,7098,122972,5745,39398,3142,46920,3142,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,38327,2962,6991,1340,599,484,1166,500,5226,1185,9840,1864,1231,563,3726,1007,4883,1284,21496,2138,4387,1124,2731,734,14378,1710,65811,3452,9891,1758,1321,652,3841,984,4729,1137,55920,2988,9430,1625,20760,2149,25730,2057,648074,9714,508201,9423,263012,7039,154174,5701,47902,3729,60936,3304,85526,4459,44257,3449,17949,1884,23320,1810,159663,5128,47560,3379,19299,1894,92804,3707,139873,5594,43661,3786,28856,3227,6006,1294,8799,1418,96212,4644,54053,3332,16432,2000,25727,2296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,452770,11184,97552,5802,7541,1624,14798,1994,75213,5032,135111,5964,14614,2111,45011,3433,75486,4102,220107,7316,48223,3337,47808,3065,124076,5952,614649,11962,125277,5404,29346,2960,49863,3846,46068,2727,489372,11197,68272,4790,182382,6369,238718,7836,7694640,28159,5786373,25282,3114154,24140,1531818,21670,709417,10660,872919,12005,1168745,14094,579812,11191,312751,8748,276182,6772,1503474,14548,513584,12026,198073,6031,791817,10505,1908267,22054,646999,13474,427244,10714,115585,6260,104170,5797,1261268,16448,676509,13967,278170,7919,306589,6939,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,42865,3138,7849,1411,1189,566,1809,724,4851,1175,14699,1947,2109,846,5481,1217,7109,1252,20317,2302,3127,961,4350,1035,12840,1720,62695,4689,11365,2198,2524,1036,4854,1449,3987,1167,51330,4066,8909,1803,20658,2603,21763,2433,1209723,10079,962861,10575,530188,9992,291597,8571,122726,5545,115865,4590,199144,6422,108723,4233,50846,3115,39575,2793,233529,4821,77285,4334,32702,2704,123542,3760,246862,6362,87770,4684,64077,4067,12555,1789,11138,1374,159092,5547,98873,4912,32447,2926,27772,2316,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,19680,2501,2869,963,119,103,724,528,2026,771,5415,1162,472,296,1288,608,3655,993,11396,1648,1150,605,2416,729,7830,1349,47269,4219,8008,1771,843,504,4282,1238,2883,1001,39261,3896,2385,775,18008,2347,18868,2587,820314,9845,630993,9055,346812,7484,188514,5727,86021,3914,72277,3652,135508,5952,75960,4397,31257,2295,28291,2464,148673,5572,48639,3848,20068,1871,79966,3302,189321,5974,56763,3609,38194,3053,9046,1645,9523,1567,132558,5089,74850,4065,33899,2802,23809,2413,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,5763,1205,1536,645,37,62,172,174,1327,637,1345,552,120,133,258,216,967,491,2882,807,389,377,748,475,1745,556,13970,2088,2502,749,789,478,962,515,751,451,11468,1892,2239,807,4061,1042,5168,1190,213267,4508,159599,4060,83078,3550,50583,2942,15979,1993,16516,2100,28981,2207,14348,1724,6952,1138,7681,996,47540,2459,10270,1525,5641,1031,31629,1938,53668,2749,15655,1986,10333,1457,2163,812,3159,1043,38013,2417,22335,1916,7213,1442,8465,1247,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2292,700,409,492,0,198,42,69,367,485,959,455,0,198,567,424,392,241,924,367,26,43,106,152,792,348,14415,1910,1704,674,531,423,383,357,790,550,12711,1772,1319,701,3372,1116,8020,1522,101157,3173,63952,3106,40853,2625,26023,2232,7312,1101,7518,1165,10619,1296,5486,1098,3170,851,1963,506,12480,1618,3930,1044,1711,717,6839,1028,37205,2778,7792,1463,4981,1280,1041,418,1770,543,29413,2463,15724,2041,6050,1275,7639,1090,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,221565,8739,38296,3319,2524,919,7468,1409,28304,2850,52185,3849,5371,1403,18337,2171,28477,2890,131084,6534,17641,2560,19550,2499,93893,5275,342196,9105,60354,4673,15549,2279,19385,2381,25420,2572,281842,7975,48880,3656,107755,6377,125207,5943,4129650,24086,3158538,24036,1534722,19877,838991,16176,310929,9472,384802,10797,526170,11646,238916,8171,136458,6051,150796,6113,1097646,12743,261382,8309,111515,4575,724749,10032,971112,16358,293183,8421,188182,7741,47259,3482,57742,3524,677929,12957,389270,10035,126419,5748,162240,6332,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
