GEO_ID,C17010A_001E,C17010A_001M,C17010A_002E,C17010A_002M,C17010A_003E,C17010A_003M,C17010A_004E,C17010A_004M,C17010A_005E,C17010A_005M,C17010A_006E,C17010A_006M,C17010A_007E,C17010A_007M,C17010A_008E,C17010A_008M,C17010A_009E,C17010A_009M,C17010A_010E,C17010A_010M,C17010A_011E,C17010A_011M,C17010A_012E,C17010A_012M,C17010A_013E,C17010A_013M,C17010A_014E,C17010A_014M,C17010A_015E,C17010A_015M,C17010A_016E,C17010A_016M,C17010A_017E,C17010A_017M,NAME,C17010A_001EA,C17010A_001MA,C17010A_002EA,C17010A_002MA,C17010A_003MA,C17010A_003EA,C17010A_004MA,C17010A_004EA,C17010A_005MA,C17010A_005EA,C17010A_006EA,C17010A_006MA,C17010A_007EA,C17010A_007MA,C17010A_008EA,C17010A_008MA,C17010A_009EA,C17010A_009MA,C17010A_010MA,C17010A_010EA,C17010A_011EA,C17010A_011MA,C17010A_012EA,C17010A_012MA,C17010A_013EA,C17010A_013MA,C17010A_014EA,C17010A_014MA,C17010A_015MA,C17010A_015EA,C17010A_016MA,C17010A_016EA,C17010A_017EA,C17010A_017MA,state
0400000US01,886263,9520,90382,4690,37968,2804,19770,1957,52414,3407,9767,1810,6220,1369,42647,3191,35572,2845,795881,10637,669641,9964,238965,6004,126240,5497,38624,2931,18440,2432,87616,3998,41573,3254,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,119805,3199,5717,1016,2601,798,1278,585,3116,691,605,292,484,259,2511,679,2345,658,114088,3270,94510,2891,41787,2214,19578,2202,7861,1352,4873,1071,11717,1616,6716,1155,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1292942,13144,144888,5342,67008,3807,39685,3122,77880,3989,15578,2102,11872,1848,62302,3279,52471,3036,1148054,12374,909333,12240,326049,8237,238721,8384,80960,5166,41560,3724,157761,6345,85374,5232,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,613407,8381,68752,3810,30471,2446,16903,1882,38281,2663,6457,1261,4765,984,31824,2469,26392,2561,544655,8555,446516,8494,166412,5592,98139,4721,33921,3332,18777,2430,64218,3628,33941,2595,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5637267,23560,590553,11124,266528,8005,183531,7538,324025,9591,64988,4040,48223,3929,259037,8646,217555,7815,5046714,21768,3920893,21165,1655601,17273,1125821,16161,386610,10399,199771,8168,739211,12954,377582,10643,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1146406,8236,77841,4608,32113,2775,20006,2065,45728,3837,8222,1795,6236,1442,37506,3140,32322,2987,1068565,8865,864156,9496,359618,6117,204409,5652,72676,4267,44206,3196,131733,5138,78505,4924,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,712114,8744,37714,3811,13770,1893,7289,1245,23944,3237,3906,1278,3290,1164,20038,2948,16635,2586,674400,8108,540070,8313,209010,5722,134330,5520,43450,3535,19000,2281,90880,4128,47069,3283,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,170090,3453,10954,1803,3945,1021,2193,741,7009,1518,1272,522,991,388,5737,1371,5061,1294,159136,3603,125949,3335,43616,2515,33187,2301,11287,1743,5378,1179,21900,2154,12398,1773,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,44582,2258,1495,682,533,379,254,289,962,574,147,242,0,198,815,519,614,411,43087,2275,38899,2143,14479,1237,4188,987,1648,764,1037,606,2540,759,1510,591,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3741919,21514,369374,10956,167038,6664,80369,4694,202336,8104,40734,3635,28525,3261,161602,7030,132022,6817,3372545,21237,2693934,21212,852425,13311,678611,12812,221954,8427,105104,6421,456657,10118,225218,8571,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
