GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001MA,B12002G_001EA,B12002G_002MA,B12002G_002EA,B12002G_003MA,B12002G_003EA,B12002G_004EA,B12002G_004MA,B12002G_005EA,B12002G_005MA,B12002G_006MA,B12002G_006EA,B12002G_007MA,B12002G_007EA,B12002G_008MA,B12002G_008EA,B12002G_009EA,B12002G_009MA,B12002G_010EA,B12002G_010MA,B12002G_011EA,B12002G_011MA,B12002G_012MA,B12002G_012EA,B12002G_013MA,B12002G_013EA,state
0400000US01,47922,4334,23413,2550,10067,1878,9366,1278,560,408,673,363,2747,845,24509,2859,9079,1663,9957,1694,450,291,1875,640,3148,669,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,35931,2936,17632,1740,10286,1584,5642,995,201,215,175,117,1328,435,18299,2320,8947,1602,7257,1333,151,115,454,289,1490,516,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,131372,8100,65309,4408,34557,3256,22466,2119,1200,585,1328,571,5758,1563,66063,4884,32470,3251,22336,2263,744,414,2321,761,8192,1489,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41776,4201,19238,2392,8834,1880,7239,1112,313,234,658,401,2194,874,22538,2899,10214,2198,8268,1274,550,327,895,416,2611,749,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1117730,17799,543177,11286,295214,9076,183441,6381,12577,1681,8524,1403,43421,3908,574553,11713,277812,8523,191896,5418,16229,1863,30259,2464,58357,3175,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,116491,5997,55846,3621,28377,2749,20216,1881,802,427,695,345,5756,1289,60645,3996,27516,2556,22192,2555,1162,568,1792,598,7983,1409,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,59457,4614,30342,3117,17187,2213,9704,1706,1073,733,571,418,1807,558,29115,2672,15188,2259,8578,1259,966,494,588,387,3795,956,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,11211,1745,5420,1254,3220,951,1563,636,198,194,0,185,439,323,5791,1191,2977,883,1799,676,50,93,130,156,835,431,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11501,1573,4771,981,2766,716,1678,648,0,198,0,198,327,255,6730,1132,4260,930,1576,599,290,273,162,127,442,286,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,285405,12721,138727,7652,73321,5693,46650,3704,3329,1189,1285,559,14142,2019,146678,7624,66931,5320,48100,3491,5612,1630,8085,1203,17950,2177,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,112557,6762,52606,4202,27360,2868,19486,2587,1002,529,902,558,3856,1098,59951,4722,29485,3470,18831,2244,1126,606,2735,842,7774,1296,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,223459,8222,115427,4733,59025,3366,43942,3616,971,483,1793,555,9696,1392,108032,4693,47193,3125,40533,3013,1912,622,6289,1217,12105,1685,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23379,2605,12303,1867,5757,1385,4555,951,111,107,141,167,1739,788,11076,1657,4313,1112,4753,1300,32,44,581,378,1397,572,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,161310,7409,77178,4221,43145,3287,25750,2451,963,403,1257,502,6063,1167,84132,4686,43835,3362,26083,2182,1967,713,4099,851,8148,1381,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,78166,4820,38802,3307,22560,2875,11780,1616,539,312,735,415,3188,892,39364,2934,20436,2488,11166,1515,865,487,1849,615,5048,1174,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30235,2651,14557,1733,8233,1397,5059,1051,86,146,0,155,1179,466,15678,1812,8280,1502,5037,948,362,246,653,271,1346,549,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
