GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001EA,B22007_001MA,B22007_002EA,B22007_002MA,B22007_003EA,B22007_003MA,B22007_004EA,B22007_004MA,B22007_005EA,B22007_005MA,B22007_006MA,B22007_006EA,B22007_007MA,B22007_007EA,B22007_008EA,B22007_008MA,B22007_009EA,B22007_009MA,B22007_010MA,B22007_010EA,B22007_011EA,B22007_011MA,B22007_012MA,B22007_012EA,B22007_013EA,B22007_013MA,B22007_014EA,B22007_014MA,B22007_015EA,B22007_015MA,B22007_016EA,B22007_016MA,B22007_017MA,B22007_017EA,B22007_018EA,B22007_018MA,B22007_019EA,B22007_019MA,B22007_020EA,B22007_020MA,B22007_021MA,B22007_021EA,B22007_022MA,B22007_022EA,B22007_023EA,B22007_023MA,B22007_024EA,B22007_024MA,B22007_025EA,B22007_025MA,B22007_026EA,B22007_026MA,B22007_027MA,B22007_027EA,B22007_028MA,B22007_028EA,B22007_029EA,B22007_029MA,B22007_030EA,B22007_030MA,B22007_031EA,B22007_031MA,B22007_032MA,B22007_032EA,B22007_033MA,B22007_033EA,B22007_034EA,B22007_034MA,B22007_035EA,B22007_035MA,B22007_036EA,B22007_036MA,B22007_037MA,B22007_037EA,B22007_038MA,B22007_038EA,B22007_039MA,B22007_039EA,B22007_040EA,B22007_040MA,B22007_041EA,B22007_041MA,B22007_042EA,B22007_042MA,B22007_043MA,B22007_043EA,state
0400000US01,1232515,11755,210434,6743,67087,3969,12869,1612,24121,2320,24626,2559,18658,2217,5968,1241,5471,960,4053,950,1418,480,143347,5415,17579,1747,5435,1177,8711,1489,2898,821,535,338,125768,5139,40588,3491,68616,4120,13298,2031,3266,952,1022081,12574,802939,12132,142876,3282,224354,7384,364489,8495,332192,8245,32297,2380,71220,3824,64822,3689,6398,1137,219142,7527,60026,4153,9401,1634,31545,2785,16257,1925,2823,958,159116,5848,25005,2322,86226,4596,40845,3615,7040,1235,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,18904,1858,7153,1066,808,361,2573,788,2621,575,1971,540,650,230,1151,333,961,327,190,93,11751,1692,3596,830,383,183,2630,719,502,328,81,47,8155,1398,2054,631,4085,917,1417,510,599,353,146111,3716,116875,3327,10009,1242,26769,2369,64271,3084,60672,2947,3599,656,15826,1617,14333,1507,1493,653,29236,2940,11070,1652,589,427,6695,1321,3029,760,757,484,18166,2177,1585,536,10749,1563,4456,907,1376,534,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,235613,6811,96124,5514,13805,1772,40468,3324,28599,3103,21896,2976,6703,1109,13252,1716,9749,1620,3503,723,139489,5324,35068,2919,7090,1316,19539,2254,6665,1524,1774,811,104421,4790,26656,2370,56313,3704,17065,2304,4387,1081,1343868,13441,1045171,12109,223183,5808,275768,8680,446308,8964,410499,9143,35809,2743,99912,4978,89543,4820,10369,2013,298697,8574,99052,4950,9778,1668,54591,3710,28089,2903,6594,1490,199645,7121,26696,2612,102627,5411,55188,3395,15134,2392,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,114015,5730,41415,3069,8122,1270,17117,2101,12741,1636,9333,1556,3408,986,3435,785,2831,744,604,410,72600,4261,11973,1651,3313,858,6695,1302,1926,720,39,56,60627,3851,17028,2057,35628,2974,6210,1253,1761,759,638197,10217,505113,9507,91706,3943,134783,4532,238132,6222,221687,5870,16445,2003,40492,3268,37153,3187,3339,762,133084,5285,41579,3700,4825,1177,22010,2701,12181,2044,2563,1050,91505,4187,14867,1845,49927,3543,21812,2063,4899,1384,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1034228,15943,441462,10019,47471,4120,180853,6474,140344,5551,95565,5306,44779,3032,72794,4482,50152,3406,22642,2301,592766,13093,124607,6287,20345,2020,72283,4720,22772,2569,9207,1447,468159,10899,129820,5439,231573,7835,78623,4536,28143,2722,7727831,26629,5797681,25720,720148,8548,1558410,14816,2692941,21327,2379186,19969,313755,7386,826182,12842,690859,11593,135323,6087,1930150,21530,647669,13101,54420,3179,330097,9195,188199,6998,74953,4003,1282481,16716,161628,6468,638433,12694,359735,10063,122685,5655,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,125440,5804,54496,4049,5314,1026,19341,2426,22648,2702,18079,2321,4569,1101,7193,1359,5995,1256,1198,492,70944,4211,14294,2007,2302,836,8094,1703,3069,1078,829,501,56650,3724,12210,1914,31023,2580,10691,1601,2726,821,1189843,10160,951230,10299,119879,3456,230559,6758,494153,8708,462678,8360,31475,2525,106639,4866,97728,4631,8911,1331,238613,6806,84841,4626,4860,1118,47449,3202,25823,2387,6709,1375,153772,5736,15379,1775,82831,4338,45619,3087,9943,1437,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,107654,5387,33111,2518,5111,1186,12141,1556,11197,1894,8614,1623,2583,766,4662,949,3817,857,845,488,74543,4767,13919,2306,3099,942,8148,1645,2227,951,445,308,60624,4135,13706,2252,33320,2944,10225,1650,3373,1215,779609,9953,617562,9073,74193,2966,141471,5161,306989,7836,284741,7519,22248,2160,94909,4151,87183,4075,7726,1345,162047,5778,50852,3664,2570,718,26427,3003,16584,1958,5271,1137,111195,4977,9232,1430,56342,3240,36121,3333,9500,1511,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,33011,2596,10913,1685,1059,362,3374,1038,3955,922,2756,771,1199,533,2525,847,2206,830,319,209,22098,2414,4059,1012,658,487,2278,758,926,567,197,217,18039,2228,3403,971,10961,1848,2985,822,690,422,199989,4635,154449,4227,29663,2087,33971,2622,69423,3432,63566,3374,5857,1140,21392,2309,19921,2204,1471,653,45540,2613,14098,2038,914,526,7312,1577,5135,1301,737,394,31442,2238,3445,1006,15678,1802,9731,1371,2588,920,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,23296,2514,3772,1083,762,333,1296,568,1319,690,969,612,350,260,395,271,332,219,63,101,19524,2180,2319,764,636,514,1362,554,285,141,36,60,17205,1981,6736,1384,6720,1468,2406,746,1343,626,94568,3205,62472,2907,5617,888,12935,1514,40235,2518,38111,2499,2124,798,3685,929,3188,894,497,320,32096,2789,7177,1416,536,273,3810,1176,2367,718,464,287,24919,2441,2777,798,14063,2172,6657,1022,1422,512,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,771266,15156,317400,11030,52579,4572,113000,5924,111375,5276,83924,4909,27451,2242,40446,3259,30636,2730,9810,1697,453866,10854,94512,4923,19116,2386,54162,3505,14697,2519,6537,1477,359354,9289,91987,4118,197769,7210,52692,3983,16906,1955,3922145,25131,3062703,23908,703600,10504,779790,14968,1301492,16977,1194911,16315,106581,4918,277821,9539,249523,8764,28298,2712,859442,15677,259025,8361,25866,2591,138909,6466,72995,4510,21255,2219,600417,12306,70111,4020,336014,10732,156065,6751,38227,3297,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
