GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,NAME,B25087_001MA,B25087_001EA,B25087_002EA,B25087_002MA,B25087_003EA,B25087_003MA,B25087_004EA,B25087_004MA,B25087_005MA,B25087_005EA,B25087_006MA,B25087_006EA,B25087_007EA,B25087_007MA,B25087_008EA,B25087_008MA,B25087_009MA,B25087_009EA,B25087_010MA,B25087_010EA,B25087_011MA,B25087_011EA,B25087_012MA,B25087_012EA,B25087_013EA,B25087_013MA,B25087_014MA,B25087_014EA,B25087_015MA,B25087_015EA,B25087_016MA,B25087_016EA,B25087_017MA,B25087_017EA,B25087_018EA,B25087_018MA,B25087_019EA,B25087_019MA,B25087_020EA,B25087_020MA,B25087_021MA,B25087_021EA,B25087_022MA,B25087_022EA,B25087_023MA,B25087_023EA,B25087_024MA,B25087_024EA,B25087_025EA,B25087_025MA,B25087_026EA,B25087_026MA,B25087_027MA,B25087_027EA,B25087_028MA,B25087_028EA,B25087_029MA,B25087_029EA,state
0400000US01,1246080,12085,714687,9945,318,238,1976,589,7418,1480,15754,1549,30781,2417,45037,2946,57127,3785,63881,3328,67517,4427,141781,5651,102485,5569,107323,4512,40019,3114,18106,1938,15164,1868,531393,8917,7079,1174,20924,1985,40229,2924,61270,3278,73305,3756,71174,3568,63831,3147,88306,3829,47742,3567,24823,1833,32710,2707,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156006,4250,103179,3869,53,47,145,83,310,152,712,298,1238,421,1185,361,1906,525,2360,687,2494,614,9867,1378,12213,1274,32505,2513,20345,1603,9873,1279,7973,1245,52827,2371,1775,467,1112,276,1748,439,2640,710,3023,647,3049,635,3516,735,6606,972,6985,928,7918,1172,14455,1583,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1484857,11801,956507,11704,825,338,2970,750,7014,905,14531,1641,22787,2121,38290,2893,54092,3479,69506,4462,73722,3837,180083,5210,154654,4800,174566,5813,80280,4132,41455,2722,41732,3031,528350,8875,16787,1769,20700,1894,35859,2498,50261,3354,58650,2776,63102,3600,54890,2990,87341,4515,56974,3778,31703,2251,52083,3088,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,744318,10448,413767,9667,162,163,1206,568,5398,1080,13604,1638,23766,2435,32558,2310,44161,3411,45586,3795,42605,3327,76841,4122,50344,3638,43999,3446,18078,2088,8331,1244,7128,1229,330551,7086,6824,1092,13871,1691,29569,2110,42184,2805,44867,2615,45243,2948,39204,3084,50834,3214,26038,2532,15338,2039,16579,1882,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6855688,27608,4929106,26058,4486,837,9449,1330,16279,1608,27676,2213,44681,2923,56866,3555,82442,4304,95562,4734,121785,4595,390492,8491,484151,9319,1015204,13067,851898,12058,612195,12531,1115940,14282,1926582,16196,36782,3132,45806,3056,70160,3443,106562,4320,136886,5037,144220,4868,148982,6039,282056,6982,236760,6580,178729,6216,539639,9482,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1302533,10820,948014,10751,677,338,2191,606,3915,798,8658,1166,15869,1881,20636,1634,26206,2705,36843,2642,44420,2748,143628,5198,151028,5010,242824,6460,129990,4552,59841,3155,61288,3291,354519,6438,3061,621,6886,1241,15482,1458,23386,1718,35269,2319,40477,2736,41841,2383,68366,2764,43368,2926,29413,2323,46970,2642,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,900039,8072,628902,8526,220,176,382,217,1145,507,2912,719,3403,717,4235,794,5247,975,10078,1345,12755,1775,47208,3302,68925,3682,159769,4710,123921,5331,73928,3320,114774,4729,271137,5712,1280,426,907,449,1627,428,1551,456,2515,740,4323,917,4136,904,13453,1618,23892,2434,32939,2425,184514,4666,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,245808,4425,170546,3729,0,185,132,139,847,365,2037,663,2124,588,4922,1055,5127,847,7927,1155,10222,1515,28701,2565,27597,2337,41639,2679,19824,1850,11018,1245,8429,1300,75262,3429,371,246,1463,479,2245,643,6382,1212,6573,986,7415,1000,7827,1141,13725,1557,8745,1170,7379,1084,13137,1582,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112492,3641,85550,3521,0,198,137,118,106,106,339,217,1060,441,1198,466,1853,644,1129,415,2170,707,5883,1045,7714,1268,15175,1534,15474,1465,10657,1529,22655,2044,26942,2120,463,276,265,155,665,326,1158,499,1094,377,1848,691,1867,567,2619,618,2651,547,2518,569,11794,1561,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693821,26616,2728967,21466,1379,546,7741,1383,18871,1918,33184,2214,66814,3330,102732,4274,143455,5736,161719,7258,178672,6654,464223,10165,407244,10100,536218,10912,279052,8954,137634,5993,190029,6377,1964854,18332,31808,3039,68140,3793,102226,5190,134104,5124,155781,6664,166981,6620,159319,6494,303365,8076,242256,7138,172578,5649,428296,8025,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
