GEO_ID,B21004_001E,B21004_001M,B21004_002E,B21004_002M,B21004_003E,B21004_003M,B21004_004E,B21004_004M,B21004_005E,B21004_005M,B21004_006E,B21004_006M,B21004_007E,B21004_007M,NAME,B21004_001MA,B21004_001EA,B21004_002EA,B21004_002MA,B21004_003MA,B21004_003EA,B21004_004MA,B21004_004EA,B21004_005MA,B21004_005EA,B21004_006EA,B21004_006MA,B21004_007EA,B21004_007MA,state
0400000US01,22595,294,35573,728,36046,741,25787,5125,21655,183,28011,790,18051,289,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33637,1169,51060,2476,52288,3085,41275,10341,31157,862,39652,2508,26024,951,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,26421,239,36161,557,36553,553,30620,2741,25372,263,30727,299,21459,237,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22473,316,31822,1178,32702,1250,23031,2417,21778,272,27478,725,18013,389,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27285,104,41329,425,41746,462,35284,1784,26555,106,31782,122,22169,120,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31223,203,40927,852,41486,970,35966,2788,30500,220,36489,397,25162,345,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,34152,641,41412,1105,41626,1111,37820,5437,33264,665,42142,492,27270,350,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30574,485,41224,1812,41552,2334,40189,5585,29249,770,35488,987,25517,571,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40430,843,49419,3754,47945,4491,68906,16030,40130,1344,44406,1992,34341,2069,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,24646,159,35218,416,35641,421,30256,1720,23382,176,27556,387,20639,144,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,25685,212,37474,830,38689,1005,30272,1960,24586,299,30239,263,20835,225,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31083,342,45518,2034,45941,2058,40122,8069,30097,439,34600,1403,25910,594,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
