GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,C16008_021E,C16008_021M,C16008_022E,C16008_022M,C16008_023E,C16008_023M,NAME,C16008_001EA,C16008_001MA,C16008_002EA,C16008_002MA,C16008_003EA,C16008_003MA,C16008_004MA,C16008_004EA,C16008_005MA,C16008_005EA,C16008_006MA,C16008_006EA,C16008_007MA,C16008_007EA,C16008_008EA,C16008_008MA,C16008_009MA,C16008_009EA,C16008_010MA,C16008_010EA,C16008_011MA,C16008_011EA,C16008_012MA,C16008_012EA,C16008_013EA,C16008_013MA,C16008_014EA,C16008_014MA,C16008_015MA,C16008_015EA,C16008_016MA,C16008_016EA,C16008_017MA,C16008_017EA,C16008_018EA,C16008_018MA,C16008_019EA,C16008_019MA,C16008_020MA,C16008_020EA,C16008_021MA,C16008_021EA,C16008_022MA,C16008_022EA,C16008_023MA,C16008_023EA,state
0400000US01,4558217,2782,4456098,6918,808281,3894,771065,4529,37216,3177,27388,2656,9828,1962,3647817,6080,3547631,7280,100186,6676,72858,5995,27328,3497,102119,6002,9159,1872,2174,1063,6985,1640,4758,1399,2227,883,92960,5388,14862,2562,78098,4602,25229,2683,52869,3910,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,659280,3842,130702,2187,113349,2977,17353,2492,13206,1816,4147,1572,528578,2564,452879,4364,75699,3545,56222,3213,19477,2181,24044,3443,2659,1511,324,296,2335,1526,1160,744,1175,837,21385,2618,3207,913,18178,2415,7838,1896,10340,1650,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,5743216,13951,1148330,4839,849167,8550,299163,8634,255414,8686,43749,3746,4594886,11919,3686661,16922,908225,17525,690575,16182,217650,8570,555605,13881,41078,4147,3184,1095,37894,3944,27147,3372,10747,1825,514527,11970,62096,4129,452431,12153,137515,7155,314916,10498,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,2679199,7071,508731,3378,465822,3824,42909,3588,32993,3455,9916,2101,2170468,6487,2102034,4946,68434,4660,44999,3532,23435,2733,96774,6452,7013,1956,782,637,6231,1848,4991,1596,1240,739,89761,5285,16215,3431,73546,5039,17796,2359,55750,5214,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,30974431,46205,6307291,11591,3692214,25696,2615077,25812,2185792,25870,429285,12564,24667140,42433,16276122,41440,8391018,46789,5557416,44532,2833602,23135,5316377,46499,332596,11480,29894,3404,302702,11085,193647,8990,109055,6051,4983781,42650,363278,10737,4620503,42254,1268277,23852,3352226,35141,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,4703866,11167,892722,3556,724907,7388,167815,6915,138777,7006,29038,3506,3811144,10567,3401843,13410,409301,12028,309994,11197,99307,5949,319942,11573,22365,3273,1497,599,20868,3193,15235,2686,5633,1750,297577,10675,29115,2916,268462,10461,90656,6244,177806,8242,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,3155916,10028,566343,2970,460735,5587,105608,5971,93689,5608,11919,1808,2589573,8570,2164355,11432,425218,10089,290227,8719,134991,6842,251899,9884,19671,2834,4595,1006,15076,2593,10031,2419,5045,1362,232228,8541,35578,3622,196650,9003,71878,5223,124772,7185,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,838908,4186,144520,1233,125759,1763,18761,2054,15502,2163,3259,959,694388,3741,633343,5124,61045,4148,44736,3818,16309,2501,40696,4180,3312,925,616,621,2696,829,1372,684,1324,577,37384,3751,5832,1659,31552,3528,13522,2672,18030,2398,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,560887,4180,68037,1301,56868,1795,11169,1881,9946,1788,1223,675,492850,3783,438623,4695,54227,4156,42930,3752,11297,2023,55243,4179,4230,1301,1238,736,2992,1120,1418,704,1574,876,51013,3783,9491,1975,41522,3561,19158,2738,22364,3084,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,16995894,29785,2834103,9456,2126719,15466,707384,16139,612447,15102,94937,5598,14161791,26746,11095969,30460,3065822,26830,2005508,25329,1060314,20189,1819831,29335,142348,8114,15225,3060,127123,7465,84334,5933,42789,4516,1677483,26741,256102,10000,1421381,25954,421295,14186,1000086,21513,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9442904,3708,8863907,16975,1795361,6371,1549070,9588,246291,8870,204270,8992,42021,4406,7068546,14383,6540856,15017,527690,13577,378062,11967,149628,7530,578997,16124,41621,4972,4995,1593,36626,4734,24717,3740,11909,2977,537376,13914,64219,6670,473157,12357,155545,8334,317612,9638,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1328554,275,1222033,7455,206461,2646,173769,4056,32692,3337,21159,2497,11533,2364,1015572,6154,807874,8462,207698,7547,115708,5220,91990,5042,106521,7455,10886,2572,1512,648,9374,2391,4538,1843,4836,1287,95635,6087,10934,1690,84701,6221,23543,2800,61158,5491,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1522757,1716,1460763,6137,312333,2690,280757,3664,31576,3415,26950,3576,4626,1315,1148430,5329,1075818,5888,72612,4681,53183,4036,19429,2759,61994,6229,7225,2322,343,292,6882,2222,3395,1058,3487,2151,54769,5021,8398,1824,46371,4555,11098,2010,35273,4320,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
