GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001MA,B25115_001EA,B25115_002MA,B25115_002EA,B25115_003EA,B25115_003MA,B25115_004EA,B25115_004MA,B25115_005EA,B25115_005MA,B25115_006EA,B25115_006MA,B25115_007MA,B25115_007EA,B25115_008EA,B25115_008MA,B25115_009EA,B25115_009MA,B25115_010EA,B25115_010MA,B25115_011MA,B25115_011EA,B25115_012MA,B25115_012EA,B25115_013MA,B25115_013EA,B25115_014EA,B25115_014MA,B25115_015EA,B25115_015MA,B25115_016EA,B25115_016MA,B25115_017MA,B25115_017EA,B25115_018MA,B25115_018EA,B25115_019EA,B25115_019MA,B25115_020EA,B25115_020MA,B25115_021MA,B25115_021EA,B25115_022MA,B25115_022EA,B25115_023MA,B25115_023EA,B25115_024MA,B25115_024EA,B25115_025EA,B25115_025MA,B25115_026EA,B25115_026MA,B25115_027MA,B25115_027EA,state
0400000US01,1841217,10615,1246080,12085,906401,11928,725354,11682,228343,6996,497011,9002,181047,6882,46516,3224,15509,2101,31007,2660,134531,5647,45689,3251,88842,3856,339679,7332,595137,11423,326114,8791,144672,5929,77796,4513,66876,3955,181442,5593,31089,2864,15632,2150,15457,1953,150353,4861,103279,4659,47074,3636,269023,7819,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,156006,4250,112914,3601,91185,3375,37257,2456,53928,2528,21729,2230,8285,1416,4673,1088,3612,774,13444,1515,6671,994,6773,910,43092,2957,93653,4082,52101,3606,32843,3045,19113,2241,13730,1814,19258,2289,6381,1115,3946,907,2435,671,12877,1883,9802,1679,3075,920,41552,3081,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1484857,11801,1056172,11784,861246,11387,274553,7107,586693,9575,194926,6452,62940,4045,24978,2822,37962,2795,131986,5077,46727,3244,85259,4147,428685,9317,943886,14175,523309,11075,280049,9202,155029,6979,125020,5590,243260,7556,71180,4445,39580,3593,31600,3049,172080,6141,117646,5673,54434,3048,420577,10648,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,744318,10448,544614,9110,443210,8848,143862,5814,299348,7194,101404,4683,32268,2960,15126,1987,17142,2053,69136,3909,27069,2561,42067,2699,199704,7277,386970,9803,207598,7556,103318,5288,54029,3520,49289,4063,104280,5567,21284,2958,12448,2218,8836,1695,82996,4323,58285,3847,24711,2330,179372,8079,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,6855688,27608,5183694,26176,4194618,23342,1606071,17351,2588547,17677,989076,16421,325992,8961,113600,5534,212392,6882,663084,12253,194284,8010,468800,8702,1671994,16705,5902960,28154,3578365,23428,2044525,19805,1158692,16942,885833,12295,1533840,19084,446284,11182,229329,7997,216955,8337,1087556,16178,684243,13937,403313,10372,2324595,21014,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1302533,10820,952567,9883,799735,9601,307056,6386,492679,7822,152832,5074,52286,3167,26343,2475,25943,2148,100546,4486,43519,3426,57027,3756,349966,7170,737059,11315,362716,8780,205991,7435,115562,5744,90429,4788,156725,6023,46849,3856,28640,2797,18209,2425,109876,5172,79485,4714,30391,2657,374343,7384,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,900039,8072,659444,8604,546107,7983,204854,5891,341253,6130,113337,4961,36776,3322,13486,2258,23290,2354,76561,3787,29575,2699,46986,2570,240595,7283,455778,8159,227819,7271,104566,5801,52498,4027,52068,3797,123253,5435,27995,3036,15091,1899,12904,2125,95258,4764,63517,3804,31741,2881,227959,5725,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,245808,4425,178246,3825,138565,3669,42445,2425,96120,3174,39681,2677,13439,2021,5048,1257,8391,1414,26242,2153,9357,1405,16885,1633,67562,3549,103935,3908,54754,3516,26797,2684,13960,2184,12837,1791,27957,2597,4718,1101,2439,683,2279,990,23239,2415,16489,2160,6750,1273,49181,3206,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,112492,3641,58907,2498,42595,2462,15552,1604,27043,1998,16312,1872,3135,895,1007,642,2128,590,13177,1601,3469,935,9708,1338,53585,3425,164886,4965,58957,3166,23649,1915,8994,1295,14655,1523,35308,2724,6361,1207,2601,792,3760,896,28947,2346,17463,2222,11484,1497,105929,4347,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,4693821,26616,3227954,23750,2599900,22719,710974,12695,1888926,18092,628054,14122,181996,7163,65816,4262,116180,5167,446058,10606,151369,6887,294689,7426,1465867,16738,2634225,22450,1465457,19079,780203,14735,386603,9978,393600,10485,685254,14584,171541,8231,89609,6270,81932,5468,513713,11346,342975,9689,170738,6289,1168768,18216,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
