GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001EA,B17017_001MA,B17017_002EA,B17017_002MA,B17017_003MA,B17017_003EA,B17017_004MA,B17017_004EA,B17017_005MA,B17017_005EA,B17017_006MA,B17017_006EA,B17017_007EA,B17017_007MA,B17017_008EA,B17017_008MA,B17017_009MA,B17017_009EA,B17017_010MA,B17017_010EA,B17017_011MA,B17017_011EA,B17017_012EA,B17017_012MA,B17017_013EA,B17017_013MA,B17017_014MA,B17017_014EA,B17017_015MA,B17017_015EA,B17017_016EA,B17017_016MA,B17017_017EA,B17017_017MA,B17017_018EA,B17017_018MA,B17017_019EA,B17017_019MA,B17017_020MA,B17017_020EA,B17017_021EA,B17017_021MA,B17017_022EA,B17017_022MA,B17017_023EA,B17017_023MA,B17017_024EA,B17017_024MA,B17017_025MA,B17017_025EA,B17017_026MA,B17017_026EA,B17017_027MA,B17017_027EA,B17017_028EA,B17017_028MA,B17017_029EA,B17017_029MA,B17017_030EA,B17017_030MA,B17017_031MA,B17017_031EA,B17017_032MA,B17017_032EA,B17017_033EA,B17017_033MA,B17017_034EA,B17017_034MA,B17017_035EA,B17017_035MA,B17017_036EA,B17017_036MA,B17017_037MA,B17017_037EA,B17017_038MA,B17017_038EA,B17017_039EA,B17017_039MA,B17017_040EA,B17017_040MA,B17017_041EA,B17017_041MA,B17017_042MA,B17017_042EA,B17017_043MA,B17017_043EA,B17017_044MA,B17017_044EA,B17017_045MA,B17017_045EA,B17017_046MA,B17017_046EA,B17017_047MA,B17017_047EA,B17017_048MA,B17017_048EA,B17017_049MA,B17017_049EA,B17017_050MA,B17017_050EA,B17017_051EA,B17017_051MA,B17017_052EA,B17017_052MA,B17017_053MA,B17017_053EA,B17017_054MA,B17017_054EA,B17017_055MA,B17017_055EA,B17017_056EA,B17017_056MA,B17017_057EA,B17017_057MA,B17017_058MA,B17017_058EA,B17017_059MA,B17017_059EA,state
0400000US01,1841217,10615,342688,8132,184841,6662,56254,3359,2459,806,23920,2495,20297,1958,9578,1233,128587,5238,16420,2394,1453,646,7849,1640,5716,1305,1402,612,112167,5073,10035,1677,67065,4574,28349,2823,6718,1172,157847,5937,63821,4055,8176,1362,16085,2300,26118,2412,13442,1468,94026,4162,10582,1616,13246,2649,37936,2824,32262,2370,1498529,11721,1047674,12321,813772,12248,11459,1560,255194,7124,353348,7562,193771,3501,233902,7177,61185,3606,3447,1081,23334,2712,23545,2135,10859,1512,172717,5819,5152,1375,62439,4201,64718,4028,40408,2254,450855,9161,212323,6254,11215,1951,68308,4794,81260,3538,51540,3002,238532,6212,10112,1757,40705,3090,75027,3633,112688,3940,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,22543,2153,12999,1612,4885,1020,251,326,2282,763,1940,581,412,194,8114,1333,2317,642,224,180,1451,555,577,233,65,59,5797,1159,1181,573,3479,881,1026,336,111,71,9544,1450,5319,1079,961,506,1005,342,2770,681,583,396,4225,868,587,285,632,308,2105,677,901,339,227116,3393,152016,3662,119143,3424,5166,1283,43356,2741,53051,2255,17570,1220,32873,3004,12349,1870,600,317,5598,1104,4626,975,1525,618,20524,2120,1455,617,8444,1352,7574,1228,3051,747,75100,3586,43111,2559,4418,1203,14536,1905,16579,1501,7578,1150,31989,2409,1494,620,7953,1236,13342,1441,9200,1109,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,388790,9041,209001,6363,88335,4279,3683,1005,41534,3411,28177,2735,14941,1527,120666,5231,25890,2940,3165,1171,12739,2092,7911,1512,2075,689,94776,4191,9720,1715,54326,3886,24815,2329,5915,926,179789,6661,79696,4808,14928,2163,18934,2174,32684,2467,13150,1779,100093,4473,14986,2088,17671,2259,35482,2750,31954,2340,2039953,11749,1370480,13405,1052960,12543,13004,1983,336061,7968,412396,8070,291499,5113,317520,9464,108230,5859,8054,1469,49197,3907,38164,3535,12815,1831,209290,7098,8593,1497,78527,4760,82240,4419,39930,2608,669473,13045,331458,9861,19257,2331,110464,5171,116397,5475,85340,4507,338015,7965,17314,2116,67499,3957,103209,4994,149993,5083,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,203043,5833,104138,4501,38327,2962,2219,654,17106,2314,13553,1538,5449,1017,65811,3452,9891,1758,1083,533,4673,1185,3833,1022,302,195,55920,2988,7239,1289,33352,2657,11809,1462,3520,838,98905,4088,41204,3238,8199,1452,8224,1699,17389,2001,7392,1394,57701,3352,7659,1360,8176,1507,20910,1990,20956,2274,928245,8689,648074,9714,508201,9423,10315,1510,163175,5161,208846,5522,125865,3333,139873,5594,43661,3786,2997,1055,20608,2595,14161,1754,5895,922,96212,4644,3448,1156,40076,3017,32782,2091,19906,1934,280171,9129,142316,6329,8332,1763,48339,4500,51979,3750,33666,2453,137855,6272,6354,1425,19998,2448,44652,3657,66851,3269,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,1870898,17050,1067419,13044,452770,11184,10958,1697,224268,8235,160073,6256,57471,3418,614649,11962,125277,5404,15679,1959,62733,4153,37167,2926,9698,1313,489372,11197,36556,3333,287085,9245,134746,5326,30985,2105,803479,13080,339930,9796,50908,3703,89421,4505,134493,5992,65108,4023,463549,9182,57214,3971,76538,4992,156573,5872,173224,5736,10887750,23860,7694640,28159,5786373,25282,47967,3194,1992229,15793,2588707,15617,1157470,10805,1908267,22054,646999,13474,35374,3250,279191,8808,253819,7914,78615,4020,1261268,16448,32045,2989,443708,11752,540772,11634,244743,6541,3193110,22877,1552229,15509,54969,3789,599270,10391,548555,9994,349435,7394,1640881,17574,56167,4097,399316,8628,521799,10600,663599,10006,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,233808,7164,105560,4841,42865,3138,1933,598,21424,2453,13456,1837,6052,1165,62695,4689,11365,2198,1840,853,5566,1602,3483,928,476,284,51330,4066,6319,1615,31412,3247,11248,1730,2351,701,128248,5232,58302,4012,13045,1742,16235,2208,20322,2182,8700,1201,69946,3360,13352,1478,13070,1860,24525,2525,18999,2114,1805784,9697,1209723,10079,962861,10575,13969,1744,353462,7685,405445,5664,189985,3721,246862,6362,87770,4684,4128,1143,38950,3156,34221,3605,10471,1321,159092,5547,7072,1426,64409,4145,64335,4028,23276,2090,596061,8873,297678,6939,20177,2012,118101,4490,106097,4320,53303,2917,298383,6856,17488,2216,75753,3977,100126,3957,105016,3589,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,143172,6598,66949,4874,19680,2501,358,356,7831,1454,7428,1508,4063,901,47269,4219,8008,1771,632,337,4179,1132,2987,1091,210,181,39261,3896,2957,948,23531,2834,10857,1696,1916,667,76223,3789,28992,2320,3928,1043,6066,1449,12466,1682,6532,1126,47231,3123,3811,929,7582,1343,17599,1813,18239,2107,1212645,8413,820314,9845,630993,9055,2456,771,182590,5027,305755,5395,140192,3325,189321,5974,56763,3609,2381,823,19474,2402,26029,2396,8879,1514,132558,5089,2728,761,49661,3228,59455,3671,20714,1760,392331,7942,174115,6108,5156,1112,55967,3899,72327,3702,40665,2308,218216,5921,7050,1368,40215,3314,72703,3734,98248,3845,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,40220,3155,19733,2314,5763,1205,45,60,2678,926,1894,549,1146,476,13970,2088,2502,749,166,220,1391,587,852,574,93,145,11468,1892,1063,440,6380,1396,3302,979,723,305,20487,2310,8487,1327,1634,689,1659,652,3197,790,1997,660,12000,1684,1403,471,1989,773,4609,1114,3999,1030,309523,4476,213267,4508,159599,4060,815,341,45582,2510,70651,2575,42551,1608,53668,2749,15655,1986,396,331,6185,1326,7136,1351,1938,655,38013,2417,619,373,14567,1745,15749,1718,7078,988,96256,4420,44410,3810,1257,491,14957,2480,16437,2228,11759,1346,51846,3099,1889,702,10934,1702,17930,1798,21093,1566,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,46941,3755,16707,2102,2292,700,0,198,1346,673,579,317,367,198,14415,1910,1704,674,141,175,940,530,623,503,0,198,12711,1772,721,447,7292,1595,3844,809,854,370,30234,2782,11440,1903,1886,592,2868,867,4961,1313,1725,583,18794,1968,2504,646,5346,1351,5789,1244,5155,862,230437,3871,101157,3173,63952,3106,204,194,30875,2165,21644,1921,11229,1070,37205,2778,7792,1463,404,261,2576,918,3464,886,1348,460,29413,2463,866,524,10963,1650,11010,1502,6574,846,129280,3956,59068,2778,2034,640,30449,2229,18286,1783,8299,1141,70212,3077,2904,821,34837,2595,17559,1963,14912,1171,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,1118984,21286,563761,13976,221565,8739,3743,986,85500,4931,80828,5509,51494,3253,342196,9105,60354,4673,6098,1268,27769,3610,20705,2649,5782,1148,281842,7975,24288,2600,164941,6345,70789,4664,21824,2434,555223,13992,226427,8714,28590,2992,48277,3964,98013,5721,51547,3899,328796,9953,33350,3305,45153,3484,117543,5355,132750,5544,6209062,26508,4129650,24086,3158538,24036,21023,2224,850387,13556,1320857,16138,966271,8773,971112,16358,293183,8421,14057,1937,118204,6538,117499,5126,43423,3157,677929,12957,17999,2263,248154,8985,272451,8451,139325,5555,2079412,20638,965321,14799,36943,3318,301383,9992,343016,9033,283979,6620,1114091,13901,34730,3120,199148,6740,352870,8337,527343,9742,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
