GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001MA,B18101G_001EA,B18101G_002MA,B18101G_002EA,B18101G_003EA,B18101G_003MA,B18101G_004EA,B18101G_004MA,B18101G_005EA,B18101G_005MA,B18101G_006MA,B18101G_006EA,B18101G_007MA,B18101G_007EA,B18101G_008EA,B18101G_008MA,B18101G_009EA,B18101G_009MA,B18101G_010EA,B18101G_010MA,state
0400000US25,207760,11478,91894,6870,3798,973,88096,6547,107933,6658,15227,2095,92706,6537,7933,1537,3800,1075,4133,1023,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,252605,10764,126475,7555,9793,1731,116682,7203,114329,5465,20903,2006,93426,4705,11801,1355,5939,846,5862,993,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,140647,6623,78550,5194,6185,1465,72365,4708,58593,3457,8195,1229,50398,3278,3504,808,1649,495,1855,578,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37019,4412,20913,3490,1576,663,19337,3273,14359,2422,3730,997,10629,1958,1747,671,896,467,851,504,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,147112,7751,70973,4833,4953,1525,66020,4512,68767,4751,14333,2034,54434,4337,7372,1232,3420,776,3952,843,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21664,2382,10475,1563,396,238,10079,1526,10042,1516,2317,878,7725,1378,1147,362,312,181,835,336,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42832,4198,23674,2854,1429,649,22245,2759,18010,2294,2571,733,15439,2182,1148,454,582,321,566,306,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,123465,7129,58516,4665,1576,569,56940,4541,59239,4636,7394,1412,51845,4223,5710,1048,2355,669,3355,861,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26421,3165,12411,1969,392,262,12019,1945,13190,1823,3276,919,9914,1602,820,309,302,230,518,246,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204324,10133,93057,6502,3792,1044,89265,6186,100489,5904,11167,1737,89322,5563,10778,1782,4637,1102,6141,1267,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62372,5101,25300,3147,1152,674,24148,3040,32866,3091,4685,1089,28181,2775,4206,951,2201,672,2005,602,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,564909,19206,239997,10637,9993,1883,230004,10461,292032,12755,34131,2887,257901,12163,32880,2796,13241,1814,19639,2356,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,228188,11238,122343,7977,8879,1757,113464,7597,97808,5938,14852,2194,82956,5500,8037,1459,3164,619,4873,1311,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16582,2942,8763,1704,249,326,8514,1612,7415,1778,553,305,6862,1724,404,295,242,271,162,112,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,292272,10148,154994,7245,10148,1789,144846,7046,126753,6020,22007,2193,104746,5694,10525,1403,5305,1167,5220,894,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,291387,9043,126133,5246,7288,1172,118845,5007,146057,5248,20956,1698,125101,5005,19197,1510,10025,1128,9172,1070,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,175549,7086,76298,4490,3983,1143,72315,4225,90088,4858,17176,2440,72912,4488,9163,1252,4711,979,4452,903,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,283745,12746,144771,7788,11152,2124,133619,7705,126545,6636,21573,2307,104972,6138,12429,1853,5704,1271,6725,1420,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26656,3957,10733,2415,287,213,10446,2373,13680,2407,2720,900,10960,2074,2243,791,787,367,1456,593,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,98858,8250,55625,5838,3442,1174,52183,5713,38555,4122,6626,1613,31929,3488,4678,1016,1988,541,2690,914,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23258,2886,11392,1925,560,394,10832,1933,10891,1706,1202,548,9689,1577,975,399,535,286,440,270,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,134858,7938,64669,5475,4224,1033,60445,5500,62247,4125,11252,1589,50995,3874,7942,1231,4453,964,3489,802,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,650049,19175,308230,11968,13026,2190,295204,11894,308455,11516,40708,3740,267747,10850,33364,3199,15366,2102,17998,2175,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,77359,6653,45066,4482,2423,808,42643,4267,30407,3380,3830,959,26577,3174,1886,741,947,609,939,413,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12648,2162,4886,986,311,276,4575,963,6095,1316,1642,569,4453,1124,1667,746,998,543,669,345,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,267414,11250,135325,7544,5170,1020,130155,7273,122284,6559,12323,1677,109961,6563,9805,1493,3970,1018,5835,1057,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,376515,11529,177344,6927,9667,2052,167677,6641,187074,6930,26325,2742,160749,6675,12097,1308,6011,992,6086,1186,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,30078,3174,16923,2340,573,305,16350,2328,11404,1698,2286,725,9118,1444,1751,513,725,367,1026,358,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,117176,6513,63068,3969,3668,1043,59400,4077,50210,3697,8078,1281,42132,3210,3898,814,1582,520,2316,631,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12644,2267,4765,1419,283,260,4482,1335,7033,1691,2166,1150,4867,1378,846,470,443,349,403,317,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,223068,10209,54945,4563,6493,1495,48452,4191,140609,6460,28101,3083,112508,5744,27514,2376,17410,1909,10104,1338,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
