GEO_ID,B12505_001E,B12505_001M,B12505_002E,B12505_002M,B12505_003E,B12505_003M,B12505_004E,B12505_004M,B12505_005E,B12505_005M,B12505_006E,B12505_006M,B12505_007E,B12505_007M,B12505_008E,B12505_008M,B12505_009E,B12505_009M,B12505_010E,B12505_010M,B12505_011E,B12505_011M,B12505_012E,B12505_012M,B12505_013E,B12505_013M,NAME,B12505_001EA,B12505_001MA,B12505_002EA,B12505_002MA,B12505_003EA,B12505_003MA,B12505_004MA,B12505_004EA,B12505_005MA,B12505_005EA,B12505_006MA,B12505_006EA,B12505_007MA,B12505_007EA,B12505_008EA,B12505_008MA,B12505_009MA,B12505_009EA,B12505_010MA,B12505_010EA,B12505_011MA,B12505_011EA,B12505_012EA,B12505_012MA,B12505_013EA,B12505_013MA,state
0400000US01,3931966,3565,1878536,4030,621776,9121,1256760,8852,859490,10359,289417,7161,107853,4393,2053430,3383,566426,9085,1487004,9191,1029160,12052,336333,8078,121511,5905,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,579778,1194,305440,1713,117205,4109,188235,4021,136624,4223,40581,2215,11030,1334,274338,1697,83733,3142,190605,2860,133026,3527,43802,2802,13777,1613,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5381925,2298,2655529,2772,986840,12574,1668689,12213,1198993,15171,356759,7836,112937,4890,2726396,1795,810874,11697,1915522,11739,1375689,12453,408274,8711,131559,5758,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2381476,2931,1157713,3880,367542,7265,790171,7179,511082,8556,188563,5691,90526,4550,1223763,3540,305010,6538,918753,5755,596930,9163,216984,7296,104839,4431,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31206124,3092,15387827,3823,6217072,25440,9170755,24946,7346349,27535,1490174,18491,334232,7962,15818297,3340,5280301,26401,10537996,26605,8445674,26229,1708385,16575,383937,8056,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4309301,2682,2153568,3483,760603,10349,1392965,9162,1043063,10037,280636,6878,69266,3182,2155733,2503,601891,9295,1553842,8897,1152664,10933,319438,8063,81740,4119,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2967896,1050,1433554,1802,539976,7792,893578,7659,714395,8125,154838,6205,24345,2136,1534342,1569,485371,6290,1048971,6429,851633,8729,171556,6558,25782,2404,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,765491,834,366631,834,132545,3166,234086,3213,169216,4957,52335,2802,12535,1775,398860,760,123172,3801,275688,3678,205801,4889,56733,3474,13154,1418,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559363,238,262074,505,150865,3712,111209,3764,90987,3874,17542,2016,2680,700,297289,534,165425,3553,131864,3613,110276,3507,18405,2042,3183,706,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16544829,3434,8013533,5072,2819903,23429,5193630,23038,3626972,26485,1188820,16889,377838,9457,8531296,4298,2409539,17158,6121757,17967,4356282,21992,1365603,14238,399872,10129,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
