GEO_ID,C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,NAME,C27017_001MA,C27017_001EA,C27017_002MA,C27017_002EA,C27017_003EA,C27017_003MA,C27017_004EA,C27017_004MA,C27017_005EA,C27017_005MA,C27017_006MA,C27017_006EA,C27017_007MA,C27017_007EA,C27017_008EA,C27017_008MA,C27017_009EA,C27017_009MA,C27017_010EA,C27017_010MA,C27017_011MA,C27017_011EA,C27017_012MA,C27017_012EA,C27017_013MA,C27017_013EA,C27017_014EA,C27017_014MA,C27017_015EA,C27017_015MA,C27017_016EA,C27017_016MA,C27017_017MA,C27017_017EA,C27017_018MA,C27017_018EA,C27017_019EA,C27017_019MA,C27017_020EA,C27017_020MA,C27017_021EA,C27017_021MA,C27017_022MA,C27017_022EA,C27017_023MA,C27017_023EA,C27017_024EA,C27017_024MA,C27017_025EA,C27017_025MA,C27017_026EA,C27017_026MA,C27017_027EA,C27017_027MA,C27017_028MA,C27017_028EA,C27017_029MA,C27017_029EA,C27017_030EA,C27017_030MA,C27017_031EA,C27017_031MA,C27017_032EA,C27017_032MA,C27017_033EA,C27017_033MA,C27017_034EA,C27017_034MA,C27017_035EA,C27017_035MA,C27017_036EA,C27017_036MA,C27017_037EA,C27017_037MA,C27017_038EA,C27017_038MA,C27017_039MA,C27017_039EA,C27017_040MA,C27017_040EA,C27017_041EA,C27017_041MA,state
0400000US01,4716397,3470,1309309,29019,417231,13101,75317,6960,341914,13757,741218,18023,250443,10100,490775,16112,150860,5008,63460,3478,87400,4328,598005,22947,140591,9808,73233,7545,67358,5340,346339,13505,210344,9560,135995,7856,111075,5781,62276,4334,48799,3542,1447788,27352,309897,11897,240683,11215,69214,6399,891238,18800,711416,17704,179822,10154,246653,6021,166509,5277,80144,4198,1361295,22171,224818,8323,211409,8301,13409,2266,919896,16693,858368,16676,61528,4424,216581,6513,174359,5882,42222,3413,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706055,1836,121088,8227,40601,4786,6921,2029,33680,4500,72624,4849,19418,2283,53206,4138,7863,1431,1745,484,6118,1361,63733,5291,20728,2832,9295,1807,11433,2109,36010,3122,17098,2265,18912,2608,6995,1153,2212,601,4783,956,198045,9509,60041,4908,40314,3875,19727,2863,120425,6050,78707,5032,41718,3492,17579,1758,9436,1241,8143,1327,323189,8283,61128,3956,53023,3681,8105,1613,225480,5821,198227,6077,27253,2622,36581,2015,27673,1879,8908,1616,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6560899,3999,1732396,30783,578685,14240,105365,9570,473320,14572,973394,20275,258792,10102,714602,17858,180317,6048,65075,3978,115242,4897,812811,23830,225440,11626,113852,9229,111588,7439,453333,14650,226766,9380,226567,10377,134038,5012,63160,3469,70878,4190,2011632,32338,455425,13509,359329,13280,96096,6969,1189708,21813,875032,16987,314676,11378,366499,8205,209433,7105,157066,5940,2004060,26576,332228,9915,308682,10105,23546,3782,1294680,18043,1172516,16504,122164,7554,377152,8026,256753,7644,120399,5636,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2879848,1971,809982,20264,256697,8771,31027,4213,225670,8691,457601,13877,145184,7872,312417,11039,95684,4232,38238,2649,57446,3260,421184,16183,113513,6595,43247,5764,70266,4874,234970,10416,126844,7593,108126,7841,72701,4494,36677,3043,36024,2897,918453,20683,203184,8789,140271,7198,62913,5509,561435,15590,427383,13933,134052,7620,153834,5519,102970,4489,50864,3461,730229,19772,122317,7460,112815,7164,9502,1769,481801,13307,439857,12841,41944,4100,126111,6092,93280,5094,32831,3245,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37984821,9218,9233726,71281,2951919,36636,525368,16948,2426551,35231,5373824,41366,1512502,25546,3861322,38021,907983,14515,248858,7792,659125,11905,4482095,61247,1196137,26252,484173,18442,711964,17993,2712418,37969,1270415,24808,1442003,25300,573540,13013,210825,7640,362715,10654,10305061,79569,2342476,33909,1644378,26767,698098,19111,6557979,49341,4585125,42455,1972854,31864,1404606,18387,719572,12354,685034,13428,13963939,78086,2524017,26501,2353558,24543,170459,8346,9428236,53243,8553412,44957,874824,19537,2011686,19927,1353810,17872,657876,12505,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5217407,2951,965760,25400,299437,11546,60953,5786,238484,11040,574710,14766,210585,9557,364125,11513,91613,4349,39500,3585,52113,3374,548005,18974,155157,9775,67785,5700,87372,7346,320477,11215,171449,8277,149028,8599,72371,4280,37219,2759,35152,2910,1566410,26474,376106,12006,273796,10494,102310,7036,977500,17509,725597,14567,251903,11168,212804,7184,128211,5693,84593,4415,2137232,28027,400039,11257,375596,10802,24443,2914,1449701,18653,1336789,18377,112912,6259,287492,5953,207349,6018,80143,3802,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480470,2173,536298,16159,162663,7882,23852,3338,138811,7885,306584,9671,79283,5751,227301,7532,67051,3852,26841,2243,40210,3028,312465,15443,80370,7010,24667,3765,55703,5791,174179,9842,71164,5422,103015,7734,57916,3381,29543,2027,28373,3230,856471,22025,184801,8362,139151,8020,45650,4167,514191,14590,379669,12510,134522,8484,157479,5525,97218,4331,60261,4256,1775236,21238,336586,8752,314296,7937,22290,4065,1187571,15003,1097713,13940,89858,7548,251079,4805,186740,4882,64339,3504,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907185,1427,160070,9578,49831,5577,10174,2678,39657,5112,90521,5233,30546,3254,59975,4645,19718,2240,10082,1574,9636,1703,89340,8548,26147,4149,11344,2586,14803,3053,47546,4857,23413,2947,24133,3233,15647,1813,9733,1552,5914,1197,279020,10803,60862,4643,47043,4526,13819,2529,166427,7173,126866,6580,39561,3718,51731,3788,37020,2905,14711,2144,378755,12440,63534,4383,58549,4351,4985,1359,252591,8901,229220,8608,23371,3445,62630,3471,49851,3177,12779,1951,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,622480,737,145968,8432,38487,4038,5501,1856,32986,3871,92116,5464,30526,2864,61590,4846,15365,1736,6186,1242,9179,1428,50496,5637,11394,2437,3184,1489,8210,1906,32105,4005,14055,2255,18050,3537,6997,1263,4138,995,2859,893,131311,8743,22064,3351,11022,2325,11042,2363,94586,6220,63364,4893,31222,3904,14661,1845,10885,1597,3776,921,294705,9023,41178,3366,38920,3099,2258,1126,218570,6685,201035,5893,17535,2730,34957,2124,28834,2099,6123,1175,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19434036,6973,4816271,59706,1390011,27880,222239,12892,1167772,27014,2732494,36127,825958,21884,1906536,30477,693766,13936,221522,8987,472244,12126,2562638,43466,597026,18031,233943,13585,363083,16094,1463868,30425,719256,16932,744612,24573,501744,12887,205186,7897,296558,10777,6143201,71291,1142091,24949,783024,20495,359067,14769,3756841,47558,2617687,37331,1139154,27199,1244269,18014,663743,13456,580526,13958,5911926,63826,857183,22381,769581,21031,87602,7615,3771023,41573,3353848,37085,417175,15831,1283720,15871,848306,15006,435414,12693,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
