GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025E,B08406_025M,B08406_026E,B08406_026M,B08406_027E,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,B08406_049E,B08406_049M,B08406_050E,B08406_050M,B08406_051E,B08406_051M,NAME,B08406_001MA,B08406_001EA,B08406_002EA,B08406_002MA,B08406_003EA,B08406_003MA,B08406_004MA,B08406_004EA,B08406_005EA,B08406_005MA,B08406_006EA,B08406_006MA,B08406_007MA,B08406_007EA,B08406_008EA,B08406_008MA,B08406_009MA,B08406_009EA,B08406_010EA,B08406_010MA,B08406_011EA,B08406_011MA,B08406_012MA,B08406_012EA,B08406_013EA,B08406_013MA,B08406_014EA,B08406_014MA,B08406_015MA,B08406_015EA,B08406_016EA,B08406_016MA,B08406_017MA,B08406_017EA,B08406_018EA,B08406_018MA,B08406_019EA,B08406_019MA,B08406_020MA,B08406_020EA,B08406_021EA,B08406_021MA,B08406_022MA,B08406_022EA,B08406_023EA,B08406_023MA,B08406_024EA,B08406_024MA,B08406_025EA,B08406_025MA,B08406_026MA,B08406_026EA,B08406_027EA,B08406_027MA,B08406_028EA,B08406_028MA,B08406_029MA,B08406_029EA,B08406_030MA,B08406_030EA,B08406_031EA,B08406_031MA,B08406_032EA,B08406_032MA,B08406_033EA,B08406_033MA,B08406_034MA,B08406_034EA,B08406_035MA,B08406_035EA,B08406_036EA,B08406_036MA,B08406_037EA,B08406_037MA,B08406_038EA,B08406_038MA,B08406_039EA,B08406_039MA,B08406_040MA,B08406_040EA,B08406_041MA,B08406_041EA,B08406_042EA,B08406_042MA,B08406_043EA,B08406_043MA,B08406_044EA,B08406_044MA,B08406_045MA,B08406_045EA,B08406_046MA,B08406_046EA,B08406_047EA,B08406_047MA,B08406_048MA,B08406_048EA,B08406_049EA,B08406_049MA,B08406_050EA,B08406_050MA,B08406_051MA,B08406_051EA,state
0400000US01,1960728,14412,1852211,14647,1681753,15904,170458,8413,134329,7068,21851,3056,14278,2469,7454,1743,6572,1593,0,187,69,108,130,158,683,667,3343,1278,22253,2718,18234,2319,57233,3661,1031300,10592,971355,10573,879729,10957,91626,5022,72468,4497,11866,2127,7292,1514,3022,1080,2268,920,0,187,69,108,130,158,555,631,2301,1043,12334,1976,12092,1720,30196,2603,929428,10098,880856,10064,802024,11229,78832,5246,61861,4336,9985,1922,6986,1543,4432,1202,4304,1169,0,187,0,187,0,187,128,156,1042,683,9919,1756,6142,1439,27037,2022,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,294334,6340,250684,6214,43650,3232,32798,3009,6342,1042,4510,967,5178,1224,4906,1202,0,187,59,74,0,187,213,146,3330,894,29491,2206,19876,1956,13915,1891,208431,3961,163884,4296,141449,4146,22435,2117,16558,1896,2959,733,2918,835,3456,1049,3350,1046,0,187,2,4,0,187,104,103,2370,751,17679,1437,14832,1651,6210,1273,157693,3953,130450,4132,109235,4171,21215,2223,16240,2072,3383,689,1592,497,1722,703,1556,696,0,187,57,74,0,187,109,100,960,493,11812,1641,5044,933,7705,1391,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,2452102,20724,2158777,17865,293325,9205,224448,8573,42141,4073,26736,2616,56512,4964,52524,4762,1756,764,568,285,1399,832,265,241,30735,3178,55428,4255,47526,4713,161653,6371,1509018,11784,1310815,12800,1152016,11170,158799,6977,118241,5900,23590,3303,16968,2175,30581,3402,27650,3265,1350,673,410,234,966,598,205,219,22420,2891,30626,3013,33115,4182,81461,4475,1294938,13927,1141287,13819,1006761,12231,134526,6296,106207,5569,18551,2039,9768,1604,25931,3136,24874,3002,406,350,158,187,433,581,60,99,8315,1336,24802,2735,14411,2136,80192,4368,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,1162339,13872,1028051,13906,134288,6948,103073,6540,19926,2605,11289,1804,4138,1186,3859,1130,0,187,197,329,10,19,72,104,2850,977,21931,2424,12323,1942,41375,3177,666334,9848,619608,10340,547854,10015,71754,4371,55553,4128,9725,1869,6476,1413,2286,769,2099,739,0,187,112,191,10,19,65,103,2655,945,12008,1735,8577,1601,21200,2289,578622,9017,542731,9467,480197,9401,62534,4346,47520,3965,10201,1951,4813,1100,1852,720,1760,699,0,187,85,147,0,187,7,15,195,177,9923,1744,3746,878,20175,2275,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,14496215,48686,12684561,45443,1811654,28148,1353233,24505,266520,8672,191901,8780,913139,15806,612527,13130,21870,2595,198548,6728,69305,4390,10889,1718,200088,8055,466979,12148,248452,9086,930975,16361,9433506,26495,7946860,32695,6952205,31347,994655,18849,732545,15621,146730,6207,115380,6333,465974,10968,299523,8944,12039,1808,106536,4553,41180,3360,6696,1324,147817,7261,248026,9085,162082,6916,462747,9942,7822342,30566,6549355,33634,5732356,31140,816999,14989,620688,13347,119790,5150,76521,5290,447165,10884,313004,9256,9831,1638,92012,4309,28125,2689,4193,1231,52271,4018,218953,7018,86370,4450,468228,10386,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,2275831,14470,2019345,15439,256486,9969,193209,8320,36917,3596,26360,3677,88323,4484,72256,4142,1384,600,10411,1686,3947,942,325,253,35728,3076,70858,4677,23915,2712,174353,6876,1446210,9821,1231593,11181,1083928,10704,147665,6639,108916,5245,21376,3282,17373,2985,49365,3321,40157,3075,881,473,5456,1066,2629,799,242,209,23404,2613,41098,3369,16498,2217,84252,4295,1222798,9186,1044238,10154,935417,11493,108821,5565,84293,4993,15541,1768,8987,1523,38958,2925,32099,2700,503,387,4955,1279,1318,545,83,97,12324,1409,29760,2750,7417,1478,90101,5188,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,1531574,14175,1387627,14015,143947,7901,114314,6598,16410,2427,13223,2258,61369,3884,44795,3562,52,83,1475,649,14754,2062,293,273,5565,1069,55140,3918,15833,2488,81594,4474,907405,9165,793152,9460,715319,9192,77833,5542,60233,4366,9165,1980,8435,1731,27553,3141,19217,2732,0,187,946,522,7351,1426,39,64,3754,1025,31406,3113,10181,1834,41359,3043,843670,8706,738422,8833,672308,8856,66114,4464,54081,3801,7245,1469,4788,1147,33816,2840,25578,2374,52,83,529,390,7403,1550,254,252,1811,641,23734,2500,5652,1163,40235,2929,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,394075,8619,359027,8816,35048,3682,27036,3480,5434,1791,2578,832,10085,1800,9317,1692,0,187,101,132,667,397,0,187,1029,479,9247,1842,3743,1107,19287,2306,221128,5617,199241,5846,182113,5766,17128,2456,12589,2034,3259,1483,1280,533,4877,1312,4546,1258,0,187,76,127,255,199,0,187,898,471,4324,1144,2594,1065,9194,1457,216338,5293,194834,5550,176914,5343,17920,2278,14447,2113,2175,905,1298,526,5208,1274,4771,1177,0,187,25,42,412,344,0,187,131,136,4923,1291,1149,408,10093,1466,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,420432,11016,348856,9573,71576,4636,45993,3447,17268,1994,8315,1375,311082,9176,92077,5069,946,498,194480,7117,23328,2387,251,276,16439,1917,46271,3258,10259,1492,17012,2053,428191,8855,232723,6752,194178,6317,38545,3024,22894,2079,10599,1609,5052,1064,147572,6460,40115,3119,305,273,93760,5315,13141,1618,251,276,10519,1414,22910,2532,6123,1169,8344,1456,393304,8550,187709,7043,154678,6537,33031,2941,23099,2534,6669,1198,3263,777,163510,6319,51962,3547,641,427,100720,5002,10187,1616,0,187,5920,1046,23361,2296,4136,915,8668,1517,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,7633263,34462,6852662,34711,780601,18054,599933,15296,103956,7118,76712,6120,177546,7809,165794,8021,300,218,6963,1603,4075,1067,414,242,64250,5364,123018,5694,121549,7954,465861,12632,4501607,23519,3971057,24462,3562451,25274,408606,11410,304259,9313,54360,4904,49987,5145,84157,5637,78375,5776,0,187,3048,876,2412,823,322,245,49579,4414,68132,4249,84294,6524,244388,9733,4083880,20416,3662206,22232,3290211,22426,371995,10391,295674,9525,49596,3810,26725,2422,93389,5375,87419,5578,300,218,3915,1111,1663,606,92,90,14671,2368,54886,4170,37255,3926,221473,7630,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
