GEO_ID,B07408_001E,B07408_001M,B07408_002E,B07408_002M,B07408_003E,B07408_003M,B07408_004E,B07408_004M,B07408_005E,B07408_005M,B07408_006E,B07408_006M,B07408_007E,B07408_007M,B07408_008E,B07408_008M,B07408_009E,B07408_009M,B07408_010E,B07408_010M,B07408_011E,B07408_011M,B07408_012E,B07408_012M,B07408_013E,B07408_013M,B07408_014E,B07408_014M,B07408_015E,B07408_015M,B07408_016E,B07408_016M,B07408_017E,B07408_017M,B07408_018E,B07408_018M,B07408_019E,B07408_019M,B07408_020E,B07408_020M,B07408_021E,B07408_021M,B07408_022E,B07408_022M,B07408_023E,B07408_023M,B07408_024E,B07408_024M,B07408_025E,B07408_025M,B07408_026E,B07408_026M,B07408_027E,B07408_027M,B07408_028E,B07408_028M,B07408_029E,B07408_029M,B07408_030E,B07408_030M,NAME,B07408_001EA,B07408_001MA,B07408_002MA,B07408_002EA,B07408_003EA,B07408_003MA,B07408_004EA,B07408_004MA,B07408_005EA,B07408_005MA,B07408_006EA,B07408_006MA,B07408_007MA,B07408_007EA,B07408_008EA,B07408_008MA,B07408_009EA,B07408_009MA,B07408_010EA,B07408_010MA,B07408_011EA,B07408_011MA,B07408_012MA,B07408_012EA,B07408_013MA,B07408_013EA,B07408_014EA,B07408_014MA,B07408_015EA,B07408_015MA,B07408_016EA,B07408_016MA,B07408_017MA,B07408_017EA,B07408_018MA,B07408_018EA,B07408_019EA,B07408_019MA,B07408_020EA,B07408_020MA,B07408_021EA,B07408_021MA,B07408_022MA,B07408_022EA,B07408_023MA,B07408_023EA,B07408_024MA,B07408_024EA,B07408_025EA,B07408_025MA,B07408_026EA,B07408_026MA,B07408_027EA,B07408_027MA,B07408_028MA,B07408_028EA,B07408_029MA,B07408_029EA,B07408_030MA,B07408_030EA,state
0400000US01,3924158,11401,1183899,16444,1871354,22800,488845,11106,99906,5335,280154,7250,3371431,17208,933804,14532,1698241,21783,410574,10278,74704,4706,254108,7353,330058,12092,146765,8714,100641,7112,49699,3985,16716,2389,16237,1808,129052,8034,62105,5317,36770,4585,17997,2353,5974,1448,6206,1305,93617,7286,41225,3919,35702,4754,10575,1752,2512,747,3603,1002,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,621377,7617,221382,7443,293377,8677,71727,4108,12783,1768,22108,2001,466074,5731,148429,4960,234800,6767,55501,3311,8071,1430,19273,2109,63692,5252,30567,3669,23211,3165,7171,1544,1565,585,1178,487,15035,2383,7291,1443,5214,1475,1534,406,490,295,506,366,76576,7567,35095,4485,30152,4541,7521,1705,2657,1054,1151,526,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5302477,14081,1774237,20081,2476711,26818,652699,14900,97722,6069,301108,8278,4411248,21468,1359417,19852,2174231,27334,538142,13326,70620,5015,268838,7332,619652,17155,286314,11231,207376,8684,83128,6556,21441,2755,21393,2475,101406,8237,54683,5645,29501,3838,11693,1746,1999,749,3530,1067,170171,9455,73823,4989,65603,5541,19736,2854,3662,1156,7347,1275,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2365292,8381,669205,10896,1168948,16168,307050,9260,58520,4210,161569,6013,2019198,14014,522023,10749,1054449,15295,254503,7891,41241,3766,146982,5724,207221,9798,85532,5984,71058,5497,30926,4179,11143,1933,8562,1483,87250,5460,40033,3474,26633,3297,13581,2026,3654,899,3349,748,51623,4732,21617,2631,16808,2547,8040,1566,2482,804,2676,883,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31006074,21474,11414310,41000,14317570,53950,3010802,29050,693184,15154,1570208,16996,26765172,40923,9342356,44270,12869182,50811,2565343,26025,552808,12332,1435483,17566,2819369,38163,1345364,25056,985772,20550,298129,11120,101928,6028,88176,5039,918778,21119,486774,14079,274501,10777,98825,6560,27359,2926,31319,2930,502755,16565,239816,8584,188115,10798,48505,3674,11089,1909,15230,1828,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4238042,13963,1319809,16529,2142858,19385,523212,13195,68448,4556,183715,6213,3467774,20150,960581,16642,1878504,18301,417270,10341,47793,3785,163626,5951,400328,11564,185595,7624,133751,6188,58268,4390,11633,1904,11081,1716,227007,10056,114542,5804,69487,4867,31569,3491,6587,1164,4822,895,142933,8132,59091,4478,61116,5923,16105,2301,2435,727,4186,1327,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2960295,7701,1023022,12092,1402399,18863,330036,11513,35253,2892,169585,5284,2600817,11297,836969,13402,1297942,17075,283947,11164,27067,2659,154892,4852,219687,9398,106625,6565,64319,5477,31668,2900,6322,1338,10753,1737,55010,4336,32328,3380,12937,2238,6686,1334,1193,538,1866,582,84781,5646,47100,3841,27201,3250,7735,1765,671,414,2074,659,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,756940,4539,252874,6136,354098,7954,92133,4541,11668,1795,46167,2633,671334,5754,207568,6081,330615,7786,81241,4247,9406,1754,42504,2438,54611,4536,29076,2985,14986,2367,6870,1250,1701,616,1978,655,7973,1321,4194,912,1488,718,1776,751,193,164,322,203,23022,2895,12036,2288,7009,1571,2246,922,368,328,1363,677,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,549284,6198,302486,7768,158264,7360,50132,2956,13270,1925,25132,2320,437520,6300,229866,7237,131378,5898,43631,2706,10510,1597,22135,2094,57703,4177,38882,3490,11608,1964,3603,1067,1882,660,1728,596,0,187,0,187,0,187,0,187,0,187,0,187,54061,5012,33738,3751,15278,2508,2898,955,878,529,1269,688,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16282966,26260,5157406,35222,7434973,48602,2129120,24807,393373,12167,1168094,16317,13920864,37691,4110341,35107,6660527,45043,1790838,21123,303866,10889,1055292,15772,1466704,29362,641214,16905,480040,17129,215301,8796,60182,4652,69967,4494,525788,14323,261647,9155,152411,9347,72448,5472,18654,2752,20628,2682,369610,14724,144204,6465,141995,10516,50533,4234,10671,1843,22207,2507,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
