GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001MA,B16010_001EA,B16010_002EA,B16010_002MA,B16010_003EA,B16010_003MA,B16010_004EA,B16010_004MA,B16010_005MA,B16010_005EA,B16010_006EA,B16010_006MA,B16010_007MA,B16010_007EA,B16010_008EA,B16010_008MA,B16010_009EA,B16010_009MA,B16010_010MA,B16010_010EA,B16010_011MA,B16010_011EA,B16010_012MA,B16010_012EA,B16010_013EA,B16010_013MA,B16010_014EA,B16010_014MA,B16010_015EA,B16010_015MA,B16010_016MA,B16010_016EA,B16010_017EA,B16010_017MA,B16010_018MA,B16010_018EA,B16010_019EA,B16010_019MA,B16010_020EA,B16010_020MA,B16010_021MA,B16010_021EA,B16010_022MA,B16010_022EA,B16010_023MA,B16010_023EA,B16010_024MA,B16010_024EA,B16010_025MA,B16010_025EA,B16010_026MA,B16010_026EA,B16010_027MA,B16010_027EA,B16010_028EA,B16010_028MA,B16010_029MA,B16010_029EA,B16010_030EA,B16010_030MA,B16010_031MA,B16010_031EA,B16010_032MA,B16010_032EA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035MA,B16010_035EA,B16010_036MA,B16010_036EA,B16010_037MA,B16010_037EA,B16010_038MA,B16010_038EA,B16010_039EA,B16010_039MA,B16010_040MA,B16010_040EA,B16010_041EA,B16010_041MA,B16010_042MA,B16010_042EA,B16010_043MA,B16010_043EA,B16010_044MA,B16010_044EA,B16010_045MA,B16010_045EA,B16010_046MA,B16010_046EA,B16010_047MA,B16010_047EA,B16010_048EA,B16010_048MA,B16010_049MA,B16010_049EA,B16010_050EA,B16010_050MA,B16010_051MA,B16010_051EA,B16010_052EA,B16010_052MA,B16010_053EA,B16010_053MA,state
0400000US01,3256766,4841,497759,11947,173345,7568,146459,7554,22944,2750,872,544,2414,947,656,467,324414,8216,307362,7859,12712,1638,1007,471,2226,898,1107,558,1028665,14574,543501,12321,523965,11618,12863,2167,2003,781,4002,1600,668,430,485164,8924,474063,8934,6645,1409,2594,647,1466,593,396,383,965935,15581,625365,12985,604412,12756,12966,1988,3727,1127,3023,884,1237,590,340570,8236,330973,8225,5061,1149,2589,662,1123,535,824,761,764407,13255,555230,9948,521156,10154,13082,1892,9719,1653,9210,1709,2063,819,209177,7276,196932,7081,4260,1767,4469,1031,3011,845,505,298,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,465149,2124,33253,2288,14535,1489,7823,1228,2023,836,647,421,2497,673,1545,304,18718,2159,11407,1609,743,255,795,607,2305,870,3468,549,131987,4272,88680,3793,72666,3471,2477,868,996,634,6251,1130,6290,773,43307,2715,35185,2670,983,466,1550,659,1522,552,4067,608,169645,5326,124669,5090,107795,4869,5020,1084,2211,720,5344,1163,4299,825,44976,2740,38404,2264,2128,1000,979,470,1333,574,2132,560,130264,5047,102179,4542,89227,4345,2264,768,3479,899,5764,1219,1445,653,28085,2340,25297,2278,766,414,522,311,1062,471,438,208,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4436226,2926,618786,13770,288534,8419,89786,5483,181663,6962,2763,914,7327,1386,6995,1099,330252,8599,147302,5921,148218,5181,7651,1236,7578,1577,19503,1732,1079812,18279,575594,13743,396010,10588,142898,6717,9077,1888,9436,1980,18173,1987,504218,9715,391120,8976,78618,5032,9053,1785,8388,1693,17039,1659,1515336,18138,943263,15198,754128,14098,137815,5766,15194,1893,13777,1926,22349,2247,572073,11353,489197,10534,52716,3489,11858,1600,6888,1448,11414,1927,1222292,14027,828576,11289,680713,10916,74595,5787,31769,3179,30590,2674,10909,1648,393716,8298,342040,7740,23593,2505,13910,1945,10391,1141,3782,912,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1968414,4284,288737,8848,116270,5933,84121,4973,29678,3193,726,467,1745,1044,0,190,172467,5881,157474,5469,11578,1996,1290,539,1655,766,470,543,686786,11214,364420,7385,344873,7381,14788,2115,1158,524,3312,1092,289,250,322366,8631,312119,8454,7029,1584,1431,611,1723,799,64,130,571933,10876,367555,9828,353434,9910,9012,1647,1981,822,2902,987,226,196,204378,6479,198445,6227,2813,822,1109,490,1260,587,751,517,420958,10645,308412,9816,291441,9543,6201,1254,4363,1025,5787,1260,620,377,112546,5241,107270,5085,1283,552,1622,612,2314,807,57,106,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25654292,5461,4593525,27862,2407201,24980,392700,11173,1800901,23360,37652,3730,162239,6543,13709,2807,2186324,20550,627349,15014,1173297,14345,94750,6024,262923,8699,28005,3570,5360853,34131,3229555,28732,1624110,24274,1206418,17097,106771,6628,266604,7863,25652,3485,2131298,22587,1359941,18372,442706,9972,106186,5961,203389,8457,19076,2794,7563244,37367,5042809,28786,3281355,26994,1102606,15924,176286,7715,436945,10939,45617,4203,2520435,25356,1849954,21610,327677,9979,105263,5091,214990,7773,22551,2698,8136670,41097,6045297,35039,3937859,27442,583646,13464,479210,15545,960039,16421,84543,5259,2091373,18366,1413346,16443,130416,5599,170219,6763,346480,8863,30912,3357,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3584463,3721,338882,9077,187492,6652,74790,4262,99615,5782,2690,1043,6888,1413,3509,1148,151390,6333,81752,4256,56845,4396,4205,900,6497,1132,2091,801,783816,15298,472246,12342,382598,11102,68159,5195,8085,1622,8207,1416,5197,1587,311570,8579,265185,7979,30816,2849,8477,1547,4817,991,2275,752,1087553,13086,757694,12843,672070,12168,51136,3843,15307,2128,10812,1676,8369,1731,329859,8118,297169,7542,19912,2127,6631,1088,3970,1080,2177,838,1374212,13755,1040789,12481,935682,12291,38620,2830,35274,3207,23294,2224,7919,1317,333423,6671,296963,6346,11471,1800,13966,1747,8171,1748,2852,1034,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2471818,1977,245167,8750,109196,6135,46966,3473,44096,4198,11654,1862,5730,1428,750,430,135971,5944,73002,4078,36924,3213,22009,2672,2927,934,1109,537,680274,12735,421994,10481,318559,9133,62400,4452,31286,3627,6360,1600,3389,1161,258280,7605,213398,6654,20701,2343,20087,2563,3017,865,1077,375,606263,11277,433323,10308,351308,9235,44624,3675,28426,3426,4259,1038,4706,1394,172940,4838,145397,4858,13131,2008,10004,1496,2548,850,1860,773,940114,11310,722587,11099,599586,10469,34543,3503,53793,3828,29931,2943,4734,1630,217527,4878,180189,4737,7674,1429,18022,2202,8833,1453,2809,1177,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,640343,870,70667,4750,32893,3445,21969,2877,9467,1652,297,267,1160,766,0,185,37774,2494,31739,2527,3842,765,1274,530,831,399,88,95,199747,5887,115511,4886,104665,4827,8335,1385,1180,512,662,385,669,534,84236,3706,80571,3613,1782,618,1275,502,487,306,121,204,174048,6037,117390,5154,105926,4679,6264,1278,2442,841,1192,549,1566,844,56658,3123,51845,2933,1542,602,1354,586,1168,490,749,666,195881,6561,144435,5680,121404,5404,5665,1419,7605,1349,6420,1245,3341,1858,51446,3128,42984,2675,787,518,3259,989,3644,1106,772,610,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,463211,347,45454,3525,23274,2794,11596,1911,9699,1770,365,320,1014,635,600,491,22180,2203,18856,2089,2114,962,201,181,612,363,397,292,84213,4483,47368,3678,40227,3151,3452,1027,725,419,652,390,2312,1153,36845,2979,33244,3023,2203,847,726,439,180,210,492,324,78872,4446,52477,3403,44053,3120,3291,1193,2180,948,757,433,2196,869,26395,2838,23764,2709,1260,478,636,364,300,239,435,281,254672,4652,212072,4887,175919,4736,12667,2004,15196,2438,4748,975,3542,1014,42600,2883,33954,2489,3461,920,3285,1235,1304,634,596,453,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14041196,6948,1795693,22052,766542,16623,352808,10353,325090,11499,63118,5744,20129,2747,5397,1412,1029151,16501,607132,13905,321557,10290,72150,5463,22431,3093,5881,1704,4151300,31641,2255730,25584,1546784,19267,549514,16063,122732,7154,27752,3102,8948,1676,1895570,22390,1505046,20238,280555,10219,81560,5662,20061,2986,8348,1860,4263699,31292,2713937,28059,1959969,24049,572971,11611,134039,7676,32569,3714,14389,2622,1549762,19640,1269459,16846,193555,8730,58161,4131,19778,2956,8809,2092,3830504,29450,2578785,25582,1847342,19923,488270,13343,150611,8480,69587,3847,22975,2728,1251719,18409,1004558,14556,145084,6872,67941,4584,25793,2790,8343,1598,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
