GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002EA,C25055_002MA,C25055_003EA,C25055_003MA,C25055_004MA,C25055_004EA,C25055_005MA,C25055_005EA,state
0400000US01,530308,11404,398181,10312,68340,4308,37592,2929,26195,2531,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,86129,3986,68294,3766,11705,1605,3515,885,2615,633,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,895086,13169,675454,12296,109010,5310,61277,3468,49345,2578,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,347792,9114,266997,7561,40792,2812,22101,2170,17902,2101,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5712348,27687,4256316,27107,741142,13052,399189,8936,315701,7294,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,711281,11345,554035,10755,78937,3906,40332,2869,37977,2682,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,433692,8097,298829,7609,61575,3385,33664,3061,39624,2662,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,99114,4182,74084,3700,12052,1647,7483,1178,5495,1008,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,158505,4953,120413,4428,20840,1966,10212,1210,7040,1168,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2511244,21750,1825541,19399,323597,8045,204065,6805,158041,5898,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1275945,14933,988336,12967,153342,5392,81352,3343,52915,3489,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,182357,4536,131424,3637,25052,2206,14324,1729,11557,1484,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,174830,6119,133550,5071,19791,2331,10899,1738,10590,1774,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1570617,14104,1154708,11420,202958,6055,112964,5046,99987,3952,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,740424,10019,554787,9752,93147,4081,45841,2479,46649,2656,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,337656,6737,248900,6102,35955,2533,21854,1895,30947,2349,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,346498,6360,258820,5758,40474,2838,19747,1876,27457,2001,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,522715,8668,388263,7779,70346,4186,36115,2774,27991,2255,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,542758,10138,414702,8647,70766,4424,35223,2291,22067,1894,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,147151,5279,100391,4426,21390,1957,11830,1451,13540,1520,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,708445,10071,512040,9703,95062,4167,53204,3173,48139,3228,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,946155,11977,652479,9384,132812,5287,81754,3664,79110,4005,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1074897,11015,763062,10818,150042,4656,80579,4120,81214,3797,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,574927,9160,413788,8743,66024,3400,36435,2368,58680,2681,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,308348,7620,235641,7522,39005,2633,21044,2157,12658,1636,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,728385,11747,530595,10182,98054,4657,51206,3271,48530,2544,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,125986,4883,92681,4302,15834,1825,8040,1268,9431,1269,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,237572,4623,176597,3908,26502,1980,13752,1262,20721,1563,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,458628,7518,334403,6576,64561,3446,39684,2351,19980,1986,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,148462,4919,103429,4108,21224,2176,12452,1831,11357,1555,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1134410,10180,789771,9657,158697,4684,98776,4587,87166,3828,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,232567,6237,172880,5040,29469,2674,18880,2071,11338,1489,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3295207,19960,2208945,18766,493924,9726,316006,6933,276332,6790,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1263576,14829,961782,12761,153367,5698,86280,4385,62147,3714,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,103504,4002,77336,3894,10890,1491,4911,723,10367,1212,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1505811,15057,1080239,14395,210983,5894,111255,4460,103334,3945,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,463054,7950,356897,6610,55254,2447,26654,1630,24249,1757,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,579111,8891,420044,7361,71539,4238,45697,3408,41831,2576,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1447547,16552,987176,14037,193369,6575,123194,4849,143808,4943,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,161842,4933,109313,4215,24037,2288,13227,1881,15265,1846,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,533071,10497,406855,10058,67199,4068,35369,3013,23648,2151,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,98674,3126,69846,2960,11515,1345,6813,1114,10500,1210,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,784077,11559,591640,9907,102092,4384,51444,2658,38901,2923,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3415493,27323,2718953,24513,368427,9315,186797,6527,141316,5790,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,269856,5852,219197,5734,26083,2276,12359,1549,12217,1657,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,72338,2892,49949,2783,9092,1017,6275,957,7022,896,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1013959,13928,773237,12402,124554,5028,61610,3882,54558,3211,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,983803,12880,739433,11008,115798,5123,65995,3802,62577,2845,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,171833,5956,122590,5054,26125,2305,12792,1598,10326,1431,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,737907,9615,528479,8208,92594,3831,51124,3219,65710,3268,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,69460,3444,55148,3150,7188,1465,3986,885,3138,808,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,244514,7110,177215,6392,30339,2193,23045,2231,13915,1630,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
