GEO_ID,B18107_001E,B18107_001M,B18107_002E,B18107_002M,B18107_003E,B18107_003M,B18107_004E,B18107_004M,B18107_005E,B18107_005M,B18107_006E,B18107_006M,B18107_007E,B18107_007M,B18107_008E,B18107_008M,B18107_009E,B18107_009M,B18107_010E,B18107_010M,B18107_011E,B18107_011M,B18107_012E,B18107_012M,B18107_013E,B18107_013M,B18107_014E,B18107_014M,B18107_015E,B18107_015M,B18107_016E,B18107_016M,B18107_017E,B18107_017M,B18107_018E,B18107_018M,B18107_019E,B18107_019M,B18107_020E,B18107_020M,B18107_021E,B18107_021M,B18107_022E,B18107_022M,B18107_023E,B18107_023M,B18107_024E,B18107_024M,B18107_025E,B18107_025M,B18107_026E,B18107_026M,B18107_027E,B18107_027M,NAME,B18107_001MA,B18107_001EA,B18107_002EA,B18107_002MA,B18107_003MA,B18107_003EA,B18107_004EA,B18107_004MA,B18107_005MA,B18107_005EA,B18107_006MA,B18107_006EA,B18107_007EA,B18107_007MA,B18107_008MA,B18107_008EA,B18107_009EA,B18107_009MA,B18107_010MA,B18107_010EA,B18107_011MA,B18107_011EA,B18107_012MA,B18107_012EA,B18107_013MA,B18107_013EA,B18107_014EA,B18107_014MA,B18107_015EA,B18107_015MA,B18107_016MA,B18107_016EA,B18107_017MA,B18107_017EA,B18107_018EA,B18107_018MA,B18107_019MA,B18107_019EA,B18107_020EA,B18107_020MA,B18107_021MA,B18107_021EA,B18107_022MA,B18107_022EA,B18107_023EA,B18107_023MA,B18107_024MA,B18107_024EA,B18107_025EA,B18107_025MA,B18107_026EA,B18107_026MA,B18107_027MA,B18107_027EA,state
0400000US01,3660536,3104,1724861,3310,520633,3594,18320,2252,502313,4031,887148,4096,50881,3461,836267,5084,198963,1759,18956,1950,180007,2585,118117,1636,25342,1984,92775,2393,1935675,3098,551451,3422,13835,2268,537616,4173,976135,3696,69381,3898,906754,5515,231300,1755,25382,1998,205918,2592,176789,2021,64491,2991,112298,3406,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,525296,1652,268933,1911,94823,2162,1020,466,93803,2243,140210,1905,5475,1058,134735,1979,24071,848,1238,525,22833,969,9829,792,1614,371,8215,837,256363,1253,86859,1466,1366,593,85493,1438,134386,1542,5373,1124,129013,1927,21957,744,2192,668,19765,941,13161,879,4992,1028,8169,979,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5002498,2411,2424939,2881,761656,2640,17935,2165,743721,3474,1176343,3182,47650,3756,1128693,5085,290746,1306,18120,1926,272626,2355,196194,1182,33698,3036,162496,3249,2577559,2238,755288,1879,14018,2129,741270,2820,1251205,2296,63918,4272,1187287,4527,327287,1219,25435,2320,301852,2526,243779,1187,65242,3210,178537,3127,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2210565,2640,1063021,3164,325208,3624,11195,1695,314013,4247,536117,3683,28903,2841,507214,4657,123712,1295,12541,1459,111171,1829,77984,1147,14514,1496,63470,1763,1147544,2634,329765,2837,10478,1945,319287,3386,571145,2820,42904,3092,528241,4198,140624,1388,15733,1686,124891,2040,106010,1618,35177,2285,70833,2388,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29162324,5744,14207503,7604,4805492,6395,105659,5809,4699833,7821,7232569,5728,250364,8991,6982205,10893,1306922,2480,93094,4120,1213828,4410,862520,2250,194604,5143,667916,5627,14954821,4669,4696302,4166,81494,6185,4614808,7689,7530146,4107,310473,8891,7219673,9867,1505240,2282,150907,5392,1354333,5851,1223133,3000,422433,7810,800700,8006,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4020590,3165,1982111,3612,649516,3636,15508,2265,634008,4177,1029262,2976,32015,3419,997247,4708,194508,1262,9367,1386,185141,1828,108825,1411,18468,1777,90357,1778,2038479,2712,630324,2421,10983,1954,619341,3273,1047208,2604,38311,2971,1008897,4002,211970,1323,14248,1638,197722,2110,148977,1527,39724,2622,109253,2712,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2767261,1349,1324422,2212,385468,1873,8181,1507,377287,2252,706010,1860,21333,2325,684677,2984,139843,1204,8445,1215,131398,1676,93101,1077,15675,1857,77426,2023,1442839,2030,384994,1957,8587,1610,376407,2571,757264,1673,28363,2728,728901,3160,160164,1044,13049,1658,147115,1920,140417,1349,38921,2169,101496,2584,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,717516,830,339592,1093,101552,1153,2663,1213,98889,1612,170607,1166,7529,1368,163078,1790,42168,722,2148,707,40020,881,25265,592,4266,812,20999,832,377924,855,105727,566,1947,659,103780,872,189904,554,9617,1534,180287,1528,48575,574,3829,807,44746,1054,33718,629,7383,1114,26335,1231,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,533132,509,245651,984,102924,741,1576,681,101348,969,113648,830,4321,997,109327,1095,17491,595,1591,608,15900,868,11588,605,2671,681,8917,831,287481,1016,123186,582,2093,780,121093,907,121394,555,4839,1011,116555,1086,23506,374,3001,708,20505,717,19395,786,6607,855,12788,877,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15537207,4034,7424855,5153,2085989,5704,57569,4950,2028420,6427,3661605,6860,154390,6790,3507215,9072,961376,3422,55245,4290,906131,4540,715885,3430,120580,6209,595305,6575,8112352,4921,2102623,4777,40384,4222,2062239,6333,3963491,5399,190830,7101,3772661,8659,1104083,2558,79970,5125,1024113,5815,942155,3022,259030,8216,683125,8573,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
