GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001EA,C15002G_001MA,C15002G_002MA,C15002G_002EA,C15002G_003EA,C15002G_003MA,C15002G_004EA,C15002G_004MA,C15002G_005EA,C15002G_005MA,C15002G_006EA,C15002G_006MA,C15002G_007MA,C15002G_007EA,C15002G_008MA,C15002G_008EA,C15002G_009MA,C15002G_009EA,C15002G_010EA,C15002G_010MA,C15002G_011EA,C15002G_011MA,state
0400000US13,77628,5577,36096,3475,5431,1452,7591,1639,10741,1697,12333,1826,41532,3614,3839,901,8342,1732,14349,2012,15002,2013,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,168135,6914,85717,3930,5572,1076,34665,2824,26503,2290,18977,1852,82418,4158,4926,1154,26154,2398,31773,2806,19565,2046,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,16466,2090,8607,1500,1843,712,2435,833,3325,933,1004,509,7859,1352,1057,458,2137,746,2697,697,1968,730,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,106988,5242,50116,3389,6462,1102,13185,1611,14826,1787,15643,2118,56872,3360,5244,1101,9620,1324,21141,2209,20867,2238,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,47245,3426,22057,2174,3907,1061,6638,1310,7522,1386,3990,936,25188,2399,3750,1089,5109,1181,9224,1384,7105,1306,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17814,2063,8545,1255,1044,431,2328,768,2663,843,2510,870,9269,1338,500,269,2280,687,4110,890,2379,700,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,38460,3124,20637,2231,2333,853,4845,872,7992,1189,5467,1176,17823,1810,2297,770,4484,1014,6838,1230,4204,772,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,29407,2663,14389,1443,2362,803,3556,939,5220,1114,3251,830,15018,1982,2147,759,2548,744,6656,1247,3667,872,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,32167,3380,16810,2725,3713,1218,4598,1143,5377,1296,3122,1088,15357,2062,2466,989,3519,865,5463,1001,3909,980,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12531,1163,6211,947,600,303,2304,593,1740,554,1567,594,6320,824,1221,512,1942,439,2213,708,944,408,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,71984,4271,33331,2850,3149,916,6837,1634,9719,1659,13626,1850,38653,2837,3577,774,6520,1202,12817,2153,15739,1692,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,91341,5971,45893,4026,11695,2099,11923,2323,9678,1431,12597,1887,45448,3433,8598,1604,10915,1846,10931,1881,15004,1928,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,94989,5204,44612,3336,7729,1293,12970,2017,14388,1522,9525,1186,50377,3334,6567,1412,10696,1456,20671,2069,12443,1489,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47111,3109,22862,2076,2471,792,5471,954,7426,1169,7494,1304,24249,2059,1782,612,4079,815,10270,1135,8118,1334,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,12536,1871,6189,1290,792,485,1609,703,1843,639,1945,935,6347,1363,806,373,1596,682,2576,862,1369,576,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,60784,3941,27418,2618,5470,1145,8670,1572,7621,1627,5657,1106,33366,2637,4960,1191,6843,1126,12227,1848,9336,1703,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8980,1489,3439,981,201,212,951,546,1707,635,580,281,5541,1211,639,331,1878,773,1800,613,1224,539,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15090,2018,7190,1104,1222,485,1427,427,2619,752,1922,600,7900,1338,890,451,1962,599,2943,769,2105,684,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,55052,4639,27523,2673,2804,915,7483,1353,10895,1634,6341,1160,27529,3081,2625,974,6960,1667,10849,1716,7095,1437,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11207,1666,5432,1259,855,507,1941,811,1335,559,1301,469,5775,1008,498,439,1253,542,1996,667,2028,603,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,87284,5154,40967,3274,5834,1170,9966,1653,12013,1963,13154,1892,46317,3435,6017,1342,10799,1640,13137,1707,16364,2079,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,29311,2596,13931,1615,2665,833,3684,812,4609,980,2973,824,15380,1728,1470,520,3470,1013,5953,1307,4487,905,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,260822,11984,121917,7617,22475,2760,34426,3937,30958,3012,34058,3315,138905,6405,29108,3468,26560,2154,39207,3195,44030,3342,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,81736,4825,37399,3530,6698,1123,7564,1626,13457,1896,9680,1671,44337,2746,5096,1115,7757,1375,16175,1882,15309,1824,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6714,1692,2937,925,230,200,696,396,1178,582,833,475,3777,1218,318,385,701,520,1674,960,1084,578,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,102704,4919,49133,3280,6761,1185,14656,1881,17259,2274,10457,1510,53571,3124,7291,1355,12334,1802,21266,2365,12680,1679,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,135433,4240,64512,2603,10539,1461,22832,1836,17882,1731,13259,1405,70921,2905,7921,1149,21604,1702,24569,1737,16827,1727,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,79410,3879,38859,2802,5694,1594,10069,1710,15727,1898,7369,1133,40551,2670,4570,1089,8376,1316,16086,2103,11519,1645,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,107705,6566,50743,4373,10131,2259,14507,2192,13934,1905,12171,1828,56962,3749,8504,1675,14631,2149,17549,2111,16278,2062,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,12685,2088,6647,1283,1359,574,1658,587,1781,754,1849,835,6038,1236,1303,588,1410,617,1368,556,1957,661,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,33710,3427,16476,2304,2853,732,3723,1012,5401,1384,4499,1112,17234,2272,1467,517,3599,991,7379,1611,4789,1111,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8467,1379,3564,699,269,192,1174,464,1738,481,383,257,4903,955,474,259,906,371,2315,696,1208,550,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,54559,3899,26688,2756,4409,1162,7725,1516,9009,1445,5545,1042,27871,2693,4906,1257,6966,1293,9225,1399,6774,1551,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,276773,9791,134226,7471,18809,2534,30728,3327,47037,3986,37652,3111,142547,5922,20260,2508,29737,2655,50626,3682,41924,3457,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23103,2882,12743,1926,1460,575,2541,780,4546,1240,4196,1021,10360,1567,1277,733,1709,592,3813,839,3561,897,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6755,1450,3334,952,948,529,836,399,858,508,692,353,3421,852,359,276,1121,655,1044,361,897,410,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,103811,5903,52811,3801,6799,1433,9834,1666,16418,2246,19760,2469,51000,3255,4119,930,7632,1542,16848,2096,22401,2324,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,153899,6713,75922,4156,6380,1712,18863,2716,29945,2495,20734,2559,77977,4374,7003,1936,14462,1753,32450,2777,24062,2437,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10888,1502,5750,982,337,203,2203,711,1898,617,1312,551,5138,1123,986,512,1550,525,1667,636,935,467,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,39259,3014,18676,1938,2186,670,4821,896,7118,1198,4551,999,20583,1969,2194,624,4925,892,7904,1452,5560,908,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6356,1459,3435,1029,321,293,858,633,1301,650,955,584,2921,891,392,324,480,347,1506,617,543,395,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,146743,7094,70862,4001,20301,2153,19613,2313,17831,2075,13117,1992,75881,4540,17727,1989,17163,2150,18389,1891,22602,2552,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
