GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,NAME,B17010A_001MA,B17010A_001EA,B17010A_002MA,B17010A_002EA,B17010A_003MA,B17010A_003EA,B17010A_004EA,B17010A_004MA,B17010A_005EA,B17010A_005MA,B17010A_006EA,B17010A_006MA,B17010A_007EA,B17010A_007MA,B17010A_008EA,B17010A_008MA,B17010A_009MA,B17010A_009EA,B17010A_010MA,B17010A_010EA,B17010A_011EA,B17010A_011MA,B17010A_012EA,B17010A_012MA,B17010A_013EA,B17010A_013MA,B17010A_014EA,B17010A_014MA,B17010A_015MA,B17010A_015EA,B17010A_016EA,B17010A_016MA,B17010A_017EA,B17010A_017MA,B17010A_018EA,B17010A_018MA,B17010A_019EA,B17010A_019MA,B17010A_020MA,B17010A_020EA,B17010A_021EA,B17010A_021MA,B17010A_022EA,B17010A_022MA,B17010A_023EA,B17010A_023MA,B17010A_024EA,B17010A_024MA,B17010A_025MA,B17010A_025EA,B17010A_026EA,B17010A_026MA,B17010A_027EA,B17010A_027MA,B17010A_028EA,B17010A_028MA,B17010A_029EA,B17010A_029MA,B17010A_030MA,B17010A_030EA,B17010A_031EA,B17010A_031MA,B17010A_032EA,B17010A_032MA,B17010A_033EA,B17010A_033MA,B17010A_034EA,B17010A_034MA,B17010A_035MA,B17010A_035EA,B17010A_036MA,B17010A_036EA,B17010A_037EA,B17010A_037MA,B17010A_038EA,B17010A_038MA,B17010A_039EA,B17010A_039MA,B17010A_040MA,B17010A_040EA,B17010A_041MA,B17010A_041EA,state
0400000US13,1552442,12864,149627,5470,71512,4114,43356,3872,6505,1592,14696,2230,22155,2676,28156,2199,78115,4131,16674,2168,12195,2018,2427,958,3459,1284,6309,1363,4479,1114,61441,4043,49358,4098,8499,1564,12753,2330,28106,3113,12083,1834,1402815,12831,1165063,13461,474752,10410,90052,4568,81387,4939,303313,8198,690311,10358,237752,8627,80667,5656,47043,4527,9408,1976,6346,1435,31289,3444,33624,2963,157085,5868,84502,4907,12933,1997,8024,1494,63545,4334,72583,4213,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,96258,3504,5688,1050,3323,777,1116,381,229,187,239,187,648,316,2207,717,2365,648,243,225,184,207,0,181,0,181,184,207,59,72,2122,606,1901,568,474,359,357,235,1070,499,221,200,90570,3622,77394,3553,30231,2280,9731,1587,5811,1175,14689,1421,47163,2834,13176,1876,5125,1471,2268,888,545,374,296,248,1427,634,2857,1084,8051,1208,4468,1135,1125,624,240,197,3103,845,3583,681,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,383206,5632,36635,2825,17650,1778,10213,1355,1987,616,5069,1015,3157,816,7437,1163,18985,2251,3827,1022,2771,910,836,522,419,284,1516,763,1056,411,15158,2019,13968,2009,2504,820,3340,1282,8124,1765,1190,473,346571,5794,289550,6150,118688,4784,19079,2236,27022,2461,72587,4478,170862,5369,57021,4002,20968,2850,12418,2112,2078,771,2123,965,8217,1868,8550,1890,36053,3025,20373,2514,2861,923,2050,838,15462,2121,15680,2080,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2350292,15776,172379,6360,68413,3971,41638,2999,7148,1402,14559,1741,19931,1989,26775,2372,103966,4536,18997,2212,14337,1796,4433,984,3966,1183,5938,1248,4660,1071,84969,3789,72005,3546,14264,1724,16750,1889,40991,3234,12964,1532,2177913,15762,1789866,14969,715573,10742,137671,4990,126207,4378,451695,9798,1074293,12003,388047,9479,133703,5390,66197,4120,14097,1888,7205,1351,44895,3635,67506,3811,254344,6784,129577,5290,17787,2250,12998,1907,98792,4738,124767,3650,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1443339,10582,126152,5507,46684,3243,27092,2567,3536,840,9860,1585,13696,1912,19592,1848,79468,4210,15073,1920,11790,1684,2456,858,3186,1074,6148,1376,3283,949,64395,4063,57445,3863,13228,1423,15043,2135,29174,3030,6950,1057,1317187,9893,1066203,11390,410044,8670,71195,3894,80078,4129,258771,7227,656159,7713,250984,6889,85363,4169,47202,3581,10765,1748,4980,1239,31457,2840,38161,2469,165621,5648,90013,4220,12041,1669,12696,1690,65276,3930,75608,3881,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,751422,6477,52029,3361,18961,1580,10676,1257,1598,557,3104,677,5974,970,8285,1074,33068,2710,6735,1390,5519,1349,1460,473,741,460,3318,1074,1216,435,26333,2407,23964,2365,5145,1135,6667,1150,12152,1657,2369,582,699393,7068,586340,7111,226163,5227,44533,2482,44649,2375,136981,4006,360177,4965,113053,5177,43746,3502,28294,2989,6909,1230,3785,1018,17600,2008,15452,1871,69307,3873,41402,2801,6467,1011,5311,1107,29624,2562,27905,2407,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,641943,7363,50356,3027,20389,2100,12144,1639,2091,811,4485,964,5568,1130,8245,1249,29967,2424,6075,1380,5145,1278,727,414,1504,757,2914,836,930,444,23892,2299,21042,2241,4298,1045,5947,1165,10797,1566,2850,638,591587,6747,491875,6936,199907,5217,39383,2803,38423,2779,122101,4444,291968,5236,99712,4754,36685,2723,21725,2290,4398,1209,3730,903,13597,1770,14960,1606,63027,4278,38685,3257,6823,1110,4874,958,26988,2918,24342,2293,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1014922,9614,134799,5382,55875,3715,31516,2724,4961,918,9323,1478,17232,1885,24359,2118,78924,4279,14841,2028,11678,1738,2565,815,2768,868,6345,1327,3163,833,64083,3997,53663,3820,11474,1837,12129,2005,30060,2650,10420,1480,880123,10844,717939,10293,278889,5894,50884,3327,49698,3197,178307,4717,439050,7447,162184,6176,52656,3597,28276,2783,5868,1450,3155,969,19253,2233,24380,2200,109528,4938,56605,3622,7139,1140,6205,1362,43261,3449,52923,3134,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,746519,8402,66128,3852,28055,2838,13659,1837,2198,955,5128,1073,6333,1197,14396,1805,38073,2891,7011,1275,4229,1072,1003,664,916,613,2310,710,2782,797,31062,2840,26259,2603,6218,1612,5078,1390,14963,2132,4803,1109,680391,8972,552783,8922,216378,5626,42154,2985,40484,3211,133740,5518,336405,7363,127608,5702,46196,3626,23580,2720,4554,1180,2723,973,16303,2016,22616,2296,81412,4197,44964,3284,7709,1493,4943,1207,32312,2876,36448,2796,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,331318,4967,29645,2493,10073,1167,5111,936,1242,536,1282,483,2587,706,4962,871,19572,2304,4685,1117,3867,1127,1318,730,660,500,1889,590,818,366,14887,2135,12895,2052,3067,918,3256,972,6572,1138,1992,712,301673,4497,246116,4795,79513,3459,14269,1718,11994,1597,53250,2695,166603,4142,55557,3351,19972,2054,11344,1640,2456,919,1304,565,7584,1253,8628,1397,35585,2851,19820,2097,2837,843,1799,733,15184,1827,15765,1891,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,887471,8873,43792,3570,18312,1925,9556,1530,1632,592,2280,615,5644,1328,8756,1152,25480,2660,5483,1132,3664,918,448,284,810,525,2406,735,1819,613,19997,2444,16770,2269,3125,737,3830,1250,9815,1681,3227,681,843679,9002,689650,8263,277200,6208,54454,3396,49609,3422,173137,5982,412450,6868,154029,6035,51555,3762,27981,2897,5283,1196,4354,1173,18344,2199,23574,2339,102474,4746,51989,3714,6403,1129,5078,1022,40508,3453,50485,3079,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1321919,11179,79620,5020,25414,2176,11536,1469,1229,609,3710,987,6597,1009,13878,1471,54206,4306,7152,1340,5219,1188,847,461,931,617,3441,870,1933,711,47054,3966,39935,3953,6860,1395,9264,1907,23811,2909,7119,1266,1242299,11182,995269,11230,397582,8184,79705,4217,55716,3396,262161,6878,597687,9092,247030,7505,70699,4728,30249,2711,6637,1482,2668,866,20944,2179,40450,3254,176331,6030,89411,5552,12262,1870,6898,1283,70251,4680,86920,4275,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2041431,12210,172808,6401,71925,3515,41220,3113,6795,1289,13954,1682,20471,2189,30705,2298,100883,4558,19822,1998,14615,1699,4005,1115,2591,897,8019,1226,5207,1000,81061,3965,68109,3791,14800,1775,15846,1713,37463,2612,12952,1449,1868623,13241,1528131,12461,561604,8116,103245,3603,97345,4239,361014,6751,966527,9727,340492,7989,116872,4966,62590,3782,13039,1696,7159,1320,42392,3127,54282,2923,223620,5979,112905,4333,15745,1833,12114,1752,85046,4003,110715,4446,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1208879,9657,63223,3915,24053,2290,12488,1714,1788,655,4331,969,6369,1089,11565,1219,39170,2891,6868,1099,5329,978,1260,481,854,375,3215,791,1539,442,32302,2692,28114,2572,6493,1123,6591,1230,15030,1749,4188,864,1145656,9461,963943,9426,374204,6476,75527,3824,68911,3302,229766,4785,589739,6795,181713,5769,64154,3620,36758,2838,7407,1388,4835,1195,24516,1833,27396,2125,117559,3671,67985,3270,9328,1429,6878,1364,51779,3107,49574,2679,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,465066,6560,41343,3542,19774,2156,10878,1761,1583,701,2949,839,6346,1172,8896,1433,21569,2595,3554,1003,2496,850,597,439,461,373,1438,559,1058,546,18015,2421,13820,2044,2349,789,3421,896,8050,1622,4195,1177,423723,6080,345899,6460,128296,4434,23039,2152,22261,2080,82996,3929,217603,4719,77824,4569,26157,2734,14716,2092,3341,870,1514,769,9861,1740,11441,1584,51667,3610,25774,2998,3964,1170,3282,1190,18528,2535,25893,2209,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1292771,11563,115465,5038,48363,3809,26765,2882,5090,1087,9102,1603,12573,1832,21598,2223,67102,3664,12052,1600,9644,1457,2527,789,1580,675,5537,1053,2408,697,55050,3640,48449,3285,10711,1710,12008,1764,25730,2872,6601,1372,1177306,11959,969696,10985,371853,7445,72408,3426,67999,3334,231446,6517,597843,8900,207610,6416,69766,4627,42300,3729,8884,1771,4916,1037,28500,2950,27466,2545,137844,5843,70976,4532,10144,1765,7265,1314,53567,3601,66868,3479,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233453,4964,19254,1929,8226,1204,4464,916,811,415,1622,753,2031,597,3762,788,11028,1462,2246,732,1760,663,463,339,285,261,1012,565,486,314,8782,1204,7359,1229,1107,467,1226,565,5026,1043,1423,511,214199,4872,181304,4836,62444,3508,13012,1679,12188,1530,37244,2642,118860,3907,32895,2625,13387,1682,8432,1360,1145,482,1318,660,5969,1207,4955,1069,19508,1683,10274,1344,1697,621,1301,537,7276,1164,9234,1095,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
