GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,NAME,C24070_001MA,C24070_001EA,C24070_002MA,C24070_002EA,C24070_003EA,C24070_003MA,C24070_004MA,C24070_004EA,C24070_005MA,C24070_005EA,C24070_006MA,C24070_006EA,C24070_007MA,C24070_007EA,C24070_008EA,C24070_008MA,C24070_009EA,C24070_009MA,C24070_010MA,C24070_010EA,C24070_011MA,C24070_011EA,C24070_012EA,C24070_012MA,C24070_013EA,C24070_013MA,C24070_014MA,C24070_014EA,C24070_015MA,C24070_015EA,C24070_016EA,C24070_016MA,C24070_017MA,C24070_017EA,C24070_018EA,C24070_018MA,C24070_019EA,C24070_019MA,C24070_020MA,C24070_020EA,C24070_021EA,C24070_021MA,C24070_022MA,C24070_022EA,C24070_023EA,C24070_023MA,C24070_024EA,C24070_024MA,C24070_025MA,C24070_025EA,C24070_026EA,C24070_026MA,C24070_027MA,C24070_027EA,C24070_028MA,C24070_028EA,C24070_029EA,C24070_029MA,C24070_030EA,C24070_030MA,C24070_031EA,C24070_031MA,C24070_032MA,C24070_032EA,C24070_033MA,C24070_033EA,C24070_034EA,C24070_034MA,C24070_035EA,C24070_035MA,C24070_036MA,C24070_036EA,C24070_037MA,C24070_037EA,C24070_038MA,C24070_038EA,C24070_039MA,C24070_039EA,C24070_040EA,C24070_040MA,C24070_041MA,C24070_041EA,C24070_042EA,C24070_042MA,C24070_043MA,C24070_043EA,C24070_044MA,C24070_044EA,C24070_045EA,C24070_045MA,C24070_046MA,C24070_046EA,C24070_047EA,C24070_047MA,C24070_048MA,C24070_048EA,C24070_049MA,C24070_049EA,C24070_050MA,C24070_050EA,C24070_051MA,C24070_051EA,C24070_052EA,C24070_052MA,C24070_053EA,C24070_053MA,C24070_054MA,C24070_054EA,C24070_055MA,C24070_055EA,C24070_056MA,C24070_056EA,C24070_057MA,C24070_057EA,C24070_058EA,C24070_058MA,C24070_059MA,C24070_059EA,C24070_060MA,C24070_060EA,C24070_061MA,C24070_061EA,C24070_062EA,C24070_062MA,C24070_063EA,C24070_063MA,C24070_064MA,C24070_064EA,C24070_065MA,C24070_065EA,C24070_066EA,C24070_066MA,C24070_067EA,C24070_067MA,C24070_068EA,C24070_068MA,C24070_069MA,C24070_069EA,C24070_070MA,C24070_070EA,C24070_071EA,C24070_071MA,C24070_072MA,C24070_072EA,C24070_073EA,C24070_073MA,C24070_074EA,C24070_074MA,C24070_075MA,C24070_075EA,C24070_076EA,C24070_076MA,C24070_077MA,C24070_077EA,C24070_078EA,C24070_078MA,C24070_079EA,C24070_079MA,C24070_080MA,C24070_080EA,C24070_081EA,C24070_081MA,C24070_082MA,C24070_082EA,C24070_083MA,C24070_083EA,C24070_084EA,C24070_084MA,state
0400000US01,2030482,13376,32857,3077,129365,6145,284975,8427,52985,3363,250568,9275,97390,5016,33560,3381,116374,6064,187110,6644,448085,10156,170341,5194,107220,4395,119652,6500,1401321,14601,23425,2539,89302,5180,272081,8846,47773,3326,229628,9055,70109,4209,28196,3252,98126,5793,138539,6124,209858,7000,150886,5042,43398,3132,0,189,55663,3618,1812,637,8099,1435,2680,758,1570,565,6081,1271,1454,626,678,437,4198,930,13348,2048,6200,1176,3451,1121,6092,1195,0,189,140407,5851,564,446,2067,787,3246,982,794,434,3341,894,2508,670,1497,625,6221,1286,4004,1024,74932,4859,6273,1248,34960,2477,0,189,323885,10128,436,269,6980,1411,3649,787,446,287,1642,566,19574,2313,1931,577,2986,874,9969,1542,150303,6594,5963,1216,354,219,119652,6500,109206,5125,6620,1315,22917,2401,3319,901,2402,700,9876,1665,3745,1094,1258,707,4843,854,21250,2392,6792,1392,3768,1120,22416,2525,0,189,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352531,5376,19628,1980,28394,2851,11402,1739,6188,1233,35716,3257,29495,2700,8279,1685,13521,1577,29287,2951,79257,3378,32309,3169,16170,2265,42885,3039,191879,5908,14954,1873,18165,2261,10577,1650,5535,1118,31314,3036,19215,2262,6323,1308,9871,1443,19099,2181,24699,2576,25698,3018,6429,1445,0,145,13007,1768,526,271,3807,1252,308,303,0,145,1262,542,455,389,38,48,895,403,2104,711,1318,508,1357,547,937,489,0,145,35082,3143,263,207,260,114,72,98,289,472,1123,457,2166,580,568,262,1602,572,1443,630,20969,2134,1168,595,5159,1278,0,145,89330,3969,1486,492,2635,717,131,118,89,95,861,486,6034,1197,1073,584,316,154,2340,594,29610,2409,1717,574,153,105,42885,3039,23233,2127,2399,607,3527,872,314,175,275,206,1156,414,1625,754,277,218,837,311,4301,1108,2661,970,2369,755,3492,959,0,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2866629,19029,48461,4316,194865,7782,197581,7267,69288,3951,347486,9895,146114,6102,47137,3222,234020,8432,342653,9662,629834,12237,320647,10712,139494,6538,149049,5605,1999701,22524,41194,4192,145456,6411,185922,7156,62131,3511,317722,10143,107277,5613,38930,2882,197747,8479,257158,8373,297163,9781,280721,9786,68280,4808,0,200,97459,4401,1531,591,12491,1751,3908,865,3719,1010,7954,1347,4849,1214,1889,691,10000,1657,26037,2786,10886,1341,6747,1501,7448,1297,0,200,184375,7581,868,454,2460,942,1940,616,1147,574,6173,1343,3768,1344,1042,440,6483,1226,6489,1342,114198,5869,8941,1721,30866,2863,0,200,402807,10155,2408,863,5431,1219,1793,615,176,132,2126,626,21603,2203,2692,729,3121,712,9061,1744,191533,7555,12758,1597,1056,443,149049,5605,182287,8286,2460,998,29027,3025,4018,980,2115,646,13511,1729,8617,1830,2584,738,16669,2256,43908,3631,16054,2095,11480,1896,31844,3259,0,200,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1269092,12369,42147,3205,80276,5314,163894,6634,27858,2423,170478,6444,63722,4370,23981,3003,62678,4248,98236,5461,299770,9069,107884,7418,64663,4849,63505,4733,855930,12729,28243,2727,51564,3853,157060,6610,26047,2324,157822,6593,47354,3763,20505,2900,49729,3327,70431,4240,127796,6153,94597,6822,24782,2797,0,190,37470,2916,2881,626,6082,1302,2576,799,817,426,3774,939,1481,646,316,271,3335,749,8276,1556,4028,1101,1998,964,1906,677,0,190,89616,4795,693,464,440,279,1483,593,185,202,2597,840,2570,829,348,304,2860,1015,1444,518,54149,3891,2654,960,20193,2431,0,190,201859,7090,456,247,6297,1398,1168,469,11,15,745,483,9145,1431,2314,805,1584,650,4077,1122,107553,5575,4740,911,264,204,63505,4733,84217,4526,9874,1646,15893,2293,1607,508,798,320,5540,981,3172,970,498,315,5170,1310,14008,1946,6244,1332,3895,1173,17518,2919,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17638152,36488,420979,12716,1064294,20259,1718093,23255,542536,12117,1927958,25792,830311,16582,528556,12037,1083944,19198,2271628,22215,3681807,31113,1860773,27656,953146,16441,754127,14581,12077498,46558,374413,12195,767000,16412,1611713,23053,480357,11448,1723063,22837,598053,14581,441078,9878,839039,15869,1664180,22258,1566773,21307,1582955,25067,428874,10884,0,200,589054,13235,6880,1096,61939,4509,32637,3499,25080,2994,48218,3800,21427,2355,22490,2937,65896,4600,142407,6012,71993,4710,48504,4438,41583,3301,0,200,1148185,16134,8123,1847,13195,1879,21168,2208,8113,1342,31596,2883,15056,1971,14316,1691,45811,3534,59727,3437,655663,11593,57402,3981,218015,7581,0,200,2347593,24827,6875,1182,33772,3317,9954,1444,2418,658,13920,2037,146456,6047,17852,1931,24907,2479,60810,3931,1210674,18914,56845,4074,8983,1213,754127,14581,1475822,19890,24688,2605,188388,7748,42621,3531,26568,3022,111161,5704,49319,3666,32820,3278,108291,5998,344504,11131,176704,6548,115067,4941,255691,7963,0,200,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2699282,13014,73712,4373,213073,7923,178560,7049,69609,3771,291961,10337,121660,4793,85739,4394,184674,8205,361496,9280,551550,11803,299196,9746,142651,6413,125401,5829,1832741,16154,58085,3799,154845,6382,164387,6511,62379,3460,267132,9627,87652,4201,73647,4100,145083,7186,271581,7641,232245,6628,253950,8791,61755,4644,0,192,126509,6039,4293,1233,20640,2448,4909,1004,3974,1000,8985,1548,4153,1526,2051,721,14332,1818,31928,2764,12709,1684,8553,1604,9982,1842,0,192,211346,8307,934,475,1760,700,2639,821,430,285,5336,1311,4030,1082,4100,1023,8141,1293,10746,1752,122045,6440,10181,1630,41004,3463,0,192,355736,8811,2123,581,6118,1225,1917,785,235,177,1961,720,22585,2069,3611,855,2325,647,8606,1434,164635,5425,14752,2043,1467,579,125401,5829,172950,7217,8277,1390,29710,2842,4708,1114,2591,800,8547,1355,3240,834,2330,919,14793,1498,38635,3154,19916,2263,11760,1927,28443,2991,0,192,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1798758,11166,7646,1646,103417,5648,189973,7609,48314,4108,191654,7721,64236,4115,43167,3027,171306,5911,201530,6754,471363,7988,159884,7345,77664,4323,68604,3956,1220234,11797,4843,1352,65448,4865,178107,7456,44377,4061,176765,7156,48851,3907,34262,2818,147270,5505,149690,5464,202517,7000,133087,6890,35017,2909,0,197,61011,4263,367,357,9269,1556,3890,995,1055,414,4964,1244,1035,433,1374,584,7975,1249,16143,2112,6619,981,3418,1075,4902,1240,0,197,170284,5469,260,286,1094,455,3031,918,698,413,2626,678,1330,535,2430,590,4472,1033,5035,1121,118819,4666,8532,1346,21957,2199,0,197,233722,7141,375,360,3484,883,1131,405,137,124,824,383,11017,1551,2928,717,2198,647,4490,1148,129248,5741,8755,1832,574,424,68561,3965,113507,5892,1801,823,24122,2488,3814,1132,2047,1011,6475,1402,2003,865,2173,685,9391,1520,26172,2462,14160,2027,6092,1234,15214,2280,43,71,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441144,5793,3745,980,25477,2671,40531,3182,8172,1504,57173,3887,21831,1998,5936,1223,43294,3408,43706,3156,105913,5064,41163,3345,17727,2152,26476,2594,307494,6841,2472,709,18275,2343,37752,3066,7685,1441,53074,3876,14536,1683,5311,1187,38463,3201,34331,2825,51051,3073,36191,3346,8353,1486,0,185,14680,2092,397,233,3099,913,485,356,248,296,1082,524,1057,613,83,102,1056,379,3668,1009,1514,454,1179,752,812,394,0,185,37034,3095,0,185,336,285,798,332,177,183,979,465,1174,702,148,215,1575,786,1000,359,23696,2290,1940,711,5211,1158,0,185,63323,3920,84,120,708,354,660,447,47,69,510,358,3700,901,319,208,537,412,1354,455,27930,2535,702,335,296,297,26476,2594,18613,2055,792,463,3059,1021,836,574,15,17,1528,533,1364,477,75,126,1663,684,3353,753,1722,465,1151,528,3055,863,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,345592,5578,210,177,9624,1995,3775,1014,1607,532,17048,2043,10365,1655,13566,1543,23225,2607,80921,4542,66325,3825,35971,3034,29973,2639,52982,3018,170106,5855,113,139,6700,1562,2683,896,1176,441,15197,1966,5535,1247,8568,1299,17022,2282,57210,3665,26248,2958,26693,2592,2961,985,0,198,12599,1896,0,198,555,543,190,162,245,207,430,369,359,280,841,391,768,381,5394,1351,1163,450,1443,619,1211,636,0,198,67347,4041,0,198,1041,632,150,201,118,193,944,536,759,495,2139,885,2338,654,10004,1425,23134,2444,3126,1049,23594,2028,0,198,81792,3805,54,88,1128,597,461,334,68,113,363,238,2900,962,1545,495,2268,687,3896,929,13319,1740,2782,724,26,44,52982,3018,13748,1858,43,70,200,208,291,274,0,198,114,142,812,486,473,316,829,465,4417,968,2461,754,1927,654,2181,931,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8738970,32696,92565,5889,596857,14633,441119,13567,250739,6916,1165596,18724,438288,12295,179421,9195,648090,15077,1151372,17334,1843388,23099,1070929,21144,480439,11975,380167,10330,6141003,35035,73734,5638,415804,13182,403082,13209,215420,6480,1062101,17132,308687,10189,153054,8200,515123,12759,853976,16145,956653,19267,962475,20867,220894,8690,0,214,483066,12419,5559,1430,77296,4521,17130,2485,21508,2752,44403,4413,20468,2606,8142,1686,53099,4346,121540,5716,48118,3904,27697,3170,38106,3267,0,214,525337,12846,1030,574,6252,1786,6541,1382,3637,1570,17502,2339,7477,1577,2558,611,24379,2802,21801,2843,294406,9366,27083,3277,112671,6056,0,214,1048600,19097,1328,690,16542,2100,3274,947,1114,463,5863,1270,79469,5673,7599,1322,7685,1563,24793,2986,496057,11897,23081,2532,1628,593,380167,10330,540964,15121,10914,2001,80963,5673,11092,1978,9060,1711,35727,3455,22187,2674,8068,1603,47804,4273,129262,7375,48154,3828,30593,3330,107140,6192,0,214,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
