GEO_ID,B19054_001E,B19054_001M,B19054_002E,B19054_002M,B19054_003E,B19054_003M,NAME,B19054_001MA,B19054_001EA,B19054_002EA,B19054_002MA,B19054_003EA,B19054_003MA,state
0400000US01,1841217,10615,296605,7833,1544612,12044,Alabama,null,null,null,null,null,null,01
0400000US02,249659,2978,109511,3944,140148,4000,Alaska,null,null,null,null,null,null,02
0400000US04,2428743,11353,475131,7389,1953612,12543,Arizona,null,null,null,null,null,null,04
0400000US05,1131288,8373,184613,4537,946675,8227,Arkansas,null,null,null,null,null,null,05
0400000US06,12758648,18835,2715664,19639,10042984,24921,California,null,null,null,null,null,null,06
0400000US08,2039592,7530,482563,9278,1557029,11245,Colorado,null,null,null,null,null,null,08
0400000US09,1355817,6673,375018,7511,980799,9070,Connecticut,null,null,null,null,null,null,09
0400000US10,349743,3705,78085,3442,271658,4829,Delaware,null,null,null,null,null,null,10
0400000US11,277378,3304,64933,3289,212445,4498,District of Columbia,null,null,null,null,null,null,11
0400000US12,7328046,25793,1504577,17697,5823469,27984,Florida,null,null,null,null,null,null,12
0400000US13,3587521,13961,569167,10798,3018354,15799,Georgia,null,null,null,null,null,null,13
0400000US15,450769,4870,124504,3955,326265,5623,Hawaii,null,null,null,null,null,null,15
0400000US16,591587,4733,125663,5045,465924,5899,Idaho,null,null,null,null,null,null,16
0400000US17,4772421,12392,1023035,11789,3749386,14619,Illinois,null,null,null,null,null,null,17
0400000US18,2502739,10912,457488,9567,2045251,13084,Indiana,null,null,null,null,null,null,18
0400000US19,1241471,6257,302430,5552,939041,7347,Iowa,null,null,null,null,null,null,19
0400000US20,1109280,6429,258550,5103,850730,6962,Kansas,null,null,null,null,null,null,20
0400000US21,1712094,8632,286925,6868,1425169,10134,Kentucky,null,null,null,null,null,null,21
0400000US22,1718194,10232,268213,6757,1449981,11117,Louisiana,null,null,null,null,null,null,22
0400000US23,549841,5205,138415,3814,411426,6007,Maine,null,null,null,null,null,null,23
0400000US24,2165438,8230,503520,8954,1661918,10320,Maryland,null,null,null,null,null,null,24
0400000US25,2549336,9145,632762,9793,1916574,11020,Massachusetts,null,null,null,null,null,null,25
0400000US26,3834574,12574,813593,8941,3020981,12602,Michigan,null,null,null,null,null,null,26
0400000US27,2129195,6975,513364,6852,1615831,8671,Minnesota,null,null,null,null,null,null,27
0400000US28,1095823,8793,140939,4779,954884,8813,Mississippi,null,null,null,null,null,null,28
0400000US29,2354809,12290,473810,9198,1880999,11433,Missouri,null,null,null,null,null,null,29
0400000US30,410962,3391,104332,3998,306630,4671,Montana,null,null,null,null,null,null,30
0400000US31,740765,3795,173034,4268,567731,5314,Nebraska,null,null,null,null,null,null,31
0400000US32,1021519,6553,169975,4838,851544,8123,Nevada,null,null,null,null,null,null,32
0400000US33,519756,4605,130426,4177,389330,5552,New Hampshire,null,null,null,null,null,null,33
0400000US34,3194844,10719,760453,10300,2434391,13581,New Jersey,null,null,null,null,null,null,34
0400000US35,760916,6897,137353,4057,623563,7077,New Mexico,null,null,null,null,null,null,35
0400000US36,7282398,15877,1556660,15380,5725738,19416,New York,null,null,null,null,null,null,36
0400000US37,3790620,14716,695460,11306,3095160,18071,North Carolina,null,null,null,null,null,null,37
0400000US38,305431,3533,78755,2557,226676,3407,North Dakota,null,null,null,null,null,null,38
0400000US39,4593172,13994,915613,11960,3677559,17350,Ohio,null,null,null,null,null,null,39
0400000US40,1459759,5575,283824,5021,1175935,7153,Oklahoma,null,null,null,null,null,null,40
0400000US41,1535511,6674,366224,6285,1169287,8128,Oregon,null,null,null,null,null,null,41
0400000US42,4945972,12878,1151487,11133,3794485,16005,Pennsylvania,null,null,null,null,null,null,42
0400000US44,409654,3327,93148,4014,316506,4645,Rhode Island,null,null,null,null,null,null,44
0400000US45,1826914,10151,313807,7344,1513107,10853,South Carolina,null,null,null,null,null,null,45
0400000US46,334475,2656,79266,3344,255209,3666,South Dakota,null,null,null,null,null,null,46
0400000US47,2509665,11315,431531,8901,2078134,12437,Tennessee,null,null,null,null,null,null,47
0400000US48,9277197,22719,1589556,20216,7687641,26113,Texas,null,null,null,null,null,null,48
0400000US49,918370,4666,187941,5136,730429,5838,Utah,null,null,null,null,null,null,49
0400000US50,257229,3177,75070,2733,182159,4098,Vermont,null,null,null,null,null,null,50
0400000US51,3083820,12955,734944,10663,2348876,13605,Virginia,null,null,null,null,null,null,51
0400000US53,2679601,9916,678070,10171,2001531,12709,Washington,null,null,null,null,null,null,53
0400000US54,735375,6298,125276,4155,610099,7736,West Virginia,null,null,null,null,null,null,54
0400000US55,2307685,7753,577372,8306,1730313,9861,Wisconsin,null,null,null,null,null,null,55
0400000US56,232594,2987,55514,2856,177080,3432,Wyoming,null,null,null,null,null,null,56
0400000US72,1233490,9061,56405,3423,1177085,9456,Puerto Rico,null,null,null,null,null,null,72
