GEO_ID,C27008_001E,C27008_001M,C27008_002E,C27008_002M,C27008_003E,C27008_003M,C27008_004E,C27008_004M,C27008_005E,C27008_005M,C27008_006E,C27008_006M,C27008_007E,C27008_007M,C27008_008E,C27008_008M,C27008_009E,C27008_009M,C27008_010E,C27008_010M,C27008_011E,C27008_011M,C27008_012E,C27008_012M,C27008_013E,C27008_013M,C27008_014E,C27008_014M,C27008_015E,C27008_015M,C27008_016E,C27008_016M,C27008_017E,C27008_017M,C27008_018E,C27008_018M,C27008_019E,C27008_019M,C27008_020E,C27008_020M,C27008_021E,C27008_021M,NAME,C27008_001MA,C27008_001EA,C27008_002EA,C27008_002MA,C27008_003MA,C27008_003EA,C27008_004MA,C27008_004EA,C27008_005EA,C27008_005MA,C27008_006EA,C27008_006MA,C27008_007EA,C27008_007MA,C27008_008MA,C27008_008EA,C27008_009MA,C27008_009EA,C27008_010EA,C27008_010MA,C27008_011EA,C27008_011MA,C27008_012MA,C27008_012EA,C27008_013MA,C27008_013EA,C27008_014MA,C27008_014EA,C27008_015MA,C27008_015EA,C27008_016EA,C27008_016MA,C27008_017MA,C27008_017EA,C27008_018EA,C27008_018MA,C27008_019MA,C27008_019EA,C27008_020MA,C27008_020EA,C27008_021EA,C27008_021MA,state
0400000US01,4767383,1932,2289780,5872,564919,4746,18731,2943,546188,5742,1407781,3396,46826,3741,1360955,4714,317080,1997,39254,2848,277826,3261,2477603,5606,541928,4642,16996,2434,524932,5253,1527586,3213,50220,3853,1477366,4518,408089,2062,39313,2809,368776,3046,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,94656,1704,10775,1858,83881,2349,235033,2140,20446,2431,214587,3363,33900,1002,4579,967,29321,1081,347952,2104,91589,1669,11669,1998,79920,2488,221245,1198,21804,2175,199441,2451,35118,972,2883,704,32235,1318,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,826358,2285,19649,2712,806709,3409,1937999,2770,43322,3375,1894677,4414,486940,1367,45188,2916,441752,3106,3371777,2888,794218,2258,18470,2531,775748,3725,2006493,2365,48311,3360,1958182,3733,571066,1364,38835,3118,532231,3234,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,360391,3763,6653,1210,353738,4006,861325,3214,18211,2233,843114,3975,201696,1438,19499,1827,182197,1996,1490964,4568,343420,3861,6724,1505,336696,4277,900910,3016,18888,1943,882022,3612,246634,1843,20274,1543,226360,2383,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,4657991,3964,77732,5048,4580259,6124,12038061,7340,148055,6152,11890006,9061,2169442,2989,109668,4438,2059774,5449,19431963,5973,4477142,4008,73123,4921,4404019,6397,12226448,3884,167945,7150,12058503,7713,2728373,3145,106513,3945,2621860,4846,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,640300,2702,28420,3837,611880,4381,1678778,3434,47689,3485,1631089,4172,303333,1624,26150,1801,277183,2263,2643611,4048,605132,2527,28557,2806,576575,3948,1677532,2424,58483,3644,1619049,4625,360947,1439,24927,2076,336020,2780,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,395003,1458,5144,1359,389859,2056,1091478,1984,10736,1685,1080742,2555,232944,1423,8293,1029,224651,1568,1821857,2336,379018,1430,4034,1095,374984,1862,1142258,1885,11714,1516,1130544,2435,300581,1319,7345,1061,293236,1695,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,104031,825,3196,958,100835,1206,272159,1135,6938,1111,265221,1477,67433,733,6989,950,60444,1280,477307,1167,99383,901,2902,1072,96481,1400,295631,700,9229,1381,286402,1628,82293,658,6293,1020,76000,1155,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,58140,442,1802,758,56338,783,216572,977,2949,795,213623,1338,29079,646,1805,602,27274,815,344175,1099,56694,456,1293,627,55401,743,244580,597,3895,932,240685,982,42901,869,1327,525,41574,973,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,2066004,5977,60115,5617,2005889,8180,5747594,5911,152820,7282,5594774,10066,1677261,3397,138817,5151,1538444,5885,10092498,7609,1980146,6054,58518,4641,1921628,8178,6066114,4654,158524,7324,5907590,8819,2046238,3447,129692,4965,1916546,5809,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
