GEO_ID,B28009G_001E,B28009G_001M,B28009G_002E,B28009G_002M,B28009G_003E,B28009G_003M,B28009G_004E,B28009G_004M,B28009G_005E,B28009G_005M,B28009G_006E,B28009G_006M,NAME,B28009G_001MA,B28009G_001EA,B28009G_002MA,B28009G_002EA,B28009G_003MA,B28009G_003EA,B28009G_004EA,B28009G_004MA,B28009G_005EA,B28009G_005MA,B28009G_006EA,B28009G_006MA,state
0400000US20,96191,5660,90052,5643,409,475,78113,5357,11530,2301,6139,1247,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90810,5892,82163,6169,226,237,72748,5812,9189,2295,8647,1993,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75374,5949,67545,5596,32,43,56221,5337,11292,2675,7829,2234,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,26174,2131,23640,2110,44,54,20799,2158,2797,902,2534,771,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,168242,8276,159526,8088,522,562,148773,8147,10231,2300,8716,2113,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,199631,11271,186040,10798,284,267,167318,10866,18438,3884,13591,3144,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,248249,10646,226343,10480,1134,496,197717,9964,27492,3702,21906,3047,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,138361,6664,132105,7021,558,436,118007,6063,13540,3127,6256,1674,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37026,4374,33620,4048,400,445,27328,3729,5892,2023,3406,1250,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,145268,7862,134053,7627,1447,1418,107671,6729,24935,4436,11215,2409,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21369,2374,19586,2186,105,156,16740,2052,2741,1045,1783,908,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42220,4262,39563,4321,126,142,33692,3550,5745,1726,2657,824,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,123372,7181,118430,6989,483,345,108149,6712,9798,2065,4942,1246,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25915,3209,24909,3244,247,381,22432,3184,2230,846,1006,515,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,202837,10143,193779,9745,562,559,178854,8898,14363,3473,9058,2147,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62609,5166,55586,5129,19,30,45405,4205,10162,3112,7023,1856,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,553568,18947,512862,18909,2283,1383,465404,18048,45175,5698,40706,6216,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,226129,11305,211640,10950,991,783,184602,9682,26047,3783,14489,2896,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16650,2961,14941,2507,14,25,14440,2477,487,237,1709,1245,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,288092,10086,262369,10835,724,508,219945,9725,41700,4569,25723,3605,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,290077,9017,258576,8952,1485,669,210935,7921,46156,3766,31501,3146,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,171312,7068,162075,7095,249,228,149276,7042,12550,2301,9237,2390,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,278092,12570,252165,11402,942,661,222255,10754,28968,4747,25927,4464,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25364,3902,22741,3817,407,579,20279,3651,2055,1264,2623,1051,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,97434,8272,90361,7801,275,333,73532,6862,16554,3256,7073,1992,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22880,2880,21032,2700,0,151,18697,2412,2335,908,1848,701,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,134164,8028,120454,7526,534,353,98331,7022,21589,3314,13710,2485,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,646657,19173,609440,18070,2003,1181,528252,16848,79185,7752,37217,4598,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,76994,6726,74066,6780,58,92,66838,6305,7170,2732,2928,1400,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12126,2179,11213,2077,0,147,9681,2000,1532,713,913,459,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,266417,11232,255429,11010,1155,889,231460,10905,22814,4306,10988,2375,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,374413,11414,360505,11386,1494,755,329305,10468,29706,5053,13908,2413,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29768,3133,27747,3086,88,123,24886,2878,2773,745,2021,811,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,114315,6462,106141,6391,555,303,90408,5591,15178,2671,8174,1708,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12495,2279,11868,2221,0,190,10885,2198,983,611,627,447,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,222414,10298,162667,9665,998,1104,138768,8643,22901,4486,59747,4681,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
