GEO_ID,C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,NAME,C23002I_001MA,C23002I_001EA,C23002I_002MA,C23002I_002EA,C23002I_003EA,C23002I_003MA,C23002I_004EA,C23002I_004MA,C23002I_005EA,C23002I_005MA,C23002I_006EA,C23002I_006MA,C23002I_007MA,C23002I_007EA,C23002I_008EA,C23002I_008MA,C23002I_009EA,C23002I_009MA,C23002I_010EA,C23002I_010MA,C23002I_011EA,C23002I_011MA,C23002I_012MA,C23002I_012EA,C23002I_013EA,C23002I_013MA,C23002I_014EA,C23002I_014MA,C23002I_015EA,C23002I_015MA,C23002I_016EA,C23002I_016MA,C23002I_017MA,C23002I_017EA,C23002I_018MA,C23002I_018EA,C23002I_019EA,C23002I_019MA,C23002I_020EA,C23002I_020MA,C23002I_021EA,C23002I_021MA,C23002I_022MA,C23002I_022EA,C23002I_023MA,C23002I_023EA,C23002I_024EA,C23002I_024MA,C23002I_025EA,C23002I_025MA,C23002I_026EA,C23002I_026MA,C23002I_027MA,C23002I_027EA,state
0400000US01,124952,1862,67883,2011,64757,2121,53251,1892,1214,569,52037,1846,48711,1847,3326,851,11506,1934,3126,860,644,464,586,453,58,81,2482,710,57069,2076,52852,2171,27905,2585,475,376,27430,2601,25545,2446,1885,801,24947,2705,4217,1160,548,302,506,306,42,68,3669,1103,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34483,581,18643,684,17654,641,14812,867,2533,722,12279,1193,11320,1105,959,560,2842,933,989,527,93,97,93,97,0,145,896,526,15840,712,14668,706,9918,978,60,82,9858,975,9237,998,621,423,4750,946,1172,377,425,309,425,309,0,145,747,251,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1426396,2680,711507,2123,655376,2215,501632,5300,1656,614,499976,5207,459894,5750,40082,3605,153744,5507,56131,621,9586,1361,9015,1381,571,423,46545,1477,714889,2058,644416,2081,394080,6914,759,458,393321,6846,355931,7023,37390,3208,250336,6653,70473,414,5830,1014,5616,1001,214,144,64643,961,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,131543,1743,70223,1846,66739,1855,56372,1699,537,287,55835,1723,53271,1916,2564,908,10367,1580,3484,954,869,449,869,449,0,190,2615,932,61320,1745,58046,1753,32985,1971,0,190,32985,1971,31087,1994,1898,645,25061,2241,3274,865,609,423,609,423,0,190,2665,763,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10760087,6509,5392046,4874,4986351,4857,3956533,14258,21033,2638,3935500,14147,3576908,15262,358592,9862,1029818,15615,405695,942,77171,3542,70787,3467,6384,1270,328524,3533,5368041,4957,4828096,4929,3038368,18546,3520,754,3034848,18574,2710060,17710,324788,9359,1789728,19012,539945,1122,62799,3397,59294,3258,3505,852,477146,3508,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,783746,2463,398171,2286,367380,2303,294962,3764,3118,902,291844,3799,271811,4574,20033,2874,72418,4051,30791,769,6716,1089,6282,1034,434,378,24075,1227,385575,1658,348063,1761,234129,4508,658,456,233471,4449,215844,4794,17627,2431,113934,4339,37512,786,4188,923,4085,949,103,132,33324,1174,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,388701,1507,193344,1392,180637,1456,141641,2664,1081,745,140560,2768,125234,3310,15326,2025,38996,3006,12707,584,2445,659,2445,659,0,197,10262,824,195357,1058,178822,1055,123054,3473,195,255,122859,3508,106664,3622,16195,2082,55768,3648,16535,483,2011,551,2011,551,0,197,14524,686,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,56707,314,29298,328,27576,431,21386,1157,260,226,21126,1192,20147,1316,979,545,6190,1095,1722,281,800,412,800,412,0,185,922,333,27409,262,25898,285,18142,1011,0,185,18142,1011,16820,1033,1322,599,7756,1032,1511,184,386,261,386,261,0,185,1125,316,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52798,262,27259,183,25820,183,20797,1144,289,298,20508,1186,19458,1357,1050,542,5023,1165,1439,-555555555,173,194,173,194,0,198,1266,194,25539,237,23380,237,17668,1175,0,198,17668,1175,16479,1281,1189,572,5712,1214,2159,-555555555,680,350,650,347,30,51,1479,350,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,11
0400000US12,3723962,4060,1823448,3552,1601840,3583,1281963,9119,7093,1618,1274870,8982,1182484,10656,92386,6352,319877,9029,221608,1493,47256,3624,44882,3619,2374,633,174352,3901,1900514,3215,1590464,3323,1071588,11376,1488,555,1070100,11370,974188,11731,95912,5342,518876,11829,310050,1409,34165,2792,32946,2894,1219,506,275885,3211,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
