GEO_ID,B17019_001E,B17019_001M,B17019_002E,B17019_002M,B17019_003E,B17019_003M,B17019_004E,B17019_004M,B17019_005E,B17019_005M,B17019_006E,B17019_006M,B17019_007E,B17019_007M,B17019_008E,B17019_008M,B17019_009E,B17019_009M,B17019_010E,B17019_010M,B17019_011E,B17019_011M,B17019_012E,B17019_012M,B17019_013E,B17019_013M,B17019_014E,B17019_014M,B17019_015E,B17019_015M,B17019_016E,B17019_016M,B17019_017E,B17019_017M,B17019_018E,B17019_018M,B17019_019E,B17019_019M,B17019_020E,B17019_020M,B17019_021E,B17019_021M,B17019_022E,B17019_022M,B17019_023E,B17019_023M,NAME,B17019_001MA,B17019_001EA,B17019_002EA,B17019_002MA,B17019_003MA,B17019_003EA,B17019_004MA,B17019_004EA,B17019_005MA,B17019_005EA,B17019_006MA,B17019_006EA,B17019_007MA,B17019_007EA,B17019_008MA,B17019_008EA,B17019_009MA,B17019_009EA,B17019_010MA,B17019_010EA,B17019_011MA,B17019_011EA,B17019_012EA,B17019_012MA,B17019_013EA,B17019_013MA,B17019_014MA,B17019_014EA,B17019_015MA,B17019_015EA,B17019_016MA,B17019_016EA,B17019_017EA,B17019_017MA,B17019_018EA,B17019_018MA,B17019_019MA,B17019_019EA,B17019_020MA,B17019_020EA,B17019_021MA,B17019_021EA,B17019_022MA,B17019_022EA,B17019_023EA,B17019_023MA,state
0400000US01,1232515,11755,184841,6662,56254,3359,32449,2699,23805,2464,128587,5238,16420,2394,7616,1504,8804,1892,112167,5073,30779,2595,81388,4775,1047674,12321,813772,12248,692905,11883,120867,5623,233902,7177,61185,3606,38900,2784,22285,2420,172717,5819,103752,4594,68965,4396,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,4885,1020,2675,602,2210,840,8114,1333,2317,642,995,413,1322,489,5797,1159,1624,500,4173,1011,152016,3662,119143,3424,88510,3422,30633,2807,32873,3004,12349,1870,7290,1386,5059,1168,20524,2120,11820,1407,8704,1526,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,88335,4279,44431,3078,43904,3282,120666,5231,25890,2940,7534,1587,18356,2686,94776,4191,23904,2300,70872,4066,1370480,13405,1052960,12543,816815,11200,236145,8384,317520,9464,108230,5859,55406,3983,52824,4040,209290,7098,108082,4563,101208,5124,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,38327,2962,20327,2110,18000,2238,65811,3452,9891,1758,4132,1105,5759,1406,55920,2988,14550,1603,41370,2876,648074,9714,508201,9423,422883,8657,85318,4973,139873,5594,43661,3786,28136,2535,15525,2516,96212,4644,54586,3454,41626,3305,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,452770,11184,141882,6205,310888,8166,614649,11962,125277,5404,27789,2317,97488,5426,489372,11197,78973,4799,410399,10373,7694640,28159,5786373,25282,4052736,24232,1733637,16885,1908267,22054,646999,13474,298203,8148,348796,10333,1261268,16448,584111,11751,677157,13225,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,42865,3138,19138,2373,23727,2297,62695,4689,11365,2198,3059,928,8306,1972,51330,4066,10662,1827,40668,3695,1209723,10079,962861,10575,780597,9618,182264,7172,246862,6362,87770,4684,49227,3269,38543,3185,159092,5547,89884,3835,69208,3767,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,19680,2501,7677,1332,12003,1973,47269,4219,8008,1771,1912,1032,6096,1384,39261,3896,5619,1116,33642,3717,820314,9845,630993,9055,538430,8249,92563,5239,189321,5974,56763,3609,34864,2787,21899,2697,132558,5089,70942,3705,61616,3537,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,5763,1205,3585,897,2178,714,13970,2088,2502,749,1248,636,1254,500,11468,1892,3608,973,7860,1623,213267,4508,159599,4060,134980,3598,24619,2510,53668,2749,15655,1986,12191,1867,3464,1032,38013,2417,22634,1971,15379,1925,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2292,700,604,285,1688,694,14415,1910,1704,674,166,140,1538,660,12711,1772,1018,429,11693,1765,101157,3173,63952,3106,41991,2442,21961,1908,37205,2778,7792,1463,2969,870,4823,1075,29413,2463,12159,1522,17254,1864,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,221565,8739,116619,5823,104946,5439,342196,9105,60354,4673,20170,2271,40184,3961,281842,7975,70860,4380,210982,7887,4129650,24086,3158538,24036,2483281,21859,675257,14816,971112,16358,293183,8421,161826,6800,131357,7001,677929,12957,375198,9678,302731,9731,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
