GEO_ID,B27014_001E,B27014_001M,B27014_002E,B27014_002M,B27014_003E,B27014_003M,B27014_004E,B27014_004M,B27014_005E,B27014_005M,B27014_006E,B27014_006M,B27014_007E,B27014_007M,B27014_008E,B27014_008M,B27014_009E,B27014_009M,B27014_010E,B27014_010M,B27014_011E,B27014_011M,B27014_012E,B27014_012M,B27014_013E,B27014_013M,B27014_014E,B27014_014M,B27014_015E,B27014_015M,B27014_016E,B27014_016M,B27014_017E,B27014_017M,B27014_018E,B27014_018M,B27014_019E,B27014_019M,B27014_020E,B27014_020M,B27014_021E,B27014_021M,B27014_022E,B27014_022M,B27014_023E,B27014_023M,B27014_024E,B27014_024M,B27014_025E,B27014_025M,B27014_026E,B27014_026M,B27014_027E,B27014_027M,B27014_028E,B27014_028M,B27014_029E,B27014_029M,B27014_030E,B27014_030M,B27014_031E,B27014_031M,B27014_032E,B27014_032M,B27014_033E,B27014_033M,B27014_034E,B27014_034M,B27014_035E,B27014_035M,B27014_036E,B27014_036M,B27014_037E,B27014_037M,B27014_038E,B27014_038M,B27014_039E,B27014_039M,B27014_040E,B27014_040M,B27014_041E,B27014_041M,B27014_042E,B27014_042M,B27014_043E,B27014_043M,B27014_044E,B27014_044M,B27014_045E,B27014_045M,B27014_046E,B27014_046M,NAME,B27014_001EA,B27014_001MA,B27014_002EA,B27014_002MA,B27014_003MA,B27014_003EA,B27014_004MA,B27014_004EA,B27014_005EA,B27014_005MA,B27014_006EA,B27014_006MA,B27014_007EA,B27014_007MA,B27014_008MA,B27014_008EA,B27014_009EA,B27014_009MA,B27014_010EA,B27014_010MA,B27014_011EA,B27014_011MA,B27014_012EA,B27014_012MA,B27014_013MA,B27014_013EA,B27014_014MA,B27014_014EA,B27014_015EA,B27014_015MA,B27014_016EA,B27014_016MA,B27014_017EA,B27014_017MA,B27014_018EA,B27014_018MA,B27014_019MA,B27014_019EA,B27014_020EA,B27014_020MA,B27014_021MA,B27014_021EA,B27014_022EA,B27014_022MA,B27014_023EA,B27014_023MA,B27014_024MA,B27014_024EA,B27014_025EA,B27014_025MA,B27014_026MA,B27014_026EA,B27014_027EA,B27014_027MA,B27014_028EA,B27014_028MA,B27014_029EA,B27014_029MA,B27014_030EA,B27014_030MA,B27014_031MA,B27014_031EA,B27014_032MA,B27014_032EA,B27014_033EA,B27014_033MA,B27014_034EA,B27014_034MA,B27014_035MA,B27014_035EA,B27014_036MA,B27014_036EA,B27014_037MA,B27014_037EA,B27014_038EA,B27014_038MA,B27014_039EA,B27014_039MA,B27014_040MA,B27014_040EA,B27014_041EA,B27014_041MA,B27014_042MA,B27014_042EA,B27014_043MA,B27014_043EA,B27014_044EA,B27014_044MA,B27014_045MA,B27014_045EA,B27014_046EA,B27014_046MA,state
0400000US01,3660536,3104,1464246,14840,830148,11274,796721,10358,36017,2946,760704,10458,33427,2453,28100,2044,5327,1218,634098,9405,613613,9372,23168,2391,590445,8741,20485,1973,17392,1773,3093,777,773294,13512,331595,9019,293484,8661,32904,2796,260580,8318,38111,2339,37401,2319,710,366,441699,8243,406379,7977,53020,4010,353359,7958,35320,2550,33824,2400,1496,738,1422996,12532,563118,8898,317576,8149,148118,5474,169458,7840,245542,3457,243777,3673,1765,623,859878,9401,507594,8653,190090,5342,317504,8139,352284,4074,347536,4182,4748,935,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,525296,1652,236468,5350,136813,3870,131834,3739,12069,2149,119765,4375,4979,1013,4075,899,904,402,99655,3582,95762,3498,5538,1074,90224,3595,3893,729,2703,570,1190,426,160370,4818,80672,3251,73346,3333,10661,1609,62685,3101,7326,1030,6430,959,896,545,79698,3586,74669,3607,10276,1427,64393,3037,5029,789,4686,802,343,204,128458,4243,51448,2819,29853,2460,11716,1416,18137,1943,21595,1365,20537,1355,1058,532,77010,3316,50814,3018,15368,1792,35446,2502,26196,1325,25153,1326,1043,444,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5002498,2411,1987208,18009,1147323,12631,1107085,12301,85597,4714,1021488,12984,40238,2820,34182,2688,6056,1041,839885,12944,813626,12875,59036,4275,754590,12567,26259,2328,21224,2053,5035,1112,1160959,14098,530117,11518,469089,11170,96253,5847,372836,10485,61028,3510,58873,3418,2155,776,630842,11125,573282,10177,126843,6860,446439,8468,57560,3496,55814,3402,1746,582,1854331,16048,747499,9804,361825,8153,174520,7696,187305,6821,385674,4277,375963,4275,9711,1260,1106832,12327,619585,11706,247374,8742,372211,9505,487247,4341,473840,4776,13407,1866,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2210565,2640,910330,12000,522479,8165,499332,8125,32347,3128,466985,8887,23147,2033,20113,2017,3034,913,387851,8341,374270,7759,24379,2435,349891,7392,13581,1609,11815,1599,1766,700,468802,10381,204512,5550,180126,5332,33478,2910,146648,5415,24386,2304,23935,2317,451,276,264290,8445,239303,7606,50514,3231,188789,6838,24987,2432,24511,2410,476,311,831433,11526,336030,7087,181867,6736,98343,4869,83524,5385,154163,2785,152570,2820,1593,732,495403,8601,287337,7934,126641,4866,160696,6753,208066,3131,206350,3157,1716,623,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29162324,5744,11801502,44706,6965678,27458,6700841,26511,498480,11350,6202361,27643,264837,5920,201612,4939,63225,4751,4835824,28944,4673304,27655,340614,9332,4332690,26899,162520,6154,123209,4786,39311,3210,7456911,41515,3391315,27307,3106881,27123,611036,13338,2495845,23215,284434,6719,265594,5921,18840,2026,4065596,30078,3782895,28434,794312,14021,2988583,23393,282701,7021,260013,6897,22688,2319,9903911,36800,3850510,24719,2230339,22870,974227,17815,1256112,17000,1620171,9068,1568905,9211,51266,3305,6053401,29398,3770249,28280,1389230,17700,2381019,24318,2283152,9610,2203016,10476,80136,4630,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4020590,3165,1870196,15323,1092984,9632,1053275,9303,70014,3768,983261,9606,39709,2468,31214,2219,8495,1341,777212,11043,754095,10798,48929,3864,705166,10137,23117,2015,18717,1904,4400,878,1069347,15310,473283,8801,422566,8798,80760,4385,341806,8518,50717,2905,48216,2814,2501,879,596064,10992,546191,10263,104827,5465,441364,9326,49873,2493,46868,2520,3005,851,1081047,9669,415844,7424,202937,7228,94158,5561,108779,4976,212907,3801,207966,3730,4941,1182,665203,7615,377246,7024,125244,5434,252002,7182,287957,3221,279674,3257,8283,1194,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2767261,1349,1205282,12350,689386,9143,654453,8346,39162,3741,615291,8499,34933,2333,27882,2110,7051,1191,515896,7733,494318,7814,38853,3444,455465,7436,21578,1825,16610,1639,4968,1029,749264,11191,315649,7170,278190,6707,56717,4120,221473,6542,37459,2232,36087,2138,1372,453,433615,7555,392496,7481,88064,5603,304432,6910,41119,2312,38431,2235,2688,695,812715,9912,319387,7075,158835,6310,74862,4558,83973,4701,160552,3384,156680,3641,3872,818,493328,7448,255444,7239,103209,5274,152235,6187,237884,3029,231920,3385,5964,1242,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,717516,830,312369,5954,166710,3948,159362,3737,12214,1650,147148,3643,7348,1195,5245,1055,2103,749,145659,4792,140950,4706,10379,1624,130571,4328,4709,972,3935,932,774,419,171250,5890,75901,3361,64365,3343,10983,1654,53382,3309,11536,1280,11443,1281,93,92,95349,4442,86785,4227,20478,2924,66307,3445,8564,1133,8343,1142,221,217,233897,5586,96981,3642,48432,3378,24114,2649,24318,2773,48549,1422,48141,1485,408,336,136916,4104,67896,3599,31164,2678,36732,2806,69020,1421,68067,1461,953,588,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,533132,509,259919,6141,130207,4002,124986,3875,13236,2299,111750,4276,5221,949,3853,874,1368,498,129712,3945,125155,3868,13335,1913,111820,3672,4557,864,3551,704,1006,472,125801,4935,54061,3217,50737,3275,13326,2119,37411,2721,3324,712,2817,596,507,357,71740,3404,66349,3494,18947,2496,47402,2739,5391,924,4978,885,413,421,147412,5094,61383,3253,40849,3004,24159,2592,16690,2408,20534,1301,18517,1189,2017,688,86029,3651,53076,3757,30561,3086,22515,2671,32953,1504,30717,1571,2236,679,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15537207,4034,6118910,34344,3401590,23204,3245135,22043,183760,8048,3061375,22156,156455,6230,133021,6006,23434,2518,2717320,20644,2619386,20854,130309,6622,2489077,22164,97934,5150,78967,4392,18967,2639,3378004,31083,1524282,20584,1320196,18345,167407,6959,1152789,17732,204086,7235,195546,6925,8540,1476,1853722,20843,1655648,18521,230482,8750,1425166,17768,198074,7519,188898,7247,9176,1411,6040293,33129,2498983,22914,1182263,19742,478507,13833,703756,15382,1316720,9736,1285162,9121,31558,3282,3541310,21306,1791080,19777,577011,13395,1214069,18796,1750230,9195,1698784,9340,51446,3973,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
