GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001EA,C16009_001MA,C16009_002EA,C16009_002MA,C16009_003MA,C16009_003EA,C16009_004MA,C16009_004EA,C16009_005EA,C16009_005MA,C16009_006EA,C16009_006MA,C16009_007EA,C16009_007MA,C16009_008MA,C16009_008EA,C16009_009MA,C16009_009EA,C16009_010EA,C16009_010MA,C16009_011EA,C16009_011MA,C16009_012EA,C16009_012MA,C16009_013EA,C16009_013MA,state
0400000US01,4441365,3186,821217,22479,761611,21340,46643,6217,5029,1881,5144,1588,2790,1441,3620148,22455,3463020,21747,93057,6342,26615,3028,30825,3097,6631,1905,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,666076,992,71524,5851,49566,4423,2904,1809,2160,1212,6480,2418,10414,2581,594552,6032,505846,6640,18242,1989,15104,2934,31711,2179,23649,1722,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6150766,2816,1079320,23509,614820,18078,370362,17218,17376,3367,21937,3186,54825,4703,5071446,23326,3881947,22601,894776,19804,105321,7902,98411,5957,90991,5281,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2695272,2892,487410,14390,435645,13816,42550,5552,2504,873,5846,1860,865,655,2207862,14707,2071920,15554,95758,6807,14539,2341,22920,3723,2725,1488,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35588411,6400,5680948,58499,2536798,32480,2407333,40660,200110,10833,458836,17153,77871,9171,29907463,57695,17364557,56665,7863870,47023,1380227,32486,3024017,30755,274792,16058,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4908680,2904,577693,19116,415304,14619,126100,10509,11266,2278,11125,2413,13898,4208,4330987,18958,3644661,18569,462741,13909,106611,6427,82882,4322,34092,4311,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3299808,1795,343475,14507,216450,11102,99423,8411,19475,3572,3885,1151,4242,1637,2956333,14272,2362009,16120,280698,10477,216784,10883,75769,5099,21073,4108,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,854618,1255,102230,7196,83089,6372,14057,2987,2443,932,1746,730,895,580,752388,6891,659797,8886,45895,3842,20236,2977,18664,2497,7796,3513,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,582171,410,100426,6763,83314,5909,7716,2075,4304,1540,2236,964,2856,1141,481745,6682,395106,8239,43182,3664,24562,3513,8625,1638,10270,2365,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18411428,5328,2933778,53141,1859348,39178,828542,26919,173615,11810,46566,6376,25707,5680,15477650,53891,11303561,51212,3053534,34586,790084,29125,249516,10924,80955,6819,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9181095,5042,1606732,34265,1320999,27518,216111,15707,26582,4209,26127,3414,16913,4182,7574363,34428,6606076,34395,522054,17662,200293,12101,184765,7270,61175,8365,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1291397,1126,144554,9895,102121,8467,2040,868,1515,673,35645,5770,3233,1930,1146843,9848,863570,13259,20713,3267,12800,2277,247618,8958,2142,1116,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1494103,2144,213707,10647,176183,10299,29425,4533,3226,1720,2656,1327,2217,1015,1280396,11188,1164626,12635,85683,6696,13220,2495,12177,3974,4690,1825,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11797090,4743,1627871,27809,1183145,21384,301727,14117,64557,6488,44158,4529,34284,6274,10169219,28097,7924401,32335,1278802,18204,587888,15875,286320,11481,91808,9489,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5981542,4402,867523,22221,753743,19021,76265,8764,14367,3571,17211,3225,5937,2453,5114019,22353,4751935,22249,189542,9933,99994,7956,56144,4854,16404,3578,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
