GEO_ID,C24080_001E,C24080_001M,C24080_002E,C24080_002M,C24080_003E,C24080_003M,C24080_004E,C24080_004M,C24080_005E,C24080_005M,C24080_006E,C24080_006M,C24080_007E,C24080_007M,C24080_008E,C24080_008M,C24080_009E,C24080_009M,C24080_010E,C24080_010M,C24080_011E,C24080_011M,C24080_012E,C24080_012M,C24080_013E,C24080_013M,C24080_014E,C24080_014M,C24080_015E,C24080_015M,C24080_016E,C24080_016M,C24080_017E,C24080_017M,C24080_018E,C24080_018M,C24080_019E,C24080_019M,NAME,C24080_001EA,C24080_001MA,C24080_002EA,C24080_002MA,C24080_003MA,C24080_003EA,C24080_004MA,C24080_004EA,C24080_005EA,C24080_005MA,C24080_006EA,C24080_006MA,C24080_007MA,C24080_007EA,C24080_008MA,C24080_008EA,C24080_009MA,C24080_009EA,C24080_010MA,C24080_010EA,C24080_011EA,C24080_011MA,C24080_012MA,C24080_012EA,C24080_013EA,C24080_013MA,C24080_014MA,C24080_014EA,C24080_015MA,C24080_015EA,C24080_016EA,C24080_016MA,C24080_017MA,C24080_017EA,C24080_018EA,C24080_018MA,C24080_019MA,C24080_019EA,state
0400000US01,2030482,13376,1063971,9912,798419,11061,758541,11191,39878,3053,50917,3496,65319,4621,40806,3307,39937,3060,68573,3975,966511,9413,658565,10117,642780,10294,15785,1779,89490,4387,75063,3919,73119,4424,29641,2734,40633,3097,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352531,5376,193046,3792,122984,4373,114778,4374,8206,1218,12467,1624,14063,1326,13434,1544,17485,2201,12613,1573,159485,3660,81902,3425,77101,3389,4801,1080,22615,2099,20584,2014,15270,1964,8494,1307,10620,1345,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2866629,19029,1536201,12175,1182372,12952,1112669,13599,69703,3830,62036,3932,86241,4145,51358,3439,47336,3525,106858,5806,1330428,13240,914788,15728,887032,15616,27756,2177,122339,6443,106414,4981,80980,4987,30478,3050,75429,4449,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1269092,12369,674746,7976,505955,8722,478197,8867,27758,2481,32567,3345,26157,2481,38245,3444,15903,2032,55919,3291,594346,9058,387445,9487,377733,9474,9712,1455,57049,3340,37830,3252,72993,4651,10731,1742,28298,2728,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17638152,36488,9538063,25006,7245808,29409,6841582,27474,404226,9665,428593,10471,527581,12905,288984,9130,195721,7066,851376,14301,8100089,27742,5420744,32812,5235916,32720,184828,7382,719592,11948,776883,13119,423636,9337,134788,5885,624446,10955,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2699282,13014,1448165,9628,1115916,10927,1031284,11609,84632,4557,73566,4059,75794,4613,45238,3377,43311,3385,94340,4794,1251117,8853,843334,9337,801457,9542,41877,3088,137780,6796,103047,4657,60020,3516,28326,2468,78610,4659,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1798758,11166,926447,7567,700330,8911,655305,8806,45025,3900,58201,2933,52079,3184,34117,2852,13597,1588,68123,4443,872311,7900,580915,8369,564929,8481,15986,1812,112083,4590,82571,4565,41217,2945,10141,1636,45384,3434,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441144,5793,221880,3918,172026,4267,160939,4585,11087,1823,13109,1855,6237,1245,14035,2032,5619,972,10854,1603,219264,4356,150148,4487,146555,4439,3593,791,23925,2379,5833,940,25330,2270,6269,1458,7759,1227,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,345592,5578,164672,3444,92358,4100,84098,4035,8260,1456,28140,2546,7386,1539,2407,775,27502,2367,6879,1251,180920,4102,90347,3766,86008,3637,4339,971,39207,2866,10092,1498,4934,989,29471,2051,6869,1236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8738970,32696,4561665,24092,3582010,26974,3251097,27161,330913,9452,188070,6703,255914,7174,111679,5492,112112,5710,311880,11546,4177305,20438,3042059,22960,2889906,22628,152153,6227,337267,10591,350410,10893,152403,5713,66082,4355,229084,9741,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4466307,22294,2318083,16321,1793106,16586,1671123,16372,121983,5794,93714,4749,122284,6148,75568,4474,80993,5680,152418,8672,2148224,15141,1483915,17884,1428324,17652,55591,3581,172003,7878,184134,8023,139555,6154,65601,5121,103016,5085,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,664180,7810,346145,4348,227928,4684,213449,4677,14479,1692,20953,2376,12917,1767,23204,2016,33997,2457,27146,2166,318035,5879,203363,5233,197125,5263,6238,1067,29964,2581,7524,1422,38787,2947,17580,1761,20817,2311,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,726768,8459,393071,5541,296420,6083,272846,6417,23574,3012,15494,1915,20728,2186,17217,2045,11652,1560,31560,2589,333697,5800,225059,6594,216235,6356,8824,1802,29234,2589,25590,2401,22901,2187,7711,1925,23202,2553,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6143429,21683,3221223,14741,2544912,17150,2391300,15622,153612,6121,176715,5935,181443,6575,96788,4812,48979,3363,172386,5832,2922206,15717,2040123,16190,1977600,16645,62523,4027,352469,8301,230690,6677,135492,5040,45868,3079,117564,5436,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3087270,14316,1616832,11853,1300973,13000,1242679,12673,58294,3767,86261,4335,73868,4117,47633,3463,21089,2430,87008,4813,1470438,11235,1032822,12572,1008815,12493,24007,2507,194015,7199,102708,4744,61137,3439,22427,2332,57329,3559,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1593590,9293,832309,7053,633087,7087,592547,6935,40540,2509,41610,2651,38938,2725,34433,2473,13721,1736,70520,2828,761281,7094,500115,6977,485237,6835,14878,1612,92513,3321,60934,3373,56948,3472,10907,1652,39864,2735,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1397854,9549,739606,6987,562960,7767,531127,8096,31833,2504,32331,2329,42168,2847,33357,2865,18383,2179,50407,3206,658248,6886,422804,7233,409600,7185,13204,1569,78926,3848,59386,3299,46817,3423,14932,1565,35383,2443,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1909704,13212,1002508,9302,772440,10369,733446,10126,38994,3230,48982,3465,49270,3636,43383,3119,21040,2289,67393,4019,907196,8482,603520,8512,588654,8474,14866,1689,103919,4616,60171,3143,80547,4213,20242,2229,38797,2835,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2018024,13487,1048422,10007,818400,9545,768702,10052,49698,3721,43781,3580,50190,3910,39776,3428,29150,2615,67125,4289,969602,9723,663574,11668,643833,11724,19741,1958,88843,4923,79211,4587,69198,4072,21448,2314,47328,3968,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,653189,6948,334038,4858,234302,5342,215183,5419,19119,1828,22965,2206,20684,2206,10983,1425,8881,1576,36223,2718,319151,4950,190055,5556,182235,5838,7820,1299,55421,3511,29796,2317,14680,1610,5981,937,23218,2204,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2994301,14042,1515517,10401,1030530,10902,965319,11110,65211,3535,107492,5921,88722,4915,54762,3227,155420,5658,78591,3965,1478784,9833,866384,10778,834978,11120,31406,2563,185154,6097,145875,5977,70965,4040,145655,6770,64751,4125,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3470655,19542,1755880,12869,1293876,14794,1219301,14823,74575,4716,149127,6131,92800,4535,61929,4151,34069,2521,124079,5194,1714775,11852,1097808,12095,1070670,11735,27138,2648,285530,7852,148592,6056,68474,3689,21116,2303,93255,4787,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4448034,20901,2306184,14024,1842053,14337,1733138,14666,108915,4317,140095,5536,89717,4277,68448,3489,31814,2351,134057,4245,2141850,13884,1482731,14960,1440949,15133,41782,2924,292036,7182,133480,4222,111576,4700,28998,2345,93029,4535,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2864517,12336,1480825,8452,1137559,9485,1057770,9293,79789,3353,100574,4051,70473,3376,52961,5128,21279,1688,97979,3790,1383692,7508,900539,8873,868198,8681,32341,2443,221024,5222,109439,4914,69469,3420,19161,2040,64060,3083,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1208586,11246,622054,8043,462218,9737,435359,9267,26859,2352,24582,2917,31278,3243,35925,3159,20986,2154,47065,3538,586532,8187,394070,7762,382994,7554,11076,1967,43652,3593,40255,3513,67188,3442,16557,1920,24810,2843,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2805646,16034,1441763,9555,1089822,10218,1029868,9681,59954,3419,103549,5249,69956,3712,49917,3085,29621,3005,98898,4494,1363883,11973,907347,9364,882738,9535,24609,2587,201543,5773,86504,4619,79576,4051,27015,2421,61898,3863,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,494622,5533,261510,3797,178434,4163,159867,4390,18567,1877,14266,1881,12972,1451,13312,1471,11373,1291,31153,2552,233112,4131,133358,4383,124674,4392,8684,1073,32136,2619,21885,2505,17929,2026,8830,1421,18974,1998,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,981449,7079,517227,4701,390599,5969,363713,5909,26886,1956,26083,2161,27775,2277,21419,1748,11581,1297,39770,2543,464222,4985,304672,5551,294794,5335,9878,1380,59723,3331,40915,2698,25348,1835,9998,1355,23566,1620,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1298821,11890,698032,7176,567488,8696,542944,8655,24544,2374,18953,1862,38043,2935,18232,2302,19751,2376,35565,3448,600789,8680,461287,9312,448155,8895,13132,1795,30351,2908,44562,3148,21699,1873,11467,1788,31423,2668,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,704847,6802,367194,4227,276378,4814,261568,4655,14810,1581,23111,1917,19240,2334,10923,1336,7842,1354,29700,2326,337653,5084,214287,6202,207382,6216,6905,1309,52702,3417,34032,2309,12170,1692,5660,1137,18802,1912,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4369952,17577,2296892,11397,1804035,13994,1679011,14455,125024,5552,105539,5422,137648,4993,75735,4115,43919,3180,130016,6322,2073060,14243,1458462,14063,1415999,14587,42463,3128,200322,6265,190767,7322,113358,5202,24711,2351,85440,3976,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
