GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,NAME,B27021_001MA,B27021_001EA,B27021_002EA,B27021_002MA,B27021_003MA,B27021_003EA,B27021_004EA,B27021_004MA,B27021_005EA,B27021_005MA,B27021_006MA,B27021_006EA,B27021_007EA,B27021_007MA,B27021_008MA,B27021_008EA,B27021_009EA,B27021_009MA,B27021_010EA,B27021_010MA,B27021_011EA,B27021_011MA,B27021_012MA,B27021_012EA,B27021_013MA,B27021_013EA,B27021_014MA,B27021_014EA,B27021_015EA,B27021_015MA,B27021_016EA,B27021_016MA,B27021_017EA,B27021_017MA,B27021_018MA,B27021_018EA,B27021_019MA,B27021_019EA,B27021_020EA,B27021_020MA,B27021_021EA,B27021_021MA,B27021_022MA,B27021_022EA,B27021_023EA,B27021_023MA,B27021_024MA,B27021_024EA,B27021_025MA,B27021_025EA,B27021_026EA,B27021_026MA,B27021_027MA,B27021_027EA,B27021_028EA,B27021_028MA,B27021_029MA,B27021_029EA,B27021_030MA,B27021_030EA,B27021_031EA,B27021_031MA,B27021_032MA,B27021_032EA,B27021_033EA,B27021_033MA,B27021_034EA,B27021_034MA,B27021_035MA,B27021_035EA,B27021_036MA,B27021_036EA,B27021_037MA,B27021_037EA,B27021_038EA,B27021_038MA,B27021_039EA,B27021_039MA,B27021_040MA,B27021_040EA,B27021_041MA,B27021_041EA,B27021_042EA,B27021_042MA,B27021_043EA,B27021_043MA,B27021_044EA,B27021_044MA,B27021_045MA,B27021_045EA,B27021_046MA,B27021_046EA,B27021_047MA,B27021_047EA,B27021_048EA,B27021_048MA,B27021_049EA,B27021_049MA,B27021_050MA,B27021_050EA,B27021_051MA,B27021_051EA,B27021_052MA,B27021_052EA,B27021_053EA,B27021_053MA,state
0400000US01,4767383,1932,3991589,14532,2740585,30144,2721683,30266,2493704,32747,2095792,31845,785055,16589,227979,11984,18902,3162,14245,2745,8001,1596,7761,2202,4657,1369,1251004,27402,266136,15095,241228,13792,194901,11602,122210,8791,91414,7510,46327,5534,24908,2827,16530,2304,11317,1778,6412,1536,8378,1756,984868,24398,946104,22810,780431,20034,381882,15243,473289,15058,165673,8326,38764,4608,22907,2957,15866,2346,8018,1709,15857,2816,775794,14253,606876,10942,529232,10829,473392,9662,338559,8536,275043,7364,55840,3544,77644,4141,61488,3716,53034,3473,15479,1726,16156,2088,168918,7044,130616,6143,105787,6083,31226,2815,38302,3904,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,577557,6244,424895,10896,417945,10630,367666,10434,314289,9559,95883,6089,50279,4251,6950,1633,4675,997,3885,1019,1594,591,2275,968,152662,11005,53517,6476,45688,5776,33594,4849,20727,3992,16901,3260,12094,1792,7829,1130,4458,1030,2451,686,2338,727,3371,893,99145,8873,89197,7477,67948,6352,37249,4657,36597,4492,21249,2863,9948,2457,6053,1657,3976,1187,2356,968,3895,1334,133984,6342,83599,3763,63172,3235,52421,2864,39991,2594,22836,2137,10751,1570,20427,1907,15916,1745,14141,1729,3455,891,4511,965,50385,3579,36374,3294,29806,2948,9043,1833,14011,2041,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,5437493,21220,3766863,40086,3735745,39840,3332587,33893,2599040,31928,1207992,23524,403158,17299,31118,3935,22932,3493,11965,2366,12867,2375,8186,2185,1670630,37000,511815,23859,449503,21486,357538,19630,209189,15254,174729,13459,91965,8003,62312,4892,49050,4792,27938,3634,23060,3620,13262,1755,1158815,31797,1076775,30103,889398,26954,442954,18892,510631,20917,187377,10123,82040,5300,57657,4085,36997,3224,22645,2749,24383,2870,1185581,21500,846579,12410,667376,10782,592207,10975,406647,9435,335632,7826,75169,4412,179203,6988,150013,6600,122186,5902,44616,3468,29190,3331,339002,12709,268364,10018,193156,8291,94714,6309,70638,6811,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,2416238,12704,1699974,25039,1687801,25233,1528874,24976,1172320,23257,585241,15518,158927,9431,12173,2646,8082,1920,4061,1267,4566,1357,4091,1838,716264,23476,184846,14420,166059,12988,136114,10285,78560,7973,69942,6639,29945,4306,18787,2691,12276,2255,6414,1598,6337,1436,6511,1792,531418,19070,504887,17599,436646,16689,187728,10135,279591,13174,68241,5813,26531,3040,16692,2702,10062,2143,7638,1762,9839,2018,498138,12717,378718,9226,323062,8127,291510,7788,194268,6636,174885,6483,31552,2990,55656,3646,43626,3038,34255,3051,13895,1598,12030,2086,119420,6247,97385,5350,73587,4483,28590,3557,22035,2835,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,32342085,41649,22707357,91411,22380958,92915,20137877,82928,15403851,78571,6655794,65534,2243081,36302,326399,13800,241738,10132,142951,7361,112180,7380,84661,7186,9634728,85827,2970542,57894,2607441,52682,2101947,42996,1258890,33656,969465,27809,505494,21055,363101,13544,252333,9901,139869,8116,119943,6872,110768,7255,6664186,78410,6178035,70935,5270606,65620,2688742,44704,2945486,52446,907429,22423,486151,14979,333324,10317,195325,8051,151531,8409,152827,8021,5955372,41953,3986476,24525,3055285,23460,2785618,22631,1976989,20214,1453219,17718,269667,9687,931191,14857,790774,13956,653657,12465,212121,7160,140417,5728,1968896,25321,1616529,20298,1204509,19351,503461,13850,352367,14795,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,4240658,13600,3205722,29528,3172592,28951,2925771,28490,2421862,27337,841655,16149,246821,12184,33130,3771,25014,2812,13924,1877,12950,2262,8116,2381,1034936,25665,332484,18048,296490,15623,245422,14382,165315,11402,97437,8474,51068,5933,35994,4480,26745,3473,18638,2813,9129,1614,9249,2598,702452,24129,652551,22068,576126,20806,322543,15861,300753,15066,76425,6041,49901,4235,33010,3287,22194,2549,12529,2064,16891,2210,1025364,13582,721123,7712,557356,9252,499332,8449,373627,9081,239983,6476,58024,3747,163767,5993,138439,6266,121950,6253,25194,2434,25328,2506,304241,9757,253552,8239,211887,8236,52466,3831,50689,4627,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,2896076,12324,2100368,25885,2081614,25567,1976433,24566,1689588,22048,524670,14421,105181,9493,18754,3181,13569,2297,8218,1544,6472,1722,5185,1963,795708,21492,218035,13896,193139,12360,168218,11732,109221,9798,72744,6505,24921,3950,24896,3461,19622,3157,10715,2242,9303,2081,5274,1641,577673,20126,543455,18783,498783,17884,252658,11882,283373,13745,44672,5007,34218,3497,25532,3022,15409,2264,10838,1774,8686,2078,645206,12419,467180,8609,391102,8361,366480,8041,256466,7069,205711,5615,24622,3024,76078,4005,67511,3761,57201,3429,16742,2057,8567,1440,178026,6310,159735,5621,122122,5182,44277,2719,18291,2539,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,757807,6980,525636,11261,519885,11355,490138,10905,419644,10913,152509,7438,29747,4002,5751,1639,4515,1384,1963,750,2931,1241,1236,915,232171,11182,63011,7642,55776,6794,45418,5653,30161,4805,20959,3371,10358,3257,7235,1575,6509,1574,3079,983,3624,1110,726,406,169160,10051,159926,9354,145343,8962,77158,6850,80871,6826,14583,3109,9234,1691,7388,1532,4885,1413,3047,976,1846,795,163123,7017,116455,4382,96110,4538,89654,4457,68541,4049,47542,2859,6456,1266,20345,2582,18324,2226,15473,1835,4821,1033,2021,812,46668,4100,42044,3704,33694,3160,10940,2196,4624,1586,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,394683,6116,208669,9125,204105,8997,194628,8491,161426,7068,56765,6786,9477,2504,4564,1089,4369,1092,3738,929,951,520,195,196,186014,8255,31792,5590,28623,4954,23873,4472,10871,2215,15279,4011,4750,1852,3169,1214,2019,912,872,621,1231,621,1150,784,154222,7689,147379,7486,141070,7312,56858,5849,94010,6569,6309,1398,6843,1558,5747,1405,3136,962,3026,1080,1096,558,253283,6043,159107,3767,123336,3748,119093,3886,93083,3621,47526,3444,4243,981,35771,2338,34637,2286,32481,2151,3585,891,1134,441,94176,4028,88342,3775,77851,3560,13866,1548,5834,1729,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,15967640,36223,10896306,74278,10785032,73713,9403908,70092,7274258,60370,3562567,38739,1381124,31780,111274,9301,73893,6305,42143,4624,37740,4593,37381,4745,5071334,72299,1388645,38838,1227001,34479,901581,29895,547452,21915,425367,17826,325420,16610,161644,9279,109024,8201,64941,5463,48268,6126,52620,4781,3682689,60056,3472965,57902,2771751,47467,1431756,37049,1537298,34498,701214,22301,209724,9805,125563,7131,84724,5399,48596,4676,84161,6329,3615717,36742,2627585,21623,2130255,20186,1847803,18508,1270875,16118,1082845,13941,282452,10272,497330,12249,391433,10654,313146,9038,128176,4825,105897,5762,988132,24543,713240,19096,532612,15178,233870,10764,274892,13555,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
