GEO_ID,B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,NAME,B17005_001MA,B17005_001EA,B17005_002EA,B17005_002MA,B17005_003EA,B17005_003MA,B17005_004EA,B17005_004MA,B17005_005MA,B17005_005EA,B17005_006MA,B17005_006EA,B17005_007EA,B17005_007MA,B17005_008EA,B17005_008MA,B17005_009EA,B17005_009MA,B17005_010MA,B17005_010EA,B17005_011MA,B17005_011EA,B17005_012MA,B17005_012EA,B17005_013EA,B17005_013MA,B17005_014EA,B17005_014MA,B17005_015EA,B17005_015MA,B17005_016MA,B17005_016EA,B17005_017MA,B17005_017EA,B17005_018EA,B17005_018MA,B17005_019EA,B17005_019MA,B17005_020EA,B17005_020MA,B17005_021MA,B17005_021EA,B17005_022MA,B17005_022EA,B17005_023MA,B17005_023EA,state
0400000US01,3749855,4003,634327,17441,256897,9456,110857,6307,76213,5147,34644,3563,146040,7199,377430,10608,144064,6303,104763,5658,39301,3182,233366,7688,3115528,17762,1518322,10093,1047721,10940,983914,10955,63807,4183,470601,9412,1597206,10866,906964,11497,856608,10520,50356,4035,690242,10167,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,543066,2295,53721,4000,24459,2429,12954,1855,8026,1559,4928,1071,11505,1580,29262,2559,12587,1660,9092,1524,3495,923,16675,2006,489345,4325,253098,2979,195812,3531,184354,3671,11458,1528,57286,2718,236247,2673,158809,3765,149872,4019,8937,1374,77438,3412,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5148875,4512,830086,18399,368611,11140,182958,8342,137181,7393,45777,3838,185653,7839,461475,10685,177441,7835,134519,6602,42922,3832,284034,8193,4318789,19624,2133663,11875,1483461,12328,1395048,13644,88413,5393,650202,8014,2185126,12183,1256486,12866,1190184,13850,66302,4932,928640,10236,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2266253,3815,377866,10862,155195,6624,72229,4824,55135,4423,17094,1848,82966,4774,222671,6980,82812,4685,63671,4008,19141,2100,139859,6111,1888387,11964,935359,7481,649901,8302,616529,8813,33372,2898,285458,6187,953028,7555,549574,8722,527682,9196,21892,2315,403454,7533,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30008644,10312,4428136,43692,1943451,24302,978169,17020,712925,16421,265244,8644,965282,17844,2484685,28273,953756,18557,705776,15806,247980,9191,1530929,20456,25580508,43304,12705109,23567,9417351,25695,8803740,25927,613611,12197,3287758,23307,12875399,29954,7858499,29740,7359832,28682,498667,11241,5016900,27695,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4115340,4206,456479,14274,205658,9536,110318,6151,87129,5567,23189,2768,95340,6065,250821,8456,110911,5567,91684,5452,19227,2001,139910,6194,3658861,13820,1826560,9051,1417181,10364,1356973,10871,60208,4417,409379,7603,1832301,8876,1202413,10474,1152443,10635,49970,3540,629888,8479,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2812544,2839,273517,11055,110120,5713,53471,3601,36003,3102,17468,2138,56649,4087,163397,7187,67622,4259,45522,3401,22100,2625,95775,5551,2539027,11377,1241476,6002,946964,6869,881370,7866,65594,4184,294512,6399,1297551,7737,860902,7822,814108,7821,46794,3159,436649,6700,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,728745,1573,80644,5271,31891,2830,13938,1877,9999,1446,3939,1083,17953,2346,48753,3430,20391,2229,15576,1815,4815,1204,28362,2695,648101,5335,313876,3346,222838,4073,210710,3959,12128,1699,91038,3430,334225,3540,212520,4050,201844,4428,10676,1857,121705,3450,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520201,1003,84063,5510,34248,3793,12716,2176,7274,1521,5442,1380,21532,2869,49815,3975,20800,2716,13553,2328,7247,1473,29015,3191,436138,5461,208049,3785,166921,3893,155194,3827,11727,1620,41128,2937,228089,4206,169932,4359,161443,4098,8489,1757,58157,3238,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15912042,8055,2355434,41528,1013540,24242,462758,15238,328290,12415,134468,7365,550782,15334,1341894,24039,522272,15484,382985,12640,139287,7284,819622,16608,13556608,42352,6606211,23817,4485575,26419,4224866,26568,260709,11668,2120636,21688,6950397,23858,4007660,24201,3782442,23437,225218,8992,2942737,21405,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7609344,7082,1206232,24530,490895,12728,244631,9977,179929,9331,64702,4736,246264,9748,715337,15624,297527,9522,213322,7432,84205,5202,417810,10628,6403112,24526,3105719,12923,2262135,16355,2128242,16874,133893,7057,843584,12843,3297393,17181,2035091,14551,1921043,16126,114048,5845,1262302,14418,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1083957,2791,116684,7323,50746,4325,20447,2234,15920,2014,4527,997,30299,3596,65938,4086,24553,2826,20328,2402,4225,1186,41385,2929,967273,7702,478527,4549,346186,4286,328691,4090,17495,2284,132341,4240,488746,4442,307927,5588,296501,6034,11426,1702,180819,4603,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1221301,3229,166224,8048,72111,4818,35461,3129,29186,2756,6275,1347,36650,3400,94113,5210,40377,3737,35244,3565,5133,1579,53736,3605,1055077,8241,527951,4935,381730,5767,363187,6303,18543,2372,146221,4546,527126,5750,309457,5843,297187,6289,12270,1983,217669,5686,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9971269,5097,1270467,20257,524807,12171,260704,9754,176125,8478,84579,5272,264103,8493,745660,12551,321616,9776,225966,7947,95650,5634,424044,9571,8700802,19625,4289702,12380,3231170,14162,3029982,16035,201188,7039,1058532,11935,4411100,12424,2830310,17339,2677362,16971,152948,6065,1580790,14659,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5019413,4750,672423,16240,274575,9468,143681,6412,105273,5019,38408,3640,130894,6614,397848,9826,181671,6302,134664,5613,47007,3386,216177,8943,4346990,16880,2151899,10833,1587835,11726,1501609,12280,86226,5452,564064,9504,2195091,9954,1381250,11357,1321547,10863,59703,3871,813841,8167,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2373073,3575,270204,10077,114116,5552,58863,4046,46656,3595,12207,1613,55253,4237,156088,5926,77791,4610,66477,4359,11314,1594,78297,3355,2102869,10366,1052327,7102,803262,7428,775106,7672,28156,2353,249065,5067,1050542,6441,701806,7547,682414,7223,19392,1785,348736,5014,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2174202,3913,266445,8995,115522,5417,61097,4438,47747,4135,13350,1603,54425,3486,150923,6064,66871,4108,55923,3777,10948,1560,84052,4123,1907757,9650,944197,6291,715775,6706,687463,6608,28312,2401,228422,5372,963560,6640,618155,7607,596065,7574,22090,2342,345405,6490,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3384916,4346,581322,16462,251928,9011,105570,4978,73005,4279,32565,3065,146358,6499,329394,9852,123505,5548,92242,4778,31263,3096,205889,7612,2803594,16913,1382602,8987,973482,8755,922650,9214,50832,2882,409120,7693,1420992,10697,844897,8141,804401,8131,40496,3388,576095,8468,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3529476,4730,618379,16524,243726,9608,102276,6460,74470,5273,27806,3032,141450,6579,374653,10071,149253,6256,113714,5351,35539,3233,225400,8093,2911097,16064,1432364,10087,1027898,11181,972229,11148,55669,4974,404466,8277,1478733,10412,892711,10335,851528,9800,41183,3203,586022,8506,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1071082,1810,137988,5935,57647,3028,25141,2586,18844,2341,6297,1092,32506,2487,80341,4222,30132,2446,24128,2558,6004,1070,50209,3539,933094,6277,458400,4054,329062,4560,312292,4561,16770,1982,129338,3600,474694,4509,300425,5560,289627,5370,10798,1396,174269,4335,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4634898,4054,435201,14357,181690,8049,87449,5580,60277,4692,27172,2619,94241,5298,253511,8935,105472,6445,73425,5438,32047,3091,148039,6036,4199697,13842,2013033,8794,1542596,9619,1450605,10275,91991,4896,470437,8701,2186664,8929,1477747,10838,1398906,10974,78841,5072,708917,9071,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5298502,3774,570575,14078,236375,8761,96632,5296,68071,4208,28561,3104,139743,6915,334200,9239,130380,6396,97446,4946,32934,3554,203820,7738,4727927,14090,2301207,9366,1769180,12581,1664866,13053,104314,5030,532027,7673,2426720,9068,1651061,11454,1573563,12149,77498,4890,775659,9322,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7771175,4951,1127222,21646,489987,11602,230920,8721,153341,6716,77579,4937,259067,8576,637235,14120,280462,8796,208273,7343,72189,4558,356773,10904,6643953,22042,3263714,11458,2277217,13628,2140511,14111,136706,4981,986497,10150,3380239,15000,2025247,15334,1918309,15708,106938,4359,1354992,11341,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4210247,3307,440151,12044,194310,7301,100940,5716,78490,5208,22450,2431,93370,5042,245841,7174,114917,5506,96994,5272,17923,2114,130924,4859,3770096,13010,1880345,8707,1448658,8776,1391191,9140,57467,3440,431687,6641,1889751,7522,1307437,8422,1268706,8302,38731,2618,582314,6582,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2244539,3947,431359,12375,172103,6683,71267,4570,45466,3574,25801,2530,100836,5820,259256,8403,100735,5670,69419,4571,31316,3075,158521,6766,1813180,12737,883643,7139,614830,7467,574493,7786,40337,3379,268813,6664,929537,8920,544869,8005,513787,8126,31082,3012,384668,8643,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4664539,4393,647216,15528,270896,8939,124714,6560,88341,5397,36373,3375,146182,7025,376320,9087,156813,6600,120680,5751,36133,3502,219507,7319,4017323,16269,1971186,10785,1421387,10943,1344543,10487,76844,5020,549799,8800,2046137,10658,1284503,12181,1231565,12356,52938,3476,761634,9139,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,799491,1944,116655,6025,52247,3625,28153,2631,23733,2475,4420,973,24094,2568,64408,4009,30588,2573,26466,2471,4122,1033,33820,3092,682836,6041,343229,4072,245739,3921,236555,4085,9184,1494,97490,2906,339607,4126,212212,4484,205019,4802,7193,1472,127395,2996,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1412120,2558,159232,5845,63320,3149,36651,2548,29995,2365,6656,1612,26669,2207,95912,4361,47069,2753,38776,2496,8293,1470,48843,3164,1252888,6348,630798,3932,497846,4356,483087,4491,14759,1740,132952,3572,622090,4588,430698,5773,419582,5585,11116,1576,191392,3921,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2214800,2579,293974,11312,131182,6787,69984,5424,48025,4340,21959,2445,61198,3998,162792,6688,67378,5027,48286,4110,19092,2380,95414,5199,1920826,11829,966485,7345,698350,7823,649701,8340,48649,3749,268135,5785,954341,7161,589318,7942,552169,8693,37149,3052,365023,7293,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1056697,1907,87948,5229,38367,3036,19706,2404,14390,2084,5316,1264,18661,2406,49581,3241,22620,2001,17745,1900,4875,1028,26961,2569,968749,5305,478543,3975,365006,4543,347807,4326,17199,1761,113537,3218,490206,3272,323572,4644,313587,4854,9985,1479,166634,4765,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7005403,4856,689893,15925,281054,9124,132096,6833,93629,6334,38467,2863,148958,6630,408839,10362,162945,6560,115773,6070,47172,3553,245894,6782,6315510,15844,3081805,10056,2345927,12517,2198057,12064,147870,6400,735878,9403,3233705,10823,2070548,14212,1949297,14272,121251,5267,1163157,13897,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1596652,3328,302398,11252,130960,6255,63456,4384,44831,3476,18625,2632,67504,4608,171438,7455,67772,5106,51115,4344,16657,2308,103666,5274,1294254,12194,642836,7197,441241,8311,414752,8256,26489,2280,201595,5498,651418,7535,381985,7746,361782,7664,20203,2413,269433,6314,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15536785,7695,2221384,32057,930758,17298,402161,11357,286514,9628,115647,5830,528597,13598,1290626,19804,475246,10620,357625,9944,117621,6268,815380,15488,13315401,34166,6477870,20125,4772035,20843,4499904,20483,272131,8210,1705835,18002,6837531,20302,4358153,21513,4145399,21828,212754,7211,2479378,18158,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7618134,7487,1165451,19713,480626,12503,240885,8466,166750,6898,74135,4905,239741,9471,684825,12010,297841,9331,216119,8262,81722,5887,386984,9977,6452683,21672,3127321,14049,2247278,15101,2113008,14503,134270,5257,880043,9634,3325362,13348,2034571,14038,1925810,14490,108761,5220,1290791,13949,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,562982,1511,60285,4328,25691,2351,12214,1820,10296,1619,1918,757,13477,1706,34594,3052,14986,2138,13500,2181,1486,682,19608,2052,502697,4494,259714,3013,204144,3467,199001,3527,5143,1127,55570,2198,242983,3337,167888,3534,164748,3570,3140,1022,75095,2665,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8979480,5684,1244372,19311,514099,10665,245267,7004,164871,6034,80396,4307,268832,8276,730273,12701,322044,8441,241451,8077,80593,4650,408229,9463,7735108,19857,3809689,11162,2775835,13130,2629278,12567,146557,6142,1033854,11625,3925419,13288,2464158,14534,2360258,14159,103900,5276,1461261,13315,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2919918,3085,434404,10360,179620,6777,83431,4609,65419,3962,18012,1935,96189,4753,254784,6490,100882,4163,81855,3719,19027,1973,153902,5999,2485514,10561,1231918,7184,892386,7144,855612,6639,36774,2725,339532,5972,1253596,6813,751773,7203,723349,7405,28424,2543,501823,6969,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3148196,3869,479954,15530,218125,9459,113821,6658,84991,5909,28830,2569,104304,5900,261829,9395,114887,6491,85370,5070,29517,3653,146942,6137,2668242,16202,1321046,10099,922068,9600,868082,9211,53986,3592,398978,7161,1347196,9587,811020,9814,771344,9500,39676,3195,536176,9182,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10025656,4742,1218779,20884,514815,13372,216086,8169,141621,6072,74465,5066,298729,10171,703964,12704,278765,8195,207270,7320,71495,4068,425199,9901,8806877,21988,4303931,13386,3130017,14400,2951714,15064,178303,6309,1173914,11598,4502946,13549,2809968,14656,2684819,15718,125149,5190,1692978,12288,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,828633,1641,107860,6013,40953,3288,19511,1826,13203,1606,6308,1150,21442,2725,66907,4286,26893,3116,19001,2475,7892,1577,40014,3687,720773,6188,354416,3073,261595,4011,246045,4327,15550,2114,92821,3386,366357,4637,241444,4860,228173,4504,13271,1692,124913,4164,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3728975,4768,580924,14477,234255,8400,107726,5954,76340,5145,31386,3577,126529,6131,346669,10076,150093,6456,111319,5048,38774,3671,196576,7975,3148051,14460,1532439,9655,1074967,10850,1013540,10409,61427,3977,457472,8100,1615612,9902,962521,10042,907938,10902,54583,4182,653091,9781,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,638067,1828,83582,4591,37222,2902,19505,2306,15564,2052,3941,1105,17717,2151,46360,3185,21553,2276,18024,2155,3529,693,24807,2028,554485,4867,279527,3232,221478,3340,215821,3484,5657,1197,58049,2388,274958,3447,191603,3537,187476,3434,4127,1098,83355,3086,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5068729,4962,821313,19173,338575,11930,157827,7788,111538,6675,46289,3983,180748,8225,482738,10699,196107,7639,143247,6476,52860,4217,286631,8124,4247416,20320,2080696,12636,1472589,13559,1397514,13410,75075,4287,608107,9318,2166720,12109,1307417,13262,1239949,13305,67468,4656,859303,10639,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20007945,9515,2951509,39497,1218940,20408,647193,15841,527915,13240,119278,7338,571747,13643,1732569,25307,706415,16196,568627,14890,137788,7437,1026154,21864,17056436,38491,8488182,19995,6514710,19121,6224077,19020,290633,11138,1973472,17376,8568254,25751,5297639,26594,5053668,27837,243971,8726,3270615,25879,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
