GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001MA,C25093_001EA,C25093_002MA,C25093_002EA,C25093_003EA,C25093_003MA,C25093_004EA,C25093_004MA,C25093_005EA,C25093_005MA,C25093_006MA,C25093_006EA,C25093_007MA,C25093_007EA,C25093_008EA,C25093_008MA,C25093_009EA,C25093_009MA,C25093_010EA,C25093_010MA,C25093_011EA,C25093_011MA,C25093_012MA,C25093_012EA,C25093_013EA,C25093_013MA,C25093_014EA,C25093_014MA,C25093_015EA,C25093_015MA,C25093_016EA,C25093_016MA,C25093_017MA,C25093_017EA,state
0400000US13,2232553,17839,16216,2517,10926,1916,4950,1314,340,268,201103,7421,154144,6476,45858,4050,1101,508,1417657,13086,1068755,12981,331442,9135,17460,2056,597577,7962,438349,6475,154310,5533,4918,925,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,255375,5028,1113,648,910,624,108,103,95,135,14864,1870,9385,1751,5257,942,222,266,145745,4038,96544,3529,47309,2926,1892,674,93653,2988,68192,2926,24701,1936,760,389,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,402394,6319,4183,1150,2964,906,1219,646,0,190,43108,2880,31873,2465,10985,1743,250,291,235306,4593,186317,4671,46878,3609,2111,1023,119797,3807,92571,3636,26245,2172,981,443,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3125655,15819,21034,2103,13910,1751,6653,1036,471,431,292605,6105,221646,5825,68954,3614,2005,799,1938190,13168,1437192,11516,485642,10855,15356,1699,873826,7104,613550,7390,253870,5819,6406,1053,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1716341,13216,20420,2190,14130,1796,5985,1300,305,303,179730,6093,147378,5679,31174,2553,1178,565,1034987,9295,844686,8946,182885,6185,7416,1419,481204,6128,376920,6255,101988,4124,2296,712,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,879878,7925,11984,1713,8656,1411,2974,944,354,289,105694,3464,88343,3575,16856,1900,495,301,510822,5863,426450,5978,81288,3613,3084,780,251378,3436,200818,3284,48982,2159,1578,433,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739168,7329,10426,1457,7645,1233,2614,692,167,139,81898,3686,66756,3249,14752,1534,390,289,439107,5134,355391,4758,80020,3866,3696,755,207737,3211,162413,3198,43999,2441,1325,409,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1131197,10706,12455,2028,8173,1600,4140,1056,142,128,109172,4099,88443,4260,19614,2053,1115,516,672457,8427,537642,8297,128007,5209,6808,1128,337113,4725,260518,5004,74599,3352,1996,641,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1106785,10765,12688,2109,9684,1833,2281,793,723,402,114719,4759,89995,3444,23149,2786,1575,719,656237,8653,517906,7976,130777,5616,7554,1522,323141,4892,256754,4586,64004,3279,2383,677,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,392139,5035,2140,708,1263,508,861,442,16,28,28612,2024,20936,1675,7539,1251,137,123,239389,4094,179052,4051,58922,3064,1415,574,121998,2696,87138,2417,34601,2350,259,154,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1426748,11362,6616,1264,3568,974,2828,879,220,190,119899,4206,90402,3700,29049,2180,448,325,913931,9190,676224,8597,231766,5989,5941,1172,386302,4895,271910,5143,112419,4358,1973,532,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1570332,11411,3926,896,2092,664,1580,525,254,161,116340,5090,84159,4169,31796,3365,385,355,997733,8835,733722,8462,258516,7506,5495,1330,452333,5791,290604,4527,158669,4618,3060,728,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2693284,15012,25574,2067,16349,1773,8905,1233,320,228,243098,5978,188699,5099,52468,2768,1931,579,1629972,10940,1285614,10993,329804,8460,14554,1711,794640,5863,586208,5437,203775,4828,4657,797,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1526406,9904,15018,1788,10026,1552,4788,946,204,281,181756,4158,149676,3870,31479,2169,601,287,946862,7202,760807,6801,181881,5396,4174,821,382770,3923,282168,3477,98163,3080,2439,463,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741504,10031,6891,1429,4113,1110,2017,717,761,477,65382,3900,50466,3182,14511,1901,405,301,440362,8159,339461,7162,93086,4913,7815,1734,228869,4399,169232,3954,57699,3324,1938,649,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1575626,12914,16491,2106,11351,1733,4606,1118,534,350,165744,4955,132769,4637,31694,2519,1281,654,921022,10361,736979,9997,176191,6267,7852,1402,472369,4770,355559,5221,114154,4766,2656,647,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,272856,4625,2392,771,1630,644,762,430,0,161,23234,1928,17995,1655,5086,1072,153,148,160720,3928,123491,3703,36165,2592,1064,451,86510,2375,65951,2336,19910,1731,649,338,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,488438,4861,5816,961,3749,796,2016,586,51,84,59094,2622,48318,2561,10439,1375,337,314,287231,3744,235954,4100,50166,2741,1111,473,136297,2373,105897,2366,29563,2248,837,319,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,547905,6648,5898,1154,4497,1015,1283,559,118,144,49741,3020,37797,2883,11518,1678,426,268,320276,5888,239296,5644,77840,3917,3140,891,171990,3373,121785,3558,49197,2362,1008,446,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,364996,4581,1200,487,632,365,568,309,0,182,28674,1985,22020,1956,6654,1203,0,182,237829,4036,173567,4259,63612,2999,650,296,97293,2429,62564,2199,34327,2187,402,217,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2021062,12667,4844,1027,2259,672,2579,814,6,10,130350,4912,87297,4228,42153,2388,900,597,1300327,10005,867443,10039,424357,8977,8527,1322,585541,6636,338756,6092,243571,6690,3214,699,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,509151,6597,5902,1281,3923,1174,1682,716,297,190,42980,3068,31654,2911,11089,1511,237,127,295558,5721,222486,5458,66808,3583,6264,1241,164711,3210,125193,3641,37834,2494,1684,546,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3857906,20082,17071,2090,10497,1543,5764,1090,810,404,278516,7770,191710,6691,84406,4470,2400,634,2415808,16303,1682220,14472,719181,11029,14407,1832,1146511,8303,744440,9887,394419,8425,7652,1069,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2435384,18248,17316,2493,10790,1878,5939,1280,587,361,208001,6732,160200,5422,46157,3786,1644,617,1476052,15195,1141325,14968,319472,7501,15255,2175,734015,7370,542904,7392,185642,5624,5469,1028,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,195002,4098,5205,1370,4389,1208,628,382,188,287,27709,2166,24096,2001,3535,815,78,113,112382,2646,99374,2470,12645,1441,363,174,49706,1520,41322,1429,7939,963,445,272,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3000748,17269,22388,2032,15694,1742,6526,1071,168,126,276760,6249,227806,5629,47764,3879,1190,490,1793471,12665,1445232,12340,335748,7626,12491,1528,908129,7772,682634,7035,220106,5325,5389,882,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,950817,7331,12930,1495,9315,1316,3226,695,389,235,107365,2605,87137,2746,19752,1679,476,264,541368,6867,439607,7004,96455,4001,5306,823,289154,3534,231302,3729,55791,2839,2061,438,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,932392,9092,5065,1162,2918,860,2081,711,66,88,71685,3504,52432,3542,18940,2227,313,253,556858,7188,409451,6958,142712,5223,4695,1226,298784,4749,211390,4578,85562,3650,1832,745,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3404164,14323,21261,1881,12332,1596,8191,1041,738,417,295134,6725,230390,6135,63772,4078,972,431,2065813,11718,1599660,13093,452699,8632,13454,1645,1021956,7352,732422,7169,282308,5979,7226,1201,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240878,4850,1207,609,723,524,419,275,65,113,18860,1994,12791,1796,6069,1279,0,203,149563,3881,102664,3593,46347,2963,552,445,71248,2130,47318,1886,23320,1735,610,274,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1243177,11898,10237,1408,6809,1215,2970,951,458,415,105680,4872,79038,3820,25666,2928,976,367,723385,9073,561854,9340,149514,5046,12017,1724,403875,5253,304090,5367,96521,4132,3264,686,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,228010,3569,2850,674,1994,554,817,381,39,70,27789,1998,22487,1694,5252,1181,50,83,134781,2941,112957,2657,21161,1845,663,294,62590,1587,49885,1741,12215,1341,490,257,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1659797,14297,14500,2033,8944,1623,5254,1111,302,287,147728,5200,111256,4913,35010,2809,1462,571,990710,10719,770991,10456,209993,6322,9726,1651,506859,5634,389247,6403,113056,4837,4556,1019,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5674241,28289,52269,3904,33686,3175,16419,2619,2164,883,580470,10473,450952,9990,126238,6055,3280,887,3570910,21136,2818534,18892,721770,13742,30606,2638,1470592,12274,1124347,10447,334951,8974,11294,1605,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,635163,6737,8407,1328,5218,1029,3084,822,105,109,93124,3547,72875,3295,19968,2090,281,273,385902,5915,299616,6093,83292,4133,2994,1031,147730,2783,115360,2907,31538,2201,832,368,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,180184,3423,1219,475,603,291,616,324,0,147,13532,1248,9758,1141,3743,793,31,53,112753,2547,79789,2540,32548,2197,416,206,52680,1735,33126,1534,19398,1259,156,119,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2014812,16640,12054,1652,7835,1277,4072,917,147,112,185998,6107,135165,5337,49868,4098,965,427,1245927,13232,960995,10643,278772,8588,6160,1260,570833,6390,425111,6465,142774,4582,2948,756,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1654620,12782,11222,1599,6624,1315,4084,959,514,429,148120,5504,107668,4626,39788,3155,664,476,1027146,10227,764038,10465,255049,6786,8059,1343,468132,6260,340116,5906,125636,4749,2380,611,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,530755,7300,4482,1021,3529,896,943,437,10,18,42264,3139,34920,2647,6988,1443,356,277,302509,4884,255788,5335,43065,2571,3656,917,181500,3693,152351,3421,28091,2295,1058,316,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1536893,11259,11981,1492,8622,1215,3337,673,22,27,157244,4503,123453,4267,33030,2264,761,324,942083,8322,734961,7975,201933,4839,5189,1004,425585,5089,301630,5026,121250,3479,2705,588,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,155617,3486,2098,662,1428,569,625,394,45,97,19260,1990,15714,1756,3500,962,46,84,91549,2926,74531,2928,16564,1971,454,297,42710,1791,34636,1635,7847,1285,227,195,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,837840,10343,4431,1052,2103,612,1237,568,1091,486,48913,3544,29434,2739,17973,2278,1506,626,471065,8557,312180,7062,133553,5269,25332,2210,313431,5086,233219,5323,72631,3932,7581,1318,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
