GEO_ID,B24082_001E,B24082_001M,B24082_002E,B24082_002M,B24082_003E,B24082_003M,B24082_004E,B24082_004M,B24082_005E,B24082_005M,B24082_006E,B24082_006M,B24082_007E,B24082_007M,B24082_008E,B24082_008M,B24082_009E,B24082_009M,B24082_010E,B24082_010M,B24082_011E,B24082_011M,B24082_012E,B24082_012M,B24082_013E,B24082_013M,B24082_014E,B24082_014M,B24082_015E,B24082_015M,B24082_016E,B24082_016M,B24082_017E,B24082_017M,B24082_018E,B24082_018M,NAME,B24082_001EA,B24082_001MA,B24082_002MA,B24082_002EA,B24082_003MA,B24082_003EA,B24082_004EA,B24082_004MA,B24082_005EA,B24082_005MA,B24082_006EA,B24082_006MA,B24082_007EA,B24082_007MA,B24082_008MA,B24082_008EA,B24082_009EA,B24082_009MA,B24082_010EA,B24082_010MA,B24082_011EA,B24082_011MA,B24082_012EA,B24082_012MA,B24082_013MA,B24082_013EA,B24082_014MA,B24082_014EA,B24082_015EA,B24082_015MA,B24082_016EA,B24082_016MA,B24082_017EA,B24082_017MA,B24082_018EA,B24082_018MA,state
0400000US16,34222,1292,32027,644,31506,694,50805,9544,39003,4919,42555,3834,43090,3822,55293,5691,32438,6604,21918,427,20706,457,20550,476,30297,6893,30852,1869,26296,2328,30743,1366,44993,3703,16127,2771,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41933,273,41371,284,40820,294,60508,1846,40401,957,55591,1376,51755,1124,61956,1584,30847,614,30048,245,27208,283,27086,287,33277,4740,35512,717,39590,1333,39508,2298,54519,2072,16531,828,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,38304,701,37978,799,37354,462,51750,1239,40111,2304,43531,1678,40710,2363,60237,3476,26503,1114,25927,282,24891,497,24796,554,27330,3421,30219,662,30358,1176,34985,1788,50612,2869,13116,1545,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40715,332,40232,382,39585,814,51697,1530,38414,3656,47079,1715,50777,1642,58393,4597,35113,4840,26749,330,25783,382,25765,404,26171,1487,28781,1412,32862,2497,40026,2045,51953,1911,16248,1564,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,40140,639,39932,988,38726,1280,57042,9705,39453,3252,42123,1570,40132,1813,56407,5891,31951,2155,26641,319,25519,384,25332,394,36186,4245,30792,1018,30582,1360,35083,2089,43545,4531,14333,2593,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,35302,435,35209,619,34173,1324,50981,1256,34692,2607,37360,2713,39834,2379,52432,4457,25397,1450,25434,376,23251,725,23024,761,31349,3085,31070,962,27300,1549,34011,2274,44154,5079,13098,1789,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41101,343,41355,415,40916,439,59679,7014,41188,1835,38199,3016,41197,1690,60458,3132,30254,1405,24940,492,22342,401,22248,355,30035,5673,30040,1828,30751,971,37162,2280,46733,3559,15715,2109,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,36057,648,35062,1158,33603,1570,51904,6929,37188,4638,45802,3326,44592,3496,60794,2271,26622,1690,26648,474,24767,1001,24633,1068,26552,5457,31479,935,32436,2702,35429,1692,49219,5147,15652,1930,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,49401,901,42216,384,41630,388,62386,6252,51816,1999,55832,1716,51955,1541,93214,2400,35047,2579,37536,868,31220,402,31098,415,37017,4315,42931,2101,45454,1429,43697,2289,81224,1216,21196,1109,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,50459,340,49986,1077,48347,1435,65123,4591,51119,1261,61813,1014,61509,1154,64206,3473,32300,2134,35045,562,31503,357,31356,374,41088,5374,40978,536,43817,2437,47763,2619,58166,3732,23212,2462,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39666,613,39129,706,38109,774,49891,2614,37832,2015,48469,1897,51139,1366,61926,1914,25382,984,25585,233,23144,389,22956,394,29436,2746,31830,563,35226,1401,41727,1114,51231,1341,15024,1000,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,42419,462,42108,324,41723,338,51856,802,42383,1748,51410,855,46753,2370,58653,2164,32213,1402,31053,201,29385,642,29142,631,32454,2969,35583,706,37848,1248,41234,1327,51893,1858,17417,1099,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35230,747,33635,2008,32350,826,51909,4289,37331,6939,31736,881,38374,2856,55387,4507,27653,4368,24511,723,22420,572,22386,545,26183,7312,29205,2095,26982,2262,31983,1366,46032,3621,14012,3558,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,36937,335,37041,386,36547,376,53143,5993,39766,2777,40340,1382,35387,1309,55710,3364,28556,2310,26534,287,24840,493,24690,507,30798,3658,31253,515,32940,1876,31812,750,49205,3559,14906,1231,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,35355,865,34262,1695,32501,1355,47061,6492,31681,5694,39487,2417,45657,3652,51507,4699,27797,4547,22493,707,21384,608,21208,605,26333,7434,25452,2203,31258,1210,29761,3375,32377,6145,11658,1117,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37832,1054,36240,595,35703,650,46458,3935,40770,3048,46955,3066,41511,1790,56624,1984,37703,3304,26354,328,24769,585,24737,589,25903,4810,30887,1089,33014,2513,34068,3404,44012,4417,14165,1834,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,35658,510,33181,1140,32302,423,52636,8445,38879,6015,52179,2744,51513,2466,58096,5001,26994,5297,28402,919,26904,530,26739,526,35195,6390,32455,5828,41036,1731,42706,3729,44397,7878,16914,1735,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,46024,957,46344,1092,45738,1071,69467,11198,41628,3645,50565,2132,50058,5708,73604,12144,31025,1764,31380,428,30341,561,30258,587,35288,7947,35788,1934,36194,2017,37136,2713,63321,5102,16739,1958,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,50462,297,48586,1030,47031,506,65324,5756,48493,3166,61257,923,65448,2297,67548,5251,37125,2285,35130,425,31386,305,31270,304,39193,5890,41510,1079,50690,757,54617,1733,57112,1564,19520,1293,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,33104,1418,31764,761,31345,805,43093,6439,31193,3479,34387,2750,40814,4341,64691,7698,22058,1972,23742,942,20939,623,20713,644,28085,6809,27060,2453,29522,4226,32192,1549,52388,4007,12453,2588,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,41880,193,40423,218,39446,669,58345,4991,44383,1800,59397,2159,61804,859,60206,1462,28556,1778,32356,181,30256,199,30116,201,36734,1930,36755,560,44904,1436,50369,852,54291,1640,17449,965,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,35031,519,34040,952,32436,452,50980,1193,40179,2015,37457,998,38843,1354,51582,1379,25116,1748,26709,240,24551,430,24390,418,29223,3650,32282,897,31964,680,34933,896,46071,3875,15289,1200,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,45351,1324,45087,2062,43183,2486,62303,12141,39448,5154,42136,4229,43105,5995,59824,10610,50650,2407,28018,926,25671,986,25629,1012,27826,5455,31881,1909,33545,3697,36076,2767,37366,4730,21266,2313,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39674,604,38617,678,37865,686,51540,808,37740,2063,47700,1340,47578,1905,62288,2121,27080,664,26844,204,24949,310,24841,328,30752,1748,31930,462,36428,1088,40414,1439,51657,2103,15374,912,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,37219,388,37091,456,36351,499,54750,4533,32239,1875,36479,1951,40115,1537,53990,2374,30312,1310,25374,280,23559,376,23364,381,29616,3772,28324,1989,28427,1996,32857,1064,40234,3269,14642,1902,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,36232,510,35222,675,33614,1341,51059,2249,35981,2404,55220,2681,46814,2331,57981,2680,25969,1483,26080,432,24124,525,23841,569,30284,5040,31474,892,37156,2476,35721,2732,49036,4105,14797,1269,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,41614,202,41106,232,40705,241,58600,4113,41229,1072,51121,857,51378,710,60214,1477,30766,766,28957,378,26471,238,26385,246,32153,2812,34566,959,38404,1728,42192,915,51792,1209,15920,739,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,40389,681,37036,886,36377,855,58420,11014,44092,3615,57444,5307,54517,10389,62398,8552,35350,5942,30137,811,27164,956,27028,806,36016,9490,36265,1818,41748,8558,45045,5969,51193,12580,15907,2296,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,34837,1024,34651,1467,32609,1361,51529,938,35104,2369,35366,1283,35074,2890,51688,2856,27410,2438,25319,411,22729,671,22525,608,29764,5032,28839,2473,29654,2334,36240,933,41797,6854,14490,1670,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,37016,870,36427,1000,35602,1000,50173,2669,36136,3939,35878,3170,37428,7083,46460,5656,41189,1644,26214,534,24796,795,24513,892,29599,4995,30934,1027,29213,3729,35650,1813,40711,8062,12158,2645,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,34892,639,32956,1012,32222,343,55779,4167,38304,2946,40519,730,40910,1379,57807,4787,27130,1322,25645,289,23704,551,23575,568,29276,6551,30468,656,32390,1232,34932,1910,49420,3550,15931,1031,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,38268,537,37408,331,36838,274,61809,1301,37667,1479,45728,879,44552,1813,60261,1167,28207,1867,26522,183,25090,221,24906,305,34495,4348,30546,638,35781,794,38521,1283,48861,2705,15457,518,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,40686,411,38953,1510,36896,636,64934,8745,45076,6730,44494,2300,45564,3433,61905,1477,31455,2908,22166,439,21314,428,21260,463,22330,2624,26606,1208,21660,3042,32654,2315,47591,3553,10504,951,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,37854,1709,37470,1758,36481,1022,55803,5998,41156,4176,43077,3275,48390,5564,66123,15726,26159,1708,27959,1227,26043,725,25880,794,31831,8214,32291,2011,35640,5713,38218,3743,58679,2797,15325,1407,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,45352,489,41507,340,40998,362,55972,3054,47213,1837,47084,1238,45187,1917,90523,1608,30074,2750,31516,275,27435,535,27309,427,34314,5095,36901,1170,40078,1039,36678,1354,76433,2503,16307,1317,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,45817,581,43807,1173,42893,1152,51573,1039,45901,2412,60769,1118,51150,1008,60067,2789,31671,1294,30013,452,27083,468,26789,481,36459,3003,35097,1272,37306,1938,39602,1597,50661,2559,15888,1077,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,36764,635,36302,786,36136,807,46250,11092,36081,3636,36012,2278,36919,1892,61571,3964,26709,5133,23880,742,21503,525,21464,535,26433,11847,27345,2104,30703,2326,31257,1077,53237,3091,14185,2614,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,40396,259,39926,537,39329,702,50025,5015,40799,1901,50784,739,45260,2367,55352,2663,29414,2157,27222,271,25510,306,25380,296,31281,1134,32370,768,36692,964,40460,921,48586,4278,15486,1131,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,43518,3057,42477,3638,41950,1287,61764,14039,41222,3561,51677,5883,50988,5908,55533,5870,27222,8315,25772,1007,22383,1129,22140,1017,31526,3551,28954,4041,30551,2700,42088,3137,48918,6051,14239,3314,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17180,233,16617,259,16504,248,22067,3161,20540,3363,16054,702,27718,1181,42034,4336,11037,675,17851,395,16000,350,15973,355,16984,3466,18330,1516,18360,1293,26205,930,24885,17309,10116,1431,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
