B27009_042M,B27009_043E,B27009_043M,B27009_044E,B27009_044M,B27009_045E,B27009_045M,B27009_046E,B27009_046M,B27009_047E,B27009_047M,B27009_048E,B27009_048M,B27009_049E,B27009_049M,B27009_050E,B27009_050M,B27009_051E,B27009_051M,B27009_052E,B27009_052M,B27009_053E,B27009_053M,B27009_054E,B27009_054M,B27009_055E,B27009_055M,B27009_056E,B27009_056M,B27009_057E,B27009_057M,GEO_ID,B27009_001E,B27009_001M,B27009_002E,B27009_002M,B27009_003E,B27009_003M,B27009_004E,B27009_004M,B27009_005E,B27009_005M,B27009_006E,B27009_006M,B27009_007E,B27009_007M,B27009_008E,B27009_008M,B27009_009E,B27009_009M,B27009_010E,B27009_010M,B27009_011E,B27009_011M,B27009_012E,B27009_012M,B27009_013E,B27009_013M,B27009_014E,B27009_014M,B27009_015E,B27009_015M,B27009_016E,B27009_016M,B27009_017E,B27009_017M,B27009_018E,B27009_018M,B27009_019E,B27009_019M,B27009_020E,B27009_020M,B27009_021E,B27009_021M,B27009_022E,B27009_022M,B27009_023E,B27009_023M,B27009_024E,B27009_024M,B27009_025E,B27009_025M,B27009_026E,B27009_026M,B27009_027E,B27009_027M,B27009_028E,B27009_028M,B27009_029E,B27009_029M,B27009_030E,B27009_030M,B27009_031E,B27009_031M,B27009_032E,B27009_032M,B27009_033E,B27009_033M,B27009_034E,B27009_034M,B27009_035E,B27009_035M,B27009_036E,B27009_036M,B27009_037E,B27009_037M,B27009_038E,B27009_038M,B27009_039E,B27009_039M,B27009_040E,B27009_040M,B27009_041E,B27009_041M,B27009_042E,B27009_042MA,B27009_043MA,B27009_043EA,B27009_044EA,B27009_044MA,B27009_045EA,B27009_045MA,B27009_046EA,B27009_046MA,B27009_047EA,B27009_047MA,B27009_048MA,B27009_048EA,B27009_049EA,B27009_049MA,B27009_050EA,B27009_050MA,B27009_051EA,B27009_051MA,B27009_052EA,B27009_052MA,B27009_053EA,B27009_053MA,B27009_054MA,B27009_054EA,B27009_055MA,B27009_055EA,B27009_056EA,B27009_056MA,B27009_057EA,B27009_057MA,NAME,B27009_001EA,B27009_001MA,B27009_002EA,B27009_002MA,B27009_003EA,B27009_003MA,B27009_004MA,B27009_004EA,B27009_005MA,B27009_005EA,B27009_006MA,B27009_006EA,B27009_007EA,B27009_007MA,B27009_008EA,B27009_008MA,B27009_009EA,B27009_009MA,B27009_010MA,B27009_010EA,B27009_011MA,B27009_011EA,B27009_012MA,B27009_012EA,B27009_013EA,B27009_013MA,B27009_014EA,B27009_014MA,B27009_015MA,B27009_015EA,B27009_016MA,B27009_016EA,B27009_017MA,B27009_017EA,B27009_018EA,B27009_018MA,B27009_019EA,B27009_019MA,B27009_020EA,B27009_020MA,B27009_021MA,B27009_021EA,B27009_022MA,B27009_022EA,B27009_023EA,B27009_023MA,B27009_024EA,B27009_024MA,B27009_025EA,B27009_025MA,B27009_026MA,B27009_026EA,B27009_027MA,B27009_027EA,B27009_028EA,B27009_028MA,B27009_029EA,B27009_029MA,B27009_030EA,B27009_030MA,B27009_031EA,B27009_031MA,B27009_032MA,B27009_032EA,B27009_033MA,B27009_033EA,B27009_034EA,B27009_034MA,B27009_035EA,B27009_035MA,B27009_036EA,B27009_036MA,B27009_037MA,B27009_037EA,B27009_038MA,B27009_038EA,B27009_039EA,B27009_039MA,B27009_040EA,B27009_040MA,B27009_041EA,B27009_041MA,B27009_042EA,state
2742,121572,2097,769,421,120803,2113,134702,1419,1236,468,133466,1400,140778,1320,2298,627,138480,1370,96550,1769,2261,519,94289,1771,74570,1484,1993,604,72577,1643,0400000US35,2050369,1333,1005401,3267,84086,2642,52,88,84034,2647,169869,2976,552,760,169317,3039,106112,2772,511,460,105601,2814,132087,2897,2869,933,129218,3050,118408,2321,3234,991,115174,2363,125699,2142,6714,1207,118985,2229,127097,1006,10083,1213,117014,1620,87791,1061,17954,1636,69837,1847,54252,1309,12732,1421,41520,1636,1044968,2969,79315,2492,45,66,79270,2495,165410,2580,621,503,164789,2623,99048,2091,308,244,98740,2112,133023,2780,1035,701,131988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
2814,1276294,2426,3394,830,1272900,2509,1429144,2852,4947,915,1424197,3157,1302214,2137,6793,1300,1295421,2282,862946,1906,5066,902,857880,2220,740207,2561,6492,1248,733715,2824,0400000US36,19499548,2102,9416424,4507,722600,5208,174,189,722426,5184,1427418,5373,660,430,1426758,5357,971602,3459,2173,678,969429,3650,1381083,3102,14830,1874,1366253,3813,1204678,3127,11660,1393,1193018,2989,1334593,2889,21479,1865,1313114,3392,1180803,2239,36317,2966,1144486,3668,719498,2101,77578,3143,641920,3620,474149,2243,75042,3573,399107,4119,10083124,4395,687315,5752,248,242,687067,5742,1379745,6195,1157,590,1378588,6215,978481,3263,1129,453,977352,3245,1426778,2781,3498,904,1423280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
5477,671954,5223,5270,1264,666684,5340,695968,4615,6631,1351,689337,4693,652312,2148,10259,1442,642053,2673,461815,2215,6611,1326,455204,2557,338214,2170,5419,955,332795,2274,0400000US37,9752148,3509,4695371,7004,372878,5513,435,330,372443,5488,796227,6187,983,591,795244,6325,471924,5090,3118,1058,468806,4995,587020,5749,12823,2018,574197,6085,620874,5576,14983,2064,605891,5859,648611,4618,25038,2506,623573,4861,577591,2208,44599,3103,532992,3444,398464,2156,71106,3916,327358,4403,221782,2408,44224,2654,177558,3199,5056777,6442,359039,4646,809,560,358230,4623,758521,5547,943,533,757578,5550,474326,4308,482,291,473844,4324,644628,5323,3331,1036,641297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1295,38938,1017,238,188,38700,1025,45275,1220,101,110,45174,1220,45355,613,475,235,44880,675,26693,255,143,101,26550,290,26726,432,185,146,26541,436,0400000US38,724451,1000,367016,2377,30443,1430,9,17,30434,1431,53855,1527,140,139,53715,1534,47450,1376,262,251,47188,1439,56185,1579,1723,534,54462,1624,41447,1221,1541,722,39906,1295,45459,813,1225,384,44234,956,46704,562,2879,552,43825,773,26982,563,6179,894,20803,1027,18491,693,4522,574,13969,850,357435,2171,29687,1572,70,101,29617,1590,53206,1620,71,101,53135,1617,42200,1372,287,298,41913,1341,49355,1321,356,245,48999,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
3551,709998,3228,2216,624,707782,3328,810278,2965,4628,910,805650,3151,807402,2183,5977,1141,801425,2407,528717,1808,5016,1118,523701,2275,441216,2593,5699,933,435517,2673,0400000US39,11420809,1495,5570132,5355,426083,4421,427,256,425656,4419,922145,5046,459,301,921686,5098,544666,3458,2506,909,542160,3787,708376,3865,13256,2004,695120,4412,684890,2925,13531,1991,671359,3541,771312,2591,24614,2116,746698,3346,754402,2357,41942,2587,712460,3676,461145,1661,75989,3477,385156,3816,297113,1796,59878,2910,237235,3019,5850677,5119,403486,4773,689,601,402797,4794,879767,5200,502,293,879265,5223,541318,2283,671,371,540647,2332,728495,3323,2273,854,726222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2364,234952,2017,1909,746,233043,2125,244071,2021,2693,725,241378,2122,243696,1148,4082,742,239614,1387,169407,1142,4068,621,165339,1352,132610,1503,2991,564,129619,1548,0400000US40,3797966,1457,1861782,3156,163928,2781,264,273,163664,2814,325072,2813,489,233,324583,2785,193340,2465,1067,436,192273,2526,249653,2787,6696,1151,242957,2907,226406,2422,6486,1057,219920,2591,237391,2010,11781,1255,225610,2092,225210,1377,20525,1531,204685,2178,148291,1247,32262,1982,116029,2168,92491,1315,21787,1543,70704,1952,1936184,3039,154745,2839,156,205,154589,2846,306378,2572,389,199,305989,2568,190769,2220,538,362,190231,2217,259556,2297,1649,571,257907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2758,255994,2523,2846,983,253148,2609,254556,1672,2913,861,251643,1905,278656,1704,3765,916,274891,1889,195400,1579,3148,800,192252,1684,145167,1184,2443,695,142724,1388,0400000US41,3931306,976,1935976,4048,139655,3007,200,243,139455,3001,298233,3716,451,259,297782,3709,183065,2306,1474,688,181591,2491,263159,2803,7938,1748,255221,3459,258960,2395,5372,1210,253588,2590,248420,2108,8884,1431,239536,2450,260456,2042,18593,1819,241863,2642,177363,1502,35907,2723,141456,3094,106665,1081,23882,1783,82783,2025,1995330,3943,136383,2933,90,177,136293,2928,282813,3750,274,193,282539,3742,177722,2531,377,302,177345,2522,268639,2727,1593,689,267046,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
3117,758002,2665,3108,721,754894,2657,910903,2413,3544,943,907359,2554,903802,1954,5482,1022,898320,2151,608662,2173,5369,768,603293,2170,555326,2403,6536,1086,548790,2578,0400000US42,12582815,841,6116546,4383,434886,4027,553,632,434333,4055,939918,4863,752,478,939166,4831,605175,2752,2403,692,602772,2841,791342,3416,13042,1878,778300,3404,732321,3361,11319,1351,721002,3490,870627,2644,19435,1803,851192,2813,850383,2187,37304,2428,813079,3259,529618,2016,72069,2871,457549,3349,362276,1884,76503,2863,285773,3240,6466269,4310,415195,4735,410,479,414785,4714,903075,5350,731,411,902344,5336,602004,2331,539,298,601465,2391,809300,3146,3123,888,806177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1004,63755,797,0,203,63755,797,78715,802,321,240,78394,855,73473,562,241,172,73232,577,47876,648,313,224,47563,667,44304,763,531,299,43773,812,0400000US44,1039789,677,501590,1721,34168,1522,0,203,34168,1522,74917,1678,0,203,74917,1678,57080,802,335,285,56745,779,67437,958,1204,498,66233,1119,60599,997,889,351,59710,1036,72582,877,1689,581,70893,958,67024,610,4201,833,62823,952,40937,642,6769,940,34168,1136,26846,758,6540,896,20306,1109,538199,1619,31517,1214,151,190,31366,1238,71669,1259,0,203,71669,1259,58848,796,328,270,58520,875,68042,848,332,412,67710,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3741,307317,3346,2037,794,305280,3426,333608,2885,3771,1020,329837,3107,333783,1511,4248,932,329535,1847,248145,1719,3739,887,244406,1787,164887,1636,2957,837,161930,1860,0400000US45,4733742,2463,2275724,5845,180929,3469,132,207,180797,3483,370227,3731,463,362,369764,3750,233218,3314,1452,561,231766,3335,281789,4894,7925,1655,273864,5027,282283,3865,9728,2082,272555,4178,303418,3608,15286,2306,288132,4395,292565,1951,25978,2292,266587,2843,216429,1722,42243,2691,174186,3138,114866,1556,27187,2066,87679,2375,2458018,5175,168377,4143,158,255,168219,4156,361246,4319,413,360,360833,4391,228959,2800,621,412,228338,2858,311696,3734,2819,1059,308877,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1446,46697,1152,334,245,46363,1207,52577,894,595,310,51982,904,55695,655,594,274,55101,717,34218,630,820,379,33398,702,31931,725,621,301,31310,813,0400000US46,835403,736,416541,2789,36469,1434,0,151,36469,1434,70645,1437,105,131,70540,1464,41807,1425,259,203,41548,1413,54941,1520,952,414,53989,1646,48624,1169,1563,563,47061,1399,52501,1016,3298,954,49203,1275,55048,693,6131,1120,48917,1189,34025,511,8492,792,25533,868,22481,555,6668,851,15813,940,418862,2625,34761,1750,0,151,34761,1750,67711,1155,25,34,67686,1160,42146,1303,182,175,41964,1315,53126,1376,378,323,52748,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
4139,425605,2794,3248,1200,422357,3006,455384,2408,3519,888,451865,2618,441076,2147,5833,1095,435243,2513,310774,1936,3541,842,307233,2088,223361,2028,3646,719,219715,2279,0400000US47,6448737,1852,3120169,5388,246145,4211,329,431,245816,4281,514474,5048,551,410,513923,5043,308319,3581,1190,672,307129,3611,400603,4034,8500,1440,392103,4164,403936,3957,9825,1662,394111,4176,426418,2528,17121,1922,409297,2929,396329,1961,33774,2572,362555,2955,271807,1619,44745,2633,227062,2906,152138,1508,31614,2254,120524,2448,3328568,5438,235386,4350,198,271,235188,4369,493615,4117,170,158,493445,4149,312233,2895,438,422,311795,2954,431134,4003,2012,741,429122,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
6902,1832708,6081,12311,1973,1820397,6194,1738731,5774,11514,1992,1727217,5820,1520075,3231,17973,1936,1502102,3349,965937,3523,12399,1718,953538,3597,707520,3355,10467,1322,697053,3939,0400000US48,26485838,3842,13015571,10251,1202317,8434,728,398,1201589,8469,2426735,10874,3063,1183,2423672,10857,1354159,7229,5090,1301,1349069,7400,1876129,7013,47792,4674,1828337,8194,1744587,6158,42720,4031,1701867,6704,1664252,5707,53388,4364,1610864,7549,1408732,4160,95383,4646,1313349,6246,844627,3074,133596,4666,711031,5489,494033,3447,94600,3614,399433,4674,13470267,9186,1142972,8402,315,251,1142657,8421,2334703,9058,3592,1674,2331111,9225,1321405,5746,3379,1291,1318026,5961,1906216,6771,10778,1551,1895438,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1450,188976,1644,524,258,188452,1625,153234,1426,497,331,152737,1452,140527,1258,964,460,139563,1227,88977,1006,1314,450,87663,1066,67849,963,810,417,67039,1038,0400000US49,2916303,1341,1459342,2682,155909,3285,50,74,155859,3296,308460,3123,373,278,308087,3152,163265,1613,771,625,162494,1704,215354,1831,2968,787,212386,1964,194444,1673,2773,687,191671,1757,152267,1528,3457,865,148810,1713,135292,1257,6985,1088,128307,1507,81865,942,10379,1020,71486,1231,52486,764,10594,1104,41892,1157,1456961,2518,147096,2586,43,70,147053,2598,290846,2861,197,199,290649,2868,165234,1619,318,305,164916,1704,214222,1437,758,357,213464,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
911,36728,689,85,90,36643,683,46206,593,452,229,45754,628,49568,711,516,286,49052,685,31481,392,383,254,31098,466,23881,360,688,314,23193,472,0400000US50,620453,264,305019,1193,19369,926,0,147,19369,926,43551,1094,14,25,43537,1101,33907,779,0,147,33907,779,35539,843,516,325,35023,940,34813,625,923,429,33890,756,43486,453,1006,388,42480,594,46585,435,2493,620,44092,840,30355,453,5100,624,25255,744,17414,548,4753,769,12661,661,315434,1217,18207,896,0,147,18207,896,40345,967,23,39,40322,963,32364,635,21,34,32343,629,36654,892,200,150,36454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
4857,548904,3889,6878,1301,542026,4330,595013,2934,7998,1459,587015,2945,538596,2407,7294,1317,531302,2647,360512,2414,5296,1134,355216,2728,266172,2390,4704,819,261468,2635,0400000US51,8114884,4560,3925716,6350,313579,4224,1155,577,312424,4205,636730,5033,1716,665,635014,5149,386624,5599,2948,1015,383676,5448,541578,5706,11369,1874,530209,5711,506595,5340,14580,1922,492015,5214,555454,4000,25192,2453,530262,4322,491342,2271,29179,2365,462163,2923,313032,2394,43415,2542,269617,3129,180782,2450,31126,1845,149656,2733,4189168,5708,297086,4812,804,371,296282,4804,617343,5412,1622,618,615721,5470,397469,3962,1532,500,395937,3978,568073,4556,5230,1138,562843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
3151,455680,3193,2968,801,452712,3270,470330,2577,4282,994,466048,2871,463543,1697,6262,1333,457281,2149,306783,1727,4307,913,302476,1880,221950,1467,4457,991,217493,1818,0400000US53,6954806,3294,3449189,4407,272735,3572,135,142,272600,3550,546107,4252,482,326,545625,4247,333559,3435,2022,812,331537,3556,493795,4096,11751,2008,482044,4549,451383,3316,12389,1825,438994,3455,465547,2752,19051,2313,446496,3574,443482,1914,32058,2561,411424,3002,279878,1598,44082,2069,235796,2213,162703,1431,28825,1889,133878,1956,3505617,3843,263090,3684,179,181,262911,3686,519097,3714,419,262,518678,3730,319623,2493,877,647,318746,2529,485521,2934,4099,748,481422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2013,111898,1247,814,536,111084,1349,125753,976,1394,612,124359,1220,137163,870,2522,761,134641,1121,98316,725,1435,591,96881,878,76871,990,1594,635,75277,1110,0400000US54,1820836,500,896037,2810,60822,2021,0,187,60822,2021,135380,2233,229,240,135151,2238,86510,1775,658,501,85852,1811,105918,1831,2150,716,103768,2042,110608,1600,3400,846,107208,1719,122248,1370,6797,1252,115451,1622,129805,907,11225,1393,118580,1471,90594,818,17766,1666,72828,1758,54152,639,13692,1356,40460,1458,924799,2865,62115,2177,0,187,62115,2177,123908,2597,79,97,123829,2619,82318,1304,0,187,82318,1304,106457,2046,628,334,105829,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
2556,341311,2001,1588,475,339723,2037,409298,1663,2556,743,406742,1806,391722,1239,3648,727,388074,1350,249831,1279,2270,524,247561,1343,215912,1378,3699,621,212213,1551,0400000US55,5684725,564,2809099,3166,208118,2907,7,17,208111,2907,454248,3054,688,362,453560,3086,278904,2098,1475,589,277429,2104,361126,2357,7358,1101,353768,2691,341393,2089,5444,742,335949,2048,401527,2099,11407,1344,390120,2300,383065,1444,22471,1748,360594,1975,229908,1182,40450,2211,189458,2468,150810,1197,32289,1752,118521,1936,2875626,3189,199693,3175,152,165,199541,3163,435733,3447,258,190,435475,3434,274194,2164,232,168,273962,2209,357932,2407,1879,668,356053,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
1716,34270,1462,260,296,34010,1489,35628,901,211,221,35417,930,39816,918,392,250,39424,934,24356,887,263,184,24093,897,16880,724,367,225,16513,772,0400000US56,574798,643,290966,2508,22546,1424,0,190,22546,1424,47592,1849,0,190,47592,1849,28844,1295,0,190,28844,1295,42319,1522,1413,803,40906,1356,35847,1362,1063,440,34784,1419,35870,923,1194,456,34676,928,41144,1361,3380,724,37764,1501,24088,776,5549,1025,18539,1141,12716,557,3826,802,8890,898,283832,2423,23129,1357,0,190,23129,1357,44029,1391,0,190,44029,1391,26445,999,0,190,26445,999,39279,1715,92,122,39187,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
2858,237145,2233,666,426,236479,2326,244450,1242,522,341,243928,1300,235333,381,1455,616,233878,724,193986,643,1571,625,192415,805,152256,1254,1842,599,150414,1314,0400000US72,3521353,565,1683312,3518,116968,3285,0,220,116968,3285,285701,2906,394,404,285307,2943,189039,2085,621,487,188418,2154,200682,3036,405,275,200277,3075,215727,2556,1506,610,214221,2522,214504,2289,4401,1064,210103,2788,196548,618,8179,1443,188369,1601,158493,1035,14351,1365,144142,1704,105650,1233,16860,1488,88790,1666,1838041,3476,105422,3005,0,220,105422,3005,263993,2860,122,210,263871,2843,181444,2011,83,153,181361,2015,224012,2850,159,177,223853,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
