GEO_ID,C18102_001E,C18102_001M,C18102_002E,C18102_002M,C18102_003E,C18102_003M,C18102_004E,C18102_004M,C18102_005E,C18102_005M,C18102_006E,C18102_006M,C18102_007E,C18102_007M,C18102_008E,C18102_008M,C18102_009E,C18102_009M,C18102_010E,C18102_010M,C18102_011E,C18102_011M,C18102_012E,C18102_012M,C18102_013E,C18102_013M,C18102_014E,C18102_014M,C18102_015E,C18102_015M,C18102_016E,C18102_016M,C18102_017E,C18102_017M,C18102_018E,C18102_018M,C18102_019E,C18102_019M,C18102_020E,C18102_020M,C18102_021E,C18102_021M,NAME,C18102_001EA,C18102_001MA,C18102_002EA,C18102_002MA,C18102_003MA,C18102_003EA,C18102_004MA,C18102_004EA,C18102_005EA,C18102_005MA,C18102_006EA,C18102_006MA,C18102_007EA,C18102_007MA,C18102_008MA,C18102_008EA,C18102_009MA,C18102_009EA,C18102_010MA,C18102_010EA,C18102_011EA,C18102_011MA,C18102_012EA,C18102_012MA,C18102_013EA,C18102_013MA,C18102_014MA,C18102_014EA,C18102_015MA,C18102_015EA,C18102_016EA,C18102_016MA,C18102_017EA,C18102_017MA,C18102_018EA,C18102_018MA,C18102_019MA,C18102_019EA,C18102_020MA,C18102_020EA,C18102_021MA,C18102_021EA,state
0400000US01,4767383,1932,2289780,5872,564919,4746,3978,1082,560941,4833,1407781,3396,49038,3700,1358743,4641,317080,1997,67904,3176,249176,3049,2477603,5606,541928,4642,2896,1098,539032,4649,1527586,3213,27789,2602,1499797,3958,408089,2062,53362,3249,354727,3975,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,94656,1704,413,253,94243,1703,235033,2140,9209,1325,225824,2309,33900,1002,9774,1063,24126,1282,347952,2104,91589,1669,313,317,91276,1760,221245,1198,4551,1074,216694,1461,35118,972,5157,874,29961,1120,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,826358,2285,6748,1322,819610,2566,1937999,2770,46427,3599,1891572,4441,486940,1367,102278,3820,384662,3985,3371777,2888,794218,2258,4568,1282,789650,2696,2006493,2365,31087,2787,1975406,3483,571066,1364,74267,4241,496799,4319,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,360391,3763,3054,1189,357337,3690,861325,3214,34081,2629,827244,3914,201696,1438,50778,2703,150918,2814,1490964,4568,343420,3861,2518,917,340902,3935,900910,3016,18328,2341,882582,3931,246634,1843,35349,2864,211285,3030,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,4657991,3964,24633,2587,4633358,4995,12038061,7340,227421,8292,11810640,11473,2169442,2989,375485,8088,1793957,8138,19431963,5973,4477142,4008,21296,2530,4455846,4824,12226448,3884,151045,6812,12075403,7947,2728373,3145,327154,7408,2401219,8668,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,640300,2702,3212,1006,637088,2976,1678778,3434,46549,3233,1632229,4720,303333,1624,63689,2572,239644,2781,2643611,4048,605132,2527,2858,904,602274,2689,1677532,2424,25623,3028,1651909,4107,360947,1439,44626,2996,316321,3071,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,395003,1458,2749,922,392254,1702,1091478,1984,19025,2097,1072453,3044,232944,1423,34290,2362,198654,2752,1821857,2336,379018,1430,1718,688,377300,1512,1142258,1885,11747,1689,1130511,2332,300581,1319,34055,2419,266526,2349,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,104031,825,431,318,103600,902,272159,1135,5305,1183,266854,1453,67433,733,10809,1387,56624,1513,477307,1167,99383,901,741,432,98642,1059,295631,700,3247,819,292384,978,82293,658,7978,1246,74315,1355,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,58140,442,236,255,57904,491,216572,977,3490,989,213082,1392,29079,646,2620,736,26459,897,344175,1099,56694,456,205,256,56489,530,244580,597,2911,757,241669,969,42901,869,3810,853,39091,1079,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,2066004,5977,12818,2689,2053186,6161,5747594,5911,129379,6865,5618215,8969,1677261,3397,293239,7859,1384022,8097,10092498,7609,1980146,6054,9217,2134,1970929,6592,6066114,4654,84100,5402,5982014,7176,2046238,3447,226022,5911,1820216,7141,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
