GEO_ID,C17001I_001E,C17001I_001M,C17001I_002E,C17001I_002M,C17001I_003E,C17001I_003M,C17001I_004E,C17001I_004M,C17001I_005E,C17001I_005M,C17001I_006E,C17001I_006M,C17001I_007E,C17001I_007M,C17001I_008E,C17001I_008M,C17001I_009E,C17001I_009M,C17001I_010E,C17001I_010M,C17001I_011E,C17001I_011M,C17001I_012E,C17001I_012M,C17001I_013E,C17001I_013M,C17001I_014E,C17001I_014M,C17001I_015E,C17001I_015M,C17001I_016E,C17001I_016M,C17001I_017E,C17001I_017M,C17001I_018E,C17001I_018M,C17001I_019E,C17001I_019M,NAME,C17001I_001EA,C17001I_001MA,C17001I_002EA,C17001I_002MA,C17001I_003EA,C17001I_003MA,C17001I_004MA,C17001I_004EA,C17001I_005MA,C17001I_005EA,C17001I_006MA,C17001I_006EA,C17001I_007EA,C17001I_007MA,C17001I_008EA,C17001I_008MA,C17001I_009EA,C17001I_009MA,C17001I_010MA,C17001I_010EA,C17001I_011MA,C17001I_011EA,C17001I_012EA,C17001I_012MA,C17001I_013EA,C17001I_013MA,C17001I_014EA,C17001I_014MA,C17001I_015MA,C17001I_015EA,C17001I_016MA,C17001I_016EA,C17001I_017MA,C17001I_017EA,C17001I_018EA,C17001I_018MA,C17001I_019EA,C17001I_019MA,state
0400000US28,72706,2327,18791,2440,9125,1601,3756,878,4950,1278,419,315,9666,1744,3289,946,6204,1388,173,256,53915,2817,30193,2308,10713,1452,18463,1555,1017,490,23722,2182,9283,1549,13250,1437,1189,620,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,225770,2387,54979,6758,24162,3567,12115,2087,11595,2044,452,271,30817,4160,14456,2527,15373,2157,988,483,170791,6821,90825,4322,31885,2656,55187,2679,3753,752,79966,3567,27473,2381,47405,2238,5088,948,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,33795,673,9864,1707,4463,1225,2117,928,2233,770,113,117,5401,991,2187,579,3050,771,164,194,23931,1684,12220,1249,4635,881,7025,828,560,346,11711,1488,4143,951,6973,908,595,318,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,185203,1211,45203,5195,21838,2497,11846,1740,9486,1268,506,297,23365,3098,10165,1545,12540,1896,660,470,140000,5176,74569,2895,27229,1844,45062,1752,2278,487,65431,3131,25452,1697,36996,1890,2983,613,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,781529,1302,162563,12410,76336,7035,41057,4690,33022,3506,2257,723,86227,7068,37288,4023,45757,4044,3182,936,618966,12303,319301,6952,95282,4676,208250,3519,15769,936,299665,6930,92252,4081,188106,3928,19307,995,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40876,884,8268,2321,3632,1099,2257,909,1309,554,66,127,4636,1447,1681,827,2895,968,60,102,32608,2374,16547,1451,4900,999,11390,954,257,212,16061,1426,5537,830,9472,1184,1052,411,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1703142,2413,361085,16853,157465,8948,74464,4951,74935,5779,8066,1324,203620,10592,72712,5446,114807,5883,16101,2102,1342057,16307,697716,8795,180871,5430,475265,5791,41580,1493,644341,10592,168454,5575,424002,5907,51885,2260,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,974753,1376,249041,14509,109250,7626,48240,4552,53855,4525,7155,1115,139791,8449,50344,4454,76730,5184,12717,1514,725712,14483,371244,7776,102944,4646,230646,4463,37654,1205,354468,8343,92579,4489,218461,5190,43428,1617,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3588697,3830,930023,28667,400613,13926,172045,7543,203885,8673,24683,2357,529410,17863,164527,8572,311830,11146,53053,2718,2658674,28711,1361852,14632,332978,7945,936997,8998,91877,2507,1296822,17685,317530,8518,855351,11716,123941,2849,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,874347,2194,293678,15707,139468,9000,74666,5725,63080,4458,1722,638,154210,8411,69715,5512,80741,4550,3754,940,580669,15561,316683,9645,103224,5825,204602,4989,8857,1410,263986,8223,95958,5358,157365,4462,10663,1442,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,19897,1243,3962,1481,976,435,462,300,438,317,76,122,2986,1374,1633,978,1336,691,17,35,15935,2033,8967,1292,2822,810,5818,954,327,223,6968,1372,2681,797,4245,993,42,46,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,386934,2486,108414,7841,52153,4229,26344,2549,24649,2696,1160,456,56261,4795,24484,2997,29205,2620,2572,642,278520,7739,145701,4416,47540,2517,90412,3007,7749,936,132819,4848,45389,3259,79045,2632,8385,1098,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,368306,1717,100230,6675,48147,3546,27630,2274,19819,2178,698,260,52083,4003,23874,2172,27067,2492,1142,381,268076,6587,145062,3723,49975,2496,90241,2140,4846,670,123014,3948,45992,2152,71589,2561,5433,702,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,485822,1842,128347,9151,60879,4777,30040,3247,29998,2976,841,380,67468,5607,30160,3416,35174,3263,2134,756,357475,9488,189596,5769,62089,3892,120538,3346,6969,843,167879,5479,60670,3592,98425,3183,8784,957,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,804047,3154,255740,12431,115435,6423,53994,3892,56886,4270,4555,903,140305,8055,57659,5057,76405,4125,6241,1125,548307,13468,287430,7334,92332,4340,182019,4511,13079,1394,260877,7823,81753,4712,162885,4370,16239,1349,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,144615,697,44822,5516,20433,2841,9614,1641,10059,1779,760,309,24389,3260,8644,1602,14025,2032,1720,542,99793,5590,51745,3016,15397,1812,34034,1855,2314,345,48048,3250,14829,1740,30804,1967,2415,501,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,246940,1449,80353,7838,40180,4149,20792,2819,18623,2593,765,443,40173,4727,19353,2864,20328,2465,492,309,166587,7599,91867,4142,25183,2616,63327,3267,3357,919,74720,4910,24602,3318,45840,2529,4278,947,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27118,1222,7258,1945,3561,1123,1721,744,1804,711,36,78,3697,1284,2216,954,1481,587,0,151,19860,1938,9595,1412,3505,896,5714,836,376,295,10265,1729,3932,1085,5678,1216,655,525,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,315408,2169,111917,8456,56431,4764,33526,3067,22543,2895,362,276,55486,4862,25422,3024,29464,2732,600,455,203491,8699,108408,5212,31314,3089,73073,3257,4021,907,95083,4962,36756,3340,53738,2554,4589,922,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10215594,5859,2548394,49853,1158986,25238,595330,14324,508700,15682,54956,4352,1389408,30757,559043,17351,740714,17963,89651,4067,7667200,51010,3933949,26260,1166671,14840,2539518,15969,227760,4362,3733251,31261,1135226,18044,2313064,18296,284961,4505,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,388740,1905,91895,9243,40210,4856,22982,3262,16683,2672,545,352,51685,5497,23621,3696,26556,2610,1508,638,296845,9223,157382,4816,54258,3224,97436,2656,5688,661,139463,5570,50404,3603,82605,2723,6454,676,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9435,771,1359,664,533,390,0,147,486,371,47,85,826,496,130,149,640,434,56,77,8076,1016,4141,742,1755,503,1898,568,488,239,3935,888,1194,363,2433,747,308,169,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,714840,3078,114425,8866,49847,4875,25147,3206,23747,2659,953,548,64578,5710,24742,3152,38285,3488,1551,558,600415,9290,316841,5861,93496,4038,213423,3635,9922,1254,283574,6094,87926,4006,179991,3628,15657,1317,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,844160,1842,193983,11773,92534,6747,49765,4649,40652,3921,2117,733,101449,6888,46270,4154,52350,3736,2829,980,650177,11386,343981,6217,115822,4581,216920,3892,11239,1067,306196,6773,113301,4199,179172,3722,13723,1272,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22476,1591,6161,2141,2850,1005,1414,665,1393,670,43,75,3311,1401,1808,945,1372,638,131,138,16315,2772,8661,2026,3168,1105,5092,1588,401,308,7654,1698,2331,869,4346,1150,977,524,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,361035,1719,99395,7766,46784,4148,26111,2677,19974,2508,699,383,52611,4566,23389,2553,27208,2367,2014,675,261640,7590,138363,4387,46865,2645,85934,2861,5564,693,123277,4410,46591,2465,70878,2693,5808,850,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,55695,437,15374,3059,6846,1689,3067,1081,3779,1368,0,190,8528,1726,3262,967,5202,1108,64,111,40321,3055,21107,2202,6692,1081,13463,1718,952,363,19214,2055,6123,1173,11595,1229,1496,446,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3481661,3842,1614869,25462,741997,14035,229095,5646,412966,10779,99936,3695,872872,14162,217578,6039,509330,9501,145964,4188,1866792,25167,922654,13790,168568,5588,593082,10481,161004,3514,944138,13753,147522,5622,599707,9290,196909,4252,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
